Region,Codigo region,Provincia,Codigo provincia,provincia_residencia,fecha,positividad
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-05-26,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-05-27,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-05-28,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-05-29,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-05-30,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-05-31,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-01,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-02,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-03,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-04,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-05,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-06,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-07,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-08,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-09,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-10,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-11,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-12,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-13,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-14,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-15,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-16,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-17,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-18,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-19,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-20,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-21,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-22,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-23,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-24,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-25,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-26,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-27,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-28,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-29,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-06-30,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-01,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-02,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-03,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-04,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-05,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-06,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-07,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-08,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-09,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-10,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-11,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-12,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-13,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-14,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-15,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-16,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-17,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-18,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-19,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-20,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-21,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-22,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-23,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-24,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-25,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-26,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-27,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-28,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-29,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-30,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-07-31,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-01,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-02,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-03,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-04,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-05,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-06,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-07,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-08,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-09,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-10,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-11,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-12,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-13,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-14,0.0
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-15,0.01098901098901099
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-16,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-17,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-18,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-19,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-20,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-21,
Magallanes,12,Antártica Chilena,122,Antártica Chilena,2020-08-22,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-02,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-03,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-04,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-05,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-06,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-07,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-08,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-09,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-10,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-11,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-12,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-13,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-14,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-15,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-16,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-17,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-18,
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-19,0.023973727422003283
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-20,0.049947753396029256
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-21,0.061530764979040836
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-22,0.09010219355046943
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-23,0.09443119787947374
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-24,0.09851283053253496
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-25,0.09987337475022204
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-26,0.11338044609934013
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-27,0.11121594393483794
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-28,0.1110615037803978
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-29,0.09772817044706446
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-30,0.09559696831586233
Antofagasta,2,Antofagasta,21,Antofagasta,2020-03-31,0.10525159939906484
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-01,0.10165015882283436
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-02,0.08596423184658479
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-03,0.062154708037060975
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-04,0.06640557911720035
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-05,0.05116748387910512
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-06,0.05917376331395598
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-07,0.06131051545070811
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-08,0.06801193019382054
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-09,0.08510594728783764
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-10,0.1092508165031294
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-11,0.10335610980655166
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-12,0.12149669937571266
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-13,0.13396835470451085
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-14,0.14613272200906507
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-15,0.1353229972752897
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-16,0.1354152822512956
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-17,0.13898896314261364
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-18,0.15258085070710398
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-19,0.1710702977679796
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-20,0.17696598937795693
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-21,0.17750003477181542
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-22,0.1839653851396048
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-23,0.18969479011702536
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-24,0.18043530903128235
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-25,0.17879781608944156
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-26,0.15645349374511924
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-27,0.14509376913238256
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-28,0.14885316762862316
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-29,0.15295780283081933
Antofagasta,2,Antofagasta,21,Antofagasta,2020-04-30,0.1555833861761513
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-01,0.15936151392078318
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-02,0.15876730354788815
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-03,0.17944662422720886
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-04,0.1847321081200355
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-05,0.18978445862245974
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-06,0.1928683488422723
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-07,0.1946320705106064
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-08,0.19478293344660028
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-09,0.1994316641783635
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-10,0.1980800745914798
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-11,0.21864266384229156
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-12,0.2273668180938156
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-13,0.2291063418700789
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-14,0.2261217462346489
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-15,0.2223672269058272
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-16,0.2180021475407478
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-17,0.21934310945742932
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-18,0.19905765947725226
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-19,0.1816653312450102
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-20,0.19049659590361295
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-21,0.20463771793947186
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-22,0.21356628936804328
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-23,0.21405759700220808
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-24,0.20314845137639928
Antofagasta,2,Antofagasta,21,Antofagasta,2020-05-25,0.2072361511162729
