Region,Codigo region,Publicacion,Semana Epidemiologica,Casos confirmados
Desconocido Metropolitana,13,2020-07-20,SE18,765.0
Desconocido O’Higgins,06,2020-07-20,SE18,0.0
Desconocido Maule,07,2020-07-20,SE18,0.0
Desconocido Nuble,16,2020-07-20,SE18,0.0
Desconocido Biobio,08,2020-07-20,SE18,0.0
Desconocido Araucania,09,2020-07-20,SE18,0.0
Desconocido Los Rios,14,2020-07-20,SE18,0.0
Desconocido Los Lagos,10,2020-07-20,SE18,0.0
Desconocido Aysen,11,2020-07-20,SE18,0.0
Desconocido Magallanes,12,2020-07-20,SE18,2.0
Desconocido SEREMI,0,2020-07-20,SE18,5.0
Arica y Parinacota,15,2020-06-15,SE18,0.0
Tarapacá,01,2020-06-15,SE18,0.0
Antofagasta,02,2020-06-15,SE18,0.0
Atacama,03,2020-06-15,SE18,0.0
Coquimbo,04,2020-06-15,SE18,0.0
Valparaíso,05,2020-06-15,SE18,0.0
Metropolitana,13,2020-06-15,SE18,1.0
O’Higgins,06,2020-06-15,SE18,0.0
Maule,07,2020-06-15,SE18,0.0
Ñuble,16,2020-06-15,SE18,0.0
Biobío,08,2020-06-15,SE18,0.0
Araucanía,09,2020-06-15,SE18,0.0
Los Ríos,14,2020-06-15,SE18,0.0
Los Lagos,10,2020-06-15,SE18,0.0
Aysén,11,2020-06-15,SE18,0.0
Magallanes,12,2020-06-15,SE18,0.0
Desconocido Arica y Parinacota,15,2020-07-10,SE18,0.0
Desconocido Tarapaca,01,2020-07-10,SE18,4.0
Desconocido Antofagasta,02,2020-07-10,SE18,0.0
Desconocido Atacama,03,2020-07-10,SE18,0.0
Desconocido Coquimbo,04,2020-07-10,SE18,2.0
Desconocido Valparaiso,05,2020-07-10,SE18,0.0
Desconocido Metropolitana,13,2020-07-10,SE18,779.0
Desconocido O’Higgins,06,2020-07-10,SE18,0.0
Desconocido Maule,07,2020-07-10,SE18,0.0
Desconocido Nuble,16,2020-07-10,SE18,0.0
Desconocido Biobio,08,2020-07-10,SE18,0.0
Desconocido Araucania,09,2020-07-10,SE18,0.0
Desconocido Los Rios,14,2020-07-10,SE18,0.0
Desconocido Los Lagos,10,2020-07-10,SE18,0.0
Desconocido Aysen,11,2020-07-10,SE18,0.0
Desconocido Magallanes,12,2020-07-10,SE18,2.0
Desconocido SEREMI,0,2020-07-10,SE18,5.0
Arica y Parinacota,15,2020-05-25,SE18,0.0
Tarapacá,01,2020-05-25,SE18,0.0
Antofagasta,02,2020-05-25,SE18,0.0
Atacama,03,2020-05-25,SE18,0.0
Coquimbo,04,2020-05-25,SE18,0.0
Valparaíso,05,2020-05-25,SE18,0.0
Metropolitana,13,2020-05-25,SE18,2.0
O’Higgins,06,2020-05-25,SE18,0.0
Maule,07,2020-05-25,SE18,0.0
Ñuble,16,2020-05-25,SE18,0.0
Biobío,08,2020-05-25,SE18,0.0
Araucanía,09,2020-05-25,SE18,0.0
Los Ríos,14,2020-05-25,SE18,0.0
Los Lagos,10,2020-05-25,SE18,0.0
Aysén,11,2020-05-25,SE18,0.0
Magallanes,12,2020-05-25,SE18,0.0
Desconocido Arica y Parinacota,15,2020-08-28,SE18,0.0
Desconocido Tarapaca,01,2020-08-28,SE18,5.0
Desconocido Antofagasta,02,2020-08-28,SE18,0.0
Desconocido Atacama,03,2020-08-28,SE18,0.0
Desconocido Coquimbo,04,2020-08-28,SE18,0.0
Desconocido Valparaiso,05,2020-08-28,SE18,0.0
Desconocido Metropolitana,13,2020-08-28,SE18,685.0
Desconocido O’Higgins,06,2020-08-28,SE18,0.0
Desconocido Maule,07,2020-08-28,SE18,0.0
Desconocido Nuble,16,2020-08-28,SE18,0.0
Desconocido Biobio,08,2020-08-28,SE18,0.0
Desconocido Araucania,09,2020-08-28,SE18,0.0
Desconocido Los Rios,14,2020-08-28,SE18,0.0
Desconocido Los Lagos,10,2020-08-28,SE18,0.0
Desconocido Aysen,11,2020-08-28,SE18,0.0
Desconocido Magallanes,12,2020-08-28,SE18,0.0
Desconocido SEREMI,0,2020-08-28,SE18,3.0
Arica y Parinacota,15,2020-06-12,SE18,0.0
Tarapacá,01,2020-06-12,SE18,0.0
Antofagasta,02,2020-06-12,SE18,0.0
Atacama,03,2020-06-12,SE18,0.0
Coquimbo,04,2020-06-12,SE18,0.0
Valparaíso,05,2020-06-12,SE18,0.0
Metropolitana,13,2020-06-12,SE18,1.0
O’Higgins,06,2020-06-12,SE18,0.0
Maule,07,2020-06-12,SE18,0.0
Ñuble,16,2020-06-12,SE18,0.0
Biobío,08,2020-06-12,SE18,0.0
Araucanía,09,2020-06-12,SE18,0.0
Los Ríos,14,2020-06-12,SE18,0.0
Los Lagos,10,2020-06-12,SE18,0.0
Aysén,11,2020-06-12,SE18,0.0
Magallanes,12,2020-06-12,SE18,0.0
Arica y Parinacota,15,2020-05-11,SE18,0.0
Tarapacá,01,2020-05-11,SE18,0.0
Antofagasta,02,2020-05-11,SE18,0.0
Atacama,03,2020-05-11,SE18,0.0
Coquimbo,04,2020-05-11,SE18,0.0
Valparaíso,05,2020-05-11,SE18,0.0
Metropolitana,13,2020-05-11,SE18,0.0
O’Higgins,06,2020-05-11,SE18,0.0
Maule,07,2020-05-11,SE18,0.0
Ñuble,16,2020-05-11,SE18,0.0
Biobío,08,2020-05-11,SE18,0.0
Araucanía,09,2020-05-11,SE18,0.0
Los Ríos,14,2020-05-11,SE18,0.0
Los Lagos,10,2020-05-11,SE18,0.0
Aysén,11,2020-05-11,SE18,0.0
Magallanes,12,2020-05-11,SE18,0.0
Desconocido Arica y Parinacota,15,2020-08-10,SE18,0.0
Desconocido Tarapaca,01,2020-08-10,SE18,5.0
Desconocido Antofagasta,02,2020-08-10,SE18,0.0
Desconocido Atacama,03,2020-08-10,SE18,0.0
Desconocido Coquimbo,04,2020-08-10,SE18,0.0
Desconocido Valparaiso,05,2020-08-10,SE18,0.0
Desconocido Metropolitana,13,2020-08-10,SE18,722.0
Desconocido O’Higgins,06,2020-08-10,SE18,0.0
Desconocido Maule,07,2020-08-10,SE18,0.0
Desconocido Nuble,16,2020-08-10,SE18,0.0
Desconocido Biobio,08,2020-08-10,SE18,0.0
Desconocido Araucania,09,2020-08-10,SE18,0.0
Desconocido Los Rios,14,2020-08-10,SE18,0.0
Desconocido Los Lagos,10,2020-08-10,SE18,0.0
Desconocido Aysen,11,2020-08-10,SE18,0.0
Desconocido Magallanes,12,2020-08-10,SE18,2.0
Desconocido SEREMI,0,2020-08-10,SE18,3.0
Desconocido Arica y Parinacota,15,2020-07-17,SE18,0.0
Desconocido Tarapaca,01,2020-07-17,SE18,5.0
Desconocido Antofagasta,02,2020-07-17,SE18,0.0
Desconocido Atacama,03,2020-07-17,SE18,0.0
Desconocido Coquimbo,04,2020-07-17,SE18,2.0
Desconocido Valparaiso,05,2020-07-17,SE18,0.0
Desconocido Metropolitana,13,2020-07-17,SE18,765.0
Desconocido O’Higgins,06,2020-07-17,SE18,0.0
Desconocido Maule,07,2020-07-17,SE18,0.0
Desconocido Nuble,16,2020-07-17,SE18,0.0
Desconocido Biobio,08,2020-07-17,SE18,0.0
Desconocido Araucania,09,2020-07-17,SE18,0.0
Desconocido Los Rios,14,2020-07-17,SE18,0.0
Desconocido Los Lagos,10,2020-07-17,SE18,0.0
Desconocido Aysen,11,2020-07-17,SE18,0.0
Desconocido Magallanes,12,2020-07-17,SE18,2.0
Desconocido SEREMI,0,2020-07-17,SE18,5.0
Arica y Parinacota,15,2020-05-04,SE18,0.0
Tarapacá,01,2020-05-04,SE18,0.0
Antofagasta,02,2020-05-04,SE18,0.0
Atacama,03,2020-05-04,SE18,0.0
Coquimbo,04,2020-05-04,SE18,0.0
Valparaíso,05,2020-05-04,SE18,0.0
Metropolitana,13,2020-05-04,SE18,0.0
O’Higgins,06,2020-05-04,SE18,0.0
Maule,07,2020-05-04,SE18,0.0
Ñuble,16,2020-05-04,SE18,0.0
Biobío,08,2020-05-04,SE18,0.0
Araucanía,09,2020-05-04,SE18,0.0
Los Ríos,14,2020-05-04,SE18,0.0
Los Lagos,10,2020-05-04,SE18,0.0
Aysén,11,2020-05-04,SE18,0.0
Magallanes,12,2020-05-04,SE18,0.0
Arica y Parinacota,15,2020-05-22,SE18,0.0
Tarapacá,01,2020-05-22,SE18,0.0
Antofagasta,02,2020-05-22,SE18,0.0
Atacama,03,2020-05-22,SE18,0.0
Coquimbo,04,2020-05-22,SE18,0.0
Valparaíso,05,2020-05-22,SE18,0.0
Metropolitana,13,2020-05-22,SE18,2.0
O’Higgins,06,2020-05-22,SE18,0.0
Maule,07,2020-05-22,SE18,0.0
Ñuble,16,2020-05-22,SE18,0.0
Biobío,08,2020-05-22,SE18,0.0
Araucanía,09,2020-05-22,SE18,0.0
Los Ríos,14,2020-05-22,SE18,0.0
Los Lagos,10,2020-05-22,SE18,0.0
Aysén,11,2020-05-22,SE18,0.0
Magallanes,12,2020-05-22,SE18,0.0
Arica y Parinacota,15,2020-05-29,SE18,0.0
Tarapacá,01,2020-05-29,SE18,0.0
Antofagasta,02,2020-05-29,SE18,0.0
Atacama,03,2020-05-29,SE18,0.0
Coquimbo,04,2020-05-29,SE18,0.0
Valparaíso,05,2020-05-29,SE18,0.0
Metropolitana,13,2020-05-29,SE18,2.0
O’Higgins,06,2020-05-29,SE18,0.0
Maule,07,2020-05-29,SE18,0.0
Ñuble,16,2020-05-29,SE18,0.0
Biobío,08,2020-05-29,SE18,0.0
Araucanía,09,2020-05-29,SE18,0.0
Los Ríos,14,2020-05-29,SE18,0.0
Los Lagos,10,2020-05-29,SE18,0.0
Aysén,11,2020-05-29,SE18,0.0
Magallanes,12,2020-05-29,SE18,0.0
Desconocido Arica y Parinacota,15,2020-08-24,SE18,0.0
Desconocido Tarapaca,01,2020-08-24,SE18,5.0
Desconocido Antofagasta,02,2020-08-24,SE18,0.0
Desconocido Atacama,03,2020-08-24,SE18,0.0
Desconocido Coquimbo,04,2020-08-24,SE18,0.0
Desconocido Valparaiso,05,2020-08-24,SE18,0.0
Desconocido Metropolitana,13,2020-08-24,SE18,695.0
Desconocido O’Higgins,06,2020-08-24,SE18,0.0
Desconocido Maule,07,2020-08-24,SE18,0.0
Desconocido Nuble,16,2020-08-24,SE18,0.0
Desconocido Biobio,08,2020-08-24,SE18,0.0
Desconocido Araucania,09,2020-08-24,SE18,0.0
Desconocido Los Rios,14,2020-08-24,SE18,0.0
Desconocido Los Lagos,10,2020-08-24,SE18,0.0
Desconocido Aysen,11,2020-08-24,SE18,0.0
Desconocido Magallanes,12,2020-08-24,SE18,0.0
Desconocido SEREMI,0,2020-08-24,SE18,3.0
Arica y Parinacota,15,2020-06-28,SE18,0.0
Tarapacá,01,2020-06-28,SE18,4.0
Antofagasta,02,2020-06-28,SE18,0.0
Atacama,03,2020-06-28,SE18,0.0
Coquimbo,04,2020-06-28,SE18,1.0
Valparaíso,05,2020-06-28,SE18,0.0
Metropolitana,13,2020-06-28,SE18,792.0
O’Higgins,06,2020-06-28,SE18,0.0
Maule,07,2020-06-28,SE18,0.0
Ñuble,16,2020-06-28,SE18,0.0
Biobío,08,2020-06-28,SE18,0.0
Araucanía,09,2020-06-28,SE18,0.0
Los Ríos,14,2020-06-28,SE18,0.0
Los Lagos,10,2020-06-28,SE18,0.0
Aysén,11,2020-06-28,SE18,0.0
Magallanes,12,2020-06-28,SE18,2.0
Desconocido SEREMI,0,2020-06-28,SE18,13.0
Desconocido Arica y Parinacota,15,2020-07-13,SE18,0.0
Desconocido Tarapaca,01,2020-07-13,SE18,5.0
Desconocido Antofagasta,02,2020-07-13,SE18,0.0
Desconocido Atacama,03,2020-07-13,SE18,0.0
Desconocido Coquimbo,04,2020-07-13,SE18,2.0
Desconocido Valparaiso,05,2020-07-13,SE18,0.0
Desconocido Metropolitana,13,2020-07-13,SE18,772.0
Desconocido O’Higgins,06,2020-07-13,SE18,0.0
Desconocido Maule,07,2020-07-13,SE18,0.0
Desconocido Nuble,16,2020-07-13,SE18,0.0
Desconocido Biobio,08,2020-07-13,SE18,0.0
Desconocido Araucania,09,2020-07-13,SE18,0.0
Desconocido Los Rios,14,2020-07-13,SE18,0.0
Desconocido Los Lagos,10,2020-07-13,SE18,0.0
Desconocido Aysen,11,2020-07-13,SE18,0.0
Desconocido Magallanes,12,2020-07-13,SE18,2.0
Desconocido SEREMI,0,2020-07-13,SE18,5.0
Arica y Parinacota,15,2020-07-01,SE18,0.0
Tarapacá,01,2020-07-01,SE18,4.0
Antofagasta,02,2020-07-01,SE18,0.0
Atacama,03,2020-07-01,SE18,0.0
Coquimbo,04,2020-07-01,SE18,1.0
Valparaíso,05,2020-07-01,SE18,0.0
Metropolitana,13,2020-07-01,SE18,793.0
O’Higgins,06,2020-07-01,SE18,0.0
Maule,07,2020-07-01,SE18,0.0
Ñuble,16,2020-07-01,SE18,0.0
Biobío,08,2020-07-01,SE18,0.0
Araucanía,09,2020-07-01,SE18,0.0
Los Ríos,14,2020-07-01,SE18,0.0
Los Lagos,10,2020-07-01,SE18,0.0
Aysén,11,2020-07-01,SE18,0.0
Magallanes,12,2020-07-01,SE18,1.0
Desconocido SEREMI,0,2020-07-01,SE18,11.0
Desconocido Arica y Parinacota,15,2020-08-17,SE18,0.0
Desconocido Tarapaca,01,2020-08-17,SE18,5.0
Desconocido Antofagasta,02,2020-08-17,SE18,0.0
Desconocido Atacama,03,2020-08-17,SE18,0.0
Desconocido Coquimbo,04,2020-08-17,SE18,0.0
Desconocido Valparaiso,05,2020-08-17,SE18,0.0
Desconocido Metropolitana,13,2020-08-17,SE18,713.0
Desconocido O’Higgins,06,2020-08-17,SE18,0.0
Desconocido Maule,07,2020-08-17,SE18,0.0
Desconocido Nuble,16,2020-08-17,SE18,0.0
Desconocido Biobio,08,2020-08-17,SE18,0.0
Desconocido Araucania,09,2020-08-17,SE18,0.0
Desconocido Los Rios,14,2020-08-17,SE18,0.0
Desconocido Los Lagos,10,2020-08-17,SE18,0.0
Desconocido Aysen,11,2020-08-17,SE18,0.0
Desconocido Magallanes,12,2020-08-17,SE18,2.0
Desconocido SEREMI,0,2020-08-17,SE18,3.0
Arica y Parinacota,15,2020-06-08,SE18,0.0
Tarapacá,01,2020-06-08,SE18,0.0
Antofagasta,02,2020-06-08,SE18,0.0
Atacama,03,2020-06-08,SE18,0.0
Coquimbo,04,2020-06-08,SE18,0.0
Valparaíso,05,2020-06-08,SE18,0.0
Metropolitana,13,2020-06-08,SE18,1.0
O’Higgins,06,2020-06-08,SE18,0.0
Maule,07,2020-06-08,SE18,0.0
Ñuble,16,2020-06-08,SE18,0.0
Biobío,08,2020-06-08,SE18,0.0
Araucanía,09,2020-06-08,SE18,0.0
Los Ríos,14,2020-06-08,SE18,0.0
Los Lagos,10,2020-06-08,SE18,0.0
Aysén,11,2020-06-08,SE18,0.0
Magallanes,12,2020-06-08,SE18,0.0
Desconocido Arica y Parinacota,15,2020-07-05,SE18,0.0
Desconocido Tarapaca,01,2020-07-05,SE18,3.0
Desconocido Antofagasta,02,2020-07-05,SE18,0.0
Desconocido Atacama,03,2020-07-05,SE18,0.0
Desconocido Coquimbo,04,2020-07-05,SE18,1.0
Desconocido Valparaiso,05,2020-07-05,SE18,0.0
Desconocido Metropolitana,13,2020-07-05,SE18,729.0
Desconocido O’Higgins,06,2020-07-05,SE18,0.0
Desconocido Maule,07,2020-07-05,SE18,0.0
Desconocido Nuble,16,2020-07-05,SE18,0.0
Desconocido Biobio,08,2020-07-05,SE18,0.0
Desconocido Araucania,09,2020-07-05,SE18,0.0
Desconocido Los Rios,14,2020-07-05,SE18,0.0
Desconocido Los Lagos,10,2020-07-05,SE18,0.0
Desconocido Aysen,11,2020-07-05,SE18,0.0
Desconocido Magallanes,12,2020-07-05,SE18,2.0
Desconocido SEREMI,0,2020-07-05,SE18,15.0
Arica y Parinacota,15,2020-05-15,SE18,0.0
Tarapacá,01,2020-05-15,SE18,0.0
Antofagasta,02,2020-05-15,SE18,0.0
Atacama,03,2020-05-15,SE18,0.0
Coquimbo,04,2020-05-15,SE18,0.0
Valparaíso,05,2020-05-15,SE18,0.0
Metropolitana,13,2020-05-15,SE18,1.0
O’Higgins,06,2020-05-15,SE18,0.0
Maule,07,2020-05-15,SE18,0.0
Ñuble,16,2020-05-15,SE18,0.0
Biobío,08,2020-05-15,SE18,0.0
Araucanía,09,2020-05-15,SE18,0.0
Los Ríos,14,2020-05-15,SE18,0.0
Los Lagos,10,2020-05-15,SE18,0.0
Aysén,11,2020-05-15,SE18,0.0
Magallanes,12,2020-05-15,SE18,0.0
Desconocido Arica y Parinacota,15,2020-08-07,SE18,0.0
Desconocido Tarapaca,01,2020-08-07,SE18,5.0
Desconocido Antofagasta,02,2020-08-07,SE18,0.0
Desconocido Atacama,03,2020-08-07,SE18,0.0
Desconocido Coquimbo,04,2020-08-07,SE18,0.0
Desconocido Valparaiso,05,2020-08-07,SE18,0.0
Desconocido Metropolitana,13,2020-08-07,SE18,726.0
Desconocido O’Higgins,06,2020-08-07,SE18,0.0
Desconocido Maule,07,2020-08-07,SE18,0.0
Desconocido Nuble,16,2020-08-07,SE18,0.0
Desconocido Biobio,08,2020-08-07,SE18,0.0
Desconocido Araucania,09,2020-08-07,SE18,0.0
Desconocido Los Rios,14,2020-08-07,SE18,0.0
Desconocido Los Lagos,10,2020-08-07,SE18,0.0
Desconocido Aysen,11,2020-08-07,SE18,0.0
Desconocido Magallanes,12,2020-08-07,SE18,2.0
Desconocido SEREMI,0,2020-08-07,SE18,3.0
Arica y Parinacota,15,2020-06-05,SE18,0.0
Tarapacá,01,2020-06-05,SE18,0.0
Antofagasta,02,2020-06-05,SE18,0.0
Atacama,03,2020-06-05,SE18,0.0
Coquimbo,04,2020-06-05,SE18,0.0
Valparaíso,05,2020-06-05,SE18,0.0
Metropolitana,13,2020-06-05,SE18,2.0
O’Higgins,06,2020-06-05,SE18,0.0
Maule,07,2020-06-05,SE18,0.0
Ñuble,16,2020-06-05,SE18,0.0
Biobío,08,2020-06-05,SE18,0.0
Araucanía,09,2020-06-05,SE18,0.0
Los Ríos,14,2020-06-05,SE18,0.0
Los Lagos,10,2020-06-05,SE18,0.0
Aysén,11,2020-06-05,SE18,0.0
Magallanes,12,2020-06-05,SE18,0.0
Arica y Parinacota,15,2020-06-01,SE18,0.0
Tarapacá,01,2020-06-01,SE18,0.0
Antofagasta,02,2020-06-01,SE18,0.0
Atacama,03,2020-06-01,SE18,0.0
Coquimbo,04,2020-06-01,SE18,0.0
Valparaíso,05,2020-06-01,SE18,0.0
Metropolitana,13,2020-06-01,SE18,2.0
O’Higgins,06,2020-06-01,SE18,0.0
Maule,07,2020-06-01,SE18,0.0
Ñuble,16,2020-06-01,SE18,0.0
Biobío,08,2020-06-01,SE18,0.0
Araucanía,09,2020-06-01,SE18,0.0
Los Ríos,14,2020-06-01,SE18,0.0
Los Lagos,10,2020-06-01,SE18,0.0
Aysén,11,2020-06-01,SE18,0.0
Magallanes,12,2020-06-01,SE18,0.0
Arica y Parinacota,15,2020-05-01,SE18,0.0
Tarapacá,01,2020-05-01,SE18,0.0
Antofagasta,02,2020-05-01,SE18,0.0
Atacama,03,2020-05-01,SE18,0.0
Coquimbo,04,2020-05-01,SE18,0.0
Valparaíso,05,2020-05-01,SE18,0.0
Metropolitana,13,2020-05-01,SE18,1.0
O’Higgins,06,2020-05-01,SE18,0.0
Maule,07,2020-05-01,SE18,0.0
Ñuble,16,2020-05-01,SE18,0.0
Biobío,08,2020-05-01,SE18,0.0
Araucanía,09,2020-05-01,SE18,0.0
Los Ríos,14,2020-05-01,SE18,0.0
Los Lagos,10,2020-05-01,SE18,0.0
Aysén,11,2020-05-01,SE18,0.0
Magallanes,12,2020-05-01,SE18,0.0
Desconocido Arica y Parinacota,15,2020-08-03,SE18,0.0
Desconocido Tarapaca,01,2020-08-03,SE18,5.0
Desconocido Antofagasta,02,2020-08-03,SE18,0.0
Desconocido Atacama,03,2020-08-03,SE18,0.0
Desconocido Coquimbo,04,2020-08-03,SE18,0.0
Desconocido Valparaiso,05,2020-08-03,SE18,0.0
Desconocido Metropolitana,13,2020-08-03,SE18,731.0
Desconocido O’Higgins,06,2020-08-03,SE18,0.0
Desconocido Maule,07,2020-08-03,SE18,0.0
Desconocido Nuble,16,2020-08-03,SE18,0.0
Desconocido Biobio,08,2020-08-03,SE18,0.0
Desconocido Araucania,09,2020-08-03,SE18,0.0
Desconocido Los Rios,14,2020-08-03,SE18,0.0
Desconocido Los Lagos,10,2020-08-03,SE18,0.0
Desconocido Aysen,11,2020-08-03,SE18,0.0
Desconocido Magallanes,12,2020-08-03,SE18,2.0
Desconocido SEREMI,0,2020-08-03,SE18,3.0
Arica y Parinacota,15,2020-06-19,SE18,0.0
Tarapacá,01,2020-06-19,SE18,4.0
Antofagasta,02,2020-06-19,SE18,5.0
Atacama,03,2020-06-19,SE18,0.0
Coquimbo,04,2020-06-19,SE18,3.0
Valparaíso,05,2020-06-19,SE18,5.0
Metropolitana,13,2020-06-19,SE18,854.0
O’Higgins,06,2020-06-19,SE18,0.0
Maule,07,2020-06-19,SE18,0.0
Ñuble,16,2020-06-19,SE18,0.0
Biobío,08,2020-06-19,SE18,0.0
Araucanía,09,2020-06-19,SE18,0.0
Los Ríos,14,2020-06-19,SE18,0.0
Los Lagos,10,2020-06-19,SE18,1.0
Aysén,11,2020-06-19,SE18,0.0
Magallanes,12,2020-06-19,SE18,1.0
Desconocido SEREMI,0,2020-06-19,SE18,17.0
Arica y Parinacota,15,2020-06-23,SE18,0.0
Tarapacá,01,2020-06-23,SE18,4.0
Antofagasta,02,2020-06-23,SE18,0.0
Atacama,03,2020-06-23,SE18,0.0
Coquimbo,04,2020-06-23,SE18,1.0
Valparaíso,05,2020-06-23,SE18,0.0
Metropolitana,13,2020-06-23,SE18,806.0
O’Higgins,06,2020-06-23,SE18,1.0
Maule,07,2020-06-23,SE18,0.0
Ñuble,16,2020-06-23,SE18,0.0
Biobío,08,2020-06-23,SE18,0.0
Araucanía,09,2020-06-23,SE18,0.0
Los Ríos,14,2020-06-23,SE18,0.0
Los Lagos,10,2020-06-23,SE18,0.0
Aysén,11,2020-06-23,SE18,0.0
Magallanes,12,2020-06-23,SE18,1.0
Desconocido SEREMI,0,2020-06-23,SE18,20.0
Desconocido Arica y Parinacota,15,2020-07-24,SE18,0.0
Desconocido Tarapaca,01,2020-07-24,SE18,5.0
Desconocido Antofagasta,02,2020-07-24,SE18,0.0
Desconocido Atacama,03,2020-07-24,SE18,0.0
Desconocido Coquimbo,04,2020-07-24,SE18,2.0
Desconocido Valparaiso,05,2020-07-24,SE18,0.0
Desconocido Metropolitana,13,2020-07-24,SE18,754.0
Desconocido O’Higgins,06,2020-07-24,SE18,0.0
Desconocido Maule,07,2020-07-24,SE18,0.0
Desconocido Nuble,16,2020-07-24,SE18,0.0
Desconocido Biobio,08,2020-07-24,SE18,0.0
Desconocido Araucania,09,2020-07-24,SE18,0.0
Desconocido Los Rios,14,2020-07-24,SE18,0.0
Desconocido Los Lagos,10,2020-07-24,SE18,0.0
Desconocido Aysen,11,2020-07-24,SE18,0.0
Desconocido Magallanes,12,2020-07-24,SE18,2.0
Desconocido SEREMI,0,2020-07-24,SE18,4.0
Desconocido Arica y Parinacota,15,2020-08-14,SE18,0.0
Desconocido Tarapaca,01,2020-08-14,SE18,5.0
Desconocido Antofagasta,02,2020-08-14,SE18,0.0
Desconocido Atacama,03,2020-08-14,SE18,0.0
Desconocido Coquimbo,04,2020-08-14,SE18,0.0
Desconocido Valparaiso,05,2020-08-14,SE18,0.0
Desconocido Metropolitana,13,2020-08-14,SE18,719.0
Desconocido O’Higgins,06,2020-08-14,SE18,0.0
Desconocido Maule,07,2020-08-14,SE18,0.0
Desconocido Nuble,16,2020-08-14,SE18,0.0
Desconocido Biobio,08,2020-08-14,SE18,0.0
Desconocido Araucania,09,2020-08-14,SE18,0.0
Desconocido Los Rios,14,2020-08-14,SE18,0.0
Desconocido Los Lagos,10,2020-08-14,SE18,0.0
Desconocido Aysen,11,2020-08-14,SE18,0.0
Desconocido Magallanes,12,2020-08-14,SE18,2.0
Desconocido SEREMI,0,2020-08-14,SE18,3.0
Arica y Parinacota,15,2020-05-18,SE18,0.0
Tarapacá,01,2020-05-18,SE18,0.0
Antofagasta,02,2020-05-18,SE18,0.0
Atacama,03,2020-05-18,SE18,0.0
Coquimbo,04,2020-05-18,SE18,0.0
Valparaíso,05,2020-05-18,SE18,0.0
Metropolitana,13,2020-05-18,SE18,2.0
O’Higgins,06,2020-05-18,SE18,0.0
Maule,07,2020-05-18,SE18,0.0
Ñuble,16,2020-05-18,SE18,0.0
Biobío,08,2020-05-18,SE18,0.0
Araucanía,09,2020-05-18,SE18,0.0
Los Ríos,14,2020-05-18,SE18,0.0
Los Lagos,10,2020-05-18,SE18,0.0
Aysén,11,2020-05-18,SE18,0.0
Magallanes,12,2020-05-18,SE18,0.0
Desconocido Arica y Parinacota,15,2020-08-21,SE18,0.0
Desconocido Tarapaca,01,2020-08-21,SE18,5.0
Desconocido Antofagasta,02,2020-08-21,SE18,0.0
Desconocido Atacama,03,2020-08-21,SE18,0.0
Desconocido Coquimbo,04,2020-08-21,SE18,0.0
Desconocido Valparaiso,05,2020-08-21,SE18,0.0
Desconocido Metropolitana,13,2020-08-21,SE18,710.0
Desconocido O’Higgins,06,2020-08-21,SE18,0.0
Desconocido Maule,07,2020-08-21,SE18,0.0
Desconocido Nuble,16,2020-08-21,SE18,0.0
Desconocido Biobio,08,2020-08-21,SE18,0.0
Desconocido Araucania,09,2020-08-21,SE18,0.0
Desconocido Los Rios,14,2020-08-21,SE18,0.0
Desconocido Los Lagos,10,2020-08-21,SE18,0.0
Desconocido Aysen,11,2020-08-21,SE18,0.0
Desconocido Magallanes,12,2020-08-21,SE18,0.0
Desconocido SEREMI,0,2020-08-21,SE18,3.0
Desconocido Arica y Parinacota,15,2020-07-27,SE19,0.0
Desconocido Tarapaca,01,2020-07-27,SE19,95.0
Desconocido Antofagasta,02,2020-07-27,SE19,1.0
Desconocido Atacama,03,2020-07-27,SE19,0.0
Desconocido Coquimbo,04,2020-07-27,SE19,1.0
Desconocido Valparaiso,05,2020-07-27,SE19,11.0
Desconocido Metropolitana,13,2020-07-27,SE19,1524.0
Desconocido O’Higgins,06,2020-07-27,SE19,1.0
Desconocido Maule,07,2020-07-27,SE19,0.0
Desconocido Nuble,16,2020-07-27,SE19,0.0
Desconocido Biobio,08,2020-07-27,SE19,2.0
Desconocido Araucania,09,2020-07-27,SE19,0.0
Desconocido Los Rios,14,2020-07-27,SE19,0.0
Desconocido Los Lagos,10,2020-07-27,SE19,1.0
Desconocido Aysen,11,2020-07-27,SE19,0.0
Desconocido Magallanes,12,2020-07-27,SE19,1.0
Desconocido SEREMI,0,2020-07-27,SE19,1.0
Desconocido Arica y Parinacota,15,2020-07-31,SE19,0.0
Desconocido Tarapaca,01,2020-07-31,SE19,94.0
Desconocido Antofagasta,02,2020-07-31,SE19,1.0
Desconocido Atacama,03,2020-07-31,SE19,0.0
Desconocido Coquimbo,04,2020-07-31,SE19,1.0
Desconocido Valparaiso,05,2020-07-31,SE19,11.0
Desconocido Metropolitana,13,2020-07-31,SE19,1487.0
Desconocido O’Higgins,06,2020-07-31,SE19,1.0
Desconocido Maule,07,2020-07-31,SE19,0.0
Desconocido Nuble,16,2020-07-31,SE19,0.0
Desconocido Biobio,08,2020-07-31,SE19,2.0
Desconocido Araucania,09,2020-07-31,SE19,0.0
Desconocido Los Rios,14,2020-07-31,SE19,0.0
Desconocido Los Lagos,10,2020-07-31,SE19,1.0
Desconocido Aysen,11,2020-07-31,SE19,0.0
Desconocido Magallanes,12,2020-07-31,SE19,1.0
