fecha,positividad
2020-07-02,0.23741113867756866
2020-07-03,0.2333932525598724
2020-07-04,0.22418727975932604
2020-07-05,0.21584699898796025
2020-07-06,0.20794396600684686
2020-07-07,0.19953044748133442
2020-07-08,0.1915233189428039
2020-07-09,0.18561615212490962
2020-07-10,0.1776152145206977
2020-07-11,0.17274120898685047
2020-07-12,0.1641072384134105
2020-07-13,0.15841403108661378
2020-07-14,0.1527361724093257
2020-07-15,0.14866082965211683
2020-07-16,0.14634628801054192
2020-07-17,0.14451862245048494
2020-07-18,0.1421064867436583
2020-07-19,0.1427861460114029
2020-07-20,0.13959452552314006
2020-07-21,0.1387747260336118
2020-07-22,0.13701119456743432
2020-07-23,0.1318097775206298
2020-07-24,0.12783680402967396
2020-07-25,0.12387906392907064
2020-07-26,0.1180016563835531
2020-07-27,0.11416221600903638
2020-07-28,0.10799197438767157
2020-07-29,0.10361780531559847
2020-07-30,0.09959382483746278
2020-07-31,0.09652083122097621
2020-08-01,0.09379061817492805
2020-08-02,0.09086586856099578
2020-08-03,0.08916354006023053
2020-08-04,0.08931182519155559
2020-08-05,0.08878949069757201
2020-08-06,0.08744696864013395
2020-08-07,0.08625293273948922
2020-08-08,0.0856272616049926
2020-08-09,0.08444503351148343
2020-08-10,0.08266122179933728
2020-08-11,0.08080884288309073
2020-08-12,0.07817918491773458
2020-08-13,0.07583358983086734
2020-08-14,0.07439463431743897
2020-08-15,0.07275984034150204
2020-08-16,0.07141705019868574
2020-08-17,0.07040726116627924
2020-08-18,0.06980689310545954
2020-08-19,0.06966987542512064
2020-08-20,0.07036194538250228
2020-08-21,0.0703920983871053
2020-08-22,0.0696694218222889
2020-08-23,0.06920692579227537
2020-08-24,0.06854788743978668
2020-08-25,0.06751987178687632
