Fecha,Servicio salud,Codigo region,Region,Camas ocupadas intensivo,Camas totales intensivo,Camas ocupadas intermedio,Camas totales intermedio,Vmi covid19 confirmados,Vmi covid19 sospechosos,Vmi ocupados,Vmi totales
2020-04-29,SS VALPARAISO SAN ANTONIO,5,Valparaíso,31,32,35.0,42,6,0,22,34
2020-04-29,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,61,111,66.0,68,7,0,33,112
2020-04-30,SS ACONGAGUA,5,Valparaíso,9,15,6.0,18,1,0,7,12
2020-04-30,SS AISÉN,11,Aysén,1,8,1.0,6,0,0,0,17
2020-04-30,SS ANTOFAGASTA,2,Antofagasta,53,62,32.0,40,22,0,50,62
2020-04-30,SS ARAUCANÍA NORTE,9,Araucanía,5,8,6.0,6,2,0,5,14
2020-04-30,SS ARAUCANÍA SUR,9,Araucanía,44,76,33.0,53,19,1,31,79
2020-04-30,SS ARAUCO,8,Bíobío,0,0,3.0,4,0,0,0,1
2020-04-30,SS ARICA,15,Arica y Parinacota,11,22,12.0,16,4,0,5,20
2020-04-30,SS ATACAMA,3,Atacama,12,14,10.0,18,1,1,9,25
2020-04-30,SS BÍO BÍO,8,Bíobío,14,28,12.0,42,5,1,12,54
2020-04-30,SS CHILOÉ,10,Los Lagos,8,8,0.0,0,0,0,5,8
2020-04-30,SS CONCEPCIÓN,8,Bíobío,34,58,16.0,27,8,0,20,63
2020-04-30,SS COQUIMBO,4,Coquimbo,20,37,26.0,28,0,0,15,45
2020-04-30,SS DEL MAULE,7,Maule,34,51,28.0,54,1,3,20,59
2020-04-30,SS DEL RELONCAVÍ,10,Los Lagos,28,37,53.0,70,2,0,22,38
2020-04-30,SS IQUIQUE,1,Tarapacá,6,14,10.0,12,2,2,5,11
2020-04-30,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,40,67,63.0,76,6,4,32,70
2020-04-30,SS MAGALLANES,12,Magallanes,29,35,7.0,9,16,2,21,32
2020-04-30,SS METROPOLITANO CENTRAL,13,Metropolitana,121,145,121.0,160,42,6,79,197
2020-04-30,SS METROPOLITANO NORTE,13,Metropolitana,92,162,148.0,173,29,4,73,165
2020-04-30,SS METROPOLITANO OCCIDENTE,13,Metropolitana,48,61,60.0,64,16,0,35,81
2020-04-30,SS METROPOLITANO ORIENTE,13,Metropolitana,140,236,199.0,322,45,0,74,257
2020-04-30,SS METROPOLITANO SUR,13,Metropolitana,59,63,97.0,115,29,1,50,74
2020-04-30,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,82,91,63.0,74,39,2,62,84
2020-04-30,SS ÑUBLE,16,Ñuble,9,30,8.0,11,8,1,11,50
2020-04-30,SS OSORNO,10,Los Lagos,20,28,10.0,8,12,0,18,29
2020-04-30,SS TALCAHUANO,8,Bíobío,14,34,24.0,40,3,1,8,33
2020-04-30,SS VALDIVIA,14,Los Ríos,10,23,9.0,14,2,0,5,17
2020-04-30,SS VALPARAISO SAN ANTONIO,5,Valparaíso,31,32,35.0,42,6,2,25,34
2020-04-30,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,54,111,70.0,72,7,0,30,110
2020-05-01,SS ACONGAGUA,5,Valparaíso,6,15,3.0,18,1,0,4,15
2020-05-01,SS AISÉN,11,Aysén,1,8,3.0,6,0,0,0,17
2020-05-01,SS ANTOFAGASTA,2,Antofagasta,56,68,32.0,40,22,1,48,63
2020-05-01,SS ARAUCANÍA NORTE,9,Araucanía,4,8,5.0,6,1,1,4,15
2020-05-01,SS ARAUCANÍA SUR,9,Araucanía,44,76,38.0,48,21,1,32,70
2020-05-01,SS ARAUCO,8,Bíobío,0,0,4.0,4,0,1,1,1
2020-05-01,SS ARICA,15,Arica y Parinacota,13,22,9.0,16,5,0,8,20
2020-05-01,SS ATACAMA,3,Atacama,12,14,7.0,18,1,1,10,25
2020-05-01,SS BÍO BÍO,8,Bíobío,16,28,15.0,42,3,2,13,54
2020-05-01,SS CHILOÉ,10,Los Lagos,8,8,0.0,0,0,0,6,8
2020-05-01,SS CONCEPCIÓN,8,Bíobío,29,58,13.0,27,5,0,17,63
2020-05-01,SS COQUIMBO,4,Coquimbo,17,37,22.0,29,0,0,14,45
2020-05-01,SS DEL MAULE,7,Maule,32,51,33.0,54,1,5,16,59
2020-05-01,SS DEL RELONCAVÍ,10,Los Lagos,26,37,49.0,70,2,1,20,38
2020-05-01,SS IQUIQUE,1,Tarapacá,7,14,7.0,12,1,2,5,11
2020-05-01,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,42,70,59.0,73,5,3,16,70
2020-05-01,SS MAGALLANES,12,Magallanes,26,35,6.0,9,18,0,21,32
2020-05-01,SS METROPOLITANO CENTRAL,13,Metropolitana,128,145,122.0,160,45,7,82,197
2020-05-01,SS METROPOLITANO NORTE,13,Metropolitana,94,162,154.0,173,32,4,80,165
2020-05-01,SS METROPOLITANO OCCIDENTE,13,Metropolitana,49,67,65.0,66,17,0,47,81
2020-05-01,SS METROPOLITANO ORIENTE,13,Metropolitana,151,241,207.0,322,48,1,78,247
2020-05-01,SS METROPOLITANO SUR,13,Metropolitana,58,64,103.0,115,31,3,52,66
2020-05-01,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,82,91,58.0,74,40,2,61,84
2020-05-01,SS ÑUBLE,16,Ñuble,9,30,8.0,11,9,0,11,46
2020-05-01,SS OSORNO,10,Los Lagos,19,28,10.0,8,12,0,16,29
2020-05-01,SS TALCAHUANO,8,Bíobío,16,34,25.0,40,5,2,10,33
2020-05-01,SS VALDIVIA,14,Los Ríos,9,23,9.0,14,3,0,6,17
2020-05-01,SS VALPARAISO SAN ANTONIO,5,Valparaíso,29,32,36.0,42,6,0,23,34
2020-05-01,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,50,111,64.0,72,6,0,25,110
2020-05-02,SS ACONGAGUA,5,Valparaíso,9,15,8.0,18,1,1,4,15
2020-05-02,SS AISÉN,11,Aysén,1,8,5.0,6,0,0,0,17
2020-05-02,SS ANTOFAGASTA,2,Antofagasta,63,78,20.0,31,24,2,52,73
2020-05-02,SS ARAUCANÍA NORTE,9,Araucanía,4,8,3.0,6,1,1,4,15
2020-05-02,SS ARAUCANÍA SUR,9,Araucanía,46,76,43.0,52,21,8,36,79
2020-05-02,SS ARAUCO,8,Bíobío,0,0,4.0,4,0,0,0,1
2020-05-02,SS ARICA,15,Arica y Parinacota,15,22,11.0,16,4,0,6,20
2020-05-02,SS ATACAMA,3,Atacama,12,14,7.0,18,1,0,10,25
2020-05-02,SS BÍO BÍO,8,Bíobío,16,28,14.0,42,4,1,12,54
2020-05-02,SS CHILOÉ,10,Los Lagos,7,8,0.0,0,0,0,5,8
2020-05-02,SS CONCEPCIÓN,8,Bíobío,29,58,15.0,27,5,0,16,63
2020-05-02,SS COQUIMBO,4,Coquimbo,25,37,21.0,28,0,2,16,45
2020-05-02,SS DEL MAULE,7,Maule,33,51,30.0,54,1,3,23,59
2020-05-02,SS DEL RELONCAVÍ,10,Los Lagos,33,37,52.0,70,2,0,24,38
2020-05-02,SS IQUIQUE,1,Tarapacá,8,14,10.0,12,3,0,5,11
2020-05-02,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,36,70,53.0,73,4,2,23,70
2020-05-02,SS MAGALLANES,12,Magallanes,26,35,6.0,9,15,1,21,32
2020-05-02,SS METROPOLITANO CENTRAL,13,Metropolitana,127,145,124.0,158,50,5,83,199
2020-05-02,SS METROPOLITANO NORTE,13,Metropolitana,97,162,152.0,173,36,13,79,165
2020-05-02,SS METROPOLITANO OCCIDENTE,13,Metropolitana,52,63,64.0,70,22,0,48,81
2020-05-02,SS METROPOLITANO ORIENTE,13,Metropolitana,160,240,239.0,328,51,1,86,257
2020-05-02,SS METROPOLITANO SUR,13,Metropolitana,53,62,100.0,117,30,1,47,66
2020-05-02,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,86,94,63.0,71,48,1,67,84
2020-05-02,SS ÑUBLE,16,Ñuble,9,30,7.0,11,8,0,10,46
2020-05-02,SS OSORNO,10,Los Lagos,18,30,11.0,12,11,0,14,31
2020-05-02,SS TALCAHUANO,8,Bíobío,14,34,33.0,40,5,2,11,33
2020-05-02,SS VALDIVIA,14,Los Ríos,8,23,7.0,14,3,0,6,17
2020-05-02,SS VALPARAISO SAN ANTONIO,5,Valparaíso,30,32,34.0,42,6,0,25,34
2020-05-02,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,52,111,62.0,76,6,0,27,110
2020-05-03,SS ACONGAGUA,5,Valparaíso,10,15,7.0,18,1,0,4,15
2020-05-03,SS AISÉN,11,Aysén,1,8,3.0,6,0,0,0,17
2020-05-03,SS ANTOFAGASTA,2,Antofagasta,63,78,18.0,31,24,3,51,72
2020-05-03,SS ARAUCANÍA NORTE,9,Araucanía,4,8,2.0,6,1,0,4,15
2020-05-03,SS ARAUCANÍA SUR,9,Araucanía,47,75,35.0,52,21,2,37,79
2020-05-03,SS ARAUCO,8,Bíobío,0,0,4.0,4,0,0,0,1
2020-05-03,SS ARICA,15,Arica y Parinacota,11,22,11.0,16,5,0,7,20
2020-05-03,SS ATACAMA,3,Atacama,10,14,6.0,18,1,0,11,25
2020-05-03,SS BÍO BÍO,8,Bíobío,16,28,17.0,42,4,1,11,54
2020-05-03,SS CHILOÉ,10,Los Lagos,7,8,0.0,0,0,0,5,8
2020-05-03,SS CONCEPCIÓN,8,Bíobío,27,44,14.0,27,5,0,16,52
2020-05-03,SS COQUIMBO,4,Coquimbo,20,37,20.0,28,0,2,18,45
2020-05-03,SS DEL MAULE,7,Maule,30,51,29.0,54,1,3,23,59
2020-05-03,SS DEL RELONCAVÍ,10,Los Lagos,27,37,43.0,70,1,0,22,38
2020-05-03,SS IQUIQUE,1,Tarapacá,7,14,9.0,12,3,0,6,11
2020-05-03,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,40,70,54.0,73,4,2,31,69
2020-05-03,SS MAGALLANES,12,Magallanes,27,35,5.0,9,16,1,23,32
2020-05-03,SS METROPOLITANO CENTRAL,13,Metropolitana,121,145,124.0,158,53,5,87,199
2020-05-03,SS METROPOLITANO NORTE,13,Metropolitana,100,162,143.0,173,44,11,86,165
2020-05-03,SS METROPOLITANO OCCIDENTE,13,Metropolitana,56,68,63.0,69,24,0,51,81
2020-05-03,SS METROPOLITANO ORIENTE,13,Metropolitana,169,240,229.0,328,59,2,98,257
2020-05-03,SS METROPOLITANO SUR,13,Metropolitana,58,64,103.0,112,32,2,51,66
2020-05-03,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,86,94,63.0,71,44,1,64,84
2020-05-03,SS ÑUBLE,16,Ñuble,10,30,6.0,11,7,0,9,46
2020-05-03,SS OSORNO,10,Los Lagos,20,30,12.0,12,10,0,13,31
2020-05-03,SS TALCAHUANO,8,Bíobío,14,34,32.0,40,5,1,10,33
2020-05-03,SS VALDIVIA,14,Los Ríos,6,23,10.0,14,3,0,6,17
2020-05-03,SS VALPARAISO SAN ANTONIO,5,Valparaíso,30,32,36.0,42,7,0,26,34
2020-05-03,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,55,111,66.0,73,5,0,27,110
2020-05-06,SS ACONGAGUA,5,Valparaíso,8,15,7.0,18,1,0,6,13
2020-05-06,SS AISÉN,11,Aysén,3,8,1.0,6,0,0,3,17
2020-05-06,SS ANTOFAGASTA,2,Antofagasta,65,78,27.0,37,29,0,53,78
2020-05-06,SS ARAUCANÍA NORTE,9,Araucanía,5,7,3.0,6,1,0,5,15
2020-05-06,SS ARAUCANÍA SUR,9,Araucanía,47,64,34.0,52,17,5,29,83
2020-05-06,SS ARAUCO,8,Bíobío,0,0,3.0,4,0,0,0,1
2020-05-06,SS ARICA,15,Arica y Parinacota,9,22,7.0,16,4,0,4,20
2020-05-06,SS ATACAMA,3,Atacama,9,20,9.0,12,1,0,7,21
2020-05-06,SS BÍO BÍO,8,Bíobío,17,28,10.0,42,2,2,11,54
2020-05-06,SS CHILOÉ,10,Los Lagos,7,8,0.0,0,0,0,3,8
2020-05-06,SS CONCEPCIÓN,8,Bíobío,25,56,17.0,27,3,1,16,56
2020-05-06,SS COQUIMBO,4,Coquimbo,24,37,19.0,28,0,0,14,45
2020-05-06,SS DEL MAULE,7,Maule,28,51,33.0,63,2,2,18,59
2020-05-06,SS DEL RELONCAVÍ,10,Los Lagos,29,37,56.0,70,0,0,16,38
2020-05-06,SS IQUIQUE,1,Tarapacá,11,14,12.0,12,4,0,9,11
2020-05-06,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,43,70,53.0,73,5,1,33,69
2020-05-06,SS MAGALLANES,12,Magallanes,27,33,5.0,9,14,0,21,32
2020-05-06,SS METROPOLITANO CENTRAL,13,Metropolitana,130,145,127.0,158,59,9,102,199
2020-05-06,SS METROPOLITANO NORTE,13,Metropolitana,121,162,131.0,173,59,7,101,165
2020-05-06,SS METROPOLITANO OCCIDENTE,13,Metropolitana,65,74,72.0,75,31,3,57,81
2020-05-06,SS METROPOLITANO ORIENTE,13,Metropolitana,200,272,269.0,395,80,7,127,288
2020-05-06,SS METROPOLITANO SUR,13,Metropolitana,56,64,109.0,116,34,1,51,66
2020-05-06,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,95,96,56.0,64,59,2,81,89
2020-05-06,SS ÑUBLE,16,Ñuble,8,25,9.0,16,7,1,9,33
2020-05-06,SS OSORNO,10,Los Lagos,21,30,2.0,12,9,0,13,31
2020-05-06,SS TALCAHUANO,8,Bíobío,19,34,29.0,42,3,2,14,33
2020-05-06,SS VALDIVIA,14,Los Ríos,12,23,14.0,14,4,0,9,17
2020-05-06,SS VALPARAISO SAN ANTONIO,5,Valparaíso,28,32,36.0,42,6,1,26,34
2020-05-06,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,61,110,68.0,79,4,1,25,109
2020-05-07,SS ACONGAGUA,5,Valparaíso,8,15,8.0,18,1,1,7,13
2020-05-07,SS AISÉN,11,Aysén,3,8,4.0,6,0,0,3,17
2020-05-07,SS ANTOFAGASTA,2,Antofagasta,70,84,24.0,37,25,5,54,84
2020-05-07,SS ARAUCANÍA NORTE,9,Araucanía,6,7,3.0,6,2,0,6,15
2020-05-07,SS ARAUCANÍA SUR,9,Araucanía,47,64,34.0,56,13,5,29,79
2020-05-07,SS ARAUCO,8,Bíobío,0,0,4.0,4,0,0,1,1
2020-05-07,SS ARICA,15,Arica y Parinacota,12,22,26.0,46,6,1,9,20
2020-05-07,SS ATACAMA,3,Atacama,12,20,11.0,12,1,0,5,21
2020-05-07,SS BÍO BÍO,8,Bíobío,17,28,9.0,42,4,1,6,54
2020-05-07,SS CHILOÉ,10,Los Lagos,7,8,0.0,0,0,0,3,8
2020-05-07,SS CONCEPCIÓN,8,Bíobío,30,58,19.0,30,5,0,18,63
2020-05-07,SS COQUIMBO,4,Coquimbo,21,39,20.0,28,0,0,14,45
2020-05-07,SS DEL MAULE,7,Maule,28,51,36.0,63,2,2,15,59
2020-05-07,SS DEL RELONCAVÍ,10,Los Lagos,29,37,61.0,70,0,0,19,38
2020-05-07,SS IQUIQUE,1,Tarapacá,11,14,8.0,12,5,0,10,11
2020-05-07,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,42,67,55.0,76,5,1,32,62
2020-05-07,SS MAGALLANES,12,Magallanes,27,35,6.0,9,13,1,21,32
2020-05-07,SS METROPOLITANO CENTRAL,13,Metropolitana,128,145,126.0,158,64,8,107,199
2020-05-07,SS METROPOLITANO NORTE,13,Metropolitana,123,162,139.0,173,63,6,103,165
2020-05-07,SS METROPOLITANO OCCIDENTE,13,Metropolitana,72,75,75.0,75,38,3,63,83
2020-05-07,SS METROPOLITANO ORIENTE,13,Metropolitana,205,272,288.0,395,84,6,122,288
2020-05-07,SS METROPOLITANO SUR,13,Metropolitana,62,64,115.0,126,38,2,59,66
2020-05-07,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,92,99,80.0,89,56,1,80,95
2020-05-07,SS ÑUBLE,16,Ñuble,10,25,8.0,16,8,1,10,41
2020-05-07,SS OSORNO,10,Los Lagos,20,30,8.0,11,8,0,13,31
2020-05-07,SS TALCAHUANO,8,Bíobío,20,34,32.0,42,3,1,13,33
2020-05-07,SS VALDIVIA,14,Los Ríos,10,23,12.0,14,3,0,5,17
2020-05-07,SS VALPARAISO SAN ANTONIO,5,Valparaíso,31,33,37.0,44,8,1,29,34
2020-05-07,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,72,110,55.0,79,5,1,28,110
2020-05-08,SS ACONGAGUA,5,Valparaíso,8,15,9.0,18,1,0,7,12
2020-05-08,SS AISÉN,11,Aysén,3,8,3.0,6,0,0,3,17
2020-05-08,SS ANTOFAGASTA,2,Antofagasta,72,84,24.0,37,29,2,56,84
2020-05-08,SS ARAUCANÍA NORTE,9,Araucanía,4,7,7.0,6,1,0,4,15
2020-05-08,SS ARAUCANÍA SUR,9,Araucanía,45,64,32.0,56,15,4,32,79
2020-05-08,SS ARAUCO,8,Bíobío,0,0,2.0,4,0,0,0,1
2020-05-08,SS ARICA,15,Arica y Parinacota,12,22,28.0,46,6,1,9,20
2020-05-08,SS ATACAMA,3,Atacama,14,20,9.0,12,2,0,6,21
2020-05-08,SS BÍO BÍO,8,Bíobío,10,28,11.0,42,4,1,6,54
2020-05-08,SS CHILOÉ,10,Los Lagos,8,8,0.0,0,0,0,3,8
2020-05-08,SS CONCEPCIÓN,8,Bíobío,30,58,14.0,30,6,0,18,63
2020-05-08,SS COQUIMBO,4,Coquimbo,26,39,16.0,28,0,2,16,45
2020-05-08,SS DEL MAULE,7,Maule,29,51,38.0,63,2,1,15,59
2020-05-08,SS DEL RELONCAVÍ,10,Los Lagos,26,37,52.0,70,0,0,10,38
2020-05-08,SS IQUIQUE,1,Tarapacá,12,14,8.0,12,6,0,10,11
2020-05-08,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,47,67,52.0,76,6,3,34,68
2020-05-08,SS MAGALLANES,12,Magallanes,23,35,5.0,9,14,0,17,32
2020-05-08,SS METROPOLITANO CENTRAL,13,Metropolitana,129,145,135.0,158,71,7,109,199
2020-05-08,SS METROPOLITANO NORTE,13,Metropolitana,159,162,116.0,173,54,26,103,165
2020-05-08,SS METROPOLITANO OCCIDENTE,13,Metropolitana,65,75,75.0,75,38,5,60,83
2020-05-08,SS METROPOLITANO ORIENTE,13,Metropolitana,223,273,284.0,394,89,8,135,292
2020-05-08,SS METROPOLITANO SUR,13,Metropolitana,62,66,117.0,122,41,2,62,67
2020-05-08,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,93,97,81.0,88,62,0,84,90
2020-05-08,SS ÑUBLE,16,Ñuble,11,25,9.0,16,9,1,12,41
2020-05-08,SS OSORNO,10,Los Lagos,22,30,9.0,11,9,0,13,31
2020-05-08,SS TALCAHUANO,8,Bíobío,21,34,28.0,42,3,2,16,33
2020-05-08,SS VALDIVIA,14,Los Ríos,9,23,16.0,14,0,0,3,17
2020-05-08,SS VALPARAISO SAN ANTONIO,5,Valparaíso,28,33,33.0,44,6,0,26,34
2020-05-08,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,70,108,60.0,83,8,2,30,110
2020-05-09,SS ACONGAGUA,5,Valparaíso,9,15,10.0,18,2,0,9,12
2020-05-09,SS AISÉN,11,Aysén,4,8,4.0,6,0,0,4,17
2020-05-09,SS ANTOFAGASTA,2,Antofagasta,75,84,26.0,37,30,4,59,84
2020-05-09,SS ARAUCANÍA NORTE,9,Araucanía,4,7,8.0,6,1,0,4,15
2020-05-09,SS ARAUCANÍA SUR,9,Araucanía,44,61,33.0,56,16,5,31,76
2020-05-09,SS ARAUCO,8,Bíobío,0,0,3.0,4,0,0,0,1
2020-05-09,SS ARICA,15,Arica y Parinacota,13,22,31.0,46,7,0,10,20
2020-05-09,SS ATACAMA,3,Atacama,10,20,7.0,12,2,0,6,21
2020-05-09,SS BÍO BÍO,8,Bíobío,16,28,16.0,42,4,1,8,54
2020-05-09,SS CHILOÉ,10,Los Lagos,5,8,0.0,0,0,0,3,8
2020-05-09,SS CONCEPCIÓN,8,Bíobío,30,58,17.0,30,7,0,17,63
2020-05-09,SS COQUIMBO,4,Coquimbo,22,39,19.0,28,0,2,13,45
2020-05-09,SS DEL MAULE,7,Maule,32,51,38.0,63,2,2,15,59
2020-05-09,SS DEL RELONCAVÍ,10,Los Lagos,27,37,56.0,72,0,0,12,38
2020-05-09,SS IQUIQUE,1,Tarapacá,10,17,9.0,12,6,0,9,15
2020-05-09,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,47,67,57.0,76,4,6,32,68
2020-05-09,SS MAGALLANES,12,Magallanes,22,35,5.0,9,13,0,18,32
2020-05-09,SS METROPOLITANO CENTRAL,13,Metropolitana,134,145,131.0,158,80,10,116,199
2020-05-09,SS METROPOLITANO NORTE,13,Metropolitana,133,173,146.0,164,79,15,125,165
2020-05-09,SS METROPOLITANO OCCIDENTE,13,Metropolitana,67,75,75.0,75,41,6,60,83
2020-05-09,SS METROPOLITANO ORIENTE,13,Metropolitana,244,294,274.0,406,103,10,148,299
2020-05-09,SS METROPOLITANO SUR,13,Metropolitana,61,69,118.0,124,41,3,60,67
2020-05-09,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,92,97,81.0,88,60,1,79,95
2020-05-09,SS ÑUBLE,16,Ñuble,9,25,10.0,16,8,1,10,41
2020-05-09,SS OSORNO,10,Los Lagos,20,30,9.0,11,7,0,12,31
2020-05-09,SS TALCAHUANO,8,Bíobío,20,32,33.0,40,2,1,14,37
2020-05-09,SS VALDIVIA,14,Los Ríos,8,23,13.0,14,1,0,4,17
2020-05-09,SS VALPARAISO SAN ANTONIO,5,Valparaíso,28,33,33.0,44,7,0,23,34
2020-05-09,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,70,108,56.0,83,8,0,30,109
2020-05-12,SS ACONGAGUA,5,Valparaíso,7,12,12.0,19,1,0,5,13
2020-05-12,SS AISÉN,11,Aysén,4,8,6.0,6,0,0,1,17
2020-05-12,SS ANTOFAGASTA,2,Antofagasta,77,90,25.0,47,35,2,62,88
2020-05-12,SS ARAUCANÍA NORTE,9,Araucanía,4,10,6.0,12,1,0,3,12
2020-05-12,SS ARAUCANÍA SUR,9,Araucanía,46,59,36.0,59,18,0,30,70
2020-05-12,SS ARAUCO,8,Bíobío,0,0,3.0,4,0,0,0,1
2020-05-12,SS ARICA,15,Arica y Parinacota,12,22,24.0,46,7,0,10,20
2020-05-12,SS ATACAMA,3,Atacama,12,27,8.0,10,2,0,6,22
2020-05-12,SS BÍO BÍO,8,Bíobío,16,39,16.0,25,4,1,11,39
2020-05-12,SS CHILOÉ,10,Los Lagos,7,12,0.0,0,1,0,4,12
2020-05-12,SS CONCEPCIÓN,8,Bíobío,32,56,19.0,33,4,0,17,53
2020-05-12,SS COQUIMBO,4,Coquimbo,28,45,21.0,33,0,1,15,41
2020-05-12,SS DEL MAULE,7,Maule,25,50,34.0,64,4,2,15,64
2020-05-12,SS DEL RELONCAVÍ,10,Los Lagos,30,37,58.0,72,1,0,14,38
2020-05-12,SS IQUIQUE,1,Tarapacá,21,26,4.0,6,12,3,18,18
2020-05-12,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,48,70,53.0,77,5,2,34,69
2020-05-12,SS MAGALLANES,12,Magallanes,22,35,8.0,9,9,1,15,32
2020-05-12,SS METROPOLITANO CENTRAL,13,Metropolitana,142,151,132.0,170,97,7,123,204
2020-05-12,SS METROPOLITANO NORTE,13,Metropolitana,146,152,133.0,189,88,17,130,162
2020-05-12,SS METROPOLITANO OCCIDENTE,13,Metropolitana,77,81,57.0,63,50,7,66,86
2020-05-12,SS METROPOLITANO ORIENTE,13,Metropolitana,268,316,308.0,399,150,9,201,325
2020-05-12,SS METROPOLITANO SUR,13,Metropolitana,62,69,114.0,129,42,6,55,69
2020-05-12,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,102,115,80.0,93,65,1,87,115
2020-05-12,SS ÑUBLE,16,Ñuble,13,25,7.0,16,5,0,5,33
2020-05-12,SS OSORNO,10,Los Lagos,21,30,9.0,12,6,0,11,33
2020-05-12,SS TALCAHUANO,8,Bíobío,15,32,25.0,40,1,0,10,37
2020-05-12,SS VALDIVIA,14,Los Ríos,8,23,12.0,14,0,0,2,20
2020-05-12,SS VALPARAISO SAN ANTONIO,5,Valparaíso,30,35,35.0,48,7,2,23,36
2020-05-12,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,74,100,63.0,87,14,6,32,114
2020-05-13,SS ACONGAGUA,5,Valparaíso,8,15,12.0,19,1,0,5,13
2020-05-13,SS AISÉN,11,Aysén,3,8,3.0,6,0,0,1,17
2020-05-13,SS ANTOFAGASTA,2,Antofagasta,78,90,25.0,41,36,3,64,88
2020-05-13,SS ARAUCANÍA NORTE,9,Araucanía,4,10,5.0,6,1,0,5,12
2020-05-13,SS ARAUCANÍA SUR,9,Araucanía,38,62,36.0,57,13,3,30,74
2020-05-13,SS ARAUCO,8,Bíobío,0,0,3.0,4,0,0,0,1
2020-05-13,SS ARICA,15,Arica y Parinacota,12,22,20.0,46,5,0,9,20
2020-05-13,SS ATACAMA,3,Atacama,11,27,7.0,10,2,0,6,22
2020-05-13,SS BÍO BÍO,8,Bíobío,16,39,17.0,25,4,0,11,39
2020-05-13,SS CHILOÉ,10,Los Lagos,7,12,0.0,0,2,0,5,12
2020-05-13,SS CONCEPCIÓN,8,Bíobío,28,56,17.0,35,4,0,16,53
2020-05-13,SS COQUIMBO,4,Coquimbo,31,39,22.0,28,0,3,18,45
2020-05-13,SS DEL MAULE,7,Maule,23,51,30.0,63,2,0,14,59
2020-05-13,SS DEL RELONCAVÍ,10,Los Lagos,27,37,53.0,72,1,1,14,38
2020-05-13,SS IQUIQUE,1,Tarapacá,22,26,6.0,6,11,2,18,18
2020-05-13,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,43,68,54.0,75,8,7,41,65
2020-05-13,SS MAGALLANES,12,Magallanes,21,35,6.0,9,8,1,14,32
2020-05-13,SS METROPOLITANO CENTRAL,13,Metropolitana,149,153,128.0,164,96,11,124,206
2020-05-13,SS METROPOLITANO NORTE,13,Metropolitana,150,155,137.0,186,89,18,129,162
2020-05-13,SS METROPOLITANO OCCIDENTE,13,Metropolitana,78,84,56.0,58,52,8,70,88
2020-05-13,SS METROPOLITANO ORIENTE,13,Metropolitana,277,318,302.0,413,159,17,211,339
2020-05-13,SS METROPOLITANO SUR,13,Metropolitana,71,81,120.0,122,49,3,68,77
2020-05-13,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,114,116,85.0,88,75,3,97,118
2020-05-13,SS ÑUBLE,16,Ñuble,9,21,11.0,24,5,0,5,21
2020-05-13,SS OSORNO,10,Los Lagos,24,30,9.0,12,5,0,12,33
2020-05-13,SS TALCAHUANO,8,Bíobío,19,34,25.0,42,1,2,13,33
2020-05-13,SS VALDIVIA,14,Los Ríos,8,23,12.0,14,0,0,3,23
2020-05-13,SS VALPARAISO SAN ANTONIO,5,Valparaíso,31,33,32.0,45,7,3,27,34
2020-05-13,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,74,108,62.0,79,15,9,37,111
2020-05-14,SS ACONGAGUA,5,Valparaíso,8,15,12.0,19,1,0,4,16
2020-05-14,SS AISÉN,11,Aysén,4,8,2.0,6,0,0,1,17
2020-05-14,SS ANTOFAGASTA,2,Antofagasta,84,97,27.0,46,42,2,70,95
2020-05-14,SS ARAUCANÍA NORTE,9,Araucanía,7,11,4.0,6,2,0,6,12
2020-05-14,SS ARAUCANÍA SUR,9,Araucanía,45,62,38.0,57,13,1,27,74
