Fecha,Servicio salud,Codigo region,Region,Camas ocupadas intensivo,Camas totales intensivo,Camas ocupadas intermedio,Camas totales intermedio,Vmi covid19 confirmados,Vmi covid19 sospechosos,Vmi ocupados,Vmi totales
2020-06-27,SS VALPARAISO SAN ANTONIO,5,Valparaíso,44,44,48.0,52,17,1,33,38
2020-06-27,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,142,166,58.0,90,59,1,81,123
2020-06-28,SS ACONGAGUA,5,Valparaíso,22,25,6.0,12,15,0,17,28
2020-06-28,SS AISÉN,11,Aysén,5,8,5.0,6,1,0,5,17
2020-06-28,SS ANTOFAGASTA,2,Antofagasta,116,124,26.0,35,69,4,95,120
2020-06-28,SS ARAUCANÍA NORTE,9,Araucanía,6,10,9.0,12,1,0,2,10
2020-06-28,SS ARAUCANÍA SUR,9,Araucanía,49,55,61.0,67,17,1,39,68
2020-06-28,SS ARAUCO,8,Bíobío,2,2,5.0,6,2,0,2,6
2020-06-28,SS ARICA,15,Arica y Parinacota,24,30,54.0,54,16,0,20,30
2020-06-28,SS ATACAMA,3,Atacama,19,27,4.0,10,12,1,14,23
2020-06-28,SS BÍO BÍO,8,Bíobío,19,42,24.0,28,11,1,14,42
2020-06-28,SS CHILOÉ,10,Los Lagos,8,17,1.0,2,2,0,5,17
2020-06-28,SS CONCEPCIÓN,8,Bíobío,63,67,28.0,41,38,0,49,70
2020-06-28,SS COQUIMBO,4,Coquimbo,36,46,28.0,31,20,1,28,49
2020-06-28,SS DEL MAULE,7,Maule,71,91,25.0,36,39,6,50,98
2020-06-28,SS DEL RELONCAVÍ,10,Los Lagos,34,41,56.0,70,7,0,19,37
2020-06-28,SS IQUIQUE,1,Tarapacá,37,39,6.0,6,27,1,31,64
2020-06-28,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,116,131,40.0,37,73,8,97,124
2020-06-28,SS MAGALLANES,12,Magallanes,22,35,8.0,13,3,2,11,28
2020-06-28,SS METROPOLITANO CENTRAL,13,Metropolitana,289,304,171.0,176,229,7,252,318
2020-06-28,SS METROPOLITANO NORTE,13,Metropolitana,205,214,164.0,200,193,2,205,218
2020-06-28,SS METROPOLITANO OCCIDENTE,13,Metropolitana,176,184,50.0,52,158,3,164,187
2020-06-28,SS METROPOLITANO ORIENTE,13,Metropolitana,569,608,422.0,494,401,48,477,544
2020-06-28,SS METROPOLITANO SUR,13,Metropolitana,121,142,103.0,114,100,0,116,142
2020-06-28,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,159,160,144.0,146,149,3,155,180
2020-06-28,SS ÑUBLE,16,Ñuble,23,30,16.0,21,10,0,11,34
2020-06-28,SS OSORNO,10,Los Lagos,20,34,16.0,11,8,0,15,30
2020-06-28,SS TALCAHUANO,8,Bíobío,44,54,37.0,40,14,0,25,47
2020-06-28,SS VALDIVIA,14,Los Ríos,13,23,15.0,20,5,0,9,24
2020-06-28,SS VALPARAISO SAN ANTONIO,5,Valparaíso,39,43,49.0,52,19,1,31,38
2020-06-28,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,149,171,62.0,90,63,3,83,123
2020-06-29,SS ACONGAGUA,5,Valparaíso,21,25,7.0,12,14,0,16,28
2020-06-29,SS AISÉN,11,Aysén,5,8,6.0,6,1,0,5,17
2020-06-29,SS ANTOFAGASTA,2,Antofagasta,120,124,31.0,35,70,4,95,120
2020-06-29,SS ARAUCANÍA NORTE,9,Araucanía,10,10,9.0,12,1,0,4,10
2020-06-29,SS ARAUCANÍA SUR,9,Araucanía,50,57,58.0,60,16,1,40,68
2020-06-29,SS ARAUCO,8,Bíobío,4,4,6.0,6,2,1,4,6
2020-06-29,SS ARICA,15,Arica y Parinacota,24,30,45.0,54,14,0,18,28
2020-06-29,SS ATACAMA,3,Atacama,19,27,3.0,10,12,0,15,24
2020-06-29,SS BÍO BÍO,8,Bíobío,18,42,23.0,28,12,1,15,42
2020-06-29,SS CHILOÉ,10,Los Lagos,8,17,1.0,2,2,0,5,17
2020-06-29,SS CONCEPCIÓN,8,Bíobío,63,67,29.0,41,38,0,49,70
2020-06-29,SS COQUIMBO,4,Coquimbo,39,46,26.0,31,19,1,31,49
2020-06-29,SS DEL MAULE,7,Maule,79,89,28.0,38,40,6,53,98
2020-06-29,SS DEL RELONCAVÍ,10,Los Lagos,35,41,59.0,70,4,0,24,37
2020-06-29,SS IQUIQUE,1,Tarapacá,38,39,6.0,6,24,1,26,64
2020-06-29,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,121,131,38.0,37,72,9,97,124
2020-06-29,SS MAGALLANES,12,Magallanes,21,35,8.0,13,3,3,11,28
2020-06-29,SS METROPOLITANO CENTRAL,13,Metropolitana,294,308,165.0,172,238,4,253,318
2020-06-29,SS METROPOLITANO NORTE,13,Metropolitana,208,215,168.0,199,194,3,202,218
2020-06-29,SS METROPOLITANO OCCIDENTE,13,Metropolitana,181,187,50.0,51,165,3,171,191
2020-06-29,SS METROPOLITANO ORIENTE,13,Metropolitana,575,620,430.0,491,411,38,482,545
2020-06-29,SS METROPOLITANO SUR,13,Metropolitana,121,142,99.0,114,102,0,118,142
2020-06-29,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,159,161,144.0,146,148,2,155,181
2020-06-29,SS ÑUBLE,16,Ñuble,18,30,17.0,21,9,0,9,34
2020-06-29,SS OSORNO,10,Los Lagos,20,34,15.0,11,8,0,14,30
2020-06-29,SS TALCAHUANO,8,Bíobío,49,54,36.0,44,13,3,29,47
2020-06-29,SS VALDIVIA,14,Los Ríos,9,23,17.0,20,4,0,6,24
2020-06-29,SS VALPARAISO SAN ANTONIO,5,Valparaíso,41,43,51.0,52,21,1,33,38
2020-06-29,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,152,171,64.0,90,66,6,88,123
2020-06-30,SS ACONGAGUA,5,Valparaíso,20,25,9.0,12,15,0,16,28
2020-06-30,SS AISÉN,11,Aysén,7,8,6.0,6,1,0,5,17
2020-06-30,SS ANTOFAGASTA,2,Antofagasta,121,124,30.0,35,71,4,97,120
2020-06-30,SS ARAUCANÍA NORTE,9,Araucanía,8,10,10.0,12,1,0,4,10
2020-06-30,SS ARAUCANÍA SUR,9,Araucanía,46,64,63.0,62,16,1,38,65
2020-06-30,SS ARAUCO,8,Bíobío,3,3,7.0,7,3,0,3,6
2020-06-30,SS ARICA,15,Arica y Parinacota,24,30,57.0,54,11,0,15,28
2020-06-30,SS ATACAMA,3,Atacama,17,27,5.0,10,13,0,15,24
2020-06-30,SS BÍO BÍO,8,Bíobío,18,42,21.0,28,12,1,16,42
2020-06-30,SS CHILOÉ,10,Los Lagos,8,17,1.0,2,2,0,6,17
2020-06-30,SS CONCEPCIÓN,8,Bíobío,59,67,33.0,41,33,0,43,70
2020-06-30,SS COQUIMBO,4,Coquimbo,37,46,25.0,31,18,0,30,49
2020-06-30,SS DEL MAULE,7,Maule,70,91,35.0,36,40,4,51,98
2020-06-30,SS DEL RELONCAVÍ,10,Los Lagos,35,41,59.0,70,3,0,22,37
2020-06-30,SS IQUIQUE,1,Tarapacá,36,39,5.0,6,25,0,28,64
2020-06-30,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,119,130,41.0,40,68,10,98,124
2020-06-30,SS MAGALLANES,12,Magallanes,23,35,8.0,13,3,5,11,28
2020-06-30,SS METROPOLITANO CENTRAL,13,Metropolitana,299,310,168.0,171,232,8,248,318
2020-06-30,SS METROPOLITANO NORTE,13,Metropolitana,207,215,160.0,199,183,3,196,218
2020-06-30,SS METROPOLITANO OCCIDENTE,13,Metropolitana,185,189,51.0,51,159,4,168,193
2020-06-30,SS METROPOLITANO ORIENTE,13,Metropolitana,578,620,427.0,495,401,40,472,544
2020-06-30,SS METROPOLITANO SUR,13,Metropolitana,119,142,100.0,114,98,0,115,142
2020-06-30,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,164,165,141.0,144,151,3,160,183
2020-06-30,SS ÑUBLE,16,Ñuble,20,30,17.0,21,11,0,11,34
2020-06-30,SS OSORNO,10,Los Lagos,20,34,17.0,11,7,0,14,30
2020-06-30,SS TALCAHUANO,8,Bíobío,49,54,37.0,40,15,3,30,47
2020-06-30,SS VALDIVIA,14,Los Ríos,12,23,18.0,20,4,0,9,24
2020-06-30,SS VALPARAISO SAN ANTONIO,5,Valparaíso,41,43,48.0,52,23,0,32,38
2020-06-30,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,152,170,65.0,92,65,5,91,126
2020-07-01,SS ACONGAGUA,5,Valparaíso,20,25,10.0,12,14,1,17,28
2020-07-01,SS AISÉN,11,Aysén,7,8,6.0,6,1,1,7,17
2020-07-01,SS ANTOFAGASTA,2,Antofagasta,121,123,31.0,35,80,5,106,124
2020-07-01,SS ARAUCANÍA NORTE,9,Araucanía,7,10,12.0,12,1,0,4,10
2020-07-01,SS ARAUCANÍA SUR,9,Araucanía,44,58,59.0,60,16,1,32,68
2020-07-01,SS ARAUCO,8,Bíobío,2,2,8.0,8,2,0,2,6
2020-07-01,SS ARICA,15,Arica y Parinacota,25,30,57.0,54,11,0,16,28
2020-07-01,SS ATACAMA,3,Atacama,19,27,2.0,10,13,0,15,24
2020-07-01,SS BÍO BÍO,8,Bíobío,16,42,21.0,28,10,1,13,42
2020-07-01,SS CHILOÉ,10,Los Lagos,9,17,0.0,2,1,0,5,17
2020-07-01,SS CONCEPCIÓN,8,Bíobío,59,67,32.0,41,32,0,44,70
2020-07-01,SS COQUIMBO,4,Coquimbo,47,56,18.0,27,18,1,31,53
2020-07-01,SS DEL MAULE,7,Maule,68,89,33.0,38,42,5,53,98
2020-07-01,SS DEL RELONCAVÍ,10,Los Lagos,32,41,64.0,70,6,0,24,37
2020-07-01,SS IQUIQUE,1,Tarapacá,34,40,6.0,12,24,0,28,64
2020-07-01,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,118,130,36.0,41,67,9,94,131
2020-07-01,SS MAGALLANES,12,Magallanes,23,35,8.0,13,3,5,11,28
2020-07-01,SS METROPOLITANO CENTRAL,13,Metropolitana,299,309,171.0,175,234,5,252,318
2020-07-01,SS METROPOLITANO NORTE,13,Metropolitana,214,219,164.0,201,191,4,203,218
2020-07-01,SS METROPOLITANO OCCIDENTE,13,Metropolitana,181,188,54.0,54,149,8,159,192
2020-07-01,SS METROPOLITANO ORIENTE,13,Metropolitana,572,618,422.0,479,406,46,480,547
2020-07-01,SS METROPOLITANO SUR,13,Metropolitana,121,142,102.0,114,96,0,117,142
2020-07-01,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,162,164,142.0,145,145,2,153,183
2020-07-01,SS ÑUBLE,16,Ñuble,18,30,20.0,21,9,0,9,34
2020-07-01,SS OSORNO,10,Los Lagos,18,34,16.0,11,6,0,13,30
2020-07-01,SS TALCAHUANO,8,Bíobío,49,54,29.0,44,16,0,27,47
2020-07-01,SS VALDIVIA,14,Los Ríos,15,23,16.0,20,4,0,11,23
2020-07-01,SS VALPARAISO SAN ANTONIO,5,Valparaíso,41,43,47.0,52,24,0,32,38
2020-07-01,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,148,171,67.0,90,66,3,88,129
2020-07-02,SS ACONGAGUA,5,Valparaíso,19,25,8.0,12,14,0,16,28
2020-07-02,SS AISÉN,11,Aysén,6,8,6.0,6,1,0,5,17
2020-07-02,SS ANTOFAGASTA,2,Antofagasta,118,124,32.0,36,77,3,102,124
2020-07-02,SS ARAUCANÍA NORTE,9,Araucanía,6,10,11.0,12,1,0,4,10
2020-07-02,SS ARAUCANÍA SUR,9,Araucanía,48,58,61.0,61,13,1,33,68
2020-07-02,SS ARAUCO,8,Bíobío,3,3,7.0,7,2,0,2,6
2020-07-02,SS ARICA,15,Arica y Parinacota,25,30,54.0,65,12,0,17,28
2020-07-02,SS ATACAMA,3,Atacama,17,27,3.0,10,12,0,15,24
2020-07-02,SS BÍO BÍO,8,Bíobío,19,42,8.0,28,11,0,16,42
2020-07-02,SS CHILOÉ,10,Los Lagos,7,17,0.0,2,0,0,3,17
2020-07-02,SS CONCEPCIÓN,8,Bíobío,61,68,28.0,38,32,0,44,70
2020-07-02,SS COQUIMBO,4,Coquimbo,45,56,17.0,27,17,3,31,53
2020-07-02,SS DEL MAULE,7,Maule,72,89,27.0,38,41,2,53,98
2020-07-02,SS DEL RELONCAVÍ,10,Los Lagos,34,41,62.0,70,4,0,22,37
2020-07-02,SS IQUIQUE,1,Tarapacá,30,40,6.0,12,21,0,27,64
2020-07-02,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,117,128,36.0,42,71,9,97,132
2020-07-02,SS MAGALLANES,12,Magallanes,23,35,8.0,13,3,3,11,28
2020-07-02,SS METROPOLITANO CENTRAL,13,Metropolitana,300,309,169.0,172,232,5,249,318
2020-07-02,SS METROPOLITANO NORTE,13,Metropolitana,221,224,156.0,204,195,2,204,226
2020-07-02,SS METROPOLITANO OCCIDENTE,13,Metropolitana,188,195,52.0,52,163,8,175,196
2020-07-02,SS METROPOLITANO ORIENTE,13,Metropolitana,566,617,435.0,481,405,47,482,553
2020-07-02,SS METROPOLITANO SUR,13,Metropolitana,122,142,104.0,114,96,0,116,142
2020-07-02,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,161,163,144.0,146,142,2,151,183
2020-07-02,SS ÑUBLE,16,Ñuble,17,30,17.0,21,10,0,11,34
2020-07-02,SS OSORNO,10,Los Lagos,20,34,17.0,11,3,0,14,30
2020-07-02,SS TALCAHUANO,8,Bíobío,44,54,29.0,40,17,0,27,47
2020-07-02,SS VALDIVIA,14,Los Ríos,12,23,13.0,20,4,0,8,24
2020-07-02,SS VALPARAISO SAN ANTONIO,5,Valparaíso,43,47,47.0,52,25,0,34,39
2020-07-02,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,135,172,64.0,86,63,4,90,128
2020-07-04,SS ACONGAGUA,5,Valparaíso,19,25,12.0,15,15,0,16,28
2020-07-04,SS AISÉN,11,Aysén,4,8,5.0,6,1,0,4,17
2020-07-04,SS ANTOFAGASTA,2,Antofagasta,119,129,32.0,38,74,4,100,128
2020-07-04,SS ARAUCANÍA NORTE,9,Araucanía,4,9,13.0,13,1,0,4,10
2020-07-04,SS ARAUCANÍA SUR,9,Araucanía,44,53,57.0,63,10,1,28,68
2020-07-04,SS ARAUCO,8,Bíobío,2,3,7.0,7,1,1,2,6
2020-07-04,SS ARICA,15,Arica y Parinacota,25,30,61.0,65,12,0,15,28
2020-07-04,SS ATACAMA,3,Atacama,16,27,2.0,10,11,0,12,24
2020-07-04,SS BÍO BÍO,8,Bíobío,21,42,23.0,28,11,0,15,42
2020-07-04,SS CHILOÉ,10,Los Lagos,7,17,0.0,2,0,0,3,17
2020-07-04,SS CONCEPCIÓN,8,Bíobío,59,69,30.0,39,34,0,46,69
2020-07-04,SS COQUIMBO,4,Coquimbo,45,60,13.0,24,21,3,31,53
2020-07-04,SS DEL MAULE,7,Maule,64,89,31.0,38,45,4,58,98
2020-07-04,SS DEL RELONCAVÍ,10,Los Lagos,33,41,49.0,70,5,0,22,37
2020-07-04,SS IQUIQUE,1,Tarapacá,31,40,11.0,12,23,0,27,64
2020-07-04,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,116,131,33.0,39,77,4,93,127
2020-07-04,SS MAGALLANES,12,Magallanes,19,35,8.0,9,2,1,5,27
2020-07-04,SS METROPOLITANO CENTRAL,13,Metropolitana,289,306,164.0,175,226,4,239,318
2020-07-04,SS METROPOLITANO NORTE,13,Metropolitana,218,225,159.0,205,181,0,198,217
2020-07-04,SS METROPOLITANO OCCIDENTE,13,Metropolitana,187,197,49.0,53,143,8,159,198
2020-07-04,SS METROPOLITANO ORIENTE,13,Metropolitana,565,603,427.0,482,401,36,470,558
2020-07-04,SS METROPOLITANO SUR,13,Metropolitana,117,142,106.0,114,92,0,110,142
2020-07-04,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,168,168,140.0,251,148,2,162,184
2020-07-04,SS ÑUBLE,16,Ñuble,19,30,18.0,21,10,0,10,34
2020-07-04,SS OSORNO,10,Los Lagos,21,34,16.0,11,3,0,10,30
2020-07-04,SS TALCAHUANO,8,Bíobío,49,54,34.0,44,22,0,31,47
2020-07-04,SS VALDIVIA,14,Los Ríos,10,23,15.0,20,6,0,8,24
2020-07-04,SS VALPARAISO SAN ANTONIO,5,Valparaíso,42,47,49.0,52,23,0,33,39
2020-07-04,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,148,172,62.0,90,72,4,101,129
2020-07-05,SS ACONGAGUA,5,Valparaíso,19,25,9.0,13,15,0,16,28
2020-07-05,SS AISÉN,11,Aysén,4,8,5.0,6,1,0,3,17
2020-07-05,SS ANTOFAGASTA,2,Antofagasta,126,129,34.0,38,76,3,104,126
2020-07-05,SS ARAUCANÍA NORTE,9,Araucanía,4,9,13.0,13,1,0,4,10
2020-07-05,SS ARAUCANÍA SUR,9,Araucanía,44,54,53.0,61,10,1,29,68
2020-07-05,SS ARAUCO,8,Bíobío,2,3,7.0,7,1,1,2,6
2020-07-05,SS ARICA,15,Arica y Parinacota,24,30,59.0,65,14,0,17,28
2020-07-05,SS ATACAMA,3,Atacama,18,27,2.0,10,11,0,12,24
2020-07-05,SS BÍO BÍO,8,Bíobío,21,42,25.0,28,11,0,16,42
2020-07-05,SS CHILOÉ,10,Los Lagos,6,17,0.0,2,0,0,3,17
2020-07-05,SS CONCEPCIÓN,8,Bíobío,57,68,29.0,41,35,0,47,69
2020-07-05,SS COQUIMBO,4,Coquimbo,49,60,17.0,24,21,3,30,53
2020-07-05,SS DEL MAULE,7,Maule,71,88,30.0,39,47,2,58,98
2020-07-05,SS DEL RELONCAVÍ,10,Los Lagos,31,41,50.0,70,4,0,24,37
2020-07-05,SS IQUIQUE,1,Tarapacá,34,40,10.0,12,23,0,28,64
2020-07-05,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,117,132,34.0,38,77,6,94,127
2020-07-05,SS MAGALLANES,12,Magallanes,14,35,6.0,9,2,1,3,27
2020-07-05,SS METROPOLITANO CENTRAL,13,Metropolitana,291,308,161.0,172,225,6,239,318
2020-07-05,SS METROPOLITANO NORTE,13,Metropolitana,215,224,158.0,205,186,0,199,218
2020-07-05,SS METROPOLITANO OCCIDENTE,13,Metropolitana,186,196,48.0,53,152,8,163,197
2020-07-05,SS METROPOLITANO ORIENTE,13,Metropolitana,554,606,426.0,488,396,41,472,541
2020-07-05,SS METROPOLITANO SUR,13,Metropolitana,126,142,104.0,114,97,0,118,142
2020-07-05,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,164,165,139.0,140,145,4,158,182
2020-07-05,SS ÑUBLE,16,Ñuble,16,30,17.0,21,10,0,10,34
2020-07-05,SS OSORNO,10,Los Lagos,19,34,16.0,11,3,0,8,30
2020-07-05,SS TALCAHUANO,8,Bíobío,46,54,32.0,44,21,0,29,47
2020-07-05,SS VALDIVIA,14,Los Ríos,13,23,16.0,20,8,0,10,24
2020-07-05,SS VALPARAISO SAN ANTONIO,5,Valparaíso,41,47,48.0,52,26,0,35,39
2020-07-05,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,140,172,66.0,90,77,1,100,129
2020-07-06,SS ACONGAGUA,5,Valparaíso,19,24,14.0,15,15,0,19,28
2020-07-06,SS AISÉN,11,Aysén,6,8,6.0,6,1,2,3,17
2020-07-06,SS ANTOFAGASTA,2,Antofagasta,124,129,36.0,45,78,2,105,126
2020-07-06,SS ARAUCANÍA NORTE,9,Araucanía,3,8,14.0,14,1,0,3,10
2020-07-06,SS ARAUCANÍA SUR,9,Araucanía,43,54,64.0,61,11,1,30,68
2020-07-06,SS ARAUCO,8,Bíobío,2,2,8.0,8,1,0,2,6
2020-07-06,SS ARICA,15,Arica y Parinacota,23,30,61.0,65,14,0,16,28
2020-07-06,SS ATACAMA,3,Atacama,17,27,1.0,10,11,0,12,24
2020-07-06,SS BÍO BÍO,8,Bíobío,18,42,21.0,28,8,0,15,42
2020-07-06,SS CHILOÉ,10,Los Lagos,4,17,0.0,2,0,0,2,17
2020-07-06,SS CONCEPCIÓN,8,Bíobío,55,68,27.0,40,35,0,45,69
2020-07-06,SS COQUIMBO,4,Coquimbo,51,60,19.0,24,19,3,29,47
2020-07-06,SS DEL MAULE,7,Maule,75,87,28.0,42,42,1,57,113
2020-07-06,SS DEL RELONCAVÍ,10,Los Lagos,37,41,49.0,70,5,0,27,37
2020-07-06,SS IQUIQUE,1,Tarapacá,34,40,12.0,12,22,0,27,64
2020-07-06,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,113,129,36.0,41,77,2,89,127
2020-07-06,SS MAGALLANES,12,Magallanes,15,35,7.0,9,2,2,4,27
2020-07-06,SS METROPOLITANO CENTRAL,13,Metropolitana,300,307,165.0,174,212,11,240,318
2020-07-06,SS METROPOLITANO NORTE,13,Metropolitana,215,225,162.0,206,177,0,195,215
2020-07-06,SS METROPOLITANO OCCIDENTE,13,Metropolitana,185,201,47.0,49,148,6,156,201
2020-07-06,SS METROPOLITANO ORIENTE,13,Metropolitana,546,605,425.0,474,379,39,449,542
2020-07-06,SS METROPOLITANO SUR,13,Metropolitana,129,142,109.0,114,96,0,121,142
2020-07-06,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,161,166,132.0,134,146,2,153,182
2020-07-06,SS ÑUBLE,16,Ñuble,17,30,16.0,21,8,0,8,34
2020-07-06,SS OSORNO,10,Los Lagos,20,34,17.0,11,6,0,11,30
2020-07-06,SS TALCAHUANO,8,Bíobío,47,54,36.0,44,19,0,28,47
2020-07-06,SS VALDIVIA,14,Los Ríos,16,23,18.0,20,10,0,12,24
2020-07-06,SS VALPARAISO SAN ANTONIO,5,Valparaíso,40,47,48.0,52,25,0,34,39
2020-07-06,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,150,172,62.0,100,72,3,100,128
2020-07-07,SS ACONGAGUA,5,Valparaíso,18,28,11.0,15,15,0,17,28
2020-07-07,SS AISÉN,11,Aysén,3,8,6.0,6,1,1,3,17
2020-07-07,SS ANTOFAGASTA,2,Antofagasta,121,131,41.0,45,81,3,107,129
2020-07-07,SS ARAUCANÍA NORTE,9,Araucanía,7,8,14.0,14,1,1,4,10
2020-07-07,SS ARAUCANÍA SUR,9,Araucanía,43,54,61.0,61,11,1,29,68
2020-07-07,SS ARAUCO,8,Bíobío,2,3,7.0,7,1,0,1,6
2020-07-07,SS ARICA,15,Arica y Parinacota,23,30,61.0,65,16,0,19,28
2020-07-07,SS ATACAMA,3,Atacama,18,27,1.0,10,11,0,17,24
2020-07-07,SS BÍO BÍO,8,Bíobío,23,42,18.0,28,10,0,16,42
2020-07-07,SS CHILOÉ,10,Los Lagos,9,17,2.0,2,0,0,3,17
2020-07-07,SS CONCEPCIÓN,8,Bíobío,53,68,25.0,39,34,0,42,69
2020-07-07,SS COQUIMBO,4,Coquimbo,46,55,18.0,29,21,2,34,48
2020-07-07,SS DEL MAULE,7,Maule,71,88,33.0,41,51,2,63,114
2020-07-07,SS DEL RELONCAVÍ,10,Los Lagos,33,41,55.0,70,4,0,24,36
2020-07-07,SS IQUIQUE,1,Tarapacá,33,40,12.0,12,21,0,24,64
2020-07-07,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,109,129,29.0,46,68,4,98,132
2020-07-07,SS MAGALLANES,12,Magallanes,17,35,5.0,9,1,1,4,27
2020-07-07,SS METROPOLITANO CENTRAL,13,Metropolitana,291,308,166.0,174,217,6,244,318
2020-07-07,SS METROPOLITANO NORTE,13,Metropolitana,212,225,155.0,206,177,0,194,215
2020-07-07,SS METROPOLITANO OCCIDENTE,13,Metropolitana,182,199,48.0,55,152,3,158,199
2020-07-07,SS METROPOLITANO ORIENTE,13,Metropolitana,539,604,422.0,478,382,33,445,542
2020-07-07,SS METROPOLITANO SUR,13,Metropolitana,120,142,101.0,114,93,1,112,142
2020-07-07,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,168,168,130.0,135,148,2,159,185
2020-07-07,SS ÑUBLE,16,Ñuble,17,30,16.0,21,8,0,8,34
2020-07-07,SS OSORNO,10,Los Lagos,20,36,13.0,9,5,0,10,34
2020-07-07,SS TALCAHUANO,8,Bíobío,43,54,35.0,44,17,0,27,47
2020-07-07,SS VALDIVIA,14,Los Ríos,16,23,15.0,20,8,0,9,24
2020-07-07,SS VALPARAISO SAN ANTONIO,5,Valparaíso,41,49,49.0,52,25,0,35,41
2020-07-07,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,144,172,64.0,100,70,3,101,128
2020-07-08,SS ACONGAGUA,5,Valparaíso,23,28,8.0,14,17,1,20,28
2020-07-08,SS AISÉN,11,Aysén,4,8,5.0,6,1,1,4,17
2020-07-08,SS ANTOFAGASTA,2,Antofagasta,119,132,38.0,43,79,5,108,130
2020-07-08,SS ARAUCANÍA NORTE,9,Araucanía,8,11,12.0,12,1,0,4,10
2020-07-08,SS ARAUCANÍA SUR,9,Araucanía,43,55,61.0,65,9,3,30,68
2020-07-08,SS ARAUCO,8,Bíobío,3,4,6.0,6,2,0,3,6
2020-07-08,SS ARICA,15,Arica y Parinacota,25,30,57.0,65,17,0,21,28
2020-07-08,SS ATACAMA,3,Atacama,15,27,2.0,10,9,0,10,24
2020-07-08,SS BÍO BÍO,8,Bíobío,22,42,18.0,28,12,0,16,42
2020-07-08,SS CHILOÉ,10,Los Lagos,9,17,2.0,2,0,0,3,17
2020-07-08,SS CONCEPCIÓN,8,Bíobío,56,71,33.0,49,35,0,46,71
2020-07-08,SS COQUIMBO,4,Coquimbo,52,60,16.0,24,18,1,30,51
2020-07-08,SS DEL MAULE,7,Maule,69,88,31.0,41,40,1,54,114
2020-07-08,SS DEL RELONCAVÍ,10,Los Lagos,34,41,51.0,70,4,0,25,37
2020-07-08,SS IQUIQUE,1,Tarapacá,33,40,12.0,12,20,1,24,64
2020-07-08,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,106,131,34.0,44,76,5,95,133
2020-07-08,SS MAGALLANES,12,Magallanes,22,33,5.0,8,1,0,3,27
2020-07-08,SS METROPOLITANO CENTRAL,13,Metropolitana,293,309,165.0,176,199,6,233,318
2020-07-08,SS METROPOLITANO NORTE,13,Metropolitana,215,222,168.0,212,185,0,198,215
2020-07-08,SS METROPOLITANO OCCIDENTE,13,Metropolitana,193,207,52.0,58,154,3,159,201
2020-07-08,SS METROPOLITANO ORIENTE,13,Metropolitana,532,600,433.0,482,370,33,429,540
2020-07-08,SS METROPOLITANO SUR,13,Metropolitana,118,142,100.0,114,91,0,114,142
2020-07-08,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,167,168,133.0,145,144,1,158,185
2020-07-08,SS ÑUBLE,16,Ñuble,19,30,17.0,21,10,0,10,34
2020-07-08,SS OSORNO,10,Los Lagos,18,36,13.0,9,6,0,10,34
2020-07-08,SS TALCAHUANO,8,Bíobío,46,60,34.0,45,23,1,31,53
2020-07-08,SS VALDIVIA,14,Los Ríos,14,23,17.0,20,6,0,8,24
2020-07-08,SS VALPARAISO SAN ANTONIO,5,Valparaíso,36,49,49.0,52,25,0,30,41
2020-07-08,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,147,172,63.0,90,72,4,96,135
2020-07-09,SS ACONGAGUA,5,Valparaíso,23,28,11.0,14,15,1,20,28
2020-07-09,SS AISÉN,11,Aysén,3,8,4.0,6,1,0,3,17
2020-07-09,SS ANTOFAGASTA,2,Antofagasta,113,132,30.0,43,74,4,101,130
2020-07-09,SS ARAUCANÍA NORTE,9,Araucanía,9,11,12.0,12,1,0,4,10
2020-07-09,SS ARAUCANÍA SUR,9,Araucanía,43,53,64.0,68,8,3,32,68
