Poblacion,Casos Confirmados,Fecha,Region ID,Region,Provincia ID,Provincia,Comuna ID,Comuna,Tasa
129999.0,3052.0,2020/08/21,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2347.710367002823
129999.0,3139.0,2020/08/24,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2414.6339587227594
129999.0,27.0,2020/04/20,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,20.769390533773336
129999.0,2523.0,2020/07/31,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1940.7841598781529
129999.0,0.0,2020/04/01,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,0.0
129999.0,1345.0,2020/06/12,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1034.6233432564866
129999.0,10.0,2020/04/10,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,7.692366864360495
129999.0,2951.0,2020/08/17,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2270.0174616727822
129999.0,2679.0,2020/08/07,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2060.7850829621766
129999.0,2740.0,2020/08/10,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2107.7085208347758
129999.0,6.0,2020/04/08,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,4.615420118616297
129999.0,39.0,2020/04/24,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,30.00023077100593
129999.0,1982.0,2020/07/01,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1524.6271125162502
129999.0,1949.0,2020/06/28,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1499.2423018638606
129999.0,3214.0,2020/08/28,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2472.3267102054633
129999.0,504.0,2020/05/22,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,387.69528996376897
129999.0,2241.0,2020/07/17,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1723.859414303187
129999.0,276.0,2020/05/15,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,212.30932545634965
129999.0,744.0,2020/05/29,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,572.3120947084209
129999.0,591.0,2020/05/25,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,454.61888168370524
129999.0,16.0,2020/04/17,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,12.307786982976792
129999.0,1815.0,2020/06/23,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1396.16458588143
129999.0,1062.0,2020/06/05,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,816.9293609950846
129999.0,379.0,2020/05/18,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,291.54070415926276
129999.0,188.0,2020/05/11,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,144.6164970499773
129999.0,1468.0,2020/06/15,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1129.2394556881206
129999.0,128.0,2020/05/04,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,98.46229586381433
1375.0,0.0,2020/04/13,1.0,Tarapacá,14.0,Tamarugal,1402.0,Camiña,0.0
