Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Padre_Las_Casas_II,Las_Encinas,Coyhaique_II
2013-01-02 02:00:00,0.20618499815464,0.207253992557526,0.320345997810364,0.102563999593258,0.179317995905876,0.219409003853798,0.286650002002716,0.20151099562645,0.408163011074066,0.199004992842674,0.101265996694565,,,,,
2013-01-02 03:00:00,0.263458997011185,0.322394013404846,0.311688005924225,0.11395999789238,0.163098007440567,0.281293004751205,0.294840008020401,0.20151099562645,0.41949999332428,0.199004992842674,0.101265996694565,,,,,
2013-01-02 04:00:00,0.230880007147789,0.248166993260384,0.31088000535965,0.205127999186516,0.227641999721527,0.258136004209518,0.404038995504379,0.302266985177994,0.248165994882584,0.199004992842674,0.180026993155479,,,,,
2013-01-02 05:00:00,0.320345997810364,0.380710005760193,0.3367860019207,0.230768993496895,0.406502991914749,0.378787010908127,0.466829985380173,0.302266985177994,0.355329006910324,0.199004992842674,0.261602014303207,,,,,
2013-01-02 06:00:00,0.502162992954254,0.592215001583099,0.371329009532928,0.384613990783691,0.365853011608124,0.370370000600815,0.483209997415543,0.361039996147156,0.4060899913311,0.223879992961884,0.295358002185822,,,,,
2013-01-02 07:00:00,0.718613028526306,0.532993018627167,0.414505988359451,0.427350014448166,0.447153985500336,0.429291993379593,0.483209997415543,0.436607003211975,0.363788992166519,0.281922996044159,0.320674002170563,,,,,
2013-01-02 08:00:00,0.658007025718689,0.465312004089355,0.397235006093979,0.307691991329193,0.292683005332947,0.387205004692078,0.475019007921219,0.319059014320374,0.380710005760193,0.265338987112045,0.303797006607056,,,,,
2013-01-02 09:00:00,0.510820984840393,0.380710005760193,0.44904899597168,0.222222000360489,0.308943003416061,0.260942012071609,0.393119990825653,0.302266985177994,0.253805994987488,0.298507004976273,0.303797006607056,,,,,
2013-01-02 10:00:00,0.476190000772476,0.313028007745743,0.518132984638214,0.205127999186516,0.300812989473343,0.27777698636055,0.360359996557236,0.302266985177994,0.194584995508194,0.298507004976273,0.219409003853798,,,,,
2013-01-02 11:00:00,0.424241989850998,0.279186993837357,0.379963994026184,0.205127999186516,0.317072987556458,0.303030014038086,0.319409996271133,0.302266985177994,0.143823996186256,0.298507004976273,0.20253099501133,,,,,
2013-01-02 12:00:00,0.389609009027481,0.219965994358063,0.31088000535965,0.205127999186516,0.300812989473343,0.27777698636055,0.335790008306503,0.285474002361298,0.109982997179031,0.298507004976273,0.194092005491257,,,,,
2013-01-02 13:00:00,0.389609009027481,0.20304599404335,0.31088000535965,0.205127999186516,0.308943003416061,0.27777698636055,0.294840008020401,0.268680989742279,0.101522997021675,0.298507004976273,0.20253099501133,,,,,
2013-01-02 14:00:00,0.354977995157242,0.20304599404335,0.284972995519638,0.205127999186516,0.276423007249832,0.244106993079185,0.294840008020401,0.218302994966507,0.101522997021675,0.273631006479263,0.194092005491257,,,,,
2013-01-02 15:00:00,0.329003989696503,0.20304599404335,0.207253992557526,0.205127999186516,0.268292009830475,0.227272003889084,0.294840008020401,0.20151099562645,0.109982997179031,0.240464001893997,0.185653001070023,,,,,
2013-01-02 16:00:00,0.329003989696503,0.20304599404335,0.207253992557526,0.205127999186516,0.235771998763084,0.244106993079185,0.294840008020401,0.209906995296478,0.109982997179031,0.199004992842674,0.194092005491257,,,,,
2013-01-02 17:00:00,0.337662011384964,0.236886993050575,0.233160004019737,0.205127999186516,0.284552991390228,0.244106993079185,0.303030014038086,0.235095992684364,0.101522997021675,0.199004992842674,0.20253099501133,,,,,
2013-01-02 18:00:00,0.441556990146637,0.245346993207932,0.233160004019737,0.205127999186516,0.349593013525009,0.26936000585556,0.303030014038086,0.285474002361298,0.101522997021675,0.199004992842674,0.20253099501133,,,,,
2013-01-02 19:00:00,0.493505001068115,0.304567992687225,0.302244007587433,0.205127999186516,0.3089419901371,0.252525001764297,0.335790008306503,0.302266985177994,0.126902997493744,0.199004992842674,0.20253099501133,,,,,
2013-01-02 20:00:00,0.450215011835098,0.329948008060455,0.319514989852905,0.205127999186516,0.325203001499176,0.252525001764297,0.368550002574921,0.302266985177994,0.177663996815681,0.23217199742794,0.210969999432564,,,,,
2013-01-02 21:00:00,0.450215011835098,0.406091004610062,0.31088000535965,0.205127999186516,0.317072987556458,0.244106993079185,0.303030014038086,0.302266985177994,0.20304499566555,0.215588003396988,0.270040988922119,,,,,
2013-01-02 22:00:00,0.372292995452881,0.296106994152069,0.31088000535965,0.205127999186516,0.292683005332947,0.235689997673035,0.319409996271133,0.302266985177994,0.236885994672775,0.199004992842674,0.244725003838539,,,,,
2013-01-02 23:00:00,0.337662011384964,0.296106994152069,0.319514989852905,0.145299002528191,0.276423007249832,0.20202000439167,0.311219990253448,0.285474002361298,0.20304499566555,0.199004992842674,0.20253099501133,,,,,
2013-01-03 00:00:00,0.346320003271103,0.236886993050575,0.31088000535965,0.119658000767231,0.243901997804642,0.20202000439167,0.212940007448196,0.26028499007225,0.186124995350838,0.199004992842674,0.20253099501133,,,,,
2013-01-03 01:00:00,0.38095098733902,0.20304599404335,0.393781006336212,0.174358993768692,0.195122003555298,0.20202000439167,0.283919990062714,0.20151099562645,0.214324995875359,0.199004992842674,0.182278007268906,,,,,
2013-01-03 02:00:00,0.311688005924225,0.20304599404335,0.431778013706207,0.205127999186516,0.203252002596855,0.20202000439167,0.22112999856472,0.20151099562645,0.211504995822906,0.190753996372223,0.20253099501133,,,,,
2013-01-03 03:00:00,0.323231995105743,0.20304599404335,0.379963994026184,0.205127999186516,0.195122003555298,0.20202000439167,0.218400001525879,0.20151099562645,0.180483996868134,0.199004992842674,0.168776005506516,,,,,
2013-01-03 04:00:00,0.195234000682831,0.124084003269672,0.323231995105743,0.249431997537613,0.110674999654293,0.20202000439167,0.196559995412827,0.20151099562645,0.180026993155479,0.166334003210068,0.13434100151062,,,,,
2013-01-03 05:00:00,0.206717997789383,0.186124995350838,0.20779199898243,0.204080998897552,0.132026001811028,0.227272003889084,0.204750001430511,0.20151099562645,0.177214995026588,0.199500992894173,0.20151099562645,,,,,
2013-01-03 06:00:00,0.327302992343903,0.287647008895874,0.21645000576973,0.212584003806114,0.164051994681358,0.260942012071609,0.245700001716614,0.209906995296478,0.194092005491257,0.199500992894173,0.226699993014336,,,,,
2013-01-03 07:00:00,0.456501990556717,0.363788992166519,0.372292995452881,0.306122004985809,0.245096996426582,0.311446994543076,0.294840008020401,0.293870002031326,0.210969999432564,0.199500992894173,0.302266985177994,,,,,
2013-01-03 08:00:00,0.551247000694275,0.346868991851807,0.424241989850998,0.365644991397858,0.236927002668381,0.361952006816864,0.294840008020401,0.285474002361298,0.210969999432564,0.199500992894173,0.319059014320374,,,,,
2013-01-03 09:00:00,0.499567985534668,0.304567992687225,0.493505001068115,0.374148994684219,0.19607800245285,0.336699992418289,0.294840008020401,0.235095992684364,0.20253099501133,0.199500992894173,0.302266985177994,,,,,
2013-01-03 10:00:00,0.525407016277313,0.304567992687225,0.484847992658615,0.306122004985809,0.212418004870415,0.319864988327026,0.294840008020401,0.251888990402222,0.219409003853798,0.199500992894173,0.302266985177994,,,,,
2013-01-03 11:00:00,0.430662006139755,0.270727008581161,0.450215011835098,0.306122004985809,0.253266990184784,0.336699992418289,0.294840008020401,0.20151099562645,0.20253099501133,0.199500992894173,0.285474002361298,,,,,
2013-01-03 12:00:00,0.404821991920471,0.211505994200706,0.39826700091362,0.306122004985809,0.26960700750351,0.319864988327026,0.294840008020401,0.218302994966507,0.20253099501133,0.207812994718552,0.218302994966507,,,,,
2013-01-03 13:00:00,0.378982990980148,0.20304599404335,0.311688005924225,0.306122004985809,0.326797008514404,0.361952006816864,0.270269989967346,0.20151099562645,0.151897996664047,0.199500992894173,0.20151099562645,,,,,
2013-01-03 14:00:00,0.344529986381531,0.20304599404335,0.233766004443169,0.2551009953022,0.236927002668381,0.303030014038086,0.204750001430511,0.20151099562645,0.185653001070023,0.199500992894173,0.20151099562645,,,,,
2013-01-03 15:00:00,0.327302992343903,0.20304599404335,0.20779199898243,0.212584003806114,0.441175013780594,0.303030014038086,0.245700001716614,0.20151099562645,0.126581996679306,0.22443799674511,0.226699993014336,,,,,
2013-01-03 16:00:00,0.310077011585236,0.211505994200706,0.20779199898243,0.229590997099876,0.26960700750351,0.303030014038086,0.286650002002716,0.20151099562645,0.13502100110054,0.22443799674511,0.293870002031326,,,,,
2013-01-03 17:00:00,0.370368987321854,0.20304599404335,0.20779199898243,0.272107988595963,0.294115990400314,0.303030014038086,0.278459995985031,0.20151099562645,0.101265996694565,0.266000986099243,0.302266985177994,,,,,
2013-01-03 18:00:00,0.396209001541138,0.20304599404335,0.20779199898243,0.272107988595963,0.294115990400314,0.303030014038086,0.294840008020401,0.20151099562645,0.185653001070023,0.207812994718552,0.302266985177994,,,,,
2013-01-03 19:00:00,0.404821991920471,0.287647008895874,0.20779199898243,0.280611991882324,0.27777698636055,0.303030014038086,0.294840008020401,0.218302994966507,0.210969999432564,0.199500992894173,0.293870002031326,,,,,
2013-01-03 20:00:00,0.396209001541138,0.313028007745743,0.21645000576973,0.238094002008438,0.334966003894806,0.303030014038086,0.294840008020401,0.226699993014336,0.219409003853798,0.199500992894173,0.302266985177994,,,,,
2013-01-03 21:00:00,0.327302992343903,0.279186993837357,0.225107997655869,0.204080998897552,0.27777698636055,0.353534996509552,0.286650002002716,0.243492007255554,0.253163993358612,0.199500992894173,0.319059014320374,,,,,
2013-01-03 22:00:00,0.284236997365952,0.219965994358063,0.199134007096291,0.204080998897552,0.236927002668381,0.294611990451813,0.237509995698929,0.20151099562645,0.210969999432564,0.199500992894173,0.302266985177994,,,,,
2013-01-03 23:00:00,0.223943993449211,0.169204995036125,0.129869997501373,0.204080998897552,0.196404993534088,0.303030014038086,0.196559995412827,0.20151099562645,0.210969999432564,0.199500992894173,0.209906995296478,,,,,
2013-01-04 00:00:00,0.206717997789383,0.143823996186256,0.103895999491215,0.204080998897552,0.180227994918823,0.244106993079185,0.196559995412827,0.20151099562645,0.20253099501133,0.199500992894173,0.226699993014336,,,,,
2013-01-04 01:00:00,0.206717997789383,0.20304599404335,0.249349996447563,0.204080998897552,0.110674999654293,0.212120994925499,0.196559995412827,0.20151099562645,0.20253099501133,0.199500992894173,0.130981996655464,,,,,
2013-01-04 02:00:00,0.198105007410049,0.177664995193481,0.21645000576973,0.204080998897552,0.09999980032444,0.27777698636055,0.196559995412827,0.20151099562645,0.20253099501133,0.199500992894173,0.100755997002125,,,,,
2013-01-04 03:00:00,0.206717997789383,0.225605994462967,0.20779199898243,0.204080998897552,0.09999980032444,0.213242992758751,0.196559995412827,0.20151099562645,0.20253099501133,0.199500992894173,0.100755997002125,,,,,
2013-01-04 04:00:00,0.207253992557526,0.20151099562645,0.207253992557526,0.205127999186516,0.184552997350693,0.303030014038086,0.197044000029564,0.20202000439167,0.20253099501133,0.18800400197506,0.20253099501133,,,,,
2013-01-04 05:00:00,0.215889006853104,0.218302994966507,0.207253992557526,0.205127999186516,0.227641999721527,0.328281998634338,0.213464006781578,0.20202000439167,0.219409003853798,0.199004992842674,0.194092005491257,,,,,
2013-01-04 06:00:00,0.319514989852905,0.268680989742279,0.207253992557526,0.29059699177742,0.284552991390228,0.429291993379593,0.295565992593765,0.260942012071609,0.295358002185822,0.199004992842674,0.20253099501133,,,,,
2013-01-04 07:00:00,0.466320008039474,0.285474002361298,0.22452500462532,0.36752000451088,0.292683005332947,0.437709987163544,0.328406006097794,0.336699992418289,0.303797006607056,0.199004992842674,0.20253099501133,,,,,
2013-01-04 08:00:00,0.492226988077164,0.302266985177994,0.293608993291855,0.333332985639572,0.300812005996704,0.378787010908127,0.361247003078461,0.319864988327026,0.312234997749329,0.199004992842674,0.20253099501133,,,,,
2013-01-04 09:00:00,0.526768982410431,0.310663014650345,0.405871003866196,0.350427001714706,0.333332985639572,0.361952006816864,0.361247003078461,0.311446994543076,0.312234997749329,0.199004992842674,0.20253099501133,,,,,
2013-01-04 10:00:00,0.526768982410431,0.327455013990402,0.509498000144958,0.324784994125366,0.349593013525009,0.319864988327026,0.336616992950439,0.303030014038086,0.303797006607056,0.199004992842674,0.20253199338913,,,,,
2013-01-04 11:00:00,0.431777000427246,0.302266985177994,0.544040024280548,0.307691991329193,0.300812989473343,0.303030014038086,0.328406006097794,0.235689997673035,0.210969999432564,0.199004992842674,0.20253199338913,,,,,
2013-01-04 12:00:00,0.362693011760712,0.268680989742279,0.440412998199463,0.29059699177742,0.25203201174736,0.303030014038086,0.295565992593765,0.218854993581772,0.20253099501133,0.199004992842674,0.143460005521774,,,,,
2013-01-04 13:00:00,0.319514989852905,0.209906995296478,0.354057013988495,0.205127999186516,0.284552991390228,0.303030014038086,0.295565992593765,0.210436999797821,0.20253099501133,0.199004992842674,0.109705001115799,,,,,
2013-01-04 14:00:00,0.31088000535965,0.209906995296478,0.302244007587433,0.205127999186516,0.268292009830475,0.311446994543076,0.287355005741119,0.210436999797821,0.143460005521774,0.199004992842674,0.101265996694565,,,,,
2013-01-04 15:00:00,0.319514989852905,0.209906995296478,0.207253992557526,0.205127999186516,0.284552991390228,0.294611990451813,0.295565992593765,0.20202000439167,0.143460005521774,0.199004992842674,0.101265996694565,,,,,
2013-01-04 16:00:00,0.362693011760712,0.20151099562645,0.215889006853104,0.205127999186516,0.235771998763084,0.303030014038086,0.295565992593765,0.20202000439167,0.143460005521774,0.199004992842674,0.101265996694565,,,,,
2013-01-04 17:00:00,0.3367860019207,0.218302994966507,0.267702013254166,0.205127999186516,0.284552991390228,0.303030014038086,0.320196002721786,0.20202000439167,0.168776005506516,0.199004992842674,0.109705001115799,,,,,
2013-01-04 18:00:00,0.328150987625122,0.235095992684364,0.215889006853104,0.222222000360489,0.260161995887756,0.303030014038086,0.328406006097794,0.244106993079185,0.210969999432564,0.199004992842674,0.177214995026588,,,,,
2013-01-04 19:00:00,0.379963994026184,0.293870002031326,0.259066998958588,0.205127999186516,0.300812989473343,0.260942012071609,0.295565992593765,0.303030014038086,0.20253099501133,0.199004992842674,0.109705001115799,,,,,
2013-01-04 20:00:00,0.3367860019207,0.235095992684364,0.207253992557526,0.205127999186516,0.268292009830475,0.260942012071609,0.279145002365112,0.26936000585556,0.210969999432564,0.199004992842674,0.194092005491257,,,,,
2013-01-04 21:00:00,0.354057013988495,0.302266985177994,0.207253992557526,0.205127999186516,0.243901997804642,0.27777698636055,0.287355005741119,0.210436999797821,0.261602014303207,0.199004992842674,0.168776005506516,,,,,
2013-01-04 22:00:00,0.388599991798401,0.302266985177994,0.215889006853104,0.205127999186516,0.203252002596855,0.260942012071609,0.287355005741119,0.20202000439167,0.295358002185822,0.182503998279572,0.151897996664047,,,,,
2013-01-04 23:00:00,0.241796001791954,0.26028499007225,0.207253992557526,0.136751994490623,0.195122003555298,0.235689997673035,0.246305003762245,0.20202000439167,0.261602014303207,0.116501003503799,0.101265996694565,,,,,
2013-01-05 00:00:00,0.22452500462532,0.293870002031326,0.207253992557526,0.128205001354218,0.195325002074242,0.20202000439167,0.246305003762245,0.20202000439167,0.20253099501133,0.182503998279572,0.101265996694565,,,,,
2013-01-05 01:00:00,0.31088000535965,0.221661999821663,0.279792010784149,0.174358993768692,0.28184300661087,0.20202000439167,0.197044000029564,0.20202000439167,0.13502100110054,0.199004992842674,0.131644994020462,,,,,
2013-01-05 02:00:00,0.371329009532928,0.20151099562645,0.31088000535965,0.205127999186516,0.243901997804642,0.20202000439167,0.197044000029564,0.20202000439167,0.101265996694565,0.199004992842674,0.160337001085281,,,,,
2013-01-05 03:00:00,0.287851005792618,0.235095992684364,0.31088000535965,0.250710994005203,0.216802000999451,0.280582994222641,0.197044000029564,0.20202000439167,0.101265996694565,0.199004992842674,0.146272003650665,,,,,
2013-01-05 04:00:00,0.31088000535965,0.20151099562645,0.311688005924225,0.227337002754211,0.132026001811028,0.26936000585556,0.207479998469353,0.20202000439167,0.101522997021675,0.198511004447937,0.15752400457859,,,,,
2013-01-05 05:00:00,0.345421999692917,0.193114995956421,0.259739995002747,0.272803992033005,0.164051994681358,0.244106993079185,0.204750001430511,0.20202000439167,0.126902997493744,0.198511004447937,0.118142999708652,,,,,
2013-01-05 06:00:00,0.3367860019207,0.20151099562645,0.303030014038086,0.264279007911682,0.23709100484848,0.27777698636055,0.253890007734299,0.20202000439167,0.169203996658325,0.198511004447937,0.185653001070023,,,,,
2013-01-05 07:00:00,0.397235006093979,0.209906995296478,0.311688005924225,0.221652999520302,0.19607800245285,0.311446994543076,0.22112999856472,0.235689997673035,0.177663996815681,0.198511004447937,0.20253099501133,,,,,
2013-01-05 08:00:00,0.388599991798401,0.268680989742279,0.311688005924225,0.204603001475334,0.19607800245285,0.303030014038086,0.204750001430511,0.235689997673035,0.20304499566555,0.198511004447937,0.194092005491257,,,,,
2013-01-05 09:00:00,0.414507001638412,0.302266985177994,0.337662011384964,0.230177998542786,0.19607800245285,0.294611990451813,0.262080013751984,0.20202000439167,0.20304499566555,0.206781998276711,0.194092005491257,,,,,
2013-01-05 10:00:00,0.483590990304947,0.293870002031326,0.38095098733902,0.28132900595665,0.19607800245285,0.303030014038086,0.294840008020401,0.260942012071609,0.20304499566555,0.223324999213219,0.20253099501133,,,,,
2013-01-05 11:00:00,0.509498000144958,0.302266985177994,0.354977995157242,0.306905001401901,0.26960700750351,0.378787010908127,0.294840008020401,0.303030014038086,0.20304499566555,0.297766000032425,0.20253099501133,,,,,
2013-01-05 12:00:00,0.552675008773804,0.302266985177994,0.346320003271103,0.306905001401901,0.302287012338638,0.395621985197067,0.294840008020401,0.303030014038086,0.20304499566555,0.297766000032425,0.20253099501133,,,,,
2013-01-05 13:00:00,0.483590990304947,0.293870002031326,0.320345997810364,0.306905001401901,0.27777698636055,0.40404000878334,0.286650002002716,0.311446994543076,0.1353639960289,0.297766000032425,0.20253099501133,,,,,
2013-01-05 14:00:00,0.423141986131668,0.235095992684364,0.259739995002747,0.289853990077972,0.285946995019913,0.328281998634338,0.245700001716614,0.227272003889084,0.101522997021675,0.297766000032425,0.20253099501133,,,,,
2013-01-05 15:00:00,0.405871003866196,0.20151099562645,0.20779199898243,0.204603001475334,0.261436998844147,0.303030014038086,0.204750001430511,0.244106993079185,0.101522997021675,0.256408989429474,0.20253099501133,,,,,
2013-01-05 16:00:00,0.388599991798401,0.20151099562645,0.199134007096291,0.204603001475334,0.302287012338638,0.311446994543076,0.196559995412827,0.20202000439167,0.101522997021675,0.289494007825851,0.20253099501133,,,,,
2013-01-05 17:00:00,0.345421999692917,0.20151099562645,0.173160001635551,0.204603001475334,0.294115990400314,0.303030014038086,0.204750001430511,0.20202000439167,0.101522997021675,0.297766000032425,0.177214995026588,,,,,
2013-01-05 18:00:00,0.414505988359451,0.226699993014336,0.164501994848251,0.204603001475334,0.334966003894806,0.311446994543076,0.253890007734299,0.218854993581772,0.101522997021675,0.297766000032425,0.151897996664047,,,,,
2013-01-05 19:00:00,0.44904899597168,0.293870002031326,0.20779199898243,0.204603001475334,0.31862598657608,0.311446994543076,0.286650002002716,0.244106993079185,0.177663996815681,0.297766000032425,0.168776005506516,,,,,
2013-01-05 20:00:00,0.483590990304947,0.310663014650345,0.19047600030899,0.255753993988037,0.392156004905701,0.370370000600815,0.327600002288818,0.311446994543076,0.211504995822906,0.297766000032425,0.20253099501133,,,,,
2013-01-05 21:00:00,0.561311006546021,0.386229008436203,0.320345014333725,0.306905001401901,0.424836009740829,0.395621985197067,0.417690008878708,0.336699992418289,0.262266010046005,0.297766000032425,0.354429990053177,,,,,
2013-01-05 22:00:00,0.569945991039276,0.428211003541946,0.329003989696503,0.230177998542786,0.482024997472763,0.395621985197067,0.360359996557236,0.353534996509552,0.304567992687225,0.297766000032425,0.320674002170563,,,,,
2013-01-05 23:00:00,0.578581988811493,0.403021991252899,0.372292995452881,0.264279007911682,0.457515001296997,0.378787010908127,0.343980014324188,0.395621985197067,0.329948008060455,0.297766000032425,0.303797006607056,,,,,
2013-01-06 00:00:00,0.526768982410431,0.419813990592957,0.311686992645264,0.306905001401901,0.392156004905701,0.328281998634338,0.466829985380173,0.395621985197067,0.414550989866257,0.297766000032425,0.303797006607056,,,,,
2013-01-06 01:00:00,0.44904899597168,0.483626008033752,0.488310992717743,0.235293000936508,0.305009990930557,0.303030014038086,0.72071897983551,0.323231995105743,0.56401401758194,0.307691991329193,0.374682992696762,,,,,
2013-01-06 02:00:00,0.526768982410431,0.512174010276794,0.415583997964859,0.238702997565269,0.359476000070572,0.370370000600815,0.655198991298676,0.378787010908127,0.490693002939224,0.256410002708435,0.44725701212883,,,,,
2013-01-06 03:00:00,0.564189016819,0.347045987844467,0.288599014282227,0.306905001401901,0.381262987852097,0.370370000600815,0.469559997320175,0.437709987163544,0.372249990701675,0.297766000032425,0.438818007707596,,,,,
2013-01-06 04:00:00,0.551247000694275,0.576758027076721,0.415583997964859,0.353275001049042,0.228199005126953,0.292544990777969,0.700600028038025,0.303030014038086,0.394809991121292,0.29925200343132,0.314253002405167,,,,,
