Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Arica,Alto_Hospicio,Antofagasta,Copiapó,Huasco,Coquimbo,La_Serena,Concón,Valparaíso,Viña_del_Mar,Rancagua_I,Rancagua_II,Rengo,San_Fernando,Curicó,Talca_La_Florida,UC_Maule,U_Talca,Linares,Nielol,Las_Encinas,Padre_las_Casas,Valdivia,Osorno,Mirasol,Alerce,Coyhaique_I,Coyhaique_II,Punta_Arenas,La_Unión,Vialidad
2017-01-01 17:00:00,13,8,,15,11,7,8,7,11,1,2,12.5625,2.2279999256134,1,17.0858001708984,9.97000026702881,9.10999965667725,18.5599994659424,,5.55417013168335,8.02000045776367,2.75200009346008,1.432000041008,8.74001026153564,4.26658010482788,4.05000019073486,4.15799999237061,2.71099996566772,2.70300006866455,1.875,1,1,7.48400020599365,3.36400008201599,1,8.29292011260986,,9.05000019073486,19.7099990844727,6.12424993515015,,
2017-01-01 18:00:00,9,5,,12,9,4,8,10,6,1,4,8.66291999816895,2.90899991989136,1,11.5317001342773,7.59800004959106,8.84000015258789,10.5600004196167,,5.14025020599365,16.0300006866455,3.0239999294281,5.55700016021729,6.03999996185303,,3.375,1.53999996185303,1.35500001907349,2.60800004005432,2.03299999237061,1,1.36199998855591,6.11499977111816,2.03600001335144,1,9.9066801071167,,7.35900020599365,7.44600009918213,7.93382978439331,,
2017-01-01 19:00:00,6,3,,7,8,6,6,10,7,2,6,9.19867038726807,5.63199996948242,2.71499991416931,10.0940999984741,7.59700012207031,11.789999961853,31.3700008392334,,5.1725001335144,24.4300003051758,5.05700016021729,8.27999973297119,4.95800018310547,,3.375,5.51300001144409,1,1,1.88300001621246,2.46300005912781,2.90499997138977,5.51599979400635,1.3289999961853,1,10.5012998580933,,20.9099998474121,23.0799999237061,11.3566999435425,,
2017-01-01 20:00:00,10,2,,3,6,4,12,8,12,3,8,10.3922996520996,4.26999998092651,5.49399995803833,12.4292001724243,9.97000026702881,10.3100004196167,22.9500007629395,,9.48875045776367,10.8699998855591,4.11700010299683,6.92399978637695,23.5300006866455,2.90974998474121,6.75,5.73899984359741,4.43200016021729,2.70300006866455,5.29899978637695,3.62700009346008,2.72399997711182,6.11600017547607,1.35699999332428,1,13.2367000579834,,22.2600002288818,24.0799999237061,12.3291997909546,,
2017-01-01 21:00:00,11,7,,5,15,1,9,8,8,2,6,10.3296003341675,3.58899998664856,4.23199987411499,10.048999786377,8.94999980926514,8.10000991821289,19.1200008392334,,6.40592002868652,16.9400005340576,4.46299982070923,7.61499977111816,24.8299999237061,,10.1300001144409,5.78399991989136,6.77699995040894,5.40500020980835,7.57200002670288,2.74200010299683,1,6.79699993133545,1.35800004005432,1.06099998950958,12.6424999237061,,18.2000007629395,15.5900001525879,10.6258001327515,,
2017-01-01 22:00:00,13,6,,2,9,5,12,8,16,1,4,8.3674201965332,14.4799995422363,4.99100017547607,11.6120004653931,9.97000026702881,6.00699996948242,15.4899997711182,,10.7200002670288,24.4400005340576,5.52500009536743,5.00400018692017,40.7700004577637,,9.44999980926514,6.85699987411499,14.6199998855591,1,9.77999973297119,2.73300004005432,1,10.1999998092651,1.35800004005432,1,22.4475002288818,,9.05000019073486,9.5700101852417,9.95331954956055,,
2017-01-01 23:00:00,11,15,,2,8,13,14,26,12,3,10,4.81691980361938,8.35000991821289,6.18100023269653,8.88292026519775,11.6599998474121,4.4229998588562,13.7200002670288,,9.77258014678955,42.7599983215332,5.125,1.47699999809265,20.5400009155273,11.9357995986938,7.42700004577637,8.22000026702881,6.77099990844727,1.35099995136261,8.18000984191895,1,2.72399997711182,10.9399995803833,1.35800004005432,5.5789999961853,16.653299331665,,8.71000957489014,16.2900009155273,10.1816997528076,,
2017-01-02 00:00:00,10,15,,7,15,10,20,18,13,2,23,8.51391983032227,4.95100021362305,3.38899993896484,5.74991989135742,7.59700012207031,6.21500015258789,11.5799999237061,,10.1403999328613,41.4099998474121,3.37199997901917,1.442999958992,,4.40682983398438,4.72700023651123,6.55399990081787,6.77699995040894,5.54500007629395,5.93400001525879,1,3.40499997138977,8.14999008178711,1.35800004005432,6.95499992370605,10.1569995880127,,10.4099998474121,12.2200002670288,7.05157995223999,,
2017-01-02 01:00:00,17,15,,8,12,13,22,12,14,3,46,7.17482995986938,5.29099988937378,2.61199998855591,9.14183044433594,4.89099979400635,6.25500011444092,6.41699981689453,,11.9401998519897,20.0300006866455,2.09999990463257,4.92600011825562,,3.65700006484985,5.40199995040894,6.78000020980835,6.77699995040894,8.10999965667725,3.98600006103516,2.01200008392334,2.04299998283386,4.0789999961853,1.35800004005432,2.82800006866455,4.64357995986938,,7.01999998092651,8.14999008178711,4.44925022125244,,
2017-01-02 02:00:00,15,10,,6,10,12,29,11,10,6,23,6.60892009735107,4.26999998092651,1.91499996185303,6.03074979782104,6.24399995803833,7.36700010299683,14.2200002670288,,14.2674999237061,24.4400005340576,3.83800005912781,6.83699989318848,22.8600006103516,,5.40199995040894,5.53800010681152,4.3600001335144,7.16900014877319,4.09700012207031,2.10899996757507,2.72399997711182,4.74700021743774,1.35199999809265,1,2.98291993141174,,8.71000957489014,2.71600008010864,5.91758012771606,,
2017-01-02 03:00:00,17,9,,11,9,8,22,10,12,4,28,3.95707988739014,4.26999998092651,1.442999958992,9.64700031280518,4.21400022506714,6.67000007629395,16.7399997711182,,13.7375001907349,25.9899997711182,4.7979998588562,9.63000011444092,25.9300003051758,,9.44999980926514,5.5019998550415,5.42199993133545,5.40500020980835,3.85199999809265,1,1,3.42199993133545,1.35199999809265,4.2039999961853,6.02533006668091,,8.03999042510986,1,4.86999988555908,,
2017-01-02 04:00:00,14,9,,9,18,8,19,11,10,5,27,3.8673300743103,4.26999998092651,3.23900008201599,9.99450969696045,2.18400001525879,5.15700006484985,10.0600004196167,,10.1641998291016,18.3199996948242,1.39400005340576,9.47999954223633,,4.5675802230835,6.85599994659424,8.22999954223633,6.09999990463257,5.40500020980835,2.75699996948242,1,1,2.71900010108948,1.35800004005432,4.15899991989136,3.63558006286621,,8.71000957489014,2.71600008010864,3.95482993125916,,
2017-01-02 05:00:00,13,8,,11,14,7,14,14,13,6,49,9.67934036254883,4.26999998092651,4.17700004577637,9.0407600402832,2.18400001525879,6.63000011444092,9.5700101852417,,11.7757997512817,32.6599998474121,1.42799997329712,14.8999996185303,,,5.39499998092651,6.81300020217896,2.03500008583069,6.45900011062622,5.96500015258789,1,1.36199998855591,4.75899982452393,1.34599995613098,1,2.69225001335144,,14.1300001144409,8.14999008178711,2.78933000564575,,
2017-01-02 06:00:00,16,14,,12,12,19,18,13,10,9,37,12.2174997329712,12.4399995803833,6.60599994659424,8.66907978057861,4.89099979400635,7.44099998474121,10.8800001144409,,9.10851001739502,44.1300010681152,4.20300006866455,8.0700101852417,,,12.1499996185303,6.84499979019165,5.42199993133545,5.40500020980835,8.63000011444092,1,1,,3.40000009536743,1.5440000295639,5.28966999053955,,8.38000011444092,6.67600011825562,1.13199996948242,,
2017-01-02 07:00:00,16,13,,12,12,12,13,13,10,8,10,2.73032999038696,6.99200010299683,4.20300006866455,11.5560998916626,10.3000001907349,8.84000015258789,6.43499994277954,,1.57175004482269,24.8700008392334,4.06599998474121,12.1800003051758,,,9.52000045776367,5.51399993896484,6.77699995040894,5.40500020980835,9.85000991821289,1,1,5.43800020217896,4.07299995422363,2.82800006866455,1,,6.00500011444092,21.7299995422363,1,,
2017-01-02 08:00:00,16,17,,9,13,13,14,13,7,7,15,13.6358995437622,2.90799999237061,5.22800016403198,15.2067003250122,12.3400001525879,7.13800001144409,4.38199996948242,,1,12.0200004577637,3.37800002098083,9.59000015258789,17.6700000762939,,6.0770001411438,6.90399980545044,6.77699995040894,3.73200011253357,5.57600021362305,1,1,6.49200010299683,6.14300012588501,1.45099997520447,6.55767011642456,,31.7600002288818,24.0300006866455,1,,
2017-01-02 09:00:00,21,13,,8,15,10,16,17,11,4,12,17.0116996765137,6.31099987030029,3.86199998855591,8.71424961090088,12.6700000762939,6.27699995040894,11.2299995422363,,12.3653001785278,8.8200101852417,3.42400002479553,6.84800004959106,10.1199998855591,4.19441986083984,6.79199981689453,4.05900001525879,5.42199993133545,1,1.88900005817413,1,1,6.11700010299683,9.5,1.47399997711182,4.68900012969971,,17.8700008392334,24.7399997711182,1,,
2017-01-02 10:00:00,18,10,,11,13,10,8,14,7,2,12,6.8127498626709,5.63000011444092,20.7099990844727,9.3430004119873,11.6599998474121,9.1899995803833,7.42700004577637,,15.4392004013062,4.75299978256226,2.90599989891052,6.91400003433228,10.25,24.800199508667,6.75,1.46099996566772,5.42199993133545,4.05200004577637,3.27900004386902,1.30099999904633,2.04299998283386,4.07800006866455,,1,5.6156702041626,,15.1499996185303,27.1599998474121,1,,
2017-01-02 11:00:00,16,7,,10,10,11,14,9,4,5,15,3.27900004386902,3.58899998664856,1.12600004673004,7.43324995040894,13.0100002288818,9.99001026153564,4.26000022888184,,21.2458000183105,6.78299999237061,1,2.20099997520447,9.64000034332275,23.6749992370605,6.07499980926514,4.14799976348877,2.71099996566772,2.70300006866455,5.64400005340576,1,1,3.96399998664856,,1,9.58216953277588,,49.0400009155273,47.0499992370605,1,,
2017-01-02 12:00:00,13,5,,12,13,9,16,10,4,4,11,7.80242013931274,5.63000011444092,1,6.61257982254028,8.94999980926514,10.8500003814697,3.03299999237061,,13.9933004379272,4.05399990081787,1.7389999628067,4.18900012969971,6.5939998626709,8.14641952514648,4.72499990463257,5.38899993896484,2.71099996566772,1,3.89000010490417,1,1,4.1230001449585,,2.61999988555908,9.74300003051758,,46.6699981689453,55.2900009155273,1,,
2017-01-02 13:00:00,13,7,,10,10,7,9,8,11,5,8,3.41424989700317,4.60900020599365,1,8.46483039855957,4.21400022506714,8.84000015258789,6.40899991989136,,15.9933004379272,5.40500020980835,3.52699995040894,6.83300018310547,3.27699995040894,,4.72499990463257,5.47900009155273,6.08799982070923,1,2.43799996376038,1.02199995517731,1,4.80200004577637,1,1,8.18200969696045,,12.4399995803833,14.2799997329712,1,,
2017-01-02 14:00:00,11,10,,6,7,7,6,6,11,6,5,3.70900011062622,2.2279999256134,1.57599997520447,10.1381998062134,4.89099979400635,7.13199996948242,4.04099988937378,,5.73858022689819,18.6700000762939,4.25299978256226,9.61999988555908,2.70799994468689,,5.39900016784668,4.125,5.42199993133545,1,1.6690000295639,1.00899994373322,1,,2.39400005340576,1,6.21633005142212,,12.1000003814697,15.5900001525879,1,,
2017-01-02 15:00:00,15,5,,8,6,7,6,11,6,18,7,6.95825004577637,1.88800001144409,2.7960000038147,6.0625,4.89099979400635,8.52999973297119,3.46399998664856,,,8.14000034332275,5.47499990463257,9.61999988555908,5.6399998664856,,4.04899978637695,8.27999973297119,1.35500001907349,1,2.01699995994568,1.00199997425079,1,4.67600011825562,5.43300008773804,1,8.03699970245361,,9.72999954223633,14.9399995803833,1.8858300447464,,
2017-01-02 16:00:00,11,6,,8,8,8,13,9,7,37,5,19.9750003814697,1.54799997806549,1,,6.58300018310547,10.4499998092651,3.49499988555908,,,13.5699996948242,7.67000007629395,12.3400001525879,5.96400022506714,5.35699987411499,2.69899988174438,6.85599994659424,3.34400010108948,1,2.57100009918213,1,1,2.70600008964539,4.75400018692017,2.82599997520447,19.3166999816895,,7.02099990844727,16.3400001525879,2.34124994277954,,
2017-01-02 17:00:00,17,23,,20,16,27,49,15,32,42,8,8.63267993927002,2.90899991989136,1,3.95116996765137,21.1299991607666,11.2600002288818,3.34100008010864,,,10.3000001907349,8.40999984741211,9.63000011444092,5.6230001449585,34.0917015075684,4.04699993133545,6.8439998626709,4.06599998474121,1,2.36199998855591,1,1,3.3970000743866,2.71600008010864,2.82599997520447,10.6954002380371,,10.0699996948242,16.2900009155273,1,,
2017-01-02 18:00:00,43,61,,56,34,57,60,36,105,85,37,5.8345799446106,3.58899998664856,2.29500007629395,13.2908000946045,11.6599998474121,12.5299997329712,11.5299997329712,,,31,8.85000991821289,8.28999042510986,3.85500001907349,19.8582992553711,8.77000045776367,4.09000015258789,2.71099996566772,1,3.16799998283386,1,5.44799995422363,7.47499990463257,4.07499980926514,4.2020001411438,2.71175003051758,,13.8000001907349,15.6199998855591,1,,
2017-01-02 19:00:00,63,73,,71,76,81,86,80,225,39,84,8.03357982635498,5.29099988937378,1,9.38556957244873,19.4400005340576,11.7799997329712,26.3299999237061,,,23.6100006103516,6.15999984741211,7.42999982833862,16.4300003051758,8.04100036621094,7.4229998588562,2.56699991226196,2.68400001525879,1,1.29299998283386,1.02199995517731,5.44799995422363,6.7960000038147,4.7039999961853,6.95300006866455,17.4158000946045,,14.4700002670288,21.7299995422363,1,,
2017-01-02 20:00:00,86,61,,80,95,73,65,96,84,63,96,5.90299987792969,4.26999998092651,3.88100004196167,5.28791999816895,5.56699991226196,11.1099996566772,27.1399993896484,,,40.0499992370605,3.39299988746643,5.55600023269653,12.3599996566772,13.5116996765137,18.8999996185303,4.13600015640259,4.06599998474121,1,1,1,2.04299998283386,5.43699979782104,4.07499980926514,11.0799999237061,27.9349994659424,,14.4700002670288,17.9500007629395,4.89316987991333,,
2017-01-02 21:00:00,71,61,,58,59,49,49,56,50,28,90,5.5073299407959,1.88800001144409,3.86199998855591,10.2734003067017,6.9210000038147,10.3699998855591,26.3099994659424,,,59.2999992370605,3.49000000953674,4.59600019454956,,7.30000019073486,16.2299995422363,5.62599992752075,4.06599998474121,1,3.89000010490417,4.05399990081787,1.36199998855591,11.5299997329712,5.64300012588501,6.9539999961853,21.9825000762939,,32.0999984741211,34.6300010681152,4.6855001449585,,
2017-01-02 22:00:00,54,42,,53,60,62,50,61,40,27,43,10.8203001022339,5.63199996948242,3.78399991989136,6.45650005340576,8.60999965667725,9.5700101852417,23.9899997711182,,,63.1500015258789,4.71999979019165,9.61999988555908,,,6.75099992752075,2.83800005912781,1,1.35099995136261,1.88300001621246,4.74499988555908,2.92799997329712,10.8800001144409,4.07499980926514,4.40999984741211,14.4591999053955,,30.3999996185303,31.9300003051758,5.13700008392334,,
2017-01-02 23:00:00,50,60,,54,56,47,48,59,47,18,59,8.13492012023926,5.63100004196167,3.76300001144409,8.23198986053467,4.89099979400635,8.15999984741211,13.6499996185303,,,45.5699996948242,4.38800001144409,9.63000011444092,22.1900005340576,,6.75099992752075,1,1.35500001907349,1.90499997138977,1.30299997329712,1,3.40499997138977,6.7979998588562,3.39599990844727,1.45200002193451,8.65250015258789,,8.38000011444092,15.5900001525879,4.78157997131348,,
2017-01-03 00:00:00,52,78,,57,40,37,53,48,44,10,72,14.1574001312256,3.24900007247925,4.53900003433228,1,2.86100006103516,3.94799995422363,20.5200004577637,,,63.7599983215332,3.93600010871887,7.60400009155273,36.7799987792969,10.7417001724243,3.37599992752075,3.42600011825562,2.71099996566772,2.70300006866455,1,1,1.36199998855591,7.47800016403198,5.58099985122681,5.57999992370605,7.61691999435425,,7.36100006103516,8.14999008178711,4.36042022705078,,
2017-01-03 01:00:00,47,71,,40,28,28,62,28,54,10,42,24.3150005340576,2.90899991989136,3.86199998855591,3.54891991615295,3.53699994087219,5.88399982452393,18.8799991607666,,,48.0800018310547,3.37199997901917,5.4689998626709,21.1700000762939,8.77591991424561,3.37599992752075,4.19199991226196,1.35500001907349,4.05399990081787,1,1.27400004863739,2.04299998283386,4.0789999961853,6.34499979019165,4.2039999961853,7.86407995223999,,4.31099987030029,5.43100023269653,4.90417003631592,,
2017-01-03 02:00:00,44,70,,29,26,29,51,26,57,9,15,13.336799621582,2.2279999256134,1.22099995613098,4.97483015060425,7.59800004959106,8.84000015258789,25.4200000762939,,,44.4000015258789,3.37299990653992,6.79199981689453,11.2200002670288,,5.39499998092651,1.37100005149841,2.01999998092651,1.9099999666214,1,1,1.27100002765656,4.0789999961853,4.07499980926514,2.82800006866455,6.74849987030029,,3.29500007629395,1.96899998188019,3.8418300151825,,
2017-01-03 03:00:00,39,59,,34,25,20,57,22,57,9,62,5.55233001708984,1.54700005054474,1.20700001716614,10.2088003158569,5.56799983978271,6.64799976348877,13.4799995422363,,,37.689998626709,5.75699996948242,6.72399997711182,11.0299997329712,,6.75299978256226,1,2.70900011062622,4.05399990081787,1,1,1,4.65700006484985,4.07499980926514,4.2039999961853,1.51075005531311,,1.60000002384186,1,1.76133000850677,,
2017-01-03 04:00:00,40,44,,26,25,21,39,23,58,12,41,6.21407985687256,4.95100021362305,3.76999998092651,7.17558002471924,4.89200019836426,5.89400005340576,18.5300006866455,,,26.7800006866455,5.97499990463257,5.45900011062622,10.0200004577637,,4.58500003814697,2.87299990653992,1,5.55399990081787,1,1,1.36199998855591,3.9539999961853,5.36600017547607,4.15799999237061,1.60857999324799,,1,1,1.37349998950958,,
2017-01-03 05:00:00,37,50,,23,24,11,25,27,64,11,87,8.38350009918213,6.99300003051758,4.96000003814697,11.6241998672485,6.24399995803833,5.89400005340576,14.4899997711182,,,13.8599996566772,3.51099991798401,6.48799991607666,4.96600008010864,,10.1199998855591,6.8899998664856,2.04900002479553,3.84899997711182,2.76600003242493,4.47499990463257,3.40499997138977,4.9060001373291,4.07499980926514,4.20499992370605,4.6582498550415,,1.93900001049042,5.43100023269653,1,,
