Publicacion,Fecha,Total
Defunciones_2020-07-03,2020-05-06,15.0
Defunciones_2020-07-04,2020-05-06,15.0
Defunciones_2020-07-05,2020-05-06,15.0
Defunciones_2020-07-06,2020-05-06,15.0
Defunciones_2020-07-07,2020-05-06,15.0
Defunciones_2020-07-08,2020-05-06,15.0
Defunciones_2020-07-09,2020-05-06,15.0
Defunciones_2020-07-10,2020-05-06,15.0
Defunciones_2020-07-11,2020-05-06,15.0
Defunciones_2020-07-12,2020-05-06,15.0
Defunciones_2020-07-13,2020-05-06,15.0
Defunciones_2020-07-14,2020-05-06,15.0
Defunciones_2020-07-15,2020-05-06,15.0
Defunciones_2020-07-16,2020-05-06,15.0
Defunciones_2020-06-07,2020-05-07,27.0
Defunciones_2020-06-08,2020-05-07,29.0
Defunciones_2020-06-09,2020-05-07,29.0
Defunciones_2020-06-10,2020-05-07,29.0
Defunciones_2020-06-11,2020-05-07,29.0
Defunciones_2020-06-12,2020-05-07,29.0
Defunciones_2020-06-13,2020-05-07,29.0
Defunciones_2020-06-14,2020-05-07,29.0
Defunciones_2020-06-15,2020-05-07,29.0
Defunciones_2020-06-16,2020-05-07,29.0
Defunciones_2020-06-17,2020-05-07,29.0
Defunciones_2020-06-18,2020-05-07,29.0
Defunciones_2020-06-19,2020-05-07,29.0
Defunciones_2020-06-20,2020-05-07,29.0
Defunciones_2020-06-21,2020-05-07,29.0
Defunciones_2020-06-22,2020-05-07,30.0
Defunciones_2020-06-23,2020-05-07,30.0
Defunciones_2020-06-24,2020-05-07,30.0
Defunciones_2020-06-25,2020-05-07,30.0
Defunciones_2020-06-26,2020-05-07,30.0
Defunciones_2020-06-27,2020-05-07,30.0
Defunciones_2020-06-28,2020-05-07,30.0
Defunciones_2020-06-29,2020-05-07,30.0
Defunciones_2020-06-30,2020-05-07,30.0
Defunciones_2020-07-01,2020-05-07,30.0
Defunciones_2020-07-02,2020-05-07,30.0
Defunciones_2020-07-03,2020-05-07,30.0
Defunciones_2020-07-04,2020-05-07,30.0
Defunciones_2020-07-05,2020-05-07,30.0
Defunciones_2020-07-06,2020-05-07,30.0
Defunciones_2020-07-07,2020-05-07,30.0
Defunciones_2020-07-08,2020-05-07,30.0
Defunciones_2020-07-09,2020-05-07,30.0
Defunciones_2020-07-10,2020-05-07,30.0
Defunciones_2020-07-11,2020-05-07,30.0
Defunciones_2020-07-12,2020-05-07,30.0
Defunciones_2020-07-13,2020-05-07,30.0
Defunciones_2020-07-14,2020-05-07,30.0
Defunciones_2020-07-15,2020-05-07,30.0
Defunciones_2020-07-16,2020-05-07,30.0
Defunciones_2020-06-07,2020-05-08,16.0
Defunciones_2020-06-08,2020-05-08,16.0
Defunciones_2020-06-09,2020-05-08,16.0
Defunciones_2020-06-10,2020-05-08,16.0
Defunciones_2020-06-11,2020-05-08,16.0
Defunciones_2020-06-12,2020-05-08,16.0
Defunciones_2020-06-13,2020-05-08,16.0
Defunciones_2020-06-14,2020-05-08,16.0
Defunciones_2020-06-15,2020-05-08,16.0
Defunciones_2020-06-16,2020-05-08,16.0
Defunciones_2020-06-17,2020-05-08,16.0
Defunciones_2020-06-18,2020-05-08,16.0
Defunciones_2020-06-19,2020-05-08,16.0
Defunciones_2020-06-20,2020-05-08,16.0
Defunciones_2020-06-21,2020-05-08,16.0
Defunciones_2020-06-22,2020-05-08,16.0
Defunciones_2020-06-23,2020-05-08,16.0
Defunciones_2020-06-24,2020-05-08,16.0
Defunciones_2020-06-25,2020-05-08,16.0
Defunciones_2020-06-26,2020-05-08,16.0
Defunciones_2020-06-27,2020-05-08,15.0
Defunciones_2020-06-28,2020-05-08,15.0
Defunciones_2020-06-29,2020-05-08,15.0
Defunciones_2020-06-30,2020-05-08,15.0
Defunciones_2020-07-01,2020-05-08,15.0
Defunciones_2020-07-02,2020-05-08,15.0
Defunciones_2020-07-03,2020-05-08,15.0
Defunciones_2020-07-04,2020-05-08,15.0
Defunciones_2020-07-05,2020-05-08,15.0
Defunciones_2020-07-06,2020-05-08,15.0
Defunciones_2020-07-07,2020-05-08,15.0
Defunciones_2020-07-08,2020-05-08,15.0
Defunciones_2020-07-09,2020-05-08,15.0
Defunciones_2020-07-10,2020-05-08,15.0
Defunciones_2020-07-11,2020-05-08,15.0
Defunciones_2020-07-12,2020-05-08,15.0
Defunciones_2020-07-13,2020-05-08,15.0
Defunciones_2020-07-14,2020-05-08,15.0
Defunciones_2020-07-15,2020-05-08,15.0
Defunciones_2020-07-16,2020-05-08,15.0
Defunciones_2020-06-07,2020-05-09,22.0
Defunciones_2020-06-08,2020-05-09,22.0
Defunciones_2020-06-09,2020-05-09,22.0
Defunciones_2020-06-10,2020-05-09,22.0
Defunciones_2020-06-11,2020-05-09,22.0
Defunciones_2020-06-12,2020-05-09,22.0
Defunciones_2020-06-13,2020-05-09,22.0
Defunciones_2020-06-14,2020-05-09,22.0
Defunciones_2020-06-15,2020-05-09,22.0
Defunciones_2020-06-16,2020-05-09,22.0
Defunciones_2020-06-17,2020-05-09,22.0
Defunciones_2020-06-18,2020-05-09,22.0
Defunciones_2020-06-19,2020-05-09,22.0
Defunciones_2020-06-20,2020-05-09,22.0
Defunciones_2020-06-21,2020-05-09,22.0
Defunciones_2020-06-22,2020-05-09,22.0
Defunciones_2020-06-23,2020-05-09,22.0
Defunciones_2020-06-24,2020-05-09,22.0
Defunciones_2020-06-25,2020-05-09,22.0
Defunciones_2020-06-26,2020-05-09,22.0
Defunciones_2020-06-27,2020-05-09,23.0
Defunciones_2020-06-28,2020-05-09,23.0
Defunciones_2020-06-29,2020-05-09,23.0
Defunciones_2020-06-30,2020-05-09,23.0
Defunciones_2020-07-01,2020-05-09,23.0
Defunciones_2020-07-02,2020-05-09,23.0
Defunciones_2020-07-03,2020-05-09,23.0
Defunciones_2020-07-04,2020-05-09,23.0
Defunciones_2020-07-05,2020-05-09,23.0
Defunciones_2020-07-06,2020-05-09,23.0
Defunciones_2020-07-07,2020-05-09,23.0
Defunciones_2020-07-08,2020-05-09,23.0
Defunciones_2020-07-09,2020-05-09,23.0
Defunciones_2020-07-10,2020-05-09,23.0
Defunciones_2020-07-11,2020-05-09,23.0
Defunciones_2020-07-12,2020-05-09,23.0
Defunciones_2020-07-13,2020-05-09,23.0
Defunciones_2020-07-14,2020-05-09,23.0
Defunciones_2020-07-15,2020-05-09,23.0
Defunciones_2020-07-16,2020-05-09,23.0
Defunciones_2020-06-07,2020-05-10,30.0
Defunciones_2020-06-08,2020-05-10,30.0
Defunciones_2020-06-09,2020-05-10,30.0
Defunciones_2020-06-10,2020-05-10,30.0
Defunciones_2020-06-11,2020-05-10,30.0
Defunciones_2020-06-12,2020-05-10,30.0
Defunciones_2020-06-13,2020-05-10,30.0
Defunciones_2020-06-14,2020-05-10,30.0
Defunciones_2020-06-15,2020-05-10,30.0
Defunciones_2020-06-16,2020-05-10,30.0
Defunciones_2020-06-17,2020-05-10,30.0
Defunciones_2020-06-18,2020-05-10,30.0
Defunciones_2020-06-19,2020-05-10,30.0
Defunciones_2020-06-20,2020-05-10,30.0
Defunciones_2020-06-21,2020-05-10,30.0
Defunciones_2020-06-22,2020-05-10,30.0
Defunciones_2020-06-23,2020-05-10,30.0
Defunciones_2020-06-24,2020-05-10,30.0
Defunciones_2020-06-25,2020-05-10,30.0
Defunciones_2020-06-26,2020-05-10,30.0
Defunciones_2020-06-27,2020-05-10,31.0
Defunciones_2020-06-28,2020-05-10,31.0
Defunciones_2020-06-29,2020-05-10,31.0
Defunciones_2020-06-30,2020-05-10,31.0
Defunciones_2020-07-01,2020-05-10,31.0
Defunciones_2020-07-02,2020-05-10,31.0
Defunciones_2020-07-03,2020-05-10,31.0
Defunciones_2020-07-04,2020-05-10,31.0
Defunciones_2020-07-05,2020-05-10,31.0
Defunciones_2020-07-06,2020-05-10,31.0
Defunciones_2020-07-07,2020-05-10,31.0
Defunciones_2020-07-08,2020-05-10,31.0
Defunciones_2020-07-09,2020-05-10,31.0
Defunciones_2020-07-10,2020-05-10,31.0
Defunciones_2020-07-11,2020-05-10,31.0
Defunciones_2020-07-12,2020-05-10,31.0
Defunciones_2020-07-13,2020-05-10,31.0
Defunciones_2020-07-14,2020-05-10,31.0
Defunciones_2020-07-15,2020-05-10,31.0
Defunciones_2020-07-16,2020-05-10,31.0
Defunciones_2020-06-07,2020-05-11,19.0
Defunciones_2020-06-08,2020-05-11,19.0
Defunciones_2020-06-09,2020-05-11,19.0
Defunciones_2020-06-10,2020-05-11,19.0
Defunciones_2020-06-11,2020-05-11,19.0
Defunciones_2020-06-12,2020-05-11,19.0
Defunciones_2020-06-13,2020-05-11,19.0
Defunciones_2020-06-14,2020-05-11,19.0
Defunciones_2020-06-15,2020-05-11,19.0
Defunciones_2020-06-16,2020-05-11,19.0
Defunciones_2020-06-17,2020-05-11,19.0
Defunciones_2020-06-18,2020-05-11,19.0
Defunciones_2020-06-19,2020-05-11,19.0
Defunciones_2020-06-20,2020-05-11,19.0
Defunciones_2020-06-21,2020-05-11,19.0
Defunciones_2020-06-22,2020-05-11,19.0
Defunciones_2020-06-23,2020-05-11,19.0
Defunciones_2020-06-24,2020-05-11,19.0
Defunciones_2020-06-25,2020-05-11,19.0
Defunciones_2020-06-26,2020-05-11,19.0
Defunciones_2020-06-27,2020-05-11,20.0
Defunciones_2020-06-28,2020-05-11,20.0
Defunciones_2020-06-29,2020-05-11,20.0
Defunciones_2020-06-30,2020-05-11,20.0
Defunciones_2020-07-01,2020-05-11,20.0
Defunciones_2020-07-02,2020-05-11,20.0
Defunciones_2020-07-03,2020-05-11,20.0
Defunciones_2020-07-04,2020-05-11,20.0
Defunciones_2020-07-05,2020-05-11,20.0
Defunciones_2020-07-06,2020-05-11,20.0
Defunciones_2020-07-07,2020-05-11,20.0
Defunciones_2020-07-08,2020-05-11,20.0
Defunciones_2020-07-09,2020-05-11,20.0
Defunciones_2020-07-10,2020-05-11,20.0
Defunciones_2020-07-11,2020-05-11,20.0
Defunciones_2020-07-12,2020-05-11,20.0
Defunciones_2020-07-13,2020-05-11,20.0
Defunciones_2020-07-14,2020-05-11,20.0
Defunciones_2020-07-15,2020-05-11,20.0
Defunciones_2020-07-16,2020-05-11,20.0
Defunciones_2020-06-07,2020-05-12,24.0
Defunciones_2020-06-08,2020-05-12,25.0
Defunciones_2020-06-09,2020-05-12,25.0
Defunciones_2020-06-10,2020-05-12,25.0
Defunciones_2020-06-11,2020-05-12,25.0
Defunciones_2020-06-12,2020-05-12,25.0
Defunciones_2020-06-13,2020-05-12,25.0
Defunciones_2020-06-14,2020-05-12,25.0
Defunciones_2020-06-15,2020-05-12,25.0
Defunciones_2020-06-16,2020-05-12,26.0
Defunciones_2020-06-17,2020-05-12,26.0
Defunciones_2020-06-18,2020-05-12,26.0
Defunciones_2020-06-19,2020-05-12,26.0
Defunciones_2020-06-20,2020-05-12,26.0
Defunciones_2020-06-21,2020-05-12,26.0
Defunciones_2020-06-22,2020-05-12,26.0
Defunciones_2020-06-23,2020-05-12,26.0
Defunciones_2020-06-24,2020-05-12,26.0
Defunciones_2020-06-25,2020-05-12,26.0
Defunciones_2020-06-26,2020-05-12,26.0
Defunciones_2020-06-27,2020-05-12,26.0
Defunciones_2020-06-28,2020-05-12,26.0
Defunciones_2020-06-29,2020-05-12,26.0
Defunciones_2020-06-30,2020-05-12,26.0
Defunciones_2020-07-01,2020-05-12,26.0
Defunciones_2020-07-02,2020-05-12,26.0
Defunciones_2020-07-03,2020-05-12,26.0
Defunciones_2020-07-04,2020-05-12,26.0
Defunciones_2020-07-05,2020-05-12,26.0
Defunciones_2020-07-06,2020-05-12,26.0
Defunciones_2020-07-07,2020-05-12,26.0
Defunciones_2020-07-08,2020-05-12,26.0
Defunciones_2020-07-09,2020-05-12,26.0
Defunciones_2020-07-10,2020-05-12,26.0
Defunciones_2020-07-11,2020-05-12,26.0
Defunciones_2020-07-12,2020-05-12,26.0
Defunciones_2020-07-13,2020-05-12,26.0
Defunciones_2020-07-14,2020-05-12,26.0
Defunciones_2020-07-15,2020-05-12,26.0
Defunciones_2020-07-16,2020-05-12,26.0
Defunciones_2020-06-07,2020-05-13,38.0
Defunciones_2020-06-08,2020-05-13,38.0
Defunciones_2020-06-09,2020-05-13,38.0
Defunciones_2020-06-10,2020-05-13,38.0
Defunciones_2020-06-11,2020-05-13,38.0
Defunciones_2020-06-12,2020-05-13,38.0
Defunciones_2020-06-13,2020-05-13,38.0
Defunciones_2020-06-14,2020-05-13,38.0
Defunciones_2020-06-15,2020-05-13,38.0
Defunciones_2020-06-16,2020-05-13,38.0
Defunciones_2020-06-17,2020-05-13,38.0
Defunciones_2020-06-18,2020-05-13,38.0
Defunciones_2020-06-19,2020-05-13,38.0
Defunciones_2020-06-20,2020-05-13,38.0
Defunciones_2020-06-21,2020-05-13,38.0
Defunciones_2020-06-22,2020-05-13,38.0
Defunciones_2020-06-23,2020-05-13,38.0
Defunciones_2020-06-24,2020-05-13,38.0
Defunciones_2020-06-25,2020-05-13,38.0
Defunciones_2020-06-26,2020-05-13,38.0
Defunciones_2020-06-27,2020-05-13,38.0
Defunciones_2020-06-28,2020-05-13,38.0
Defunciones_2020-06-29,2020-05-13,38.0
Defunciones_2020-06-30,2020-05-13,38.0
Defunciones_2020-07-01,2020-05-13,38.0
Defunciones_2020-07-02,2020-05-13,38.0
Defunciones_2020-07-03,2020-05-13,38.0
Defunciones_2020-07-04,2020-05-13,38.0
Defunciones_2020-07-05,2020-05-13,38.0
Defunciones_2020-07-06,2020-05-13,38.0
Defunciones_2020-07-07,2020-05-13,38.0
Defunciones_2020-07-08,2020-05-13,38.0
Defunciones_2020-07-09,2020-05-13,38.0
Defunciones_2020-07-10,2020-05-13,38.0
Defunciones_2020-07-11,2020-05-13,38.0
Defunciones_2020-07-12,2020-05-13,38.0
Defunciones_2020-07-13,2020-05-13,38.0
Defunciones_2020-07-14,2020-05-13,38.0
Defunciones_2020-07-15,2020-05-13,38.0
Defunciones_2020-07-16,2020-05-13,38.0
Defunciones_2020-06-07,2020-05-14,36.0
Defunciones_2020-06-08,2020-05-14,35.0
Defunciones_2020-06-09,2020-05-14,35.0
Defunciones_2020-06-10,2020-05-14,35.0
Defunciones_2020-06-11,2020-05-14,35.0
Defunciones_2020-06-12,2020-05-14,35.0
Defunciones_2020-06-13,2020-05-14,35.0
Defunciones_2020-06-14,2020-05-14,35.0
Defunciones_2020-06-15,2020-05-14,35.0
Defunciones_2020-06-16,2020-05-14,35.0
Defunciones_2020-06-17,2020-05-14,35.0
Defunciones_2020-06-18,2020-05-14,35.0
Defunciones_2020-06-19,2020-05-14,35.0
Defunciones_2020-06-20,2020-05-14,35.0
Defunciones_2020-06-21,2020-05-14,35.0
Defunciones_2020-06-22,2020-05-14,35.0
Defunciones_2020-06-23,2020-05-14,35.0
Defunciones_2020-06-24,2020-05-14,35.0
Defunciones_2020-06-25,2020-05-14,35.0
Defunciones_2020-06-26,2020-05-14,35.0
Defunciones_2020-06-27,2020-05-14,35.0
Defunciones_2020-06-28,2020-05-14,35.0
Defunciones_2020-06-29,2020-05-14,35.0
Defunciones_2020-06-30,2020-05-14,35.0
Defunciones_2020-07-01,2020-05-14,35.0
Defunciones_2020-07-02,2020-05-14,35.0
Defunciones_2020-07-03,2020-05-14,35.0
Defunciones_2020-07-04,2020-05-14,35.0
Defunciones_2020-07-05,2020-05-14,35.0
Defunciones_2020-07-06,2020-05-14,35.0
Defunciones_2020-07-07,2020-05-14,35.0
Defunciones_2020-07-08,2020-05-14,35.0
Defunciones_2020-07-09,2020-05-14,35.0
Defunciones_2020-07-10,2020-05-14,35.0
Defunciones_2020-07-11,2020-05-14,35.0
Defunciones_2020-07-12,2020-05-14,35.0
Defunciones_2020-07-13,2020-05-14,35.0
Defunciones_2020-07-14,2020-05-14,35.0
Defunciones_2020-07-15,2020-05-14,35.0
Defunciones_2020-07-16,2020-05-14,35.0
Defunciones_2020-06-07,2020-05-15,29.0
Defunciones_2020-06-08,2020-05-15,32.0
Defunciones_2020-06-09,2020-05-15,32.0
Defunciones_2020-06-10,2020-05-15,32.0
Defunciones_2020-06-11,2020-05-15,32.0
Defunciones_2020-06-12,2020-05-15,32.0
Defunciones_2020-06-13,2020-05-15,32.0
Defunciones_2020-06-14,2020-05-15,32.0
Defunciones_2020-06-15,2020-05-15,32.0
Defunciones_2020-06-16,2020-05-15,32.0
Defunciones_2020-06-17,2020-05-15,32.0
Defunciones_2020-06-18,2020-05-15,32.0
Defunciones_2020-06-19,2020-05-15,32.0
Defunciones_2020-06-20,2020-05-15,32.0
Defunciones_2020-06-21,2020-05-15,32.0
Defunciones_2020-06-22,2020-05-15,32.0
Defunciones_2020-06-23,2020-05-15,32.0
Defunciones_2020-06-24,2020-05-15,32.0
Defunciones_2020-06-25,2020-05-15,32.0
Defunciones_2020-06-26,2020-05-15,32.0
Defunciones_2020-06-27,2020-05-15,33.0
Defunciones_2020-06-28,2020-05-15,33.0
Defunciones_2020-06-29,2020-05-15,33.0
Defunciones_2020-06-30,2020-05-15,33.0
Defunciones_2020-07-01,2020-05-15,33.0
Defunciones_2020-07-02,2020-05-15,33.0
Defunciones_2020-07-03,2020-05-15,33.0
Defunciones_2020-07-04,2020-05-15,33.0
Defunciones_2020-07-05,2020-05-15,33.0
Defunciones_2020-07-06,2020-05-15,33.0
Defunciones_2020-07-07,2020-05-15,33.0
Defunciones_2020-07-08,2020-05-15,33.0
Defunciones_2020-07-09,2020-05-15,33.0
Defunciones_2020-07-10,2020-05-15,33.0
Defunciones_2020-07-11,2020-05-15,33.0
Defunciones_2020-07-12,2020-05-15,33.0
Defunciones_2020-07-13,2020-05-15,33.0
Defunciones_2020-07-14,2020-05-15,33.0
Defunciones_2020-07-15,2020-05-15,33.0
Defunciones_2020-07-16,2020-05-15,33.0
Defunciones_2020-06-07,2020-05-16,46.0
Defunciones_2020-06-08,2020-05-16,47.0
Defunciones_2020-06-09,2020-05-16,47.0
Defunciones_2020-06-10,2020-05-16,47.0
Defunciones_2020-06-11,2020-05-16,47.0
Defunciones_2020-06-12,2020-05-16,47.0
Defunciones_2020-06-13,2020-05-16,48.0
Defunciones_2020-06-14,2020-05-16,49.0
Defunciones_2020-06-15,2020-05-16,49.0
Defunciones_2020-06-16,2020-05-16,49.0
Defunciones_2020-06-17,2020-05-16,49.0
Defunciones_2020-06-18,2020-05-16,49.0
Defunciones_2020-06-19,2020-05-16,49.0
Defunciones_2020-06-20,2020-05-16,49.0
Defunciones_2020-06-21,2020-05-16,49.0
Defunciones_2020-06-22,2020-05-16,49.0
Defunciones_2020-06-23,2020-05-16,49.0
Defunciones_2020-06-24,2020-05-16,49.0
Defunciones_2020-06-25,2020-05-16,49.0
Defunciones_2020-06-26,2020-05-16,49.0
Defunciones_2020-06-27,2020-05-16,49.0
Defunciones_2020-06-28,2020-05-16,49.0
Defunciones_2020-06-29,2020-05-16,49.0
Defunciones_2020-06-30,2020-05-16,49.0
Defunciones_2020-07-01,2020-05-16,49.0
Defunciones_2020-07-02,2020-05-16,49.0
Defunciones_2020-07-03,2020-05-16,49.0
Defunciones_2020-07-04,2020-05-16,49.0
Defunciones_2020-07-05,2020-05-16,49.0
Defunciones_2020-07-06,2020-05-16,49.0
Defunciones_2020-07-07,2020-05-16,49.0
Defunciones_2020-07-08,2020-05-16,49.0
Defunciones_2020-07-09,2020-05-16,49.0
Defunciones_2020-07-10,2020-05-16,49.0
Defunciones_2020-07-11,2020-05-16,49.0
Defunciones_2020-07-12,2020-05-16,49.0
Defunciones_2020-07-13,2020-05-16,49.0
Defunciones_2020-07-14,2020-05-16,49.0
Defunciones_2020-07-15,2020-05-16,50.0
Defunciones_2020-07-16,2020-05-16,50.0
Defunciones_2020-06-07,2020-05-17,43.0
Defunciones_2020-06-08,2020-05-17,45.0
Defunciones_2020-06-09,2020-05-17,45.0
Defunciones_2020-06-10,2020-05-17,45.0
Defunciones_2020-06-11,2020-05-17,45.0
Defunciones_2020-06-12,2020-05-17,45.0
Defunciones_2020-06-13,2020-05-17,45.0
Defunciones_2020-06-14,2020-05-17,45.0
Defunciones_2020-06-15,2020-05-17,45.0
Defunciones_2020-06-16,2020-05-17,45.0
Defunciones_2020-06-17,2020-05-17,46.0
Defunciones_2020-06-18,2020-05-17,46.0
Defunciones_2020-06-19,2020-05-17,46.0
Defunciones_2020-06-20,2020-05-17,46.0
Defunciones_2020-06-21,2020-05-17,46.0
Defunciones_2020-06-22,2020-05-17,46.0
Defunciones_2020-06-23,2020-05-17,46.0
Defunciones_2020-06-24,2020-05-17,46.0
Defunciones_2020-06-25,2020-05-17,46.0
Defunciones_2020-06-26,2020-05-17,46.0
Defunciones_2020-06-27,2020-05-17,46.0
Defunciones_2020-06-28,2020-05-17,46.0
Defunciones_2020-06-29,2020-05-17,46.0
Defunciones_2020-06-30,2020-05-17,46.0
Defunciones_2020-07-01,2020-05-17,46.0
Defunciones_2020-07-02,2020-05-17,46.0
Defunciones_2020-07-03,2020-05-17,46.0
Defunciones_2020-07-04,2020-05-17,46.0
Defunciones_2020-07-05,2020-05-17,46.0
Defunciones_2020-07-06,2020-05-17,46.0
Defunciones_2020-07-07,2020-05-17,46.0
Defunciones_2020-07-08,2020-05-17,46.0
Defunciones_2020-07-09,2020-05-17,46.0
Defunciones_2020-07-10,2020-05-17,46.0
Defunciones_2020-07-11,2020-05-17,46.0
Defunciones_2020-07-12,2020-05-17,46.0
Defunciones_2020-07-13,2020-05-17,46.0
Defunciones_2020-07-14,2020-05-17,46.0
Defunciones_2020-07-15,2020-05-17,46.0
Defunciones_2020-07-16,2020-05-17,46.0
Defunciones_2020-06-07,2020-05-18,60.0
Defunciones_2020-06-08,2020-05-18,60.0
Defunciones_2020-06-09,2020-05-18,60.0
Defunciones_2020-06-10,2020-05-18,60.0
Defunciones_2020-06-11,2020-05-18,60.0
Defunciones_2020-06-12,2020-05-18,60.0
Defunciones_2020-06-13,2020-05-18,60.0
Defunciones_2020-06-14,2020-05-18,60.0
Defunciones_2020-06-15,2020-05-18,60.0
Defunciones_2020-06-16,2020-05-18,61.0
Defunciones_2020-06-17,2020-05-18,61.0
Defunciones_2020-06-18,2020-05-18,61.0
Defunciones_2020-06-19,2020-05-18,61.0
Defunciones_2020-06-20,2020-05-18,61.0
Defunciones_2020-06-21,2020-05-18,62.0
Defunciones_2020-06-22,2020-05-18,63.0
Defunciones_2020-06-23,2020-05-18,63.0
Defunciones_2020-06-24,2020-05-18,63.0
Defunciones_2020-06-25,2020-05-18,63.0
Defunciones_2020-06-26,2020-05-18,63.0
Defunciones_2020-06-27,2020-05-18,63.0
Defunciones_2020-06-28,2020-05-18,62.0
Defunciones_2020-06-29,2020-05-18,62.0
Defunciones_2020-06-30,2020-05-18,62.0
Defunciones_2020-07-01,2020-05-18,62.0
Defunciones_2020-07-02,2020-05-18,62.0
Defunciones_2020-07-03,2020-05-18,62.0
Defunciones_2020-07-04,2020-05-18,62.0
Defunciones_2020-07-05,2020-05-18,62.0
Defunciones_2020-07-06,2020-05-18,62.0
Defunciones_2020-07-07,2020-05-18,62.0
Defunciones_2020-07-08,2020-05-18,62.0
Defunciones_2020-07-09,2020-05-18,62.0
Defunciones_2020-07-10,2020-05-18,62.0
Defunciones_2020-07-11,2020-05-18,62.0
Defunciones_2020-07-12,2020-05-18,62.0
Defunciones_2020-07-13,2020-05-18,62.0
Defunciones_2020-07-14,2020-05-18,62.0
Defunciones_2020-07-15,2020-05-18,62.0
Defunciones_2020-07-16,2020-05-18,63.0
Defunciones_2020-06-07,2020-05-19,60.0
Defunciones_2020-06-08,2020-05-19,60.0
Defunciones_2020-06-09,2020-05-19,60.0
Defunciones_2020-06-10,2020-05-19,60.0
Defunciones_2020-06-11,2020-05-19,60.0
Defunciones_2020-06-12,2020-05-19,60.0
Defunciones_2020-06-13,2020-05-19,60.0
Defunciones_2020-06-14,2020-05-19,60.0
Defunciones_2020-06-15,2020-05-19,60.0
Defunciones_2020-06-16,2020-05-19,60.0
Defunciones_2020-06-17,2020-05-19,61.0
Defunciones_2020-06-18,2020-05-19,61.0
Defunciones_2020-06-19,2020-05-19,61.0
Defunciones_2020-06-20,2020-05-19,61.0
Defunciones_2020-06-21,2020-05-19,61.0
Defunciones_2020-06-22,2020-05-19,61.0
Defunciones_2020-06-23,2020-05-19,61.0
Defunciones_2020-06-24,2020-05-19,61.0
Defunciones_2020-06-25,2020-05-19,61.0
Defunciones_2020-06-26,2020-05-19,61.0
Defunciones_2020-06-27,2020-05-19,64.0
Defunciones_2020-06-28,2020-05-19,64.0
Defunciones_2020-06-29,2020-05-19,64.0
Defunciones_2020-06-30,2020-05-19,64.0
Defunciones_2020-07-01,2020-05-19,64.0
Defunciones_2020-07-02,2020-05-19,64.0
Defunciones_2020-07-03,2020-05-19,64.0
Defunciones_2020-07-04,2020-05-19,64.0
Defunciones_2020-07-05,2020-05-19,64.0
Defunciones_2020-07-06,2020-05-19,64.0
Defunciones_2020-07-07,2020-05-19,64.0
Defunciones_2020-07-08,2020-05-19,64.0
Defunciones_2020-07-09,2020-05-19,64.0
Defunciones_2020-07-10,2020-05-19,64.0
Defunciones_2020-07-11,2020-05-19,64.0
Defunciones_2020-07-12,2020-05-19,64.0
Defunciones_2020-07-13,2020-05-19,64.0
Defunciones_2020-07-14,2020-05-19,64.0
Defunciones_2020-07-15,2020-05-19,64.0
Defunciones_2020-07-16,2020-05-19,65.0
Defunciones_2020-06-07,2020-05-20,61.0
Defunciones_2020-06-08,2020-05-20,65.0
Defunciones_2020-06-09,2020-05-20,65.0
Defunciones_2020-06-10,2020-05-20,65.0
Defunciones_2020-06-11,2020-05-20,65.0
Defunciones_2020-06-12,2020-05-20,65.0
Defunciones_2020-06-13,2020-05-20,65.0
Defunciones_2020-06-14,2020-05-20,65.0
Defunciones_2020-06-15,2020-05-20,65.0
Defunciones_2020-06-16,2020-05-20,65.0
Defunciones_2020-06-17,2020-05-20,65.0
Defunciones_2020-06-18,2020-05-20,65.0
Defunciones_2020-06-19,2020-05-20,65.0
Defunciones_2020-06-20,2020-05-20,65.0
Defunciones_2020-06-21,2020-05-20,65.0
Defunciones_2020-06-22,2020-05-20,65.0
Defunciones_2020-06-23,2020-05-20,65.0
Defunciones_2020-06-24,2020-05-20,65.0
Defunciones_2020-06-25,2020-05-20,65.0
Defunciones_2020-06-26,2020-05-20,65.0
Defunciones_2020-06-27,2020-05-20,65.0
Defunciones_2020-06-28,2020-05-20,65.0
Defunciones_2020-06-29,2020-05-20,65.0
Defunciones_2020-06-30,2020-05-20,65.0
Defunciones_2020-07-01,2020-05-20,65.0
Defunciones_2020-07-02,2020-05-20,65.0
Defunciones_2020-07-03,2020-05-20,65.0
Defunciones_2020-07-04,2020-05-20,65.0
Defunciones_2020-07-05,2020-05-20,65.0
Defunciones_2020-07-06,2020-05-20,65.0
Defunciones_2020-07-07,2020-05-20,65.0
Defunciones_2020-07-08,2020-05-20,66.0
Defunciones_2020-07-09,2020-05-20,66.0
Defunciones_2020-07-10,2020-05-20,66.0
Defunciones_2020-07-11,2020-05-20,66.0
Defunciones_2020-07-12,2020-05-20,66.0
Defunciones_2020-07-13,2020-05-20,66.0
Defunciones_2020-07-14,2020-05-20,66.0
Defunciones_2020-07-15,2020-05-20,66.0
Defunciones_2020-07-16,2020-05-20,66.0
Defunciones_2020-06-07,2020-05-21,60.0
Defunciones_2020-06-08,2020-05-21,60.0
Defunciones_2020-06-09,2020-05-21,60.0
Defunciones_2020-06-10,2020-05-21,60.0
Defunciones_2020-06-11,2020-05-21,60.0
Defunciones_2020-06-12,2020-05-21,60.0
Defunciones_2020-06-13,2020-05-21,60.0
Defunciones_2020-06-14,2020-05-21,60.0
