Serie,Publicacion,Fecha,Numero defunciones
confirmados,2020-08-15,2020-08-06,48
confirmados,2020-08-16,2020-08-06,50
confirmados,2020-08-17,2020-08-06,50
confirmados,2020-08-18,2020-08-06,50
confirmados,2020-08-19,2020-08-06,50
confirmados,2020-08-20,2020-08-06,50
confirmados,2020-08-21,2020-08-06,50
sospechosos,2020-08-21,2020-08-06,41
confirmados,2020-08-22,2020-08-06,50
confirmados,2020-08-23,2020-08-06,50
confirmados,2020-08-24,2020-08-06,50
confirmados,2020-08-25,2020-08-06,50
confirmados,2020-08-26,2020-08-06,50
confirmados,2020-08-27,2020-08-06,50
confirmados,2020-08-28,2020-08-06,50
confirmados,2020-08-29,2020-08-06,50
confirmados,2020-06-18,2020-08-07,0
sospechosos,2020-06-18,2020-08-07,0
confirmados,2020-06-28,2020-08-07,0
sospechosos,2020-06-28,2020-08-07,0
confirmados,2020-07-03,2020-08-07,0
sospechosos,2020-07-03,2020-08-07,0
confirmados,2020-07-09,2020-08-07,0
sospechosos,2020-07-09,2020-08-07,0
confirmados,2020-07-17,2020-08-07,0
confirmados,2020-07-18,2020-08-07,0
sospechosos,2020-07-18,2020-08-07,0
confirmados,2020-07-19,2020-08-07,0
confirmados,2020-07-20,2020-08-07,0
confirmados,2020-07-21,2020-08-07,0
confirmados,2020-07-22,2020-08-07,0
confirmados,2020-07-23,2020-08-07,0
sospechosos,2020-07-24,2020-08-07,0
confirmados,2020-07-24,2020-08-07,0
confirmados,2020-07-25,2020-08-07,0
confirmados,2020-07-26,2020-08-07,0
confirmados,2020-07-27,2020-08-07,0
confirmados,2020-07-28,2020-08-07,0
confirmados,2020-07-29,2020-08-07,0
confirmados,2020-07-30,2020-08-07,0
confirmados,2020-07-31,2020-08-07,0
sospechosos,2020-08-01,2020-08-07,0
confirmados,2020-08-01,2020-08-07,0
confirmados,2020-08-02,2020-08-07,0
confirmados,2020-08-03,2020-08-07,0
confirmados,2020-08-04,2020-08-07,0
confirmados,2020-08-05,2020-08-07,0
confirmados,2020-08-06,2020-08-07,0
confirmados,2020-08-07,2020-08-07,0
sospechosos,2020-08-07,2020-08-07,0
confirmados,2020-08-08,2020-08-07,0
sospechosos,2020-08-08,2020-08-07,0
confirmados,2020-08-09,2020-08-07,0
confirmados,2020-08-10,2020-08-07,11
confirmados,2020-08-11,2020-08-07,39
confirmados,2020-08-12,2020-08-07,41
confirmados,2020-08-13,2020-08-07,61
sospechosos,2020-08-14,2020-08-07,31
confirmados,2020-08-14,2020-08-07,64
confirmados,2020-08-15,2020-08-07,63
confirmados,2020-08-16,2020-08-07,64
confirmados,2020-08-17,2020-08-07,64
confirmados,2020-08-18,2020-08-07,66
confirmados,2020-08-19,2020-08-07,66
confirmados,2020-08-20,2020-08-07,66
confirmados,2020-08-21,2020-08-07,66
sospechosos,2020-08-21,2020-08-07,23
confirmados,2020-08-22,2020-08-07,66
confirmados,2020-08-23,2020-08-07,67
confirmados,2020-08-24,2020-08-07,66
confirmados,2020-08-25,2020-08-07,66
confirmados,2020-08-26,2020-08-07,66
confirmados,2020-08-27,2020-08-07,66
confirmados,2020-08-28,2020-08-07,66
confirmados,2020-08-29,2020-08-07,66
confirmados,2020-06-18,2020-08-08,0
sospechosos,2020-06-18,2020-08-08,0
confirmados,2020-06-28,2020-08-08,0
sospechosos,2020-06-28,2020-08-08,0
confirmados,2020-07-03,2020-08-08,0
sospechosos,2020-07-03,2020-08-08,0
confirmados,2020-07-09,2020-08-08,0
sospechosos,2020-07-09,2020-08-08,0
confirmados,2020-07-17,2020-08-08,0
confirmados,2020-07-18,2020-08-08,0
sospechosos,2020-07-18,2020-08-08,0
confirmados,2020-07-19,2020-08-08,0
confirmados,2020-07-20,2020-08-08,0
confirmados,2020-07-21,2020-08-08,0
confirmados,2020-07-22,2020-08-08,0
confirmados,2020-07-23,2020-08-08,0
sospechosos,2020-07-24,2020-08-08,0
confirmados,2020-07-24,2020-08-08,0
confirmados,2020-07-25,2020-08-08,0
confirmados,2020-07-26,2020-08-08,0
confirmados,2020-07-27,2020-08-08,0
confirmados,2020-07-28,2020-08-08,0
confirmados,2020-07-29,2020-08-08,0
confirmados,2020-07-30,2020-08-08,0
confirmados,2020-07-31,2020-08-08,0
sospechosos,2020-08-01,2020-08-08,0
confirmados,2020-08-01,2020-08-08,0
confirmados,2020-08-02,2020-08-08,0
confirmados,2020-08-03,2020-08-08,0
confirmados,2020-08-04,2020-08-08,0
confirmados,2020-08-05,2020-08-08,0
confirmados,2020-08-06,2020-08-08,0
confirmados,2020-08-07,2020-08-08,0
sospechosos,2020-08-07,2020-08-08,0
confirmados,2020-08-08,2020-08-08,0
sospechosos,2020-08-08,2020-08-08,0
confirmados,2020-08-09,2020-08-08,0
confirmados,2020-08-10,2020-08-08,0
confirmados,2020-08-11,2020-08-08,7
confirmados,2020-08-12,2020-08-08,27
confirmados,2020-08-13,2020-08-08,43
sospechosos,2020-08-14,2020-08-08,34
confirmados,2020-08-14,2020-08-08,44
confirmados,2020-08-15,2020-08-08,44
confirmados,2020-08-16,2020-08-08,45
confirmados,2020-08-17,2020-08-08,47
confirmados,2020-08-18,2020-08-08,47
confirmados,2020-08-19,2020-08-08,47
confirmados,2020-08-20,2020-08-08,48
confirmados,2020-08-21,2020-08-08,48
sospechosos,2020-08-21,2020-08-08,27
confirmados,2020-08-22,2020-08-08,48
confirmados,2020-08-23,2020-08-08,48
confirmados,2020-08-24,2020-08-08,48
confirmados,2020-08-25,2020-08-08,48
confirmados,2020-08-26,2020-08-08,48
confirmados,2020-08-27,2020-08-08,48
confirmados,2020-08-28,2020-08-08,48
confirmados,2020-08-29,2020-08-08,48
confirmados,2020-06-18,2020-08-09,0
sospechosos,2020-06-18,2020-08-09,0
confirmados,2020-06-28,2020-08-09,0
sospechosos,2020-06-28,2020-08-09,0
confirmados,2020-07-03,2020-08-09,0
sospechosos,2020-07-03,2020-08-09,0
confirmados,2020-07-09,2020-08-09,0
sospechosos,2020-07-09,2020-08-09,0
confirmados,2020-07-17,2020-08-09,0
confirmados,2020-07-18,2020-08-09,0
sospechosos,2020-07-18,2020-08-09,0
confirmados,2020-07-19,2020-08-09,0
confirmados,2020-07-20,2020-08-09,0
confirmados,2020-07-21,2020-08-09,0
confirmados,2020-07-22,2020-08-09,0
confirmados,2020-07-23,2020-08-09,0
sospechosos,2020-07-24,2020-08-09,0
confirmados,2020-07-24,2020-08-09,0
confirmados,2020-07-25,2020-08-09,0
confirmados,2020-07-26,2020-08-09,0
confirmados,2020-07-27,2020-08-09,0
confirmados,2020-07-28,2020-08-09,0
confirmados,2020-07-29,2020-08-09,0
confirmados,2020-07-30,2020-08-09,0
confirmados,2020-07-31,2020-08-09,0
sospechosos,2020-08-01,2020-08-09,0
confirmados,2020-08-01,2020-08-09,0
confirmados,2020-08-02,2020-08-09,0
confirmados,2020-08-03,2020-08-09,0
confirmados,2020-08-04,2020-08-09,0
confirmados,2020-08-05,2020-08-09,0
confirmados,2020-08-06,2020-08-09,0
confirmados,2020-08-07,2020-08-09,0
sospechosos,2020-08-07,2020-08-09,0
confirmados,2020-08-08,2020-08-09,0
sospechosos,2020-08-08,2020-08-09,0
confirmados,2020-08-09,2020-08-09,0
confirmados,2020-08-10,2020-08-09,0
confirmados,2020-08-11,2020-08-09,0
confirmados,2020-08-12,2020-08-09,3
confirmados,2020-08-13,2020-08-09,30
sospechosos,2020-08-14,2020-08-09,27
confirmados,2020-08-14,2020-08-09,39
confirmados,2020-08-15,2020-08-09,39
confirmados,2020-08-16,2020-08-09,40
confirmados,2020-08-17,2020-08-09,41
confirmados,2020-08-18,2020-08-09,41
confirmados,2020-08-19,2020-08-09,41
confirmados,2020-08-20,2020-08-09,41
confirmados,2020-08-21,2020-08-09,42
sospechosos,2020-08-21,2020-08-09,28
confirmados,2020-08-22,2020-08-09,43
confirmados,2020-08-23,2020-08-09,43
confirmados,2020-08-24,2020-08-09,43
confirmados,2020-08-25,2020-08-09,43
confirmados,2020-08-26,2020-08-09,43
confirmados,2020-08-27,2020-08-09,43
confirmados,2020-08-28,2020-08-09,43
confirmados,2020-08-29,2020-08-09,43
confirmados,2020-06-18,2020-08-10,0
sospechosos,2020-06-18,2020-08-10,0
confirmados,2020-06-28,2020-08-10,0
sospechosos,2020-06-28,2020-08-10,0
confirmados,2020-07-03,2020-08-10,0
sospechosos,2020-07-03,2020-08-10,0
confirmados,2020-07-09,2020-08-10,0
sospechosos,2020-07-09,2020-08-10,0
confirmados,2020-07-17,2020-08-10,0
confirmados,2020-07-18,2020-08-10,0
sospechosos,2020-07-18,2020-08-10,0
confirmados,2020-07-19,2020-08-10,0
confirmados,2020-07-20,2020-08-10,0
confirmados,2020-07-21,2020-08-10,0
confirmados,2020-07-22,2020-08-10,0
confirmados,2020-07-23,2020-08-10,0
sospechosos,2020-07-24,2020-08-10,0
confirmados,2020-07-24,2020-08-10,0
confirmados,2020-07-25,2020-08-10,0
confirmados,2020-07-26,2020-08-10,0
confirmados,2020-07-27,2020-08-10,0
confirmados,2020-07-28,2020-08-10,0
confirmados,2020-07-29,2020-08-10,0
confirmados,2020-07-30,2020-08-10,0
confirmados,2020-07-31,2020-08-10,0
sospechosos,2020-08-01,2020-08-10,0
confirmados,2020-08-01,2020-08-10,0
confirmados,2020-08-02,2020-08-10,0
confirmados,2020-08-03,2020-08-10,0
confirmados,2020-08-04,2020-08-10,0
confirmados,2020-08-05,2020-08-10,0
confirmados,2020-08-06,2020-08-10,0
confirmados,2020-08-07,2020-08-10,0
sospechosos,2020-08-07,2020-08-10,0
confirmados,2020-08-08,2020-08-10,0
sospechosos,2020-08-08,2020-08-10,0
confirmados,2020-08-09,2020-08-10,0
confirmados,2020-08-10,2020-08-10,0
confirmados,2020-08-11,2020-08-10,0
confirmados,2020-08-12,2020-08-10,0
confirmados,2020-08-13,2020-08-10,6
sospechosos,2020-08-14,2020-08-10,28
confirmados,2020-08-14,2020-08-10,32
confirmados,2020-08-15,2020-08-10,32
confirmados,2020-08-16,2020-08-10,35
confirmados,2020-08-17,2020-08-10,38
confirmados,2020-08-18,2020-08-10,42
confirmados,2020-08-19,2020-08-10,42
confirmados,2020-08-20,2020-08-10,42
confirmados,2020-08-21,2020-08-10,42
sospechosos,2020-08-21,2020-08-10,32
confirmados,2020-08-22,2020-08-10,43
confirmados,2020-08-23,2020-08-10,43
confirmados,2020-08-24,2020-08-10,43
confirmados,2020-08-25,2020-08-10,43
confirmados,2020-08-26,2020-08-10,43
confirmados,2020-08-27,2020-08-10,43
confirmados,2020-08-28,2020-08-10,43
confirmados,2020-08-29,2020-08-10,43
confirmados,2020-06-18,2020-08-11,0
sospechosos,2020-06-18,2020-08-11,0
confirmados,2020-06-28,2020-08-11,0
sospechosos,2020-06-28,2020-08-11,0
confirmados,2020-07-03,2020-08-11,0
sospechosos,2020-07-03,2020-08-11,0
confirmados,2020-07-09,2020-08-11,0
sospechosos,2020-07-09,2020-08-11,0
confirmados,2020-07-17,2020-08-11,0
confirmados,2020-07-18,2020-08-11,0
sospechosos,2020-07-18,2020-08-11,0
confirmados,2020-07-19,2020-08-11,0
confirmados,2020-07-20,2020-08-11,0
confirmados,2020-07-21,2020-08-11,0
confirmados,2020-07-22,2020-08-11,0
confirmados,2020-07-23,2020-08-11,0
sospechosos,2020-07-24,2020-08-11,0
confirmados,2020-07-24,2020-08-11,0
confirmados,2020-07-25,2020-08-11,0
confirmados,2020-07-26,2020-08-11,0
confirmados,2020-07-27,2020-08-11,0
confirmados,2020-07-28,2020-08-11,0
confirmados,2020-07-29,2020-08-11,0
confirmados,2020-07-30,2020-08-11,0
confirmados,2020-07-31,2020-08-11,0
sospechosos,2020-08-01,2020-08-11,0
confirmados,2020-08-01,2020-08-11,0
confirmados,2020-08-02,2020-08-11,0
confirmados,2020-08-03,2020-08-11,0
confirmados,2020-08-04,2020-08-11,0
confirmados,2020-08-05,2020-08-11,0
confirmados,2020-08-06,2020-08-11,0
confirmados,2020-08-07,2020-08-11,0
sospechosos,2020-08-07,2020-08-11,0
confirmados,2020-08-08,2020-08-11,0
sospechosos,2020-08-08,2020-08-11,0
confirmados,2020-08-09,2020-08-11,0
confirmados,2020-08-10,2020-08-11,0
confirmados,2020-08-11,2020-08-11,0
confirmados,2020-08-12,2020-08-11,0
confirmados,2020-08-13,2020-08-11,0
sospechosos,2020-08-14,2020-08-11,34
confirmados,2020-08-14,2020-08-11,29
confirmados,2020-08-15,2020-08-11,29
confirmados,2020-08-16,2020-08-11,42
confirmados,2020-08-17,2020-08-11,48
confirmados,2020-08-18,2020-08-11,49
confirmados,2020-08-19,2020-08-11,50
confirmados,2020-08-20,2020-08-11,52
confirmados,2020-08-21,2020-08-11,52
sospechosos,2020-08-21,2020-08-11,29
confirmados,2020-08-22,2020-08-11,52
confirmados,2020-08-23,2020-08-11,52
confirmados,2020-08-24,2020-08-11,52
confirmados,2020-08-25,2020-08-11,52
confirmados,2020-08-26,2020-08-11,52
confirmados,2020-08-27,2020-08-11,52
confirmados,2020-08-28,2020-08-11,52
confirmados,2020-08-29,2020-08-11,52
confirmados,2020-06-18,2020-08-12,0
sospechosos,2020-06-18,2020-08-12,0
confirmados,2020-06-28,2020-08-12,0
sospechosos,2020-06-28,2020-08-12,0
confirmados,2020-07-03,2020-08-12,0
sospechosos,2020-07-03,2020-08-12,0
confirmados,2020-07-09,2020-08-12,0
sospechosos,2020-07-09,2020-08-12,0
confirmados,2020-07-17,2020-08-12,0
confirmados,2020-07-18,2020-08-12,0
sospechosos,2020-07-18,2020-08-12,0
confirmados,2020-07-19,2020-08-12,0
confirmados,2020-07-20,2020-08-12,0
confirmados,2020-07-21,2020-08-12,0
confirmados,2020-07-22,2020-08-12,0
confirmados,2020-07-23,2020-08-12,0
sospechosos,2020-07-24,2020-08-12,0
confirmados,2020-07-24,2020-08-12,0
confirmados,2020-07-25,2020-08-12,0
confirmados,2020-07-26,2020-08-12,0
confirmados,2020-07-27,2020-08-12,0
confirmados,2020-07-28,2020-08-12,0
confirmados,2020-07-29,2020-08-12,0
confirmados,2020-07-30,2020-08-12,0
confirmados,2020-07-31,2020-08-12,0
sospechosos,2020-08-01,2020-08-12,0
confirmados,2020-08-01,2020-08-12,0
confirmados,2020-08-02,2020-08-12,0
confirmados,2020-08-03,2020-08-12,0
confirmados,2020-08-04,2020-08-12,0
confirmados,2020-08-05,2020-08-12,0
confirmados,2020-08-06,2020-08-12,0
confirmados,2020-08-07,2020-08-12,0
sospechosos,2020-08-07,2020-08-12,0
confirmados,2020-08-08,2020-08-12,0
sospechosos,2020-08-08,2020-08-12,0
confirmados,2020-08-09,2020-08-12,0
confirmados,2020-08-10,2020-08-12,0
confirmados,2020-08-11,2020-08-12,0
confirmados,2020-08-12,2020-08-12,0
confirmados,2020-08-13,2020-08-12,0
sospechosos,2020-08-14,2020-08-12,6
confirmados,2020-08-14,2020-08-12,9
confirmados,2020-08-15,2020-08-12,9
confirmados,2020-08-16,2020-08-12,35
confirmados,2020-08-17,2020-08-12,41
confirmados,2020-08-18,2020-08-12,42
confirmados,2020-08-19,2020-08-12,42
confirmados,2020-08-20,2020-08-12,43
confirmados,2020-08-21,2020-08-12,47
sospechosos,2020-08-21,2020-08-12,33
confirmados,2020-08-22,2020-08-12,47
confirmados,2020-08-23,2020-08-12,49
confirmados,2020-08-24,2020-08-12,50
confirmados,2020-08-25,2020-08-12,50
confirmados,2020-08-26,2020-08-12,50
confirmados,2020-08-27,2020-08-12,50
confirmados,2020-08-28,2020-08-12,50
confirmados,2020-08-29,2020-08-12,50
confirmados,2020-06-18,2020-08-13,0
sospechosos,2020-06-18,2020-08-13,0
confirmados,2020-06-28,2020-08-13,0
sospechosos,2020-06-28,2020-08-13,0
confirmados,2020-07-03,2020-08-13,0
sospechosos,2020-07-03,2020-08-13,0
confirmados,2020-07-09,2020-08-13,0
sospechosos,2020-07-09,2020-08-13,0
confirmados,2020-07-17,2020-08-13,0
confirmados,2020-07-18,2020-08-13,0
sospechosos,2020-07-18,2020-08-13,0
confirmados,2020-07-19,2020-08-13,0
confirmados,2020-07-20,2020-08-13,0
confirmados,2020-07-21,2020-08-13,0
confirmados,2020-07-22,2020-08-13,0
confirmados,2020-07-23,2020-08-13,0
sospechosos,2020-07-24,2020-08-13,0
confirmados,2020-07-24,2020-08-13,0
confirmados,2020-07-25,2020-08-13,0
confirmados,2020-07-26,2020-08-13,0
confirmados,2020-07-27,2020-08-13,0
confirmados,2020-07-28,2020-08-13,0
confirmados,2020-07-29,2020-08-13,0
confirmados,2020-07-30,2020-08-13,0
confirmados,2020-07-31,2020-08-13,0
sospechosos,2020-08-01,2020-08-13,0
confirmados,2020-08-01,2020-08-13,0
confirmados,2020-08-02,2020-08-13,0
confirmados,2020-08-03,2020-08-13,0
confirmados,2020-08-04,2020-08-13,0
confirmados,2020-08-05,2020-08-13,0
confirmados,2020-08-06,2020-08-13,0
confirmados,2020-08-07,2020-08-13,0
sospechosos,2020-08-07,2020-08-13,0
confirmados,2020-08-08,2020-08-13,0
sospechosos,2020-08-08,2020-08-13,0
confirmados,2020-08-09,2020-08-13,0
confirmados,2020-08-10,2020-08-13,0
confirmados,2020-08-11,2020-08-13,0
confirmados,2020-08-12,2020-08-13,0
confirmados,2020-08-13,2020-08-13,0
sospechosos,2020-08-14,2020-08-13,0
confirmados,2020-08-14,2020-08-13,0
confirmados,2020-08-15,2020-08-13,0
confirmados,2020-08-16,2020-08-13,8
confirmados,2020-08-17,2020-08-13,42
confirmados,2020-08-18,2020-08-13,44
confirmados,2020-08-19,2020-08-13,44
confirmados,2020-08-20,2020-08-13,45
confirmados,2020-08-21,2020-08-13,50
sospechosos,2020-08-21,2020-08-13,31
confirmados,2020-08-22,2020-08-13,51
confirmados,2020-08-23,2020-08-13,51
confirmados,2020-08-24,2020-08-13,51
confirmados,2020-08-25,2020-08-13,51
confirmados,2020-08-26,2020-08-13,51
confirmados,2020-08-27,2020-08-13,51
confirmados,2020-08-28,2020-08-13,51
confirmados,2020-08-29,2020-08-13,51
confirmados,2020-06-18,2020-08-14,0
sospechosos,2020-06-18,2020-08-14,0
confirmados,2020-06-28,2020-08-14,0
sospechosos,2020-06-28,2020-08-14,0
confirmados,2020-07-03,2020-08-14,0
sospechosos,2020-07-03,2020-08-14,0
confirmados,2020-07-09,2020-08-14,0
sospechosos,2020-07-09,2020-08-14,0
confirmados,2020-07-17,2020-08-14,0
confirmados,2020-07-18,2020-08-14,0
sospechosos,2020-07-18,2020-08-14,0
confirmados,2020-07-19,2020-08-14,0
confirmados,2020-07-20,2020-08-14,0
confirmados,2020-07-21,2020-08-14,0
confirmados,2020-07-22,2020-08-14,0
confirmados,2020-07-23,2020-08-14,0
sospechosos,2020-07-24,2020-08-14,0
confirmados,2020-07-24,2020-08-14,0
confirmados,2020-07-25,2020-08-14,0
confirmados,2020-07-26,2020-08-14,0
confirmados,2020-07-27,2020-08-14,0
confirmados,2020-07-28,2020-08-14,0
confirmados,2020-07-29,2020-08-14,0
confirmados,2020-07-30,2020-08-14,0
confirmados,2020-07-31,2020-08-14,0
sospechosos,2020-08-01,2020-08-14,0
confirmados,2020-08-01,2020-08-14,0
confirmados,2020-08-02,2020-08-14,0
confirmados,2020-08-03,2020-08-14,0
confirmados,2020-08-04,2020-08-14,0
confirmados,2020-08-05,2020-08-14,0
confirmados,2020-08-06,2020-08-14,0
confirmados,2020-08-07,2020-08-14,0
sospechosos,2020-08-07,2020-08-14,0
confirmados,2020-08-08,2020-08-14,0
sospechosos,2020-08-08,2020-08-14,0
confirmados,2020-08-09,2020-08-14,0
confirmados,2020-08-10,2020-08-14,0
confirmados,2020-08-11,2020-08-14,0
confirmados,2020-08-12,2020-08-14,0
confirmados,2020-08-13,2020-08-14,0
sospechosos,2020-08-14,2020-08-14,0
confirmados,2020-08-14,2020-08-14,0
confirmados,2020-08-15,2020-08-14,0
confirmados,2020-08-16,2020-08-14,0
confirmados,2020-08-17,2020-08-14,6
confirmados,2020-08-18,2020-08-14,28
confirmados,2020-08-19,2020-08-14,38
confirmados,2020-08-20,2020-08-14,56
confirmados,2020-08-21,2020-08-14,57
sospechosos,2020-08-21,2020-08-14,36
confirmados,2020-08-22,2020-08-14,58
confirmados,2020-08-23,2020-08-14,59
confirmados,2020-08-24,2020-08-14,60
confirmados,2020-08-25,2020-08-14,60
confirmados,2020-08-26,2020-08-14,60
confirmados,2020-08-27,2020-08-14,61
confirmados,2020-08-28,2020-08-14,61
confirmados,2020-08-29,2020-08-14,61
confirmados,2020-06-18,2020-08-15,0
sospechosos,2020-06-18,2020-08-15,0
confirmados,2020-06-28,2020-08-15,0
sospechosos,2020-06-28,2020-08-15,0
confirmados,2020-07-03,2020-08-15,0
sospechosos,2020-07-03,2020-08-15,0
confirmados,2020-07-09,2020-08-15,0
sospechosos,2020-07-09,2020-08-15,0
confirmados,2020-07-17,2020-08-15,0
confirmados,2020-07-18,2020-08-15,0
sospechosos,2020-07-18,2020-08-15,0
confirmados,2020-07-19,2020-08-15,0
confirmados,2020-07-20,2020-08-15,0
confirmados,2020-07-21,2020-08-15,0
confirmados,2020-07-22,2020-08-15,0
confirmados,2020-07-23,2020-08-15,0
sospechosos,2020-07-24,2020-08-15,0
confirmados,2020-07-24,2020-08-15,0
confirmados,2020-07-25,2020-08-15,0
confirmados,2020-07-26,2020-08-15,0
confirmados,2020-07-27,2020-08-15,0
confirmados,2020-07-28,2020-08-15,0
confirmados,2020-07-29,2020-08-15,0
confirmados,2020-07-30,2020-08-15,0
confirmados,2020-07-31,2020-08-15,0
sospechosos,2020-08-01,2020-08-15,0
confirmados,2020-08-01,2020-08-15,0
confirmados,2020-08-02,2020-08-15,0
confirmados,2020-08-03,2020-08-15,0
confirmados,2020-08-04,2020-08-15,0
confirmados,2020-08-05,2020-08-15,0
confirmados,2020-08-06,2020-08-15,0
confirmados,2020-08-07,2020-08-15,0
sospechosos,2020-08-07,2020-08-15,0
confirmados,2020-08-08,2020-08-15,0
sospechosos,2020-08-08,2020-08-15,0
confirmados,2020-08-09,2020-08-15,0
confirmados,2020-08-10,2020-08-15,0
confirmados,2020-08-11,2020-08-15,0
confirmados,2020-08-12,2020-08-15,0
confirmados,2020-08-13,2020-08-15,0
sospechosos,2020-08-14,2020-08-15,0
confirmados,2020-08-14,2020-08-15,0
confirmados,2020-08-15,2020-08-15,0
confirmados,2020-08-16,2020-08-15,0
confirmados,2020-08-17,2020-08-15,0
confirmados,2020-08-18,2020-08-15,1
confirmados,2020-08-19,2020-08-15,20
confirmados,2020-08-20,2020-08-15,44
confirmados,2020-08-21,2020-08-15,45
sospechosos,2020-08-21,2020-08-15,42
confirmados,2020-08-22,2020-08-15,48
confirmados,2020-08-23,2020-08-15,50
confirmados,2020-08-24,2020-08-15,52
confirmados,2020-08-25,2020-08-15,52
confirmados,2020-08-26,2020-08-15,52
confirmados,2020-08-27,2020-08-15,52
confirmados,2020-08-28,2020-08-15,52
confirmados,2020-08-29,2020-08-15,52
confirmados,2020-06-18,2020-08-16,0
sospechosos,2020-06-18,2020-08-16,0
confirmados,2020-06-28,2020-08-16,0
sospechosos,2020-06-28,2020-08-16,0
confirmados,2020-07-03,2020-08-16,0
sospechosos,2020-07-03,2020-08-16,0
confirmados,2020-07-09,2020-08-16,0
sospechosos,2020-07-09,2020-08-16,0
confirmados,2020-07-17,2020-08-16,0
confirmados,2020-07-18,2020-08-16,0
sospechosos,2020-07-18,2020-08-16,0
confirmados,2020-07-19,2020-08-16,0
confirmados,2020-07-20,2020-08-16,0
confirmados,2020-07-21,2020-08-16,0
confirmados,2020-07-22,2020-08-16,0
confirmados,2020-07-23,2020-08-16,0
sospechosos,2020-07-24,2020-08-16,0
confirmados,2020-07-24,2020-08-16,0
confirmados,2020-07-25,2020-08-16,0
confirmados,2020-07-26,2020-08-16,0
confirmados,2020-07-27,2020-08-16,0
confirmados,2020-07-28,2020-08-16,0
confirmados,2020-07-29,2020-08-16,0
confirmados,2020-07-30,2020-08-16,0
confirmados,2020-07-31,2020-08-16,0
sospechosos,2020-08-01,2020-08-16,0
confirmados,2020-08-01,2020-08-16,0
confirmados,2020-08-02,2020-08-16,0
confirmados,2020-08-03,2020-08-16,0
confirmados,2020-08-04,2020-08-16,0
confirmados,2020-08-05,2020-08-16,0
confirmados,2020-08-06,2020-08-16,0
confirmados,2020-08-07,2020-08-16,0
sospechosos,2020-08-07,2020-08-16,0
confirmados,2020-08-08,2020-08-16,0
sospechosos,2020-08-08,2020-08-16,0
confirmados,2020-08-09,2020-08-16,0
confirmados,2020-08-10,2020-08-16,0
confirmados,2020-08-11,2020-08-16,0
confirmados,2020-08-12,2020-08-16,0
confirmados,2020-08-13,2020-08-16,0
sospechosos,2020-08-14,2020-08-16,0
confirmados,2020-08-14,2020-08-16,0
confirmados,2020-08-15,2020-08-16,0
confirmados,2020-08-16,2020-08-16,0
confirmados,2020-08-17,2020-08-16,0
confirmados,2020-08-18,2020-08-16,0
confirmados,2020-08-19,2020-08-16,2
confirmados,2020-08-20,2020-08-16,34
confirmados,2020-08-21,2020-08-16,41
sospechosos,2020-08-21,2020-08-16,38
confirmados,2020-08-22,2020-08-16,45
confirmados,2020-08-23,2020-08-16,48
confirmados,2020-08-24,2020-08-16,48
confirmados,2020-08-25,2020-08-16,48
confirmados,2020-08-26,2020-08-16,48
confirmados,2020-08-27,2020-08-16,49
confirmados,2020-08-28,2020-08-16,49
confirmados,2020-08-29,2020-08-16,49
confirmados,2020-06-18,2020-08-17,0
sospechosos,2020-06-18,2020-08-17,0
confirmados,2020-06-28,2020-08-17,0
sospechosos,2020-06-28,2020-08-17,0
confirmados,2020-07-03,2020-08-17,0
sospechosos,2020-07-03,2020-08-17,0
confirmados,2020-07-09,2020-08-17,0
sospechosos,2020-07-09,2020-08-17,0
confirmados,2020-07-17,2020-08-17,0
confirmados,2020-07-18,2020-08-17,0
sospechosos,2020-07-18,2020-08-17,0
confirmados,2020-07-19,2020-08-17,0
confirmados,2020-07-20,2020-08-17,0
confirmados,2020-07-21,2020-08-17,0
confirmados,2020-07-22,2020-08-17,0
confirmados,2020-07-23,2020-08-17,0
sospechosos,2020-07-24,2020-08-17,0
confirmados,2020-07-24,2020-08-17,0
confirmados,2020-07-25,2020-08-17,0
confirmados,2020-07-26,2020-08-17,0
confirmados,2020-07-27,2020-08-17,0
confirmados,2020-07-28,2020-08-17,0
confirmados,2020-07-29,2020-08-17,0
confirmados,2020-07-30,2020-08-17,0
confirmados,2020-07-31,2020-08-17,0
sospechosos,2020-08-01,2020-08-17,0
confirmados,2020-08-01,2020-08-17,0
confirmados,2020-08-02,2020-08-17,0
confirmados,2020-08-03,2020-08-17,0
confirmados,2020-08-04,2020-08-17,0
confirmados,2020-08-05,2020-08-17,0
confirmados,2020-08-06,2020-08-17,0
confirmados,2020-08-07,2020-08-17,0
sospechosos,2020-08-07,2020-08-17,0
confirmados,2020-08-08,2020-08-17,0
sospechosos,2020-08-08,2020-08-17,0
confirmados,2020-08-09,2020-08-17,0
confirmados,2020-08-10,2020-08-17,0
confirmados,2020-08-11,2020-08-17,0
confirmados,2020-08-12,2020-08-17,0
confirmados,2020-08-13,2020-08-17,0
sospechosos,2020-08-14,2020-08-17,0
confirmados,2020-08-14,2020-08-17,0
confirmados,2020-08-15,2020-08-17,0
confirmados,2020-08-16,2020-08-17,0
confirmados,2020-08-17,2020-08-17,0
confirmados,2020-08-18,2020-08-17,0
confirmados,2020-08-19,2020-08-17,0
confirmados,2020-08-20,2020-08-17,13
confirmados,2020-08-21,2020-08-17,43
sospechosos,2020-08-21,2020-08-17,44
confirmados,2020-08-22,2020-08-17,52
confirmados,2020-08-23,2020-08-17,54
