Region,Codigo region,Poblacion,fecha,numero
Los Ríos,14,405835,2020-08-04,3
Los Lagos,10,891440,2020-08-04,16
Aysén,11,107297,2020-08-04,1
Magallanes,12,178362,2020-08-04,3
Arica y Parinacota,15,252110,2020-08-05,26
Tarapacá,1,382773,2020-08-05,22
Antofagasta,2,691854,2020-08-05,77
Atacama,3,314709,2020-08-05,7
Coquimbo,4,836096,2020-08-05,38
Valparaíso,5,1960170,2020-08-05,102
Metropolitana,13,8125072,2020-08-05,937
O’Higgins,6,991063,2020-08-05,48
Maule,7,1131939,2020-08-05,32
Ñuble,16,511551,2020-08-05,8
Biobío,8,1663696,2020-08-05,71
Araucanía,9,1014343,2020-08-05,8
Los Ríos,14,405835,2020-08-05,3
Los Lagos,10,891440,2020-08-05,16
Aysén,11,107297,2020-08-05,1
Magallanes,12,178362,2020-08-05,4
Arica y Parinacota,15,252110,2020-08-06,23
Tarapacá,1,382773,2020-08-06,16
Antofagasta,2,691854,2020-08-06,76
Atacama,3,314709,2020-08-06,6
Coquimbo,4,836096,2020-08-06,40
Valparaíso,5,1960170,2020-08-06,102
Metropolitana,13,8125072,2020-08-06,899
O’Higgins,6,991063,2020-08-06,42
Maule,7,1131939,2020-08-06,32
Ñuble,16,511551,2020-08-06,10
Biobío,8,1663696,2020-08-06,77
Araucanía,9,1014343,2020-08-06,9
Los Ríos,14,405835,2020-08-06,3
Los Lagos,10,891440,2020-08-06,17
Aysén,11,107297,2020-08-06,1
Magallanes,12,178362,2020-08-06,5
Arica y Parinacota,15,252110,2020-08-07,25
Tarapacá,1,382773,2020-08-07,20
Antofagasta,2,691854,2020-08-07,75
Atacama,3,314709,2020-08-07,6
Coquimbo,4,836096,2020-08-07,45
Valparaíso,5,1960170,2020-08-07,103
Metropolitana,13,8125072,2020-08-07,876
O’Higgins,6,991063,2020-08-07,44
Maule,7,1131939,2020-08-07,29
Ñuble,16,511551,2020-08-07,9
Biobío,8,1663696,2020-08-07,80
Araucanía,9,1014343,2020-08-07,9
Los Ríos,14,405835,2020-08-07,3
Los Lagos,10,891440,2020-08-07,17
Aysén,11,107297,2020-08-07,1
Magallanes,12,178362,2020-08-07,6
Arica y Parinacota,15,252110,2020-08-08,25
Tarapacá,1,382773,2020-08-08,22
Antofagasta,2,691854,2020-08-08,71
Atacama,3,314709,2020-08-08,6
Coquimbo,4,836096,2020-08-08,42
Valparaíso,5,1960170,2020-08-08,96
Metropolitana,13,8125072,2020-08-08,842
O’Higgins,6,991063,2020-08-08,45
Maule,7,1131939,2020-08-08,30
Ñuble,16,511551,2020-08-08,9
Biobío,8,1663696,2020-08-08,80
Araucanía,9,1014343,2020-08-08,9
Los Ríos,14,405835,2020-08-08,3
Los Lagos,10,891440,2020-08-08,18
Aysén,11,107297,2020-08-08,1
Magallanes,12,178362,2020-08-08,6
Arica y Parinacota,15,252110,2020-08-09,26
Tarapacá,1,382773,2020-08-09,23
Antofagasta,2,691854,2020-08-09,69
Atacama,3,314709,2020-08-09,6
Coquimbo,4,836096,2020-08-09,40
Valparaíso,5,1960170,2020-08-09,95
Metropolitana,13,8125072,2020-08-09,821
O’Higgins,6,991063,2020-08-09,45
Maule,7,1131939,2020-08-09,30
Ñuble,16,511551,2020-08-09,9
Biobío,8,1663696,2020-08-09,78
Araucanía,9,1014343,2020-08-09,8
Los Ríos,14,405835,2020-08-09,2
Los Lagos,10,891440,2020-08-09,17
Aysén,11,107297,2020-08-09,1
Magallanes,12,178362,2020-08-09,6
Arica y Parinacota,15,252110,2020-08-10,28
Tarapacá,1,382773,2020-08-10,24
Antofagasta,2,691854,2020-08-10,70
Atacama,3,314709,2020-08-10,8
Coquimbo,4,836096,2020-08-10,40
Valparaíso,5,1960170,2020-08-10,98
Metropolitana,13,8125072,2020-08-10,826
O’Higgins,6,991063,2020-08-10,46
Maule,7,1131939,2020-08-10,26
Ñuble,16,511551,2020-08-10,8
Biobío,8,1663696,2020-08-10,73
Araucanía,9,1014343,2020-08-10,7
Los Ríos,14,405835,2020-08-10,2
Los Lagos,10,891440,2020-08-10,18
Aysén,11,107297,2020-08-10,1
Magallanes,12,178362,2020-08-10,5
Arica y Parinacota,15,252110,2020-08-11,26
Tarapacá,1,382773,2020-08-11,26
Antofagasta,2,691854,2020-08-11,70
Atacama,3,314709,2020-08-11,8
Coquimbo,4,836096,2020-08-11,42
Valparaíso,5,1960170,2020-08-11,95
Metropolitana,13,8125072,2020-08-11,811
O’Higgins,6,991063,2020-08-11,47
Maule,7,1131939,2020-08-11,27
Ñuble,16,511551,2020-08-11,10
Biobío,8,1663696,2020-08-11,72
Araucanía,9,1014343,2020-08-11,7
Los Ríos,14,405835,2020-08-11,2
Los Lagos,10,891440,2020-08-11,18
Aysén,11,107297,2020-08-11,1
Magallanes,12,178362,2020-08-11,6
Arica y Parinacota,15,252110,2020-08-12,26
Tarapacá,1,382773,2020-08-12,27
Antofagasta,2,691854,2020-08-12,73
Atacama,3,314709,2020-08-12,8
Coquimbo,4,836096,2020-08-12,40
Valparaíso,5,1960170,2020-08-12,93
Metropolitana,13,8125072,2020-08-12,801
O’Higgins,6,991063,2020-08-12,42
Maule,7,1131939,2020-08-12,31
Ñuble,16,511551,2020-08-12,9
Biobío,8,1663696,2020-08-12,74
Araucanía,9,1014343,2020-08-12,6
Los Ríos,14,405835,2020-08-12,2
Los Lagos,10,891440,2020-08-12,18
Aysén,11,107297,2020-08-12,1
Magallanes,12,178362,2020-08-12,4
Arica y Parinacota,15,252110,2020-08-13,27
Tarapacá,1,382773,2020-08-13,25
Antofagasta,2,691854,2020-08-13,68
Atacama,3,314709,2020-08-13,10
Coquimbo,4,836096,2020-08-13,44
Valparaíso,5,1960170,2020-08-13,91
Metropolitana,13,8125072,2020-08-13,802
O’Higgins,6,991063,2020-08-13,49
Maule,7,1131939,2020-08-13,33
Ñuble,16,511551,2020-08-13,10
Biobío,8,1663696,2020-08-13,70
Araucanía,9,1014343,2020-08-13,6
Los Ríos,14,405835,2020-08-13,2
Los Lagos,10,891440,2020-08-13,17
Aysén,11,107297,2020-08-13,1
Magallanes,12,178362,2020-08-13,4
Arica y Parinacota,15,252110,2020-08-14,28
Tarapacá,1,382773,2020-08-14,23
Antofagasta,2,691854,2020-08-14,67
Atacama,3,314709,2020-08-14,10
Coquimbo,4,836096,2020-08-14,44
Valparaíso,5,1960170,2020-08-14,95
Metropolitana,13,8125072,2020-08-14,792
O’Higgins,6,991063,2020-08-14,47
Maule,7,1131939,2020-08-14,30
Ñuble,16,511551,2020-08-14,13
Biobío,8,1663696,2020-08-14,72
Araucanía,9,1014343,2020-08-14,6
Los Ríos,14,405835,2020-08-14,2
Los Lagos,10,891440,2020-08-14,18
Aysén,11,107297,2020-08-14,1
Magallanes,12,178362,2020-08-14,4
Arica y Parinacota,15,252110,2020-08-15,29
Tarapacá,1,382773,2020-08-15,23
Antofagasta,2,691854,2020-08-15,72
Atacama,3,314709,2020-08-15,11
Coquimbo,4,836096,2020-08-15,46
Valparaíso,5,1960170,2020-08-15,94
Metropolitana,13,8125072,2020-08-15,741
O’Higgins,6,991063,2020-08-15,46
Maule,7,1131939,2020-08-15,28
Ñuble,16,511551,2020-08-15,13
Biobío,8,1663696,2020-08-15,71
Araucanía,9,1014343,2020-08-15,6
Los Ríos,14,405835,2020-08-15,2
Los Lagos,10,891440,2020-08-15,18
Aysén,11,107297,2020-08-15,1
Magallanes,12,178362,2020-08-15,6
Arica y Parinacota,15,252110,2020-08-16,28
Tarapacá,1,382773,2020-08-16,24
Antofagasta,2,691854,2020-08-16,70
Atacama,3,314709,2020-08-16,11
Coquimbo,4,836096,2020-08-16,43
Valparaíso,5,1960170,2020-08-16,96
Metropolitana,13,8125072,2020-08-16,723
O’Higgins,6,991063,2020-08-16,48
Maule,7,1131939,2020-08-16,25
Ñuble,16,511551,2020-08-16,13
Biobío,8,1663696,2020-08-16,78
Araucanía,9,1014343,2020-08-16,7
Los Ríos,14,405835,2020-08-16,2
Los Lagos,10,891440,2020-08-16,16
Aysén,11,107297,2020-08-16,1
Magallanes,12,178362,2020-08-16,5
Arica y Parinacota,15,252110,2020-08-17,25
Tarapacá,1,382773,2020-08-17,24
Antofagasta,2,691854,2020-08-17,73
Atacama,3,314709,2020-08-17,12
Coquimbo,4,836096,2020-08-17,43
Valparaíso,5,1960170,2020-08-17,96
Metropolitana,13,8125072,2020-08-17,708
O’Higgins,6,991063,2020-08-17,48
Maule,7,1131939,2020-08-17,24
Ñuble,16,511551,2020-08-17,16
Biobío,8,1663696,2020-08-17,76
Araucanía,9,1014343,2020-08-17,7
Los Ríos,14,405835,2020-08-17,2
Los Lagos,10,891440,2020-08-17,18
Aysén,11,107297,2020-08-17,1
Magallanes,12,178362,2020-08-17,4
Arica y Parinacota,15,252110,2020-08-18,24
Tarapacá,1,382773,2020-08-18,24
Antofagasta,2,691854,2020-08-18,77
Atacama,3,314709,2020-08-18,9
Coquimbo,4,836096,2020-08-18,40
Valparaíso,5,1960170,2020-08-18,97
Metropolitana,13,8125072,2020-08-18,693
O’Higgins,6,991063,2020-08-18,47
Maule,7,1131939,2020-08-18,25
Ñuble,16,511551,2020-08-18,15
Biobío,8,1663696,2020-08-18,76
Araucanía,9,1014343,2020-08-18,7
Los Ríos,14,405835,2020-08-18,2
Los Lagos,10,891440,2020-08-18,18
Aysén,11,107297,2020-08-18,1
Magallanes,12,178362,2020-08-18,2
Arica y Parinacota,15,252110,2020-08-19,24
Tarapacá,1,382773,2020-08-19,23
Antofagasta,2,691854,2020-08-19,74
Atacama,3,314709,2020-08-19,9
Coquimbo,4,836096,2020-08-19,42
Valparaíso,5,1960170,2020-08-19,94
Metropolitana,13,8125072,2020-08-19,669
O’Higgins,6,991063,2020-08-19,39
Maule,7,1131939,2020-08-19,24
Ñuble,16,511551,2020-08-19,15
Biobío,8,1663696,2020-08-19,76
Araucanía,9,1014343,2020-08-19,8
Los Ríos,14,405835,2020-08-19,2
Los Lagos,10,891440,2020-08-19,18
Aysén,11,107297,2020-08-19,1
Magallanes,12,178362,2020-08-19,2
Arica y Parinacota,15,252110,2020-08-20,21
Tarapacá,1,382773,2020-08-20,23
Antofagasta,2,691854,2020-08-20,67
Atacama,3,314709,2020-08-20,8
Coquimbo,4,836096,2020-08-20,39
Valparaíso,5,1960170,2020-08-20,97
Metropolitana,13,8125072,2020-08-20,649
O’Higgins,6,991063,2020-08-20,36
Maule,7,1131939,2020-08-20,23
Ñuble,16,511551,2020-08-20,15
Biobío,8,1663696,2020-08-20,70
Araucanía,9,1014343,2020-08-20,7
Los Ríos,14,405835,2020-08-20,2
Los Lagos,10,891440,2020-08-20,17
Aysén,11,107297,2020-08-20,1
Magallanes,12,178362,2020-08-20,2
Arica y Parinacota,15,252110,2020-08-21,20
Tarapacá,1,382773,2020-08-21,23
Antofagasta,2,691854,2020-08-21,70
Atacama,3,314709,2020-08-21,7
Coquimbo,4,836096,2020-08-21,42
Valparaíso,5,1960170,2020-08-21,97
Metropolitana,13,8125072,2020-08-21,631
O’Higgins,6,991063,2020-08-21,42
Maule,7,1131939,2020-08-21,21
Ñuble,16,511551,2020-08-21,13
Biobío,8,1663696,2020-08-21,79
Araucanía,9,1014343,2020-08-21,7
Los Ríos,14,405835,2020-08-21,2
Los Lagos,10,891440,2020-08-21,15
Aysén,11,107297,2020-08-21,1
Magallanes,12,178362,2020-08-21,2
Arica y Parinacota,15,252110,2020-08-22,20
Tarapacá,1,382773,2020-08-22,23
Antofagasta,2,691854,2020-08-22,71
Atacama,3,314709,2020-08-22,8
Coquimbo,4,836096,2020-08-22,36
Valparaíso,5,1960170,2020-08-22,94
Metropolitana,13,8125072,2020-08-22,610
O’Higgins,6,991063,2020-08-22,42
Maule,7,1131939,2020-08-22,26
Ñuble,16,511551,2020-08-22,14
Biobío,8,1663696,2020-08-22,83
Araucanía,9,1014343,2020-08-22,8
Los Ríos,14,405835,2020-08-22,2
Los Lagos,10,891440,2020-08-22,16
Aysén,11,107297,2020-08-22,0
Magallanes,12,178362,2020-08-22,5
Arica y Parinacota,15,252110,2020-08-23,18
Tarapacá,1,382773,2020-08-23,21
Antofagasta,2,691854,2020-08-23,68
Atacama,3,314709,2020-08-23,8
Coquimbo,4,836096,2020-08-23,39
Valparaíso,5,1960170,2020-08-23,95
Metropolitana,13,8125072,2020-08-23,582
O’Higgins,6,991063,2020-08-23,45
Maule,7,1131939,2020-08-23,27
Ñuble,16,511551,2020-08-23,14
Biobío,8,1663696,2020-08-23,80
Araucanía,9,1014343,2020-08-23,8
Los Ríos,14,405835,2020-08-23,2
Los Lagos,10,891440,2020-08-23,15
Aysén,11,107297,2020-08-23,0
Magallanes,12,178362,2020-08-23,5
Arica y Parinacota,15,252110,2020-08-24,18
Tarapacá,1,382773,2020-08-24,19
Antofagasta,2,691854,2020-08-24,70
Atacama,3,314709,2020-08-24,7
Coquimbo,4,836096,2020-08-24,38
Valparaíso,5,1960170,2020-08-24,93
Metropolitana,13,8125072,2020-08-24,572
O’Higgins,6,991063,2020-08-24,46
Maule,7,1131939,2020-08-24,27
Ñuble,16,511551,2020-08-24,12
Biobío,8,1663696,2020-08-24,81
Araucanía,9,1014343,2020-08-24,7
Los Ríos,14,405835,2020-08-24,2
Los Lagos,10,891440,2020-08-24,16
Aysén,11,107297,2020-08-24,0
Magallanes,12,178362,2020-08-24,6
Arica y Parinacota,15,252110,2020-08-25,19
Tarapacá,1,382773,2020-08-25,20
Antofagasta,2,691854,2020-08-25,70
Atacama,3,314709,2020-08-25,6
Coquimbo,4,836096,2020-08-25,38
Valparaíso,5,1960170,2020-08-25,94
Metropolitana,13,8125072,2020-08-25,561
O’Higgins,6,991063,2020-08-25,46
Maule,7,1131939,2020-08-25,30
Ñuble,16,511551,2020-08-25,11
Biobío,8,1663696,2020-08-25,83
Araucanía,9,1014343,2020-08-25,6
Los Ríos,14,405835,2020-08-25,2
Los Lagos,10,891440,2020-08-25,17
Aysén,11,107297,2020-08-25,1
Magallanes,12,178362,2020-08-25,7
Arica y Parinacota,15,252110,2020-08-26,19
Tarapacá,1,382773,2020-08-26,18
Antofagasta,2,691854,2020-08-26,69
Atacama,3,314709,2020-08-26,6
Coquimbo,4,836096,2020-08-26,39
Valparaíso,5,1960170,2020-08-26,93
Metropolitana,13,8125072,2020-08-26,563
O’Higgins,6,991063,2020-08-26,43
Maule,7,1131939,2020-08-26,28
Ñuble,16,511551,2020-08-26,12
Biobío,8,1663696,2020-08-26,82
Araucanía,9,1014343,2020-08-26,6
Los Ríos,14,405835,2020-08-26,1
Los Lagos,10,891440,2020-08-26,16
Aysén,11,107297,2020-08-26,1
Magallanes,12,178362,2020-08-26,8
Arica y Parinacota,15,252110,2020-08-27,20
Tarapacá,1,382773,2020-08-27,18
Antofagasta,2,691854,2020-08-27,65
Atacama,3,314709,2020-08-27,7
Coquimbo,4,836096,2020-08-27,39
Valparaíso,5,1960170,2020-08-27,92
Metropolitana,13,8125072,2020-08-27,569
O’Higgins,6,991063,2020-08-27,45
Maule,7,1131939,2020-08-27,27
Ñuble,16,511551,2020-08-27,12
Biobío,8,1663696,2020-08-27,82
Araucanía,9,1014343,2020-08-27,6
Los Ríos,14,405835,2020-08-27,1
Los Lagos,10,891440,2020-08-27,16
Aysén,11,107297,2020-08-27,1
Magallanes,12,178362,2020-08-27,12
Arica y Parinacota,15,252110,2020-08-28,18
Tarapacá,1,382773,2020-08-28,18
Antofagasta,2,691854,2020-08-28,63
Atacama,3,314709,2020-08-28,8
Coquimbo,4,836096,2020-08-28,41
Valparaíso,5,1960170,2020-08-28,93
Metropolitana,13,8125072,2020-08-28,539
O’Higgins,6,991063,2020-08-28,47
Maule,7,1131939,2020-08-28,34
Ñuble,16,511551,2020-08-28,13
Biobío,8,1663696,2020-08-28,85
Araucanía,9,1014343,2020-08-28,6
Los Ríos,14,405835,2020-08-28,0
Los Lagos,10,891440,2020-08-28,17
Aysén,11,107297,2020-08-28,1
Magallanes,12,178362,2020-08-28,12
Arica y Parinacota,15,252110,2020-08-29,16
Tarapacá,1,382773,2020-08-29,17
Antofagasta,2,691854,2020-08-29,59
Atacama,3,314709,2020-08-29,8
Coquimbo,4,836096,2020-08-29,39
Valparaíso,5,1960170,2020-08-29,95
Metropolitana,13,8125072,2020-08-29,519
O’Higgins,6,991063,2020-08-29,43
Maule,7,1131939,2020-08-29,33
Ñuble,16,511551,2020-08-29,10
Biobío,8,1663696,2020-08-29,83
Araucanía,9,1014343,2020-08-29,6
Los Ríos,14,405835,2020-08-29,0
Los Lagos,10,891440,2020-08-29,17
Aysén,11,107297,2020-08-29,1
Magallanes,12,178362,2020-08-29,13
