region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
De Ñuble,Coihueco,2020-04-30,1.0,,1.0
De Ñuble,Coihueco,2020-06-11,1.0,,1.0
De Ñuble,Coihueco,2020-07-02,1.0,,1.0
De Ñuble,Coihueco,2020-07-27,,1.0,1.0
De Ñuble,El Carmen,2020-05-29,,1.0,1.0
De Ñuble,El Carmen,2020-06-14,1.0,,1.0
De Ñuble,El Carmen,2020-06-16,1.0,,1.0
De Ñuble,El Carmen,2020-06-21,,1.0,1.0
De Ñuble,El Carmen,2020-07-01,1.0,,1.0
De Ñuble,El Carmen,2020-08-19,,1.0,1.0
De Ñuble,Ninhue,2020-06-26,1.0,,1.0
De Ñuble,Pemuco,2020-07-01,1.0,,1.0
De Ñuble,Pemuco,2020-07-09,1.0,,1.0
De Ñuble,Pemuco,2020-08-11,1.0,,1.0
De Ñuble,Portezuelo,2020-08-16,1.0,,1.0
De Ñuble,Quillón,2020-04-04,1.0,,1.0
De Ñuble,Quillón,2020-04-05,,1.0,1.0
De Ñuble,Quillón,2020-06-02,1.0,,1.0
De Ñuble,Quillón,2020-07-03,1.0,,1.0
De Ñuble,Quillón,2020-08-03,,1.0,1.0
De Ñuble,Quillón,2020-08-10,,1.0,1.0
De Ñuble,Quirihue,2020-04-03,1.0,,1.0
De Ñuble,Quirihue,2020-06-06,,1.0,1.0
De Ñuble,Quirihue,2020-06-08,,1.0,1.0
De Ñuble,Quirihue,2020-07-16,,1.0,1.0
De Ñuble,Quirihue,2020-08-08,,1.0,1.0
De Ñuble,Ránquil,2020-08-06,,1.0,1.0
De Ñuble,San Carlos,2020-03-27,,1.0,1.0
De Ñuble,San Carlos,2020-04-16,1.0,,1.0
De Ñuble,San Carlos,2020-05-11,1.0,,1.0
De Ñuble,San Carlos,2020-06-05,1.0,,1.0
De Ñuble,San Carlos,2020-06-11,,1.0,1.0
De Ñuble,San Carlos,2020-06-25,1.0,,1.0
De Ñuble,San Carlos,2020-07-04,,1.0,1.0
De Ñuble,San Carlos,2020-07-06,1.0,,1.0
De Ñuble,San Carlos,2020-07-18,1.0,,1.0
De Ñuble,San Carlos,2020-07-24,,1.0,1.0
De Ñuble,San Carlos,2020-08-03,1.0,,1.0
De Ñuble,San Ignacio,2020-05-01,1.0,,1.0
De Ñuble,San Ignacio,2020-06-22,,1.0,1.0
De Ñuble,San Ignacio,2020-07-06,1.0,,1.0
De Ñuble,San Ignacio,2020-07-15,1.0,,1.0
De Ñuble,San Ignacio,2020-07-22,1.0,,1.0
De Ñuble,San Ignacio,2020-07-27,1.0,,1.0
De Ñuble,San Ignacio,2020-08-04,1.0,,1.0
De Ñuble,San Nicolás,2020-04-15,1.0,,1.0
De Ñuble,San Nicolás,2020-06-23,,1.0,1.0
De Ñuble,San Nicolás,2020-07-25,1.0,,1.0
De Ñuble,Treguaco,2020-04-07,,1.0,1.0
De Ñuble,Treguaco,2020-07-02,1.0,,1.0
De Ñuble,Yungay,2020-03-31,,1.0,1.0
De Ñuble,Yungay,2020-07-08,,1.0,1.0
De Ñuble,Yungay,2020-07-17,1.0,,1.0
De Ñuble,Ñiquén,2020-04-23,1.0,,1.0
De Ñuble,Ñiquén,2020-05-15,,1.0,1.0
De Ñuble,Ñiquén,2020-06-01,1.0,,1.0
De Ñuble,Ñiquén,2020-08-17,1.0,,1.0
Del Bíobío,Alto Biobío,2020-07-31,1.0,,1.0
Del Bíobío,Arauco,2020-06-07,,1.0,1.0
Del Bíobío,Arauco,2020-06-10,1.0,,1.0
Del Bíobío,Arauco,2020-06-11,,1.0,1.0
Del Bíobío,Arauco,2020-07-10,,1.0,1.0
Del Bíobío,Arauco,2020-07-20,,1.0,1.0
Del Bíobío,Arauco,2020-07-24,1.0,,1.0
Del Bíobío,Arauco,2020-07-25,,1.0,1.0
Del Bíobío,Arauco,2020-07-27,1.0,,1.0
Del Bíobío,Arauco,2020-08-02,,1.0,1.0
Del Bíobío,Arauco,2020-08-19,,1.0,1.0
Del Bíobío,Cabrero,2020-06-20,,1.0,1.0
Del Bíobío,Cabrero,2020-06-25,1.0,,1.0
Del Bíobío,Cabrero,2020-07-12,1.0,,1.0
Del Bíobío,Cabrero,2020-07-27,,1.0,1.0
Del Bíobío,Cabrero,2020-07-31,,1.0,1.0
Del Bíobío,Cañete,2020-06-21,,1.0,1.0
Del Bíobío,Cañete,2020-07-04,,1.0,1.0
Del Bíobío,Cañete,2020-07-08,,1.0,1.0
Del Bíobío,Cañete,2020-07-10,,1.0,1.0
Del Bíobío,Cañete,2020-07-13,,1.0,1.0
Del Bíobío,Cañete,2020-08-09,1.0,,1.0
Del Bíobío,Chiguayante,2020-04-15,1.0,,1.0
Del Bíobío,Chiguayante,2020-04-21,1.0,,1.0
Del Bíobío,Chiguayante,2020-04-27,,1.0,1.0
Del Bíobío,Chiguayante,2020-05-20,1.0,,1.0
Del Bíobío,Chiguayante,2020-05-23,,1.0,1.0
Del Bíobío,Chiguayante,2020-06-07,1.0,1.0,2.0
Del Bíobío,Chiguayante,2020-06-10,1.0,,1.0
Del Bíobío,Chiguayante,2020-06-14,,1.0,1.0
Del Bíobío,Chiguayante,2020-06-17,1.0,,1.0
Del Bíobío,Chiguayante,2020-06-18,1.0,,1.0
Del Bíobío,Chiguayante,2020-06-20,1.0,,1.0
Del Bíobío,Chiguayante,2020-06-22,,1.0,1.0
Del Bíobío,Chiguayante,2020-06-24,1.0,,1.0
Del Bíobío,Chiguayante,2020-06-25,,1.0,1.0
Del Bíobío,Chiguayante,2020-07-08,1.0,,1.0
Del Bíobío,Chiguayante,2020-07-25,1.0,,1.0
Del Bíobío,Chiguayante,2020-08-13,1.0,,1.0
Del Bíobío,Chiguayante,2020-08-17,,1.0,1.0
Del Bíobío,Concepción,2020-03-25,1.0,,1.0
Del Bíobío,Concepción,2020-04-19,1.0,,1.0
Del Bíobío,Concepción,2020-04-27,,1.0,1.0
Del Bíobío,Concepción,2020-05-05,,1.0,1.0
Del Bíobío,Concepción,2020-06-02,3.0,,3.0
Del Bíobío,Concepción,2020-06-09,1.0,,1.0
Del Bíobío,Concepción,2020-06-12,1.0,,1.0
Del Bíobío,Concepción,2020-06-14,2.0,,2.0
Del Bíobío,Concepción,2020-06-15,2.0,1.0,3.0
Del Bíobío,Concepción,2020-06-19,1.0,,1.0
Del Bíobío,Concepción,2020-06-22,2.0,,2.0
Del Bíobío,Concepción,2020-06-25,1.0,,1.0
Del Bíobío,Concepción,2020-06-26,1.0,,1.0
Del Bíobío,Concepción,2020-06-27,1.0,,1.0
Del Bíobío,Concepción,2020-06-28,1.0,,1.0
Del Bíobío,Concepción,2020-06-29,3.0,,3.0
Del Bíobío,Concepción,2020-07-08,,1.0,1.0
Del Bíobío,Concepción,2020-07-09,1.0,,1.0
Del Bíobío,Concepción,2020-07-10,1.0,,1.0
Del Bíobío,Concepción,2020-07-11,1.0,,1.0
Del Bíobío,Concepción,2020-07-12,1.0,,1.0
Del Bíobío,Concepción,2020-07-14,,1.0,1.0
Del Bíobío,Concepción,2020-07-17,1.0,,1.0
Del Bíobío,Concepción,2020-07-23,,1.0,1.0
Del Bíobío,Concepción,2020-07-24,,1.0,1.0
Del Bíobío,Concepción,2020-07-25,1.0,,1.0
Del Bíobío,Concepción,2020-07-30,,1.0,1.0
Del Bíobío,Concepción,2020-08-03,1.0,,1.0
Del Bíobío,Concepción,2020-08-05,1.0,,1.0
Del Bíobío,Concepción,2020-08-06,,2.0,2.0
Del Bíobío,Concepción,2020-08-09,1.0,,1.0
Del Bíobío,Concepción,2020-08-11,,2.0,2.0
Del Bíobío,Concepción,2020-08-12,,1.0,1.0
Del Bíobío,Concepción,2020-08-13,2.0,1.0,3.0
Del Bíobío,Concepción,2020-08-16,,1.0,1.0
Del Bíobío,Concepción,2020-08-17,,1.0,1.0
Del Bíobío,Concepción,2020-08-18,,1.0,1.0
Del Bíobío,Contulmo,2020-06-23,,1.0,1.0
Del Bíobío,Contulmo,2020-07-10,,1.0,1.0
Del Bíobío,Contulmo,2020-08-12,,1.0,1.0
Del Bíobío,Coronel,2020-03-30,,1.0,1.0
Del Bíobío,Coronel,2020-04-10,,1.0,1.0
Del Bíobío,Coronel,2020-04-13,,1.0,1.0
Del Bíobío,Coronel,2020-05-01,,1.0,1.0
Del Bíobío,Coronel,2020-05-26,,1.0,1.0
Del Bíobío,Coronel,2020-05-27,1.0,,1.0
Del Bíobío,Coronel,2020-05-31,,1.0,1.0
Del Bíobío,Coronel,2020-06-02,,1.0,1.0
Del Bíobío,Coronel,2020-06-05,,1.0,1.0
Del Bíobío,Coronel,2020-06-10,,2.0,2.0
Del Bíobío,Coronel,2020-06-16,,1.0,1.0
Del Bíobío,Coronel,2020-06-22,,1.0,1.0
Del Bíobío,Coronel,2020-06-24,1.0,,1.0
Del Bíobío,Coronel,2020-06-25,1.0,1.0,2.0
Del Bíobío,Coronel,2020-07-03,1.0,1.0,2.0
Del Bíobío,Coronel,2020-07-16,1.0,,1.0
Del Bíobío,Coronel,2020-07-17,1.0,,1.0
Del Bíobío,Coronel,2020-07-25,,1.0,1.0
Del Bíobío,Coronel,2020-07-27,1.0,,1.0
Del Bíobío,Coronel,2020-08-01,1.0,1.0,2.0
Del Bíobío,Coronel,2020-08-04,1.0,,1.0
Del Bíobío,Coronel,2020-08-06,,2.0,2.0
Del Bíobío,Coronel,2020-08-07,,1.0,1.0
Del Bíobío,Coronel,2020-08-08,,1.0,1.0
Del Bíobío,Coronel,2020-08-10,,1.0,1.0
Del Bíobío,Coronel,2020-08-11,,1.0,1.0
Del Bíobío,Coronel,2020-08-12,,1.0,1.0
Del Bíobío,Coronel,2020-08-13,1.0,1.0,2.0
Del Bíobío,Coronel,2020-08-15,,1.0,1.0
Del Bíobío,Coronel,2020-08-16,1.0,1.0,2.0
Del Bíobío,Coronel,2020-08-18,,1.0,1.0
Del Bíobío,Curanilahue,2020-06-11,1.0,,1.0
Del Bíobío,Curanilahue,2020-06-19,,1.0,1.0
Del Bíobío,Curanilahue,2020-06-24,,1.0,1.0
Del Bíobío,Curanilahue,2020-07-11,,1.0,1.0
Del Bíobío,Curanilahue,2020-07-15,,1.0,1.0
Del Bíobío,Curanilahue,2020-08-06,1.0,,1.0
Del Bíobío,Curanilahue,2020-08-08,,1.0,1.0
Del Bíobío,Curanilahue,2020-08-16,1.0,,1.0
Del Bíobío,Curanilahue,2020-08-18,,1.0,1.0
Del Bíobío,Florida,2020-06-03,1.0,,1.0
Del Bíobío,Florida,2020-06-14,,1.0,1.0
Del Bíobío,Florida,2020-07-09,1.0,,1.0
Del Bíobío,Hualpén,2020-03-26,1.0,,1.0
Del Bíobío,Hualpén,2020-04-10,,1.0,1.0
Del Bíobío,Hualpén,2020-05-03,1.0,,1.0
Del Bíobío,Hualpén,2020-06-05,,1.0,1.0
Del Bíobío,Hualpén,2020-07-06,1.0,1.0,2.0
Del Bíobío,Hualpén,2020-07-17,,1.0,1.0
Del Bíobío,Hualpén,2020-07-22,1.0,,1.0
Del Bíobío,Hualpén,2020-07-25,1.0,,1.0
Del Bíobío,Hualpén,2020-07-27,1.0,,1.0
Del Bíobío,Hualpén,2020-07-28,1.0,,1.0
Del Bíobío,Hualpén,2020-07-30,1.0,,1.0
Del Bíobío,Hualpén,2020-08-04,1.0,,1.0
Del Bíobío,Hualpén,2020-08-08,1.0,,1.0
Del Bíobío,Hualpén,2020-08-09,1.0,1.0,2.0
Del Bíobío,Hualpén,2020-08-15,1.0,,1.0
Del Bíobío,Hualpén,2020-08-17,1.0,,1.0
Del Bíobío,Hualqui,2020-06-11,1.0,,1.0
Del Bíobío,Hualqui,2020-06-12,1.0,,1.0
Del Bíobío,Hualqui,2020-06-13,1.0,,1.0
Del Bíobío,Hualqui,2020-08-04,1.0,,1.0
Del Bíobío,Hualqui,2020-08-06,1.0,,1.0
Del Bíobío,Hualqui,2020-08-07,,1.0,1.0
Del Bíobío,Hualqui,2020-08-08,1.0,,1.0
Del Bíobío,Laja,2020-05-11,,1.0,1.0
Del Bíobío,Laja,2020-06-28,,1.0,1.0
Del Bíobío,Laja,2020-08-12,,1.0,1.0
Del Bíobío,Lebu,2020-07-04,,1.0,1.0
Del Bíobío,Lebu,2020-07-19,,1.0,1.0
Del Bíobío,Lebu,2020-07-21,,1.0,1.0
Del Bíobío,Los Álamos,2020-07-07,,1.0,1.0
Del Bíobío,Los Ángeles,2020-04-06,,1.0,1.0
Del Bíobío,Los Ángeles,2020-05-13,,1.0,1.0
Del Bíobío,Los Ángeles,2020-05-23,,1.0,1.0
Del Bíobío,Los Ángeles,2020-06-02,,1.0,1.0
Del Bíobío,Los Ángeles,2020-06-05,,1.0,1.0
Del Bíobío,Los Ángeles,2020-06-19,1.0,,1.0
Del Bíobío,Los Ángeles,2020-06-25,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-02,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-07,,1.0,1.0
Del Bíobío,Los Ángeles,2020-07-11,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-14,,1.0,1.0
Del Bíobío,Los Ángeles,2020-07-15,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-16,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-22,1.0,2.0,3.0
Del Bíobío,Los Ángeles,2020-07-24,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-28,1.0,,1.0
Del Bíobío,Los Ángeles,2020-07-29,2.0,,2.0
Del Bíobío,Los Ángeles,2020-08-08,2.0,,2.0
Del Bíobío,Los Ángeles,2020-08-10,,1.0,1.0
Del Bíobío,Los Ángeles,2020-08-15,1.0,,1.0
Del Bíobío,Los Ángeles,2020-08-16,,1.0,1.0
Del Bíobío,Los Ángeles,2020-08-17,,1.0,1.0
Del Bíobío,Lota,2020-05-27,1.0,,1.0
Del Bíobío,Lota,2020-06-16,1.0,,1.0
Del Bíobío,Lota,2020-06-25,1.0,,1.0
Del Bíobío,Lota,2020-06-29,1.0,,1.0
Del Bíobío,Lota,2020-07-18,,1.0,1.0
Del Bíobío,Lota,2020-08-06,,1.0,1.0
Del Bíobío,Lota,2020-08-11,,1.0,1.0
Del Bíobío,Lota,2020-08-17,,1.0,1.0
Del Bíobío,Lota,2020-08-19,,1.0,1.0
Del Bíobío,Mulchén,2020-06-02,,1.0,1.0
Del Bíobío,Mulchén,2020-06-07,,1.0,1.0
Del Bíobío,Nacimiento,2020-05-07,,1.0,1.0
Del Bíobío,Nacimiento,2020-06-02,1.0,,1.0
Del Bíobío,Nacimiento,2020-06-07,,1.0,1.0
Del Bíobío,Nacimiento,2020-06-14,1.0,,1.0
Del Bíobío,Nacimiento,2020-06-21,,1.0,1.0
Del Bíobío,Nacimiento,2020-06-22,1.0,,1.0
Del Bíobío,Negrete,2020-04-05,,1.0,1.0
Del Bíobío,Negrete,2020-06-09,1.0,,1.0
Del Bíobío,Negrete,2020-08-12,,1.0,1.0
Del Bíobío,Penco,2020-06-18,1.0,,1.0
Del Bíobío,Penco,2020-06-22,,1.0,1.0
Del Bíobío,Penco,2020-07-07,,1.0,1.0
Del Bíobío,Penco,2020-07-10,,1.0,1.0
Del Bíobío,Penco,2020-07-21,1.0,,1.0
Del Bíobío,Penco,2020-07-23,,1.0,1.0
Del Bíobío,Penco,2020-07-27,1.0,,1.0
Del Bíobío,Penco,2020-07-31,1.0,,1.0
Del Bíobío,Penco,2020-08-07,1.0,,1.0
Del Bíobío,Penco,2020-08-09,1.0,,1.0
Del Bíobío,Penco,2020-08-10,1.0,,1.0
Del Bíobío,Penco,2020-08-13,,1.0,1.0
Del Bíobío,Quilaco,2020-07-22,,1.0,1.0
Del Bíobío,Quilleco,2020-06-23,1.0,,1.0
Del Bíobío,Quilleco,2020-07-03,1.0,,1.0
Del Bíobío,Quilleco,2020-08-11,,1.0,1.0
Del Bíobío,San Pedro de la Paz,2020-04-15,,1.0,1.0
Del Bíobío,San Pedro de la Paz,2020-04-23,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-04-29,,2.0,2.0
Del Bíobío,San Pedro de la Paz,2020-05-12,,1.0,1.0
Del Bíobío,San Pedro de la Paz,2020-05-22,,1.0,1.0
Del Bíobío,San Pedro de la Paz,2020-06-09,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-10,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-12,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-15,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-16,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-18,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-21,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-22,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-06-30,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-07-03,2.0,,2.0
Del Bíobío,San Pedro de la Paz,2020-07-06,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-07-08,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-07-12,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-07-17,2.0,,2.0
Del Bíobío,San Pedro de la Paz,2020-07-25,1.0,,1.0
Del Bíobío,San Pedro de la Paz,2020-08-09,,1.0,1.0
Del Bíobío,San Pedro de la Paz,2020-08-13,,1.0,1.0
Del Bíobío,San Pedro de la Paz,2020-08-14,1.0,,1.0
Del Bíobío,San Rosendo,2020-06-18,1.0,,1.0
Del Bíobío,Santa Bárbara,2020-07-05,,1.0,1.0
Del Bíobío,Santa Bárbara,2020-07-30,1.0,,1.0
Del Bíobío,Santa Bárbara,2020-08-04,1.0,,1.0
Del Bíobío,Santa Bárbara,2020-08-11,1.0,,1.0
Del Bíobío,Santa Bárbara,2020-08-15,1.0,,1.0
Del Bíobío,Santa Bárbara,2020-08-17,,1.0,1.0
Del Bíobío,Santa Juana,2020-06-20,1.0,,1.0
Del Bíobío,Santa Juana,2020-07-02,1.0,,1.0
Del Bíobío,Santa Juana,2020-07-06,1.0,,1.0
Del Bíobío,Santa Juana,2020-07-24,,1.0,1.0
Del Bíobío,Santa Juana,2020-08-05,,1.0,1.0
Del Bíobío,Santa Juana,2020-08-16,,1.0,1.0
Del Bíobío,Talcahuano,2020-04-25,,2.0,2.0
Del Bíobío,Talcahuano,2020-05-05,,1.0,1.0
Del Bíobío,Talcahuano,2020-05-11,1.0,,1.0
Del Bíobío,Talcahuano,2020-05-28,,1.0,1.0
Del Bíobío,Talcahuano,2020-05-30,,1.0,1.0
Del Bíobío,Talcahuano,2020-06-09,,1.0,1.0
Del Bíobío,Talcahuano,2020-06-21,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-03,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-09,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-10,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-12,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-13,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-15,,1.0,1.0
Del Bíobío,Talcahuano,2020-07-16,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-24,2.0,,2.0
Del Bíobío,Talcahuano,2020-07-25,1.0,,1.0
Del Bíobío,Talcahuano,2020-07-28,,1.0,1.0
Del Bíobío,Talcahuano,2020-08-01,2.0,,2.0
Del Bíobío,Talcahuano,2020-08-03,1.0,,1.0
Del Bíobío,Talcahuano,2020-08-06,1.0,,1.0
Del Bíobío,Talcahuano,2020-08-07,2.0,,2.0
Del Bíobío,Talcahuano,2020-08-08,1.0,,1.0
Del Bíobío,Talcahuano,2020-08-09,1.0,,1.0
Del Bíobío,Talcahuano,2020-08-15,1.0,1.0,2.0
Del Bíobío,Talcahuano,2020-08-16,1.0,1.0,2.0
Del Bíobío,Talcahuano,2020-08-17,,1.0,1.0
Del Bíobío,Talcahuano,2020-08-18,2.0,,2.0
Del Bíobío,Tomé,2020-04-06,,1.0,1.0
Del Bíobío,Tomé,2020-04-21,,1.0,1.0
Del Bíobío,Tomé,2020-05-07,1.0,,1.0
Del Bíobío,Tomé,2020-06-11,1.0,,1.0
Del Bíobío,Tomé,2020-06-18,,1.0,1.0
Del Bíobío,Tomé,2020-06-27,,1.0,1.0
Del Bíobío,Tomé,2020-07-03,,1.0,1.0
Del Bíobío,Tomé,2020-07-06,,1.0,1.0
Del Bíobío,Tomé,2020-07-07,,1.0,1.0
Del Bíobío,Tomé,2020-07-13,,1.0,1.0
Del Bíobío,Tomé,2020-08-14,,2.0,2.0
Del Bíobío,Tomé,2020-08-16,1.0,,1.0
Del Bíobío,Tomé,2020-08-18,,1.0,1.0
Del Bíobío,Tucapel,2020-06-12,,1.0,1.0
Del Bíobío,Tucapel,2020-07-31,1.0,,1.0
Del Bíobío,Yumbel,2020-06-24,1.0,,1.0
Del Bíobío,Yumbel,2020-08-13,,1.0,1.0
Del Bíobío,Yumbel,2020-08-15,,1.0,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-05-16,,1.0,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-06-03,1.0,,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-06-15,1.0,,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-06-23,1.0,,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-07-08,,1.0,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-07-21,1.0,,1.0
Del Libertador B. O'Higgins,Chimbarongo,2020-08-01,1.0,,1.0
Del Libertador B. O'Higgins,Chépica,2020-05-21,,1.0,1.0
Del Libertador B. O'Higgins,Chépica,2020-05-27,,1.0,1.0
Del Libertador B. O'Higgins,Chépica,2020-06-02,,1.0,1.0
Del Libertador B. O'Higgins,Chépica,2020-07-09,1.0,,1.0
Del Libertador B. O'Higgins,Chépica,2020-07-14,1.0,,1.0
Del Libertador B. O'Higgins,Chépica,2020-07-19,1.0,,1.0
Del Libertador B. O'Higgins,Chépica,2020-08-10,,1.0,1.0
Del Libertador B. O'Higgins,Codegua,2020-05-20,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-06-13,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-06-14,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-06-16,,1.0,1.0
Del Libertador B. O'Higgins,Codegua,2020-06-17,,1.0,1.0
Del Libertador B. O'Higgins,Codegua,2020-06-25,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-07-17,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-07-24,,1.0,1.0
Del Libertador B. O'Higgins,Codegua,2020-07-28,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-07-30,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-07-31,1.0,,1.0
Del Libertador B. O'Higgins,Codegua,2020-08-08,,1.0,1.0
Del Libertador B. O'Higgins,Codegua,2020-08-12,,1.0,1.0
Del Libertador B. O'Higgins,Coinco,2020-05-27,1.0,1.0,2.0
Del Libertador B. O'Higgins,Coinco,2020-05-28,,1.0,1.0
Del Libertador B. O'Higgins,Coinco,2020-08-02,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-05-29,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-06-06,1.0,1.0,2.0
Del Libertador B. O'Higgins,Coltauco,2020-06-09,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-06-17,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-06-19,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-06-23,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-06-29,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-07-02,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-07-12,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-07-21,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-07-29,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-08-01,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-08-02,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-08-03,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-08-04,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-08-08,1.0,,1.0
Del Libertador B. O'Higgins,Coltauco,2020-08-12,1.0,,1.0
Del Libertador B. O'Higgins,Doñihue,2020-05-01,1.0,1.0,2.0
Del Libertador B. O'Higgins,Doñihue,2020-06-02,1.0,,1.0
Del Libertador B. O'Higgins,Doñihue,2020-06-06,,1.0,1.0
Del Libertador B. O'Higgins,Doñihue,2020-06-29,1.0,,1.0
Del Libertador B. O'Higgins,Doñihue,2020-07-03,1.0,,1.0
Del Libertador B. O'Higgins,Doñihue,2020-07-06,,1.0,1.0
Del Libertador B. O'Higgins,Doñihue,2020-07-13,,1.0,1.0
Del Libertador B. O'Higgins,Doñihue,2020-07-21,,1.0,1.0
Del Libertador B. O'Higgins,Doñihue,2020-07-29,,1.0,1.0
Del Libertador B. O'Higgins,Doñihue,2020-08-07,1.0,,1.0
Del Libertador B. O'Higgins,Doñihue,2020-08-12,,1.0,1.0
Del Libertador B. O'Higgins,Graneros,2020-05-25,,1.0,1.0
Del Libertador B. O'Higgins,Graneros,2020-05-26,,1.0,1.0
Del Libertador B. O'Higgins,Graneros,2020-06-21,,1.0,1.0
Del Libertador B. O'Higgins,Graneros,2020-06-25,,1.0,1.0
Del Libertador B. O'Higgins,Graneros,2020-06-26,1.0,1.0,2.0
Del Libertador B. O'Higgins,Graneros,2020-06-29,1.0,,1.0
Del Libertador B. O'Higgins,Graneros,2020-07-02,,1.0,1.0
Del Libertador B. O'Higgins,Graneros,2020-08-01,1.0,,1.0
Del Libertador B. O'Higgins,Graneros,2020-08-14,,1.0,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-05-28,,2.0,2.0
Del Libertador B. O'Higgins,Las Cabras,2020-06-04,,1.0,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-06-14,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-06-17,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-06-26,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-06-27,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-06-29,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-07-10,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-07-12,,1.0,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-07-23,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-07-24,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-07-31,,1.0,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-08-01,,1.0,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-08-07,1.0,,1.0
Del Libertador B. O'Higgins,Las Cabras,2020-08-14,1.0,,1.0
Del Libertador B. O'Higgins,Litueche,2020-06-04,1.0,,1.0
Del Libertador B. O'Higgins,Litueche,2020-06-12,,1.0,1.0
Del Libertador B. O'Higgins,Litueche,2020-07-18,1.0,,1.0
Del Libertador B. O'Higgins,Lolol,2020-07-03,,1.0,1.0
Del Libertador B. O'Higgins,Lolol,2020-07-23,,1.0,1.0
Del Libertador B. O'Higgins,Machalí,2020-05-09,1.0,,1.0
Del Libertador B. O'Higgins,Machalí,2020-05-10,,1.0,1.0
Del Libertador B. O'Higgins,Machalí,2020-05-18,1.0,,1.0
Del Libertador B. O'Higgins,Machalí,2020-05-26,,1.0,1.0
Del Libertador B. O'Higgins,Machalí,2020-06-04,1.0,,1.0
