region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
Metropolitana de Santiago,Peñalolén,2020-06-05,7.0,,7.0
Metropolitana de Santiago,Peñalolén,2020-06-06,10.0,1.0,11.0
Metropolitana de Santiago,Peñalolén,2020-06-07,4.0,1.0,5.0
Metropolitana de Santiago,Peñalolén,2020-06-08,8.0,,8.0
Metropolitana de Santiago,Peñalolén,2020-06-09,5.0,2.0,7.0
Metropolitana de Santiago,Peñalolén,2020-06-10,4.0,2.0,6.0
Metropolitana de Santiago,Peñalolén,2020-06-11,5.0,3.0,8.0
Metropolitana de Santiago,Peñalolén,2020-06-12,4.0,1.0,5.0
Metropolitana de Santiago,Peñalolén,2020-06-13,7.0,,7.0
Metropolitana de Santiago,Peñalolén,2020-06-14,7.0,,7.0
Metropolitana de Santiago,Peñalolén,2020-06-15,5.0,4.0,9.0
Metropolitana de Santiago,Peñalolén,2020-06-16,9.0,,9.0
Metropolitana de Santiago,Peñalolén,2020-06-17,4.0,2.0,6.0
Metropolitana de Santiago,Peñalolén,2020-06-18,6.0,,6.0
Metropolitana de Santiago,Peñalolén,2020-06-19,4.0,1.0,5.0
Metropolitana de Santiago,Peñalolén,2020-06-20,2.0,,2.0
Metropolitana de Santiago,Peñalolén,2020-06-21,4.0,,4.0
Metropolitana de Santiago,Peñalolén,2020-06-22,4.0,1.0,5.0
Metropolitana de Santiago,Peñalolén,2020-06-23,6.0,,6.0
Metropolitana de Santiago,Peñalolén,2020-06-24,1.0,3.0,4.0
Metropolitana de Santiago,Peñalolén,2020-06-25,5.0,2.0,7.0
Metropolitana de Santiago,Peñalolén,2020-06-26,3.0,1.0,4.0
Metropolitana de Santiago,Peñalolén,2020-06-27,2.0,1.0,3.0
Metropolitana de Santiago,Peñalolén,2020-06-28,2.0,1.0,3.0
Metropolitana de Santiago,Peñalolén,2020-06-30,6.0,1.0,7.0
Metropolitana de Santiago,Peñalolén,2020-07-01,3.0,2.0,5.0
Metropolitana de Santiago,Peñalolén,2020-07-02,5.0,1.0,6.0
Metropolitana de Santiago,Peñalolén,2020-07-03,5.0,1.0,6.0
Metropolitana de Santiago,Peñalolén,2020-07-04,5.0,2.0,7.0
Metropolitana de Santiago,Peñalolén,2020-07-05,6.0,,6.0
Metropolitana de Santiago,Peñalolén,2020-07-06,4.0,1.0,5.0
Metropolitana de Santiago,Peñalolén,2020-07-07,2.0,,2.0
Metropolitana de Santiago,Peñalolén,2020-07-08,2.0,1.0,3.0
Metropolitana de Santiago,Peñalolén,2020-07-09,4.0,,4.0
Metropolitana de Santiago,Peñalolén,2020-07-10,4.0,2.0,6.0
Metropolitana de Santiago,Peñalolén,2020-07-11,4.0,,4.0
Metropolitana de Santiago,Peñalolén,2020-07-12,3.0,,3.0
Metropolitana de Santiago,Peñalolén,2020-07-13,1.0,1.0,2.0
Metropolitana de Santiago,Peñalolén,2020-07-14,1.0,1.0,2.0
Metropolitana de Santiago,Peñalolén,2020-07-15,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-07-16,4.0,1.0,5.0
Metropolitana de Santiago,Peñalolén,2020-07-17,3.0,,3.0
Metropolitana de Santiago,Peñalolén,2020-07-18,4.0,,4.0
Metropolitana de Santiago,Peñalolén,2020-07-20,3.0,,3.0
Metropolitana de Santiago,Peñalolén,2020-07-21,3.0,,3.0
Metropolitana de Santiago,Peñalolén,2020-07-22,2.0,,2.0
Metropolitana de Santiago,Peñalolén,2020-07-24,2.0,,2.0
Metropolitana de Santiago,Peñalolén,2020-07-25,3.0,1.0,4.0
Metropolitana de Santiago,Peñalolén,2020-07-26,4.0,,4.0
Metropolitana de Santiago,Peñalolén,2020-07-27,2.0,,2.0
Metropolitana de Santiago,Peñalolén,2020-07-29,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-07-31,1.0,1.0,2.0
Metropolitana de Santiago,Peñalolén,2020-08-01,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-08-02,3.0,,3.0
Metropolitana de Santiago,Peñalolén,2020-08-04,2.0,,2.0
Metropolitana de Santiago,Peñalolén,2020-08-05,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-08-08,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-08-10,,1.0,1.0
Metropolitana de Santiago,Peñalolén,2020-08-12,1.0,1.0,2.0
Metropolitana de Santiago,Peñalolén,2020-08-13,2.0,1.0,3.0
Metropolitana de Santiago,Peñalolén,2020-08-14,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-08-15,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-08-17,1.0,,1.0
Metropolitana de Santiago,Peñalolén,2020-08-18,2.0,,2.0
Metropolitana de Santiago,Pirque,2020-04-19,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-05-09,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-05-13,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-05-14,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-05-15,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-05-16,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-05-21,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-05-24,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-05-27,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-05-30,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-05-31,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-03,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-06-05,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-06,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-08,3.0,,3.0
Metropolitana de Santiago,Pirque,2020-06-10,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-13,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-15,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-21,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-06-26,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-06-29,2.0,,2.0
Metropolitana de Santiago,Pirque,2020-06-30,1.0,1.0,2.0
Metropolitana de Santiago,Pirque,2020-07-01,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-07-04,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-07-07,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-07-13,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-07-18,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-07-20,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-07-29,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-08-03,1.0,,1.0
Metropolitana de Santiago,Pirque,2020-08-06,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-08-10,,1.0,1.0
Metropolitana de Santiago,Pirque,2020-08-14,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-04-11,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-04-15,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-04-17,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-04-22,1.0,1.0,2.0
Metropolitana de Santiago,Providencia,2020-05-02,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-04,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-07,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-08,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-09,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-05-10,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-13,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-16,3.0,,3.0
Metropolitana de Santiago,Providencia,2020-05-17,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-05-18,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-19,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-20,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-05-21,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-22,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-23,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-24,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-05-27,4.0,3.0,7.0
Metropolitana de Santiago,Providencia,2020-05-28,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-05-29,4.0,,4.0
Metropolitana de Santiago,Providencia,2020-05-30,4.0,1.0,5.0
Metropolitana de Santiago,Providencia,2020-05-31,1.0,1.0,2.0
Metropolitana de Santiago,Providencia,2020-06-01,2.0,2.0,4.0
Metropolitana de Santiago,Providencia,2020-06-02,3.0,,3.0
Metropolitana de Santiago,Providencia,2020-06-03,4.0,,4.0
Metropolitana de Santiago,Providencia,2020-06-04,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-06-05,5.0,,5.0
Metropolitana de Santiago,Providencia,2020-06-06,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-06-07,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-06-08,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-06-09,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-06-10,5.0,,5.0
Metropolitana de Santiago,Providencia,2020-06-11,5.0,2.0,7.0
Metropolitana de Santiago,Providencia,2020-06-12,5.0,1.0,6.0
Metropolitana de Santiago,Providencia,2020-06-13,4.0,1.0,5.0
Metropolitana de Santiago,Providencia,2020-06-14,2.0,2.0,4.0
Metropolitana de Santiago,Providencia,2020-06-15,2.0,2.0,4.0
Metropolitana de Santiago,Providencia,2020-06-16,1.0,1.0,2.0
Metropolitana de Santiago,Providencia,2020-06-17,1.0,1.0,2.0
Metropolitana de Santiago,Providencia,2020-06-18,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-06-19,3.0,,3.0
Metropolitana de Santiago,Providencia,2020-06-20,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-06-21,5.0,,5.0
Metropolitana de Santiago,Providencia,2020-06-22,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-06-23,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-06-24,,2.0,2.0
Metropolitana de Santiago,Providencia,2020-06-25,3.0,,3.0
Metropolitana de Santiago,Providencia,2020-06-26,8.0,1.0,9.0
Metropolitana de Santiago,Providencia,2020-06-28,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-06-29,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-06-30,2.0,2.0,4.0
Metropolitana de Santiago,Providencia,2020-07-01,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-02,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-07-03,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-07-04,1.0,2.0,3.0
Metropolitana de Santiago,Providencia,2020-07-07,4.0,,4.0
Metropolitana de Santiago,Providencia,2020-07-08,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-07-09,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-10,1.0,2.0,3.0
Metropolitana de Santiago,Providencia,2020-07-11,3.0,1.0,4.0
Metropolitana de Santiago,Providencia,2020-07-13,4.0,,4.0
Metropolitana de Santiago,Providencia,2020-07-14,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-16,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-18,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-19,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-20,2.0,1.0,3.0
Metropolitana de Santiago,Providencia,2020-07-21,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-07-22,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-23,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-07-27,1.0,2.0,3.0
Metropolitana de Santiago,Providencia,2020-07-29,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-08-03,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-08-05,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-08-06,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-08-08,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-08-10,2.0,,2.0
Metropolitana de Santiago,Providencia,2020-08-11,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-08-12,,1.0,1.0
Metropolitana de Santiago,Providencia,2020-08-14,1.0,1.0,2.0
Metropolitana de Santiago,Providencia,2020-08-15,1.0,,1.0
Metropolitana de Santiago,Providencia,2020-08-17,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-03-20,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-04-19,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-04-22,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-04-23,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-05-01,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-05-02,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-05-03,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-05-07,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-05-11,1.0,1.0,2.0
Metropolitana de Santiago,Pudahuel,2020-05-13,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-05-15,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-05-19,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-05-20,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-05-21,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-05-22,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-05-23,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-05-24,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-05-25,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-05-26,5.0,,5.0
Metropolitana de Santiago,Pudahuel,2020-05-27,7.0,1.0,8.0
Metropolitana de Santiago,Pudahuel,2020-05-28,4.0,1.0,5.0
Metropolitana de Santiago,Pudahuel,2020-05-29,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-05-30,7.0,,7.0
Metropolitana de Santiago,Pudahuel,2020-05-31,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-06-01,7.0,,7.0
Metropolitana de Santiago,Pudahuel,2020-06-02,5.0,1.0,6.0
Metropolitana de Santiago,Pudahuel,2020-06-03,2.0,3.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-04,6.0,,6.0
Metropolitana de Santiago,Pudahuel,2020-06-05,4.0,2.0,6.0
Metropolitana de Santiago,Pudahuel,2020-06-06,6.0,,6.0
Metropolitana de Santiago,Pudahuel,2020-06-07,4.0,1.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-08,5.0,,5.0
Metropolitana de Santiago,Pudahuel,2020-06-09,6.0,,6.0
Metropolitana de Santiago,Pudahuel,2020-06-10,5.0,2.0,7.0
Metropolitana de Santiago,Pudahuel,2020-06-11,6.0,1.0,7.0
Metropolitana de Santiago,Pudahuel,2020-06-12,7.0,2.0,9.0
Metropolitana de Santiago,Pudahuel,2020-06-13,4.0,1.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-14,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-06-15,7.0,,7.0
Metropolitana de Santiago,Pudahuel,2020-06-16,2.0,1.0,3.0
Metropolitana de Santiago,Pudahuel,2020-06-17,6.0,,6.0
Metropolitana de Santiago,Pudahuel,2020-06-18,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-06-19,3.0,1.0,4.0
Metropolitana de Santiago,Pudahuel,2020-06-20,4.0,1.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-21,4.0,1.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-22,3.0,2.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-23,3.0,1.0,4.0
Metropolitana de Santiago,Pudahuel,2020-06-24,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-06-25,3.0,1.0,4.0
Metropolitana de Santiago,Pudahuel,2020-06-26,3.0,2.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-27,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-06-28,4.0,1.0,5.0
Metropolitana de Santiago,Pudahuel,2020-06-29,4.0,,4.0
Metropolitana de Santiago,Pudahuel,2020-06-30,3.0,3.0,6.0
Metropolitana de Santiago,Pudahuel,2020-07-01,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-07-02,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-03,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-07-04,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-05,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-06,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-07-07,6.0,,6.0
Metropolitana de Santiago,Pudahuel,2020-07-08,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-07-10,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-07-11,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-07-13,3.0,1.0,4.0
Metropolitana de Santiago,Pudahuel,2020-07-15,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-07-16,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-07-17,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-18,1.0,1.0,2.0
Metropolitana de Santiago,Pudahuel,2020-07-19,3.0,1.0,4.0
Metropolitana de Santiago,Pudahuel,2020-07-20,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-07-21,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-22,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-23,1.0,1.0,2.0
Metropolitana de Santiago,Pudahuel,2020-07-24,3.0,,3.0
Metropolitana de Santiago,Pudahuel,2020-07-25,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-07-27,4.0,,4.0
Metropolitana de Santiago,Pudahuel,2020-07-28,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-07-29,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-30,2.0,,2.0
Metropolitana de Santiago,Pudahuel,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-08-01,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-08-03,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-08-05,4.0,,4.0
Metropolitana de Santiago,Pudahuel,2020-08-06,1.0,1.0,2.0
Metropolitana de Santiago,Pudahuel,2020-08-07,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-08-08,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-08-09,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-08-10,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-08-11,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-08-15,1.0,,1.0
Metropolitana de Santiago,Pudahuel,2020-08-16,,1.0,1.0
Metropolitana de Santiago,Pudahuel,2020-08-17,1.0,1.0,2.0
Metropolitana de Santiago,Pudahuel,2020-08-18,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-04-01,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-04-03,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-04,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-04-05,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-04-08,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-12,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-13,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-14,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-04-15,2.0,1.0,3.0
Metropolitana de Santiago,Puente Alto,2020-04-22,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-24,1.0,1.0,2.0
Metropolitana de Santiago,Puente Alto,2020-04-25,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-26,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-29,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-04-30,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-05-01,1.0,1.0,2.0
Metropolitana de Santiago,Puente Alto,2020-05-02,1.0,1.0,2.0
Metropolitana de Santiago,Puente Alto,2020-05-03,1.0,,1.0
Metropolitana de Santiago,Puente Alto,2020-05-04,2.0,1.0,3.0
Metropolitana de Santiago,Puente Alto,2020-05-05,2.0,,2.0
Metropolitana de Santiago,Puente Alto,2020-05-06,5.0,,5.0
Metropolitana de Santiago,Puente Alto,2020-05-07,2.0,,2.0
Metropolitana de Santiago,Puente Alto,2020-05-08,2.0,,2.0
Metropolitana de Santiago,Puente Alto,2020-05-09,2.0,2.0,4.0
Metropolitana de Santiago,Puente Alto,2020-05-10,4.0,,4.0
Metropolitana de Santiago,Puente Alto,2020-05-12,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-05-13,2.0,2.0,4.0
Metropolitana de Santiago,Puente Alto,2020-05-14,5.0,1.0,6.0
Metropolitana de Santiago,Puente Alto,2020-05-15,4.0,,4.0
Metropolitana de Santiago,Puente Alto,2020-05-16,5.0,2.0,7.0
Metropolitana de Santiago,Puente Alto,2020-05-17,3.0,1.0,4.0
Metropolitana de Santiago,Puente Alto,2020-05-18,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-05-19,5.0,1.0,6.0
Metropolitana de Santiago,Puente Alto,2020-05-20,8.0,,8.0
Metropolitana de Santiago,Puente Alto,2020-05-21,11.0,1.0,12.0
Metropolitana de Santiago,Puente Alto,2020-05-22,9.0,,9.0
Metropolitana de Santiago,Puente Alto,2020-05-23,8.0,,8.0
Metropolitana de Santiago,Puente Alto,2020-05-24,9.0,4.0,13.0
Metropolitana de Santiago,Puente Alto,2020-05-25,4.0,2.0,6.0
Metropolitana de Santiago,Puente Alto,2020-05-26,3.0,1.0,4.0
Metropolitana de Santiago,Puente Alto,2020-05-27,6.0,1.0,7.0
Metropolitana de Santiago,Puente Alto,2020-05-28,4.0,1.0,5.0
Metropolitana de Santiago,Puente Alto,2020-05-29,4.0,3.0,7.0
Metropolitana de Santiago,Puente Alto,2020-05-30,12.0,2.0,14.0
Metropolitana de Santiago,Puente Alto,2020-05-31,8.0,5.0,13.0
Metropolitana de Santiago,Puente Alto,2020-06-01,8.0,1.0,9.0
Metropolitana de Santiago,Puente Alto,2020-06-02,8.0,1.0,9.0
Metropolitana de Santiago,Puente Alto,2020-06-03,10.0,2.0,12.0
Metropolitana de Santiago,Puente Alto,2020-06-04,7.0,6.0,13.0
Metropolitana de Santiago,Puente Alto,2020-06-05,6.0,1.0,7.0
Metropolitana de Santiago,Puente Alto,2020-06-06,11.0,6.0,17.0
Metropolitana de Santiago,Puente Alto,2020-06-07,11.0,4.0,15.0
Metropolitana de Santiago,Puente Alto,2020-06-08,8.0,3.0,11.0
Metropolitana de Santiago,Puente Alto,2020-06-09,10.0,2.0,12.0
Metropolitana de Santiago,Puente Alto,2020-06-10,18.0,1.0,19.0
Metropolitana de Santiago,Puente Alto,2020-06-11,11.0,5.0,16.0
Metropolitana de Santiago,Puente Alto,2020-06-12,11.0,2.0,13.0
Metropolitana de Santiago,Puente Alto,2020-06-13,12.0,1.0,13.0
Metropolitana de Santiago,Puente Alto,2020-06-14,5.0,4.0,9.0
Metropolitana de Santiago,Puente Alto,2020-06-15,18.0,3.0,21.0
Metropolitana de Santiago,Puente Alto,2020-06-16,11.0,2.0,13.0
Metropolitana de Santiago,Puente Alto,2020-06-17,10.0,2.0,12.0
Metropolitana de Santiago,Puente Alto,2020-06-18,7.0,3.0,10.0
Metropolitana de Santiago,Puente Alto,2020-06-19,17.0,1.0,18.0
Metropolitana de Santiago,Puente Alto,2020-06-20,8.0,1.0,9.0
Metropolitana de Santiago,Puente Alto,2020-06-21,9.0,2.0,11.0
Metropolitana de Santiago,Puente Alto,2020-06-22,8.0,1.0,9.0
Metropolitana de Santiago,Puente Alto,2020-06-23,4.0,4.0,8.0
Metropolitana de Santiago,Puente Alto,2020-06-24,8.0,3.0,11.0
Metropolitana de Santiago,Puente Alto,2020-06-25,11.0,4.0,15.0
Metropolitana de Santiago,Puente Alto,2020-06-26,7.0,,7.0
Metropolitana de Santiago,Puente Alto,2020-06-27,12.0,,12.0
Metropolitana de Santiago,Puente Alto,2020-06-28,10.0,2.0,12.0
Metropolitana de Santiago,Puente Alto,2020-06-29,8.0,2.0,10.0
Metropolitana de Santiago,Puente Alto,2020-06-30,8.0,3.0,11.0
Metropolitana de Santiago,Puente Alto,2020-07-01,5.0,5.0,10.0
Metropolitana de Santiago,Puente Alto,2020-07-02,7.0,2.0,9.0
Metropolitana de Santiago,Puente Alto,2020-07-03,6.0,2.0,8.0
Metropolitana de Santiago,Puente Alto,2020-07-04,5.0,3.0,8.0
Metropolitana de Santiago,Puente Alto,2020-07-05,5.0,1.0,6.0
Metropolitana de Santiago,Puente Alto,2020-07-06,9.0,,9.0
Metropolitana de Santiago,Puente Alto,2020-07-07,8.0,3.0,11.0
Metropolitana de Santiago,Puente Alto,2020-07-08,5.0,5.0,10.0
Metropolitana de Santiago,Puente Alto,2020-07-09,7.0,1.0,8.0
Metropolitana de Santiago,Puente Alto,2020-07-10,3.0,2.0,5.0
Metropolitana de Santiago,Puente Alto,2020-07-11,1.0,3.0,4.0
Metropolitana de Santiago,Puente Alto,2020-07-12,3.0,1.0,4.0
Metropolitana de Santiago,Puente Alto,2020-07-13,5.0,1.0,6.0
Metropolitana de Santiago,Puente Alto,2020-07-14,4.0,,4.0
Metropolitana de Santiago,Puente Alto,2020-07-15,4.0,2.0,6.0
Metropolitana de Santiago,Puente Alto,2020-07-16,6.0,2.0,8.0
Metropolitana de Santiago,Puente Alto,2020-07-17,5.0,1.0,6.0
Metropolitana de Santiago,Puente Alto,2020-07-18,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-07-19,5.0,,5.0
Metropolitana de Santiago,Puente Alto,2020-07-20,7.0,2.0,9.0
Metropolitana de Santiago,Puente Alto,2020-07-21,7.0,,7.0
Metropolitana de Santiago,Puente Alto,2020-07-22,2.0,2.0,4.0
Metropolitana de Santiago,Puente Alto,2020-07-23,1.0,2.0,3.0
Metropolitana de Santiago,Puente Alto,2020-07-24,1.0,1.0,2.0
Metropolitana de Santiago,Puente Alto,2020-07-25,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-07-26,2.0,2.0,4.0
Metropolitana de Santiago,Puente Alto,2020-07-27,4.0,2.0,6.0
Metropolitana de Santiago,Puente Alto,2020-07-28,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-07-29,2.0,,2.0
Metropolitana de Santiago,Puente Alto,2020-07-30,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-07-31,4.0,1.0,5.0
Metropolitana de Santiago,Puente Alto,2020-08-01,5.0,1.0,6.0
Metropolitana de Santiago,Puente Alto,2020-08-02,3.0,,3.0
Metropolitana de Santiago,Puente Alto,2020-08-03,2.0,,2.0
Metropolitana de Santiago,Puente Alto,2020-08-04,6.0,3.0,9.0
Metropolitana de Santiago,Puente Alto,2020-08-05,5.0,,5.0
Metropolitana de Santiago,Puente Alto,2020-08-07,6.0,2.0,8.0
Metropolitana de Santiago,Puente Alto,2020-08-08,2.0,,2.0
Metropolitana de Santiago,Puente Alto,2020-08-09,1.0,4.0,5.0
Metropolitana de Santiago,Puente Alto,2020-08-10,,1.0,1.0
Metropolitana de Santiago,Puente Alto,2020-08-11,6.0,,6.0
