Region,Poblacion,Fecha,PCR Realizados,Region ID,Tasa
Araucanía,1014343,2020/07/03,597.0,9,58.85583081856927
Los Ríos,405835,2020/07/03,258.0,14,63.57263419862752
Los Lagos,891440,2020/07/03,842.0,10,94.45391725747106
Aysén,107297,2020/07/03,114.0,11,106.24714577294799
Magallanes,178362,2020/07/03,191.0,12,107.08558997992847
Arica y Parinacota,252110,2020/07/04,229.0,15,90.83336638768792
Tarapacá,382773,2020/07/04,590.0,1,154.13835354113274
Antofagasta,691854,2020/07/04,707.0,2,102.18919020486982
Atacama,314709,2020/07/04,292.0,3,92.78412755911016
Coquimbo,836096,2020/07/04,414.0,4,49.515845070422536
Valparaíso,1960170,2020/07/04,935.0,5,47.699944392578196
Metropolitana,8125072,2020/07/04,9027.0,13,111.10055393970663
O’Higgins,991063,2020/07/04,396.0,6,39.95709657206454
Maule,1131939,2020/07/04,921.0,7,81.364808527668
Ñuble,511551,2020/07/04,215.0,16,42.02904500235558
Biobío,1663696,2020/07/04,1409.0,8,84.6909531549033
Araucanía,1014343,2020/07/04,583.0,9,57.47562708078036
Los Ríos,405835,2020/07/04,238.0,14,58.644523020439344
Los Lagos,891440,2020/07/04,1102.0,10,123.62020999730771
Aysén,107297,2020/07/04,134.0,11,124.8869959085529
Magallanes,178362,2020/07/04,95.0,12,53.26246622038327
Arica y Parinacota,252110,2020/07/05,252.0,15,99.95636825195352
Tarapacá,382773,2020/07/05,607.0,1,158.5796281346908
Antofagasta,691854,2020/07/05,855.0,2,123.58098673997692
Atacama,314709,2020/07/05,286.0,3,90.87760439008736
Coquimbo,836096,2020/07/05,393.0,4,47.00417176974893
Valparaíso,1960170,2020/07/05,974.0,5,49.689567741573434
Metropolitana,8125072,2020/07/05,8983.0,13,110.55902027698956
O’Higgins,991063,2020/07/05,435.0,6,43.892265173858775
Maule,1131939,2020/07/05,742.0,7,65.55123553477705
Ñuble,511551,2020/07/05,404.0,16,78.9755078183798
Biobío,1663696,2020/07/05,1854.0,8,111.43862821092316
Araucanía,1014343,2020/07/05,571.0,9,56.29259530553274
Los Ríos,405835,2020/07/05,198.0,14,48.78830066406298
Los Lagos,891440,2020/07/05,1155.0,10,129.56564659427443
Aysén,107297,2020/07/05,123.0,11,114.63507833397018
Magallanes,178362,2020/07/05,172.0,12,96.4330967358518
Arica y Parinacota,252110,2020/07/06,223.0,15,88.4534528578795
Tarapacá,382773,2020/07/06,786.0,1,205.3436370903904
Antofagasta,691854,2020/07/06,752.0,2,108.69345266486859
Atacama,314709,2020/07/06,325.0,3,103.27000498873564
Coquimbo,836096,2020/07/06,391.0,4,46.76496478873239
Valparaíso,1960170,2020/07/06,931.0,5,47.495880459347916
Metropolitana,8125072,2020/07/06,7868.0,13,96.83606496040896
O’Higgins,991063,2020/07/06,533.0,6,53.78063755785454
Maule,1131939,2020/07/06,641.0,7,56.628493231525724
Ñuble,511551,2020/07/06,340.0,16,66.46453628279487
Biobío,1663696,2020/07/06,1677.0,8,100.79966532347255
Araucanía,1014343,2020/07/06,764.0,9,75.31968969076536
Los Ríos,405835,2020/07/06,195.0,14,48.049083987334754
Los Lagos,891440,2020/07/06,664.0,10,74.48622453558288
Aysén,107297,2020/07/06,97.0,11,90.40327315768381
Magallanes,178362,2020/07/06,190.0,12,106.52493244076653
Arica y Parinacota,252110,2020/07/07,145.0,15,57.51457697037007
Tarapacá,382773,2020/07/07,548.0,1,143.1657927805775
Antofagasta,691854,2020/07/07,628.0,2,90.7705961084275
Atacama,314709,2020/07/07,179.0,3,56.87794120918054
Coquimbo,836096,2020/07/07,262.0,4,31.336114513165953
Valparaíso,1960170,2020/07/07,602.0,5,30.7116219511573
Metropolitana,8125072,2020/07/07,6349.0,13,78.14084601342608
O’Higgins,991063,2020/07/07,525.0,6,52.973423485691626
Maule,1131939,2020/07/07,521.0,7,46.02721524746475
Ñuble,511551,2020/07/07,170.0,16,33.232268141397434
Biobío,1663696,2020/07/07,969.0,8,58.24381377367019
Araucanía,1014343,2020/07/07,342.0,9,33.716405594557266
Los Ríos,405835,2020/07/07,168.0,14,41.39613389678071
Los Lagos,891440,2020/07/07,494.0,10,55.415956205689675
Aysén,107297,2020/07/07,25.0,11,23.299812669506135
Magallanes,178362,2020/07/07,138.0,12,77.37074040434622
Arica y Parinacota,252110,2020/07/08,174.0,15,69.01749236444408
Tarapacá,382773,2020/07/08,503.0,1,131.40947767998264
Antofagasta,691854,2020/07/08,699.0,2,101.03287687864781
Atacama,314709,2020/07/08,182.0,3,57.83120279369195
Coquimbo,836096,2020/07/08,257.0,4,30.738097060624614
Valparaíso,1960170,2020/07/08,631.0,5,32.19108546707684
Metropolitana,8125072,2020/07/08,4449.0,13,54.756437850643046
O’Higgins,991063,2020/07/08,232.0,6,23.409208092724683
Maule,1131939,2020/07/08,468.0,7,41.34498413783782
Ñuble,511551,2020/07/08,217.0,16,42.42001286284261
Biobío,1663696,2020/07/08,1098.0,8,65.99763418316807
Araucanía,1014343,2020/07/08,345.0,9,34.01216353836917
Los Ríos,405835,2020/07/08,132.0,14,32.52553377604199
Los Lagos,891440,2020/07/08,704.0,10,78.97334649555775
Aysén,107297,2020/07/08,170.0,11,158.43872615264172
Magallanes,178362,2020/07/08,203.0,12,113.81348044987162
Arica y Parinacota,252110,2020/07/09,260.0,15,103.12958629169808
Tarapacá,382773,2020/07/09,435.0,1,113.6443793057504
Antofagasta,691854,2020/07/09,820.0,2,118.52211593775564
Atacama,314709,2020/07/09,303.0,3,96.27942003565198
Coquimbo,836096,2020/07/09,297.0,4,35.522236680955295
Valparaíso,1960170,2020/07/09,727.0,5,37.08861986460358
Metropolitana,8125072,2020/07/09,8366.0,13,102.96524141570684
O’Higgins,991063,2020/07/09,583.0,6,58.82572550887279
Maule,1131939,2020/07/09,737.0,7,65.10951561877451
Ñuble,511551,2020/07/09,454.0,16,88.74970433055552
Biobío,1663696,2020/07/09,1478.0,8,88.83834546696032
Araucanía,1014343,2020/07/09,338.0,9,33.32206166947473
Los Ríos,405835,2020/07/09,244.0,14,60.122956373895796
Los Lagos,891440,2020/07/09,1454.0,10,163.1068832450866
Aysén,107297,2020/07/09,106.0,11,98.79120571870602
Magallanes,178362,2020/07/09,240.0,12,134.557809398863
Arica y Parinacota,252110,2020/07/10,191.0,15,75.76058069890128
Tarapacá,382773,2020/07/10,462.0,1,120.69816836610732
Antofagasta,691854,2020/07/10,730.0,2,105.51359101775809
Atacama,314709,2020/07/10,294.0,3,93.41963528211777
Coquimbo,836096,2020/07/10,412.0,4,49.276638089406006
Valparaíso,1960170,2020/07/10,1018.0,5,51.93427100710653
Metropolitana,8125072,2020/07/10,8943.0,13,110.06671694724673
O’Higgins,991063,2020/07/10,823.0,6,83.0421476737604
Maule,1131939,2020/07/10,800.0,7,70.67518656040653
Ñuble,511551,2020/07/10,428.0,16,83.66712214422414
Biobío,1663696,2020/07/10,1620.0,8,97.37355863090372
Araucanía,1014343,2020/07/10,540.0,9,53.23642988614305
Los Ríos,405835,2020/07/10,229.0,14,56.426872990254665
Los Lagos,891440,2020/07/10,958.0,10,107.46657094139817
Aysén,107297,2020/07/10,69.0,11,64.30748296783695
Magallanes,178362,2020/07/10,210.0,12,117.73808322400512
Arica y Parinacota,252110,2020/07/11,313.0,15,124.15215580500575
Tarapacá,382773,2020/07/11,480.0,1,125.40069440634528
Antofagasta,691854,2020/07/11,887.0,2,128.20624004486496
Atacama,314709,2020/07/11,364.0,3,115.6624055873839
Coquimbo,836096,2020/07/11,415.0,4,49.635448560930804
Valparaíso,1960170,2020/07/11,925.0,5,47.18978455950249
Metropolitana,8125072,2020/07/11,8332.0,13,102.54678358542544
O’Higgins,991063,2020/07/11,783.0,6,79.0060773129458
Maule,1131939,2020/07/11,770.0,7,68.02486706439127
Ñuble,511551,2020/07/11,434.0,16,84.84002572568522
Biobío,1663696,2020/07/11,1823.0,8,109.57530702724536
Araucanía,1014343,2020/07/11,459.0,9,45.25096540322159
Los Ríos,405835,2020/07/11,199.0,14,49.03470622297239
Los Lagos,891440,2020/07/11,1781.0,10,199.78910526788118
Aysén,107297,2020/07/11,130.0,11,121.15902588143192
Magallanes,178362,2020/07/11,173.0,12,96.99375427501374
Arica y Parinacota,252110,2020/07/12,298.0,15,118.20237198048471
Tarapacá,382773,2020/07/12,621.0,1,162.2371483882092
Antofagasta,691854,2020/07/12,677.0,2,97.85301523153728
Atacama,314709,2020/07/12,302.0,3,95.96166617414819
Coquimbo,836096,2020/07/12,284.0,4,33.96739130434783
Valparaíso,1960170,2020/07/12,1034.0,5,52.750526740027645
Metropolitana,8125072,2020/07/12,10072.0,13,123.96197842923729
O’Higgins,991063,2020/07/12,713.0,6,71.94295418152025
Maule,1131939,2020/07/12,800.0,7,70.67518656040653
Ñuble,511551,2020/07/12,372.0,16,72.72002205058733
Biobío,1663696,2020/07/12,1534.0,8,92.2043450245718
Araucanía,1014343,2020/07/12,752.0,9,74.13665791551773
Los Ríos,405835,2020/07/12,189.0,14,46.5706506338783
Los Lagos,891440,2020/07/12,1324.0,10,148.52373687516828
Aysén,107297,2020/07/12,56.0,11,52.191580379693754
Magallanes,178362,2020/07/12,143.0,12,80.17402810015587
Arica y Parinacota,252110,2020/07/13,243.0,15,96.38649795724089
Tarapacá,382773,2020/07/13,413.0,1,107.8968474787929
Antofagasta,691854,2020/07/13,775.0,2,112.01785347775687
Atacama,314709,2020/07/13,362.0,3,115.0268978643763
Coquimbo,836096,2020/07/13,234.0,4,27.987216778934478
Valparaíso,1960170,2020/07/13,816.0,5,41.62904237897733
Metropolitana,8125072,2020/07/13,9723.0,13,119.66663187723135
O’Higgins,991063,2020/07/13,755.0,6,76.18082806037557
Maule,1131939,2020/07/13,815.0,7,72.00034630841414
Ñuble,511551,2020/07/13,426.0,16,83.27615428373711
Biobío,1663696,2020/07/13,1389.0,8,83.48881045575635
Araucanía,1014343,2020/07/13,366.0,9,36.082469145052514
Los Ríos,405835,2020/07/13,197.0,14,48.54189510515357
Los Lagos,891440,2020/07/13,644.0,10,72.24266355559544
Aysén,107297,2020/07/13,83.0,11,77.35537806276038
Magallanes,178362,2020/07/13,226.0,12,126.70860385059599
Arica y Parinacota,252110,2020/07/14,199.0,15,78.93379873864583
Tarapacá,382773,2020/07/14,406.0,1,106.0680873520337
Antofagasta,691854,2020/07/14,654.0,2,94.52861441864903
Atacama,314709,2020/07/14,265.0,3,84.20477329850752
Coquimbo,836096,2020/07/14,205.0,4,24.518715554194735
Valparaíso,1960170,2020/07/14,654.0,5,33.36445308315095
Metropolitana,8125072,2020/07/14,5699.0,13,70.14091690510557
O’Higgins,991063,2020/07/14,667.0,6,67.30147326658346
Maule,1131939,2020/07/14,693.0,7,61.222380357952154
Ñuble,511551,2020/07/14,357.0,16,69.78776309693461
Biobío,1663696,2020/07/14,1044.0,8,62.751848895471284
Araucanía,1014343,2020/07/14,259.0,9,25.533769149094535
Los Ríos,405835,2020/07/14,164.0,14,40.410511661143076
Los Lagos,891440,2020/07/14,865.0,10,97.03401238445662
Aysén,107297,2020/07/14,16.0,11,14.911880108483928
Magallanes,178362,2020/07/14,91.0,12,51.019836063735546
Arica y Parinacota,252110,2020/07/15,264.0,15,104.71619531157036
Tarapacá,382773,2020/07/15,227.0,1,59.30407839633411
Antofagasta,691854,2020/07/15,509.0,2,73.57043538087515
Atacama,314709,2020/07/15,321.0,3,101.99898954272042
Coquimbo,836096,2020/07/15,374.0,4,44.73170545009186
Valparaíso,1960170,2020/07/15,741.0,5,37.802843630909564
Metropolitana,8125072,2020/07/15,5149.0,13,63.37174612114206
O’Higgins,991063,2020/07/15,497.0,6,50.14817423312141
Maule,1131939,2020/07/15,613.0,7,54.15486170191151
Ñuble,511551,2020/07/15,377.0,16,73.6974417018049
Biobío,1663696,2020/07/15,1226.0,8,73.69134745770863
Araucanía,1014343,2020/07/15,659.0,9,64.96816165734865
Los Ríos,405835,2020/07/15,195.0,14,48.049083987334754
Los Lagos,891440,2020/07/15,848.0,10,95.12698555146729
Aysén,107297,2020/07/15,132.0,11,123.02301089499241
Magallanes,178362,2020/07/15,77.0,12,43.17063051546854
Arica y Parinacota,252110,2020/07/16,242.0,15,95.98984570227282
Tarapacá,382773,2020/07/16,321.0,1,83.8617143842434
Antofagasta,691854,2020/07/16,726.0,2,104.93543435464707
Atacama,314709,2020/07/16,216.0,3,68.63483408482121
Coquimbo,836096,2020/07/16,259.0,4,30.977304041641148
Valparaíso,1960170,2020/07/16,706.0,5,36.017284215144606
Metropolitana,8125072,2020/07/16,8431.0,13,103.7652343265389
O’Higgins,991063,2020/07/16,638.0,6,64.37532225499287
Maule,1131939,2020/07/16,896.0,7,79.15620894765532
Ñuble,511551,2020/07/16,524.0,16,102.4335794476015
Biobío,1663696,2020/07/16,1709.0,8,102.7230936421077
Araucanía,1014343,2020/07/16,677.0,9,66.74270932022007
Los Ríos,405835,2020/07/16,234.0,14,57.6589007848017
Los Lagos,891440,2020/07/16,1419.0,10,159.1806515301086
Aysén,107297,2020/07/16,115.0,11,107.17913827972822
Magallanes,178362,2020/07/16,79.0,12,44.2919455937924
Arica y Parinacota,252110,2020/07/17,264.0,15,104.71619531157036
Tarapacá,382773,2020/07/17,675.0,1,176.34472650892306
Antofagasta,691854,2020/07/17,695.0,2,100.45472021553681
Atacama,314709,2020/07/17,0.0,3,0.0
Coquimbo,836096,2020/07/17,394.0,4,47.1237752602572
Valparaíso,1960170,2020/07/17,1055.0,5,53.821862389486625
Metropolitana,8125072,2020/07/17,9206.0,13,113.30361134030568
O’Higgins,991063,2020/07/17,754.0,6,76.0799263013552
Maule,1131939,2020/07/17,864.0,7,76.32920148523904
Ñuble,511551,2020/07/17,230.0,16,44.9613039560083
Biobío,1663696,2020/07/17,1769.0,8,106.32952173954857
Araucanía,1014343,2020/07/17,618.0,9,60.9261364252526
Los Ríos,405835,2020/07/17,256.0,14,63.07982308080871
Los Lagos,891440,2020/07/17,1654.0,10,185.54249304496096
Aysén,107297,2020/07/17,176.0,11,164.0306811933232
Magallanes,178362,2020/07/17,89.0,12,49.89852098541169
Arica y Parinacota,252110,2020/07/18,299.0,15,118.59902423545277
Tarapacá,382773,2020/07/18,568.0,1,148.39082171417525
Antofagasta,691854,2020/07/18,739.0,2,106.81444350975785
Atacama,314709,2020/07/18,553.0,3,175.71788541160248
Coquimbo,836096,2020/07/18,285.0,4,34.086994794856096
Valparaíso,1960170,2020/07/18,816.0,5,41.62904237897733
Metropolitana,8125072,2020/07/18,9248.0,13,113.82052983653561
O’Higgins,991063,2020/07/18,377.0,6,38.0399631506776
Maule,1131939,2020/07/18,680.0,7,60.073908576345545
Ñuble,511551,2020/07/18,897.0,16,175.34908542843235
Biobío,1663696,2020/07/18,1768.0,8,106.26941460459122
Araucanía,1014343,2020/07/18,403.0,9,39.73015045206602
Los Ríos,405835,2020/07/18,140.0,14,34.49677824731726
Los Lagos,891440,2020/07/18,720.0,10,80.7681952795477
Aysén,107297,2020/07/18,29.0,11,27.02778269662712
Magallanes,178362,2020/07/18,194.0,12,108.76756259741425
Arica y Parinacota,252110,2020/07/19,192.0,15,76.15723295386934
Tarapacá,382773,2020/07/19,306.0,1,79.94294268404512
Antofagasta,691854,2020/07/19,745.0,2,107.68167850442434
Atacama,314709,2020/07/19,415.0,3,131.8678525240778
Coquimbo,836096,2020/07/19,661.0,4,79.05790722596448
Valparaíso,1960170,2020/07/19,1107.0,5,56.47469352148028
Metropolitana,8125072,2020/07/19,6431.0,13,79.15006783939883
O’Higgins,991063,2020/07/19,583.0,6,58.82572550887279
Maule,1131939,2020/07/19,751.0,7,66.34633138358163
Ñuble,511551,2020/07/19,332.0,16,64.90066484084676
Biobío,1663696,2020/07/19,1454.0,8,87.39577422798395
Araucanía,1014343,2020/07/19,514.0,9,50.67319437310654
Los Ríos,405835,2020/07/19,257.0,14,63.32622863971812
Los Lagos,891440,2020/07/19,1633.0,10,183.18675401597417
Aysén,107297,2020/07/19,83.0,11,77.35537806276038
Magallanes,178362,2020/07/19,264.0,12,148.01359033874928
Arica y Parinacota,252110,2020/07/20,409.0,15,162.23077228194043
Tarapacá,382773,2020/07/20,689.0,1,180.00224676244144
Antofagasta,691854,2020/07/20,534.0,2,77.18391452531893
Atacama,314709,2020/07/20,299.0,3,95.00840458963678
Coquimbo,836096,2020/07/20,394.0,4,47.1237752602572
Valparaíso,1960170,2020/07/20,823.0,5,41.98615426213033
Metropolitana,8125072,2020/07/20,8592.0,13,105.74675522875367
O’Higgins,991063,2020/07/20,500.0,6,50.450879510182496
Maule,1131939,2020/07/20,830.0,7,73.32550605642176
Ñuble,511551,2020/07/20,386.0,16,75.45679707399654
Biobío,1663696,2020/07/20,1413.0,8,84.93138169473269
Araucanía,1014343,2020/07/20,388.0,9,38.251360733006486
Los Ríos,405835,2020/07/20,204.0,14,50.26673401751944
Los Lagos,891440,2020/07/20,618.0,10,69.32603428161177
Aysén,107297,2020/07/20,51.0,11,47.53161784579252
Magallanes,178362,2020/07/20,213.0,12,119.4200558414909
Arica y Parinacota,252110,2020/07/21,298.0,15,118.20237198048471
Tarapacá,382773,2020/07/21,534.0,1,139.50827252705912
Antofagasta,691854,2020/07/21,378.0,2,54.6358046639898
Atacama,314709,2020/07/21,334.0,3,106.12978974226984
Coquimbo,836096,2020/07/21,352.0,4,42.10042865890998
Valparaíso,1960170,2020/07/21,572.0,5,29.18114245193019
Metropolitana,8125072,2020/07/21,5898.0,13,72.59012597057603
O’Higgins,991063,2020/07/21,244.0,6,24.62002920096906
Maule,1131939,2020/07/21,894.0,7,78.9795209812543
Ñuble,511551,2020/07/21,277.0,16,54.14904867745347
Biobío,1663696,2020/07/21,1089.0,8,65.45666996855195
Araucanía,1014343,2020/07/21,435.0,9,42.884901852726344
Los Ríos,405835,2020/07/21,149.0,14,36.71442827750194
Los Lagos,891440,2020/07/21,906.0,10,101.63331239343084
Aysén,107297,2020/07/21,12.0,11,11.183910081362946
Magallanes,178362,2020/07/21,218.0,12,122.22334353730055
Arica y Parinacota,252110,2020/07/22,249.0,15,98.7664114870493
Tarapacá,382773,2020/07/22,374.0,1,97.70804105827737
Antofagasta,691854,2020/07/22,606.0,2,87.59073446131698
Atacama,314709,2020/07/22,407.0,3,129.3258216320474
Coquimbo,836096,2020/07/22,265.0,4,31.694924984690754
Valparaíso,1960170,2020/07/22,916.0,5,46.73064070973436
Metropolitana,8125072,2020/07/22,5588.0,13,68.7747751650693
O’Higgins,991063,2020/07/22,487.0,6,49.139156642917754
Maule,1131939,2020/07/22,543.0,7,47.970782877875926
Ñuble,511551,2020/07/22,275.0,16,53.75808081696644
Biobío,1663696,2020/07/22,1147.0,8,68.94288379607814
Araucanía,1014343,2020/07/22,417.0,9,41.11035418985491
Los Ríos,405835,2020/07/22,257.0,14,63.32622863971812
Los Lagos,891440,2020/07/22,931.0,10,104.43776361841516
Aysén,107297,2020/07/22,107.0,11,99.72319822548626
Magallanes,178362,2020/07/22,224.0,12,125.58728877227212
Arica y Parinacota,252110,2020/07/23,396.0,15,157.07429296735552
Tarapacá,382773,2020/07/23,369.0,1,96.40178382487792
Antofagasta,691854,2020/07/23,602.0,2,87.01257779820598
Atacama,314709,2020/07/23,404.0,3,128.37256004753598
Coquimbo,836096,2020/07/23,547.0,4,65.42310930802203
Valparaíso,1960170,2020/07/23,996.0,5,50.81191937433998
Metropolitana,8125072,2020/07/23,8695.0,13,107.01443630284139
O’Higgins,991063,2020/07/23,612.0,6,61.75187652046338
Maule,1131939,2020/07/23,834.0,7,73.6788819892238
Ñuble,511551,2020/07/23,463.0,16,90.50905970274714
Biobío,1663696,2020/07/23,1776.0,8,106.75027168425
Araucanía,1014343,2020/07/23,497.0,9,48.99723269150573
Los Ríos,405835,2020/07/23,338.0,14,83.28507891138024
Los Lagos,891440,2020/07/23,2031.0,10,227.83361751772415
Aysén,107297,2020/07/23,119.0,11,110.90710830684921
Magallanes,178362,2020/07/23,188.0,12,105.40361736244266
Arica y Parinacota,252110,2020/07/24,414.0,15,164.21403355678078
Tarapacá,382773,2020/07/24,732.0,1,191.23605896967655
Antofagasta,691854,2020/07/24,732.0,2,105.80266934931359
Atacama,314709,2020/07/24,328.0,3,104.22326657324703
Coquimbo,836096,2020/07/24,636.0,4,76.0678199632578
Valparaíso,1960170,2020/07/24,960.0,5,48.97534397526745
Metropolitana,8125072,2020/07/24,9839.0,13,121.09431153348548
O’Higgins,991063,2020/07/24,815.0,6,82.23493360159748
Maule,1131939,2020/07/24,966.0,7,85.34028777169088
Ñuble,511551,2020/07/24,413.0,16,80.73486319057142
Biobío,1663696,2020/07/24,2101.0,8,126.2850905453881
Araucanía,1014343,2020/07/24,663.0,9,65.36250558243118
Los Ríos,405835,2020/07/24,293.0,14,72.19682876045684
Los Lagos,891440,2020/07/24,1967.0,10,220.65422238176433
Aysén,107297,2020/07/24,117.0,11,109.04312329328872
Magallanes,178362,2020/07/24,95.0,12,53.26246622038327
Arica y Parinacota,252110,2020/07/25,377.0,15,149.53790012296218
Tarapacá,382773,2020/07/25,277.0,1,72.36665073032842
Antofagasta,691854,2020/07/25,589.0,2,85.13356864309522
Atacama,314709,2020/07/25,625.0,3,198.5961634398762
Coquimbo,836096,2020/07/25,639.0,4,76.42663043478261
Valparaíso,1960170,2020/07/25,1144.0,5,58.36228490386038
Metropolitana,8125072,2020/07/25,8543.0,13,105.14368364981874
O’Higgins,991063,2020/07/25,638.0,6,64.37532225499287
Maule,1131939,2020/07/25,1126.0,7,99.47532508377218
Ñuble,511551,2020/07/25,298.0,16,58.25421121256727
Biobío,1663696,2020/07/25,1812.0,8,108.91412854271454
Araucanía,1014343,2020/07/25,646.0,9,63.686543900830394
Los Ríos,405835,2020/07/25,196.0,14,48.29548954624416
Los Lagos,891440,2020/07/25,2026.0,10,227.27272727272725
Aysén,107297,2020/07/25,136.0,11,126.75098092211338
Magallanes,178362,2020/07/25,61.0,12,34.20010988887768
Arica y Parinacota,252110,2020/07/26,343.0,15,136.05172345404782
Tarapacá,382773,2020/07/26,429.0,1,112.07687062567109
Antofagasta,691854,2020/07/26,763.0,2,110.28338348842387
Atacama,314709,2020/07/26,517.0,3,164.2787463974656
Coquimbo,836096,2020/07/26,545.0,4,65.18390232700551
Valparaíso,1960170,2020/07/26,980.0,5,49.99566364141886
Metropolitana,8125072,2020/07/26,8220.0,13,101.16833426214562
O’Higgins,991063,2020/07/26,846.0,6,85.3628881312288
Maule,1131939,2020/07/26,987.0,7,87.19551141890155
Ñuble,511551,2020/07/26,420.0,16,82.10325070227603
Biobío,1663696,2020/07/26,2034.0,8,122.25791250324578
Araucanía,1014343,2020/07/26,403.0,9,39.73015045206602
Los Ríos,405835,2020/07/26,259.0,14,63.81903975753693
Los Lagos,891440,2020/07/26,2421.0,10,271.5830566274791
Aysén,107297,2020/07/26,118.0,11,109.97511580006898
Magallanes,178362,2020/07/26,424.0,12,237.71879660465794
Arica y Parinacota,252110,2020/07/27,246.0,15,97.57645472214509
Tarapacá,382773,2020/07/27,792.0,1,206.9111457704697
Antofagasta,691854,2020/07/27,771.0,2,111.43969681464586
Atacama,314709,2020/07/27,13.0,3,4.130800199549425
Coquimbo,836096,2020/07/27,598.0,4,71.52288732394366
Valparaíso,1960170,2020/07/27,964.0,5,49.17940790849773
Metropolitana,8125072,2020/07/27,10138.0,13,124.77427892331292
O’Higgins,991063,2020/07/27,589.0,6,59.43113606299499
Maule,1131939,2020/07/27,1276.0,7,112.7269225638484
Ñuble,511551,2020/07/27,887.0,16,173.3942461259972
Biobío,1663696,2020/07/27,1923.0,8,115.58602052298015
Araucanía,1014343,2020/07/27,1022.0,9,100.75487285858927
Los Ríos,405835,2020/07/27,235.0,14,57.90530634371111
Los Lagos,891440,2020/07/27,1604.0,10,179.93359059499238
Aysén,107297,2020/07/27,80.0,11,74.55940054241964
Magallanes,178362,2020/07/27,406.0,12,227.62696089974324
Arica y Parinacota,252110,2020/07/28,436.0,15,172.9403831660783
Tarapacá,382773,2020/07/28,1358.0,1,354.7794645912852
Antofagasta,691854,2020/07/28,763.0,2,110.28338348842387
Atacama,314709,2020/07/28,1101.0,3,349.8470015156859
Coquimbo,836096,2020/07/28,530.0,4,63.38984996938151
Valparaíso,1960170,2020/07/28,967.0,5,49.332455858420445
Metropolitana,8125072,2020/07/28,7421.0,13,91.33457525053316
O’Higgins,991063,2020/07/28,382.0,6,38.544471945779435
Maule,1131939,2020/07/28,702.0,7,62.017476206756726
Ñuble,511551,2020/07/28,342.0,16,66.8555041432819
Biobío,1663696,2020/07/28,1225.0,8,73.63124032275127
Araucanía,1014343,2020/07/28,837.0,9,82.51646632352173
Los Ríos,405835,2020/07/28,215.0,14,52.97719516552293
Los Lagos,891440,2020/07/28,1081.0,10,121.26447096832092
Aysén,107297,2020/07/28,19.0,11,17.707857628824666
Magallanes,178362,2020/07/28,217.0,12,121.66268599813861
Arica y Parinacota,252110,2020/07/29,365.0,15,144.77807306334535
Tarapacá,382773,2020/07/29,468.0,1,122.26567704618665
Antofagasta,691854,2020/07/29,863.0,2,124.73730006619893
Atacama,314709,2020/07/29,382.0,3,121.38197509445234
Coquimbo,836096,2020/07/29,661.0,4,79.05790722596448
Valparaíso,1960170,2020/07/29,753.0,5,38.415035430600405
Metropolitana,8125072,2020/07/29,6998.0,13,86.12846753850305
O’Higgins,991063,2020/07/29,650.0,6,65.58614336323726
Maule,1131939,2020/07/29,1103.0,7,97.4434134701605
Ñuble,511551,2020/07/29,378.0,16,73.89292563204842
Biobío,1663696,2020/07/29,1397.0,8,83.96966753541513
Araucanía,1014343,2020/07/29,781.0,9,76.99565137236615
Los Ríos,405835,2020/07/29,202.0,14,49.77392289970062
Los Lagos,891440,2020/07/29,1898.0,10,212.91393700080766
Aysén,107297,2020/07/29,154.0,11,143.5268460441578
Magallanes,178362,2020/07/29,77.0,12,43.17063051546854
Arica y Parinacota,252110,2020/07/30,385.0,15,152.71111816270675
Tarapacá,382773,2020/07/30,604.0,1,157.79587379465113
Antofagasta,691854,2020/07/30,752.0,2,108.69345266486859
Atacama,314709,2020/07/30,1000.0,3,317.75386150380194
Coquimbo,836096,2020/07/30,672.0,4,80.37354562155542
Valparaíso,1960170,2020/07/30,1463.0,5,74.6363835789753
Metropolitana,8125072,2020/07/30,6724.0,13,82.75618972976486
O’Higgins,991063,2020/07/30,1251.0,6,126.22810053447661
Maule,1131939,2020/07/30,1296.0,7,114.49380222785858
Ñuble,511551,2020/07/30,539.0,16,105.36583840125424
Biobío,1663696,2020/07/30,2099.0,8,126.16487627547342
Araucanía,1014343,2020/07/30,592.0,9,58.362900912216084
Los Ríos,405835,2020/07/30,325.0,14,80.08180664555792
Los Lagos,891440,2020/07/30,2121.0,10,237.92964192766757
Aysén,107297,2020/07/30,155.0,11,144.45883855093803
Magallanes,178362,2020/07/30,317.0,12,177.72843991433152
Arica y Parinacota,252110,2020/07/31,396.0,15,157.07429296735552
Tarapacá,382773,2020/07/31,390.0,1,101.88806420515554
Antofagasta,691854,2020/07/31,856.0,2,123.72552590575467
Atacama,314709,2020/07/31,660.0,3,209.71754859250927
Coquimbo,836096,2020/07/31,771.0,4,92.21429118187385
Valparaíso,1960170,2020/07/31,1337.0,5,68.20836968222144
Metropolitana,8125072,2020/07/31,9338.0,13,114.92821232845691
O’Higgins,991063,2020/07/31,819.0,6,82.63854063767893
Maule,1131939,2020/07/31,1435.0,7,126.77361589272921
Ñuble,511551,2020/07/31,468.0,16,91.48647935396471
Biobío,1663696,2020/07/31,2203.0,8,132.4160183110376
Araucanía,1014343,2020/07/31,802.0,9,79.06595697904949
Los Ríos,405835,2020/07/31,275.0,14,67.76152870008748
Los Lagos,891440,2020/07/31,2609.0,10,292.67252983936106
