Date,PM10,Policy,New Cases,New Deaths,Mobility_Santiago,Mobility_Met,Mobility_Met_int,Mobility_Met_ext
2020-10-27,47.0324074074074,3,141,15,15.974666458538,11.7690353552537,5.32724861304264,6.44664187161543
2020-10-28,37.9333333333333,3,246,5,16.2178280551296,12.0795803204066,5.46842797228484,6.6161361450819
2020-10-29,,3,334,20,16.4108184046939,12.2398560310628,5.52041810715818,6.724469103454
2020-10-30,,3,288,17,17.8561157684997,13.1353852535837,5.90106211842421,7.23970122473049
2020-10-31,,3,401,16,11.8121241058885,10.7122110114835,4.99650820526367,5.72025650657592
2020-11-01,,3,310,17,9.14217635230059,9.10652296878489,4.31464743279163,4.79580780443837
2020-11-02,,3,302,23,16.7298337113317,12.0911365169258,5.48352382286167,6.61261024902837
2020-11-03,53.0833333333333,3,211,15,16.9716638967192,12.3182072068514,5.60657176699472,6.7167451378304
2020-11-04,51.8888888888889,3,179,21,16.8799526201254,12.214107185487,5.54772799642013,6.67143525820856
2020-11-05,56.2222222222222,3,346,18,17.3605186076193,12.5687688584654,5.68649961594576,6.88745178485971
2020-11-06,67.6990740740741,3,368,15,18.0317426795339,13.1754249327584,5.89636833108447,7.28443041343733
2020-11-07,63.4953703703704,3,296,22,13.2325378533979,11.2186509552013,5.10701531774329,6.11629005140383
2020-11-08,47.0462962962963,3,321,15,9.5079563297125,9.35170321537929,4.35748202736114,4.99819249490781
2020-11-09,50.6822429906542,3,242,22,16.8102142194717,12.2021777050827,5.5404468553056,6.66678028305761
2020-11-10,60.3111111111111,3,183,18,16.8278072116577,12.3023640222352,5.58796041629555,6.71949634196499
2020-11-11,,3,156,21,17.053834923375,12.4505734991285,5.62879875181797,6.82690470243671
2020-11-12,,3,298,18,17.3543573874958,12.6029848893294,5.69984864630387,6.90833095135869
2020-11-13,,3,269,13,17.4096798185608,13.0016508212202,5.83102204519752,7.17594303271412
2020-11-14,,3,312,15,12.8263472504063,11.0411825929443,5.03827326277132,6.00750109422271
2020-11-15,,3,350,16,9.42167170154352,9.39463614980402,4.36604872495605,5.03256653922483
2020-11-16,,4,254,18,16.9244217543409,12.2770220783273,5.5489744189197,6.7331048645095
2020-11-17,,4,155,10,16.5649866399772,12.1652460083089,5.54502473311955,6.62527488064033
2020-11-18,,4,208,13,17.0592523896536,12.3334163855022,5.63523375735316,6.7033184479883
2020-11-19,25.1388888888889,4,309,16,17.1727345349702,12.4241805531187,5.68381306965972,6.74554757734379
2020-11-20,28.8504672897196,4,317,18,17.3532096192164,12.9206238789864,5.84201567515142,7.08393247986287
2020-11-21,35.7452830188679,4,339,11,12.7951095889153,11.1853776850716,5.13364837659209,6.05640799517037
2020-11-22,38.421875,4,289,13,9.29593139100333,9.38207702821284,4.40133179515388,4.98475650359823
2020-11-23,43.2039800995025,4,319,13,16.75737096789,12.1903773082769,5.58164271618721,6.61382157031136
2020-11-24,41.4444444444444,4,205,19,16.9432267898299,12.4272158708658,5.74065866510916,6.69178910738352
2020-11-25,49.7116279069767,4,238,7,17.2599281956164,12.511366055389,5.76335926506471,6.75325938074534
2020-11-26,62.5555555555556,4,280,24,17.3082171026656,12.6347356041228,5.78642478779319,6.85358442812698
2020-11-27,,4,331,18,18.2565583479483,13.2383547010211,6.01784631826272,7.22599290670929
2020-11-28,,4,420,12,13.6225495147236,11.4012344427986,5.26572564876696,6.14030785284973
2020-11-29,,4,344,14,9.65217111847723,9.54934940936411,4.49307914295032,5.06036515333339
2020-11-30,,4,302,20,17.6591862782007,12.5009995282431,5.72346969275372,6.78274607149012
2020-12-01,,4,194,14,,,,
2020-12-02,,4,276,8,,,,
2020-12-03,,4,297,17,,,,
2020-12-04,,4,468,14,,,,
2020-12-05,,3,401,12,,,,
2020-12-06,,3,446,17,,,,
2020-12-07,,3,314,15,,,,
2020-12-08,,3,340,13,,,,
2020-12-09,,3,356,10,,,,
2020-12-10,,2,373,25,,,,
2020-12-11,,2,352,8,,,,
2020-12-12,,2,443,22,,,,
2020-12-13,,2,479,9,,,,
2020-12-14,,2,502,17,,,,
2020-12-15,,2,361,13,,,,
2020-12-16,,2,354,10,,,,
2020-12-17,,2,485,10,,,,
2020-12-18,,2,655,14,,,,
2020-12-19,,2,527,22,,,,
2020-12-20,,2,525,16,,,,
2020-12-21,,2,417,12,,,,
2020-12-22,,2,345,13,,,,
2020-12-23,,2,443,9,,,,
2020-12-24,,2,567,15,,,,
2020-12-25,,2,580,23,,,,
2020-12-26,,2,581,17,,,,
2020-12-27,,2,406,16,,,,
2020-12-28,,2,500,0,,,,
2020-12-29,,2,490,39,,,,
2020-12-30,,2,560,11,,,,
2020-12-31,,2,792,17,,,,
2021-01-01,,2,883,13,,,,
2021-01-02,,2,873,20,,,,
2021-01-03,,2,440,15,,,,
2021-01-04,,2,476,0,,,,
2021-01-05,,2,629,15,,,,
2021-01-06,,2,564,26,,,,
2021-01-07,,2,819,21,,,,
2021-01-08,,2,926,18,,,,
2021-01-09,,2,934,19,,,,
2021-01-10,,2,887,14,,,,
2021-01-11,,2,822,16,,,,
2021-01-12,,2,635,15,,,,
2021-01-13,,2,704,16,,,,
2021-01-14,,2,810,16,,,,
2021-01-15,,2,825,19,,,,
2021-01-16,,2,881,12,,,,
2021-01-17,,2,806,13,,,,
2021-01-18,,2,712,11,,,,
2021-01-19,,2,570,19,,,,
2021-01-20,,2,664,21,,,,
2021-01-21,,2,892,18,,,,
2021-01-22,,2,907,26,,,,
2021-01-23,,2,815,22,,,,
2021-01-24,,2,1051,20,,,,
