codigo_region,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
region_residencia,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana
codigo_comuna,13502,13402,13403,13102,13103,13301,13104,13503,13503,13105,13602,13106,13107,13108,13603,13109,13110,13111,13112,13113,13302,13114,13115,13116,13117,13118,13119,13504,13501,13501,13120,13604,13404,13121,13605,13122,13202,13123,13124,13201,13125,13126,13127,13128,13401,13129,13203,13203,13130,13505,13131,13101,13601,13303,13132
comuna_residencia,Alhué,Buin,Calera de Tango,Cerrillos,Cerro Navia,Colina,Conchalí,Curacaví,Curacaví,El Bosque,El Monte,Estación Central,Huechuraba,Independencia,Isla de Maipo,La Cisterna,La Florida,La Granja,La Pintana,La Reina,Lampa,Las Condes,Lo Barnechea,Lo Espejo,Lo Prado,Macul,Maipú,Maria Pinto,Melipilla,Melipilla,Ñuñoa,Padre Hurtado,Paine,Pedro Aguirre Cerda,Peñaflor,Peñalolén,Pirque,Providencia,Pudahuel,Puente Alto,Quilicura,Quinta Normal,Recoleta,Renca,San Bernardo,San Joaquín,San José de Maipo,San José de Maipo,San Miguel,San Pedro,San Ramón,Santiago,Talagante,Tiltil,Vitacura
zona,Total,Total,Total,Total,Total,Total,Total,Rural,Urbana,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Rural,Urbana,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Rural,Urbana,Total,Total,Total,Total,Total,Total,Total
2020-11-03,4,2,4,3,3,4,2,4,4,3,3,3,3,3,1,2,3,2,2,3,4,3,3,3,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,2,4,2,3,3,4,4
2020-11-04,4,2,4,3,3,4,2,4,4,3,3,3,3,3,1,2,3,2,2,3,4,3,3,3,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,2,4,2,3,3,4,4
2020-11-05,4,3,4,4,3,4,3,4,4,3,3,3,3,3,1,2,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
2020-11-06,4,3,4,4,3,4,3,4,4,3,3,3,3,3,1,2,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
2020-11-07,4,3,4,4,3,4,3,4,4,3,3,3,3,3,1,2,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
2020-11-08,4,3,4,4,3,4,3,4,4,3,3,3,3,3,1,2,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
2020-11-09,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-10,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-11,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-12,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-13,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-14,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-15,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,2,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4
2020-11-16,4,3,4,4,3,4,3,4,4,3,4,3,3,4,2,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-17,4,3,4,4,3,4,3,4,4,3,4,3,3,4,2,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-18,4,3,4,4,3,4,3,4,4,3,4,3,3,4,2,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-19,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-20,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-21,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-22,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-23,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-24,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-25,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-26,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-27,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4
2020-11-28,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-11-29,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-11-30,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-12-01,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-12-02,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-12-03,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-12-04,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,2,3,4,4,4,3,2,3,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,4,3,4,3,4,3,4,4
2020-12-05,4,4,4,4,2,4,3,3,3,3,4,4,3,4,3,3,3,2,2,4,4,3,3,2,3,4,4,4,3,3,4,4,4,2,4,4,4,4,2,3,4,3,4,4,4,2,4,4,3,4,3,3,3,4,3
2020-12-06,4,4,4,4,2,4,3,3,3,3,4,4,3,4,3,3,3,2,2,4,4,3,3,2,3,4,4,4,3,3,4,4,4,2,4,4,4,4,2,3,4,3,4,4,4,2,4,4,3,4,3,3,3,4,3
2020-12-07,4,4,4,4,2,4,3,3,3,3,4,4,3,4,3,3,3,2,2,4,4,3,3,2,3,4,4,4,3,3,4,4,4,2,4,4,4,4,2,3,4,3,4,4,4,2,4,4,3,4,3,3,3,4,3
2020-12-08,4,4,4,4,2,4,3,3,3,3,4,4,3,4,3,3,3,2,2,4,4,3,3,2,3,4,4,4,3,3,4,4,4,2,4,4,4,4,2,3,4,3,4,4,4,2,4,4,3,4,3,3,3,4,3
2020-12-09,4,4,4,4,2,4,3,3,3,3,4,4,3,4,3,3,3,2,2,4,4,3,3,2,3,4,4,4,3,3,4,4,4,2,4,4,4,4,2,3,4,3,4,4,4,2,4,4,3,4,3,3,3,4,3
2020-12-10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-26,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-29,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2020-12-31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2021-01-01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2021-01-02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2021-01-03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2021-01-04,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-05,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-06,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-07,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-08,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-09,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-10,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-11,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-12,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-13,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-14,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-15,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-16,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-17,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-18,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-19,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-20,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-21,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-22,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-23,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-24,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2
2021-01-25,3,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2
