Fecha,Casos nuevos con sintomas,Casos totales,Casos recuperados,Fallecidos,Casos activos,Casos nuevos sin sintomas,Casos nuevos totales,Casos activos por FD,Casos activos por FIS,Casos recuperados por FIS,Casos recuperados por FD,Casos confirmados recuperados,Casos activos confirmados,Casos probables acumulados,Casos activos probables,Casos nuevos sin notificar,Measured Current Infected,Measured Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True Unhospitalized Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Recovered Population,Accumulative Deaths,Hospitalized Population,Total Cases,Closure Policy,Air Passengers,Ventilators,PCR Tests
2020-03-22,95,632,8,1,623,,95,623,,,8,,,,,,623,623,0,0.1,19457678,2039.59150953593,2039.59150953593,242.438483387298,92,0,8,1,0,632,Paso 3,20864.8571428571,0,
2020-03-23,114,746,11,1,734,,114,734,,,11,,,,,,734,734,0,0.133333333333333,19457564,1860.18560612318,1860.18560612318,-179.40590341275,111,0,11,1,0,746,Paso 3,6061.85714285714,0,
2020-03-24,176,922,17,2,903,,176,903,,,17,,,,,,903,903,0,0.176470588235294,19457388,2245.40192135477,2245.40192135477,385.216315231586,169,0,17,2,0,922,Paso 3,6061.85714285714,0,
2020-03-25,220,1142,22,3,1117,,220,1117,,,22,,,,,,1117,1117,0,0.173913043478261,19457168,1553.90540365462,1553.90540365462,-691.496517700151,214,0,22,3,0,1142,Paso 3,6061.85714285714,0,
2020-03-26,164,1306,33,4,1269,,164,1269,,,33,,,,,,1269,1269,0,0.151515151515152,19457004,2473.23623440899,2473.23623440899,919.33083075437,152,0,33,4,0,1306,Paso 3,6061.85714285714,0,
2020-03-27,304,1610,43,5,1562,,304,1562,,,43,,,,,,1562,1562,0,0.13953488372093,19456700,1833.63425689129,1833.63425689129,-639.601977517698,293,0,43,5,0,1610,Paso 3,6061.85714285714,0,
2020-03-28,299,1909,61,6,1842,,299,1842,,,61,,,,,,1842,1842,0,0.114754098360656,19456401,2360.70135236526,2360.70135236526,527.067095473967,280,0,61,6,0,1909,Paso 3,6061.85714285714,0,
2020-03-29,230,2139,75,7,2057,,230,2057,,,75,,,,,,2057,2057,0,0.106666666666667,19456171,3434.23454660574,3434.23454660574,1073.53319424048,215,0,75,7,0,2139,Paso 3,6061.85714285714,0,
2020-03-30,310,2449,156,8,2285,,310,2285,,,156,,,,,,2285,2285,0,0.076923076923077,19455861,2795.42145917174,2795.42145917174,-638.813087433998,228,0,156,8,0,2449,Paso 3,4035.42857142857,0,
2020-03-31,289,2738,201,12,2525,,289,2525,,,201,,,,,,2525,2525,0,0.079601990049751,19455572,4663.80030654466,4663.80030654466,1868.37884737292,240,0,201,12,0,2738,Paso 3,4035.42857142857,0,
2020-04-01,293,3031,234,16,2781,,293,2781,,,234,,,,,,2781,2608,0.736170212765957,0.07563025210084,19455279,4721.81501464098,4894.81501464098,231.014708096314,256,173,234,16,173,3031,Paso 3,4035.42857142857,0,
2020-04-02,373,3404,335,18,3051,,373,3051,,,335,,,,,,3051,2851,0.591715976331361,0.064327485380117,19454906,5063.23278264206,5263.23278264206,368.417768001081,270,27,335,18,200,3404,Paso 3,4035.42857142857,0,
2020-04-03,333,3737,427,22,3288,,333,3288,,,427,,,,,,3288,3051,0.552447552447552,0.06221198156682,19454573,4845.63340479855,5082.63340479855,-180.599377843505,237,37,427,22,237,3737,Paso 3,4035.42857142857,0,
2020-04-04,424,4161,528,27,3606,,424,3606,,,528,,,,,,3606,3326,0.527306967984934,0.063314711359404,19454149,4630.22536129493,4910.22536129493,-172.408043503623,318,43,528,27,280,4161,Paso 3,4035.42857142857,0,
2020-04-05,310,4471,617,34,3820,,310,3820,,,617,,,,,,3820,3513,0.492776886035313,0.058544303797468,19453839,5144.96111517303,5451.96111517303,541.735753878096,214,27,617,34,307,4471,Paso 3,4035.42857142857,0,
2020-04-06,344,4815,728,37,4050,,344,4050,,,728,,,,,,4050,3723,0.44550408719346,0.057640750670241,19453495,4304.89676572319,4631.89676572319,-820.064349449832,230,20,728,37,327,4815,Paso 3,2786.71428571429,0,
2020-04-07,301,5116,898,43,4175,,301,4175,,,898,,,,,,4175,3838,0.373200442967885,0.052060737527115,19453194,4159.30338071437,4496.30338071437,-135.593385008823,125,10,898,43,337,5116,Paso 3,2786.71428571429,0,
2020-04-08,430,5546,1115,48,4383,,430,4383,,,1115,,,,,,4383,4021,0.32408236347359,0.049912434325744,19452764,3430.3975244153,3792.3975244153,-703.90585629907,208,25,1115,48,362,5546,Paso 3,2786.71428571429,0,
2020-04-09,426,5972,1274,57,4641,,426,4641,,,1274,,,,,,4641,4281,0.283687943262411,0.049770290964778,19452338,4315.32269463874,4675.32269463874,882.92517022344,258,-2,1274,57,360,5972,Paso 3,2786.71428571429,0,7962
2020-04-10,529,6501,1571,65,4865,,529,4865,,,1571,,,,,,4865,4482,0.245198463508323,0.045341614906832,19451809,3748.11542726545,4131.11542726545,-544.207267373294,224,23,1571,65,383,6501,Paso 3,2786.71428571429,0,4444
2020-04-11,426,6927,1864,73,4990,,426,4990,,,1864,,,,,,4990,4607,0.207926167209555,0.041906757464641,19451383,6131.8846882307,6514.8846882307,2383.76926096525,125,0,1864,73,383,6927,Paso 3,2786.71428571429,0,3577
2020-04-12,286,7213,2059,80,5074,,286,5074,,,2059,,,,,,5074,4687,0.188138065143413,0.03833567087424,19451097,3879.56319206094,4266.56319206094,-2248.32149616976,84,4,2059,80,387,7213,Paso 3,2786.71428571429,0,5897
2020-04-13,312,7525,2367,82,5076,,312,5076,,,2367,,,,,,5076,4689,0.169365426695842,0.03756635361372,19450785,7329.42448277303,7716.42448277303,3449.86129071209,2,0,2367,82,387,7525,Paso 3,2816.71428571429,0,2764
2020-04-14,392,7917,2646,92,5179,,392,5179,,,2646,,,,,,5179,4800,0.15009900990099,0.034331628926224,19450393,5760.35070439142,6139.35070439142,-1577.07377838161,103,-8,2646,92,379,7917,Paso 3,2816.71428571429,1550,2759
2020-04-15,356,8273,2937,94,5242,,356,5242,,,2937,,,,,,5242,4853,0.139877741819489,0.034642032332564,19450037,3749.45608124664,4138.45608124664,-2000.89462314478,63,10,2937,94,389,8273,Paso 3,2816.71428571429,1563,4079
2020-04-16,534,8807,3299,105,5403,,534,5403,,,3299,,,,,,5403,5019,0.125860373647984,0.034077555816686,19449503,5601.22607040279,5985.22607040279,1846.76998915615,161,-5,3299,105,384,8807,Paso 3,2816.71428571429,1582,6551
2020-04-17,445,9252,3621,116,5515,,445,5515,,,3621,,,,,,5515,5130,0.117092457420925,0.033716885202034,19449058,6802.24262551803,7187.24262551803,1202.01655511525,112,1,3621,116,385,9252,Paso 3,2816.71428571429,1604,5449
2020-04-18,478,9730,4035,126,5569,,478,5569,,,4035,,,,,,5569,5209,0.099833610648919,0.031963470319635,19448580,4882.6512064453,5242.6512064453,-1944.59141907273,54,-25,4035,126,360,9730,Paso 3,2816.71428571429,1627,5018
2020-04-19,358,10088,4338,133,5617,,358,5617,,,4338,,,,,,5617,5244,0.097643979057592,0.031089241780362,19448222,2970.54000529221,3343.54000529221,-1899.11120115309,48,13,4338,133,373,10088,Paso 3,2816.71428571429,1627,4758
2020-04-20,419,10507,4676,139,5692,,419,5692,,,4676,,,,,,5692,5315,0.093086419753086,0.030529595015576,19447803,5347.35293290699,5724.35293290699,2380.81292761478,75,4,4676,139,377,10507,Paso 3,3451.57142857143,1621,5178
2020-04-21,325,10832,4969,147,5716,,325,5716,,,4969,,,,,,5716,5324,0.093892215568862,0.031274433150899,19447478,2664.92288307329,3056.92288307329,-2667.4300498337,24,15,4969,147,392,10832,Paso 3,3451.57142857143,1614,3530
2020-04-22,464,11296,5386,160,5750,,464,5750,,,5386,,,,,,5750,5351,0.091033538672142,0.030292102416156,19447014,5664.11375320702,6063.11375320702,3006.19087013373,34,7,5386,160,399,11296,Paso 3,3451.57142857143,1619,6365
2020-04-23,516,11812,5804,168,5840,,516,5840,,,5804,,,,,,5840,5429,0.088558500323206,0.029135967849967,19446498,4602.78605114373,5013.78605114373,-1049.32770206329,90,12,5804,168,411,11812,Paso 3,3451.57142857143,1622,6425
2020-04-24,494,12306,6327,174,5805,,494,5805,,,6327,,,,,,5805,5390,0.085303186022611,0.027841870481464,19446004,7446.43019903151,7861.43019903151,2847.64414788778,-35,4,6327,174,415,12306,Paso 3,3451.57142857143,1625,7120
2020-04-25,552,12858,6746,181,5931,,552,5931,,,6746,,,,,,5931,5513,0.08376753507014,0.027284538761369,19445452,6764.69162704654,7182.69162704654,-678.738571984972,126,3,6746,181,418,12858,Paso 3,3451.57142857143,1630,6945
2020-04-26,473,13331,7024,189,6118,,473,6118,,,7024,,,,,,6118,5703,0.081789515175404,0.027450436711493,19444979,12018.7660136618,12433.7660136618,5251.07438661529,187,-3,7024,189,415,13331,Paso 3,3451.57142857143,1702,6763
2020-04-27,482,13813,7327,198,6288,,482,6288,,,7327,,,,,,6288,5862,0.083924349881797,0.027508305647841,19444497,11357.2422740845,11783.2422740845,-650.523739577377,170,11,7327,198,426,13813,Paso 3,4256.85714285714,1702,5260
2020-04-28,552,14365,7710,207,6448,,552,6448,,,7710,,,,,,6448,6020,0.082641436570767,0.02728306176582,19443945,15545.3735252846,15973.3735252846,4190.13125120016,160,2,7710,207,428,14365,Paso 3,4256.85714285714,1700,4930
2020-04-29,520,15135,8057,216,6862,250,770,6862,,,8057,,,,,,6862,6444,0.079740557039298,0.027438655868488,19443175,10347.1887940413,10765.1887940413,-5208.18473124327,414,-10,8057,216,418,15135,Paso 3,4256.85714285714,1705,6454
2020-04-30,780,16023,8580,227,7216,108,888,7216,,,8580,,,,,,7216,6797,0.077549509531742,0.026569774043375,19442287,12079.5307608698,12498.5307608698,1733.34196682849,354,1,8580,227,419,16023,Paso 3,4256.85714285714,1708,7898
2020-05-01,882,17008,9018,234,7756,103,985,7756,,,9018,,,,,,7756,7328,0.077606527651859,0.026696930393429,19441302,17055.9752170112,17483.9752170112,4985.44445614137,540,9,9018,234,428,17008,Paso 3,4256.85714285714,1710,8916
2020-05-02,1246,18435,9572,247,8616,181,1427,8616,,,9572,,,,,,8616,8191,0.076315316933022,0.02672147995889,19439875,7137.00402279823,7562.00402279823,-9921.97119421297,860,-3,9572,247,425,18435,Paso 3,4256.85714285714,1825,9967
2020-05-03,1112,19663,10041,260,9362,116,1228,9362,,,10041,,,,,,9362,8913,0.07993590884814,0.026764472640761,19438647,15275.6662371117,15724.6662371117,8162.6622143135,746,24,10041,260,449,19663,Paso 3,4256.85714285714,1825,6818
2020-05-04,876,20643,10415,270,9958,104,980,9958,,,10415,,,,,,9958,9494,0.081517919887562,0.026173027505473,19437667,17265.6028533288,17729.6028533288,2004.93661621702,596,15,10415,270,464,20643,Paso 3,3583.14285714286,1825,7913
2020-05-05,1317,22016,10710,275,11031,56,1373,11031,,,10710,,,,,,11031,10561,0.08222533240028,0.025941654357459,19436294,19127.5905009927,19597.5905009927,1867.98764766397,1073,6,10710,275,470,22016,Paso 3,3583.14285714286,1825,7964
2020-05-06,893,23048,11189,281,11578,139,1032,11578,,,11189,,,,,,11578,11092,0.084521739130435,0.025230169971671,19435262,16040.0038323806,16526.0038323806,-3071.58666861214,547,16,11189,281,486,23048,Paso 3,3583.14285714286,1825,10013
2020-05-07,1343,24581,11664,285,12632,190,1533,12632,,,11664,,,,,,12632,12139,0.084417808219178,0.024889942431426,19433729,15364.4184490925,15857.4184490925,-668.585383288078,1054,7,11664,285,493,24581,Paso 3,3583.14285714286,1825,12118
2020-05-08,1183,25972,12160,294,13518,208,1391,13518,,,12160,,,,,,13518,13010,0.087510766580534,0.024703396717049,19432338,19856.5643185637,20364.5643185637,4507.14586947124,886,15,12160,294,508,25972,Paso 3,3583.14285714286,1825,11735
2020-05-09,1004,27219,12667,304,14248,243,1247,14248,,,12667,,,,,,14248,13704,0.091721463496881,0.024265048996734,19431091,21503.5134514525,22047.5134514525,1682.94913288879,730,36,12667,304,544,27219,Paso 3,3583.14285714286,1825,11943
2020-05-10,1406,28866,13112,312,15442,241,1647,15442,,,13112,,,,,,15442,14877,0.092350441320693,0.024229240117021,19429444,20638.194039064,21203.194039064,-844.319412388555,1194,21,13112,312,565,28866,Paso 3,3583.14285714286,1825,12780
2020-05-11,975,30063,13605,323,16135,222,1197,16135,,,13605,,,,,,16135,15561,0.091284987277354,0.024252515746036,19428247,22452.8843599747,23026.8843599747,1823.69032091071,693,9,13605,323,574,30063,Paso 3,3357,1912,13373
2020-05-12,1479,31721,14125,335,17261,179,1658,17261,,,14125,,,,,,17261,16657,0.093672456575682,0.0240863209189,19426589,21233.4241014382,21837.4241014382,-1189.46025853646,1126,30,14125,335,604,31721,Paso 3,3357,1912,9283
2020-05-13,2152,34381,14865,346,19170,508,2660,19170,,,14865,,,,,,19170,18528,0.09355872923346,0.024314502808061,19423929,27953.1974657058,28595.1974657058,6757.77336426763,1909,38,14865,346,642,34381,Paso 3,3357,1912,10410
2020-05-14,2301,37040,15655,368,21017,358,2659,21017,,,15655,,,,,,21017,20354,0.091879157427938,0.024589652374711,19421270,32539.7539944523,33202.7539944523,4607.55652874645,1847,21,15655,368,663,37040,Paso 3,3357,1912,11502
2020-05-15,2112,39542,16614,394,22534,390,2502,22534,,,16614,,,,,,22534,21823,0.091670964414647,0.02475305738476,19418768,43565.2300942554,44276.2300942554,11073.4760998031,1517,48,16614,394,711,39542,Paso 3,3357,1912,16095
2020-05-16,1573,41428,18014,421,22993,313,1886,22993,,,18014,,,,,,22993,22242,0.087163416898793,0.024410089503662,19416882,34542.4776614483,35293.4776614483,-8982.75243280706,459,40,18014,421,751,41428,Paso 3,3357,1912,8813
2020-05-17,2024,43781,19213,450,24118,329,2353,24118,,,19213,,,,,,24118,23349,0.082140568254647,0.024309617047246,19414529,53689.2014021342,54458.2014021342,19164.7237406858,1125,18,19213,450,769,43781,Paso 3,3357,2130,13171
2020-05-18,2018,46059,20165,478,25416,260,2278,25416,,,20165,,,,,,25416,24609,0.081040369552119,0.024657268807828,19412251,51251.3722323278,52058.3722323278,-2399.82916980641,1298,38,20165,478,807,46059,Paso 3,3064.71428571429,2130,17515
2020-05-19,3099,49579,21507,509,27563,421,3520,27563,,,21507,,,,,,27563,26687,0.079412564590699,0.024709302325581,19408731,43512.952274209,44388.952274209,-7669.41995811882,2147,69,21507,509,876,49579,Paso 3,3064.71428571429,2130,16189
2020-05-20,3647,53617,22504,544,30569,391,4038,30569,,,22504,,,,,,30569,29665,0.078079115564001,0.025555362721277,19404693,59251.1188633351,60155.1188633351,15766.1665891262,3006,28,22504,544,904,53617,Paso 3,3064.71428571429,2130,12469
2020-05-21,3538,57581,23992,589,33000,426,3964,33000,,,23992,,,,,,33000,32057,0.074651678277391,0.025629551279444,19400729,36668.637139764,37611.637139764,-22543.4817235712,2431,39,23992,589,943,57581,Paso 3,3064.71428571429,2130,16334
2020-05-22,3863,61857,25342,630,35885,413,4276,35885,,,25342,,,,,,35885,34899,0.072939783991715,0.025912521176652,19396453,64061.1048226649,65047.1048226649,27435.4676829009,2885,43,25342,630,986,61857,Paso 3,3064.71428571429,2177,16090
2020-05-23,3237,65393,26546,673,38174,299,3536,38174,,,26546,,,,,,38174,37112,0.074536777091522,0.026378632572835,19392917,66041.6496597422,67103.6496597422,2056.54483707734,2289,76,26546,673,1062,65393,Paso 3,3064.71428571429,2250,15239
2020-05-24,3343,69102,28148,718,40236,366,3709,40236,,,28148,,,,,,40236,39146,0.070586711565859,0.02636319545486,19389208,50848.5549259581,51938.5549259581,-15165.0947337841,2062,28,28148,718,1090,69102,Paso 3,3064.71428571429,2318,14426
2020-05-25,4428,73997,29302,761,43934,467,4895,43934,,,29302,,,,,,43934,42799,0.07034397273009,0.026810364900376,19384313,33045.5315962458,34180.5315962458,-17758.0233297123,3698,45,29302,761,1135,73997,Paso 3,3002.57142857143,2347,16283
2020-05-26,3618,77961,30915,806,46240,346,3964,46240,,,30915,,,,,,46240,45038,0.06963675337466,0.026512405031367,19380349,12294.4182059573,13496.4182059573,-20684.1133902885,2306,67,30915,806,1202,77961,Paso 3,3002.57142857143,2370,13084
2020-05-27,3956,82289,33540,841,47908,372,4328,47908,,,33540,,,,,,47908,46657,0.065258215962441,0.025886390739071,19376021,18817.8692985692,20068.8692985692,6572.45109261185,1668,49,33540,841,1251,82289,Paso 3,3002.57142857143,2417,13398
2020-05-28,4128,86943,36115,890,49938,526,4654,49938,,,36115,,,,,,49938,48649,0.061331303230718,0.02548596112311,19371367,14342.050372555,15631.050372555,-4437.81892601418,2030,38,36115,890,1289,86943,Paso 3,3002.57142857143,2479,15650
2020-05-29,3355,90638,38598,944,51096,340,3695,51096,,,38598,,,,,,51096,49746,0.05990947013402,0.025213696828689,19367672,16707.8240811542,18057.8240811542,2426.77370859924,1158,61,38598,944,1350,90638,Paso 3,3002.57142857143,2518,16333
2020-05-30,3736,94858,40431,997,53430,484,4220,53430,,,40431,,,,,,53430,52059,0.059626842952203,0.025441730230762,19363452,24874.6426716508,26245.6426716508,8187.81859049655,2334,21,40431,997,1371,94858,Paso 3,3002.57142857143,2544,16814
2020-05-31,4437,99688,42727,1054,55907,393,4830,55907,,,42727,,,,,,55907,54524,0.057343063272245,0.025421986706562,19358622,20222.7306681106,21605.7306681106,-4639.9120035402,2477,12,42727,1054,1383,99688,Paso 3,3002.57142857143,2576,19120
2020-06-01,5082,105159,44946,1113,59100,389,5471,59100,,,44946,,,,,,59100,57654,0.056893295561851,0.025793004624503,19353151,20667.6882726109,22113.6882726109,507.95760450032,3193,63,44946,1113,1446,105159,Paso 3,3699.85714285714,2604,16890
2020-06-02,3206,108686,,1188,21325,321,3527,59107,21325,86173,48391,,,,,,21325,19874,0.052643035953996,0.025716533209625,19435797,28587.3283135251,30038.3283135251,7924.64004091422,-37775,5,0,1188,1451,108686,Paso 3,3699.85714285714,2739,13440
2020-06-03,4537,113628,,1275,21605,405,4942,60011,21605,90748,52342,,,,,,21605,20130,0.048251496614217,0.025290486226384,19435430,22186.848028763,23661.848028763,-6376.48028476208,280,24,0,1275,1475,113628,Paso 3,3699.85714285714,2739,15546
2020-06-04,4172,118292,,1356,21305,492,4664,60711,21305,95631,56225,,,,,,21305,19809,0.045333333333333,0.025147183966934,19435649,21213.7839811767,22709.7839811767,-952.064047586315,-300,21,0,1356,1496,118292,Paso 3,3699.85714285714,2739,18458
2020-06-05,3790,122499,,1448,21693,417,4207,60642,21693,99358,60409,,,,,,21693,20172,0.042385397798523,0.024912297718932,19435169,23799.7785080814,25320.7785080814,2610.99452690463,388,25,0,1448,1521,122499,Paso 3,3699.85714285714,2767,21780
2020-06-06,4888,127745,,1541,22387,358,5246,62352,22387,103817,63852,,,,,,22387,20863,0.039922460313302,0.033489823069748,19434382,23011.6221033005,24535.6221033005,-785.156404780882,694,3,0,1541,1524,127745,Paso 3,3699.85714285714,2774,18954
2020-06-07,5760,134150,,2190,24363,645,6405,65048,24363,107597,66912,,,,,,24363,22805,0.038721542896908,0.03276316170299,19431757,21184.0084751159,22742.0084751159,-1793.61362818454,1976,34,0,2190,1558,134150,Paso 3,3699.85714285714,2823,21265
2020-06-08,4237,138846,,2264,24334,459,4696,64849,24334,112248,71733,,,,,,24334,22753,0.035985796877134,0.030852602132519,19431712,11344.7383942993,12925.7383942993,-9816.27008081663,-29,23,0,2264,1581,138846,Paso 3,3498.57142857143,2855,20040
2020-06-09,3587,142759,,2283,23115,326,3913,64798,23115,117361,75678,,,,,,23115,21538,0.034104671280277,0.031746642552045,19432912,24367.9253875684,25944.9253875684,13019.1869932691,-1219,-4,0,2283,1577,142759,Paso 3,3498.57142857143,2906,17777
2020-06-10,5226,148496,,2475,24201,511,5737,66207,24201,121820,79814,,,,,,24201,22611,0.033188611505385,0.032179270619402,19431634,29170.2852940766,30760.2852940766,4815.35990650818,1086,13,0,2475,1590,148496,Paso 3,3498.57142857143,2873,14477
2020-06-11,5089,154092,,2648,25000,507,5596,67149,25000,126444,84295,,,,,,25000,23382,0.032400176218511,0.033010133075693,19430662,25631.2185281077,27249.2185281077,-3511.06676596894,799,28,0,2648,1618,154092,Paso 3,3498.57142857143,2876,19976
2020-06-12,6217,160846,,2870,26618,537,6754,70208,26618,131358,87768,,,,,,26618,24971,0.032233442930954,0.034213023235288,19428822,30752.166634377,32399.166634377,5149.94810626936,1618,29,0,2870,1647,160846,Paso 3,3498.57142857143,2863,18733
2020-06-13,5969,167355,,3101,26958,540,6509,72497,26958,137296,91757,,,,,,26958,25302,0.030993823694554,0.035031309958043,19428251,27068.0301569082,28724.0301569082,-3675.1364774688,340,9,0,3101,1656,167355,Paso 3,3498.57142857143,2894,20223
2020-06-14,6368,174293,,3323,27266,570,6938,74605,27266,143704,96365,,,,,,27266,25551,0.030675943978393,0.033725222694808,19427721,39016.1613873635,40731.1613873635,12007.1312304553,308,59,0,3323,1715,174293,Paso 3,3498.57142857143,2898,20151
2020-06-15,4660,179436,,3362,27282,483,5143,74277,27282,148792,101797,,,,,,27282,25559,0.029153976311337,0.032170332544052,19427666,44527.740026924,46250.740026924,5519.57863956045,16,8,0,3362,1723,179436,Paso 3,3627.42857142857,3017,18808
2020-06-16,4498,184449,,3383,24834,515,5013,75763,24834,156232,105303,,,,,,24834,23107,0.080984759671747,0.033260953572677,19430093,41197.5510474978,42924.5510474978,-3326.18897942614,-2448,4,0,3383,1727,184449,Paso 3,3627.42857142857,3014,14575
2020-06-17,4320,220628,,3615,35082,437,4757,75346,35082,181931,141667,,,,,,35082,33288,0.083036334181902,0.033803287921991,19419613,40846.7645998484,42640.7645998484,-283.786447649436,10248,67,0,3615,1794,189206,Paso 3,3627.42857142857,3014,12636
2020-06-18,4060,225103,,3841,34821,383,4475,106811,34821,186441,114451,,,,,,34821,32976,0.086599389814598,0.034600818314003,19419648,41050.1946800005,42895.1946800005,254.430080152066,-261,51,0,3841,1845,193681,Paso 3,3627.42857142857,3014,16997
2020-06-19,5016,231393,,4093,35809,599,6290,108894,35809,191491,118406,,,,,,35809,33898,0.08809293320426,0.03506151070621,19418408,24576.0654776484,26487.0654776484,-16408.129202352,988,66,0,4093,1911,199971,Paso 3,3627.42857142857,3014,20347
2020-06-20,4564,236748,,4295,35844,418,5355,109003,35844,196609,123450,,,,,,35844,33893,0.087148791709474,0.035062037653137,19418171,41232.6794757255,43183.6794757255,16696.613998077,35,40,0,4295,1951,205326,Paso 3,3627.42857142857,3014,20080
2020-06-21,4181,242355,,4479,37307,594,5607,108205,37307,200569,129671,200569,37307,21897,10482,,37307,35311,0.081927513032057,0.033559448378681,19416524,28315.5421775447,30311.5421775447,-12872.1372981807,1463,45,0,4479,1996,210933,Paso 3,3627.42857142857,3018,20115
2020-06-22,3710,246963,,4502,37064,399,4608,108117,37064,205397,134344,205397,37064,22307,10029,,37064,35050,0.082764855757377,0.032446019330769,19416744,41223.0851542706,43237.0851542706,12925.5429767259,-243,18,0,4502,2014,215541,Paso 3,3626.71428571429,3018,18645
2020-06-23,3078,250767,,4505,35692,336,3804,108008,35692,210570,138254,210570,35692,24881,9403,,35692,33683,0.086913259788017,0.033139767019943,19418113,25175.6961787752,27184.6961787752,-16052.3889754954,-1372,-5,0,4505,2009,219345,Paso 3,3626.71428571429,3022,12707
