Date,New Cases,New Deaths,New Hospitalizations,Est. Net Cases,Est. Net Hospitalizations,Est. Newly Recovered,Est. Current Cases,Cumulative Cases,Recovered Population,Accumulative Deaths,Hospitalized Population,Measured Current Infected,Measured Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True Unhospitalized Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Closure Policy,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob
2020-02-10 00:00:00,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,2038371,,1,1,1,1,No Closures,,,,,,,,,,,,
2020-02-11 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,,,,,,,,,,,,
2020-02-12 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,,,,,,,,,,,,
2020-02-13 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,,,,,,,,,,,,
2020-02-14 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,,,,,,,,,,,,
2020-02-15 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,6,4,6,4,3,-1,5,6,6,10,4,-2
2020-02-16 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,7,6,7,6,2,-1,7,7,5,11,2,-2
2020-02-17 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,2,4,3,5,11,-2,1,4,5,11,9,-2
2020-02-18 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,0,-1,3,2,9,-2,-1,2,6,10,7,-2
2020-02-19 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,0,0,2,3,8,-1,0,2,3,9,7,-2
2020-02-20 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,0,-1,2,3,7,-1,0,-1,3,9,6,-2
2020-02-21 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,-2,-2,-1,4,11,-1,-2,1,-4,9,8,-1
2020-02-22 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,0,0,7,4,4,0,-1,1,5,8,5,-1
2020-02-23 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,2,1,8,7,2,-1,3,2,5,9,3,-1
2020-02-24 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,-2,0,6,4,8,-1,-3,1,4,7,6,-1
2020-02-25 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,-2,-2,7,2,6,-1,-3,0,7,9,8,-1
2020-02-26 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,-3,-1,3,1,6,-1,-3,0,9,10,7,-2
2020-02-27 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,1,1,0,2,7,-1,0,1,0,12,7,-1
2020-02-28 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,3,6,3,6,12,-2,3,10,1,11,9,-2
2020-02-29 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,6,8,5,5,6,-1,5,11,5,14,7,-2
2020-03-01 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,6,9,7,7,3,-1,7,11,5,14,5,-2
2020-03-02 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,,1,0,0,0,No Closures,1,6,2,4,10,-2,0,7,4,12,10,-2
2020-03-03 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,2,3,2,0,0,No Closures,1,3,2,2,9,-2,0,6,4,13,8,-1
2020-03-04 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,3.45408064036846,4.45408064036846,1.45408064036846,0,0,No Closures,1,4,2,3,9,-1,0,5,3,12,8,-2
2020-03-05 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,4,5,0.545919359631543,0,0,No Closures,2,3,3,3,8,-1,2,2,2,14,8,-1
2020-03-06 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,7.06787792515347,8.06787792515347,3.06787792515347,0,0,No Closures,-1,0,0,3,12,-1,-1,2,-7,11,9,-1
2020-03-07 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,7,8,-0.067877925153473,0,0,No Closures,1,2,4,2,6,0,0,4,2,12,7,-1
2020-03-08 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,8.31185585042214,9.31185585042214,1.31185585042214,0,0,No Closures,3,3,10,4,3,0,5,5,10,9,5,-1
2020-03-09 00:00:00,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2038371,8.73953559090755,9.73953559090755,0.427679740485408,0,0,No Closures,-11,-6,-8,-17,-16,7,-13,-8,-8,-4,-18,8
2020-03-10 00:00:00,2,0,0,2,0,0,3,3,0,0,1,3,2,0.333333333333333,0,2038369,9.70375851017834,10.7037585101783,0.964222919270791,2,0,No Closures,-2,0,2,3,9,-2,-2,3,4,15,8,-2
2020-03-11 00:00:00,1,0,0,1,0,0,4,4,0,0,1,4,3,0.25,0,2038368,11,12,1.29624148982166,1,0,No Closures,-1,2,2,2,8,-1,-1,2,4,13,8,-2
2020-03-12 00:00:00,1,0,0,1,0,0,5,5,0,0,1,5,4,0.2,0,2038367,14,15,3,1,0,No Closures,1,4,3,3,8,-2,1,4,3,14,7,-2
2020-03-13 00:00:00,2,0,0,2,0,0,7,7,0,0,1,7,6,0.142857142857143,0,2038365,14,15,0,2,0,No Closures,2,6,3,5,5,-1,-2,6,-9,12,3,0
2020-03-14 00:00:00,1,0,0,1,0,0,8,8,0,0,1,8,7,0.125,0,2038364,18.1889733575091,19.1889733575091,4.18897335750908,1,0,No Closures,2,10,6,4,3,-1,0,9,-4,19,4,-2
2020-03-15 00:00:00,0,0,0,0,0,0,8,8,0,0,1,8,7,0.125,0,2038364,17.5297118675489,18.5297118675489,-0.659261489960134,0,0,No Closures,0,7,6,-4,1,-1,2,9,5,3,3,-2
2020-03-16 00:00:00,0,0,0,0,0,0,8,8,0,0,1,8,7,0.125,0,2038364,18.9810847804295,19.9810847804295,1.45137291288052,0,0,No Closures,-11,5,-7,-30,-54,13,-13,3,-8,-15,-63,16
2020-03-17 00:00:00,2,0,0,2,0,0,10,10,0,0,1,10,9,0.1,0,2038362,29.8539645620544,30.8539645620544,10.8728797816249,2,0,No Closures,-7,5,-8,-9,-3,2,-7,11,-3,11,-5,2
2020-03-18 00:00:00,2,0,0,2,0,0,12,12,0,0,1,12,11,0.083333333333333,0,2038360,20,21,-9.85396456205437,2,0,No Closures,-13,3,-14,-17,-10,6,-15,1,-17,-5,-18,8
2020-03-19 00:00:00,3,0,0,3,0,0,15,15,0,0,1,15,14,0.066666666666667,0,2038357,25.1582435917633,26.1582435917633,5.15824359176327,3,0,Initial Moderate Closures,-17,1,-16,-22,-14,7,-20,-3,-20,-10,-20,10
2020-03-20 00:00:00,0,0,0,0,0,0,15,15,0,0,1,15,14,0.066666666666667,0,2038357,19,20,-6.15824359176327,0,0,Initial Moderate Closures,-23,-3,-22,-26,-14,9,-26,-2,-27,-16,-20,13
2020-03-21 00:00:00,1,0,0,1,0,0,16,16,0,0,1,16,15,0.0625,0,2038356,20,21,1,1,0,Initial Moderate Closures,-31,-7,-32,-29,-7,9,-33,-4,-35,-15,-7,10
2020-03-22 00:00:00,0,0,0,0,0,0,16,16,0,0,1,16,15,0.0625,0,2038356,23.4558136929022,24.4558136929022,3.45581369290219,0,0,Initial Moderate Closures,-37,-13,-37,-33,-10,8,-41,-15,-43,-22,-13,9
2020-03-23 00:00:00,3,0,1,3,1,0,19,19,0,0,2,19,17,0.105263157894737,0,2038353,22,24,-0.45581369290219,3,1,Initial Moderate Closures,-31,-14,-30,-37,-29,12,-32,-15,-29,-20,-28,14
2020-03-24 00:00:00,4,0,0,2,0,2,21,23,2,0,2,21,19,0.095238095238095,0,2038349,24,26,2,2,0,Initial Moderate Closures,-35,-16,-33,-41,-34,14,-35,-15,-29,-23,-33,16
2020-03-25 00:00:00,2,0,0,1,0,1,22,25,3,0,2,22,20,0.090909090909091,0,2038347,25.8261819883421,27.8261819883421,1.82618198834208,1,0,Initial Moderate Closures,-37,-16,-36,-44,-36,16,-36,-17,-33,-24,-34,16
2020-03-26 00:00:00,1,0,1,0,1,1,22,26,4,0,3,22,19,0.136363636363636,0,2038346,21,24,-3.82618198834207,0,1,Initial Moderate Closures,-37,-17,-36,-46,-37,16,-37,-18,-33,-25,-35,18
2020-03-27 00:00:00,4,0,2,2,2,2,24,30,6,0,5,24,19,0.208333333333333,0,2038342,37.8015838863199,42.8015838863199,18.8015838863199,2,2,Initial Moderate Closures,-39,-17,-37,-47,-34,17,-38,-13,-36,-30,-34,19
2020-03-28 00:00:00,2,1,0,0,-1,1,24,32,7,1,4,24,20,0.166666666666667,0.03125,2038340,22.3194133924198,26.3194133924198,-16.4821704939001,0,-1,Initial Moderate Closures,-40,-14,-39,-43,-18,12,-39,-11,-41,-25,-17,13
2020-03-29 00:00:00,1,0,0,1,0,0,25,33,7,1,4,25,21,0.16,0.03030303030303,2038339,21.1508150066068,25.1508150066068,-1.16859838581306,1,0,Initial Moderate Closures,-45,-19,-46,-47,-20,11,-45,-20,-48,-34,-20,11
2020-03-30 00:00:00,1,0,0,1,0,0,26,34,7,1,4,26,22,0.153846153846154,0.029411764705882,2038338,20,24,-1.15081500660676,1,0,Initial Moderate Closures,-35,-15,-36,-47,-38,15,-35,-17,-32,-29,-36,17
2020-03-31 00:00:00,4,0,0,2,0,2,28,38,9,1,4,28,24,0.142857142857143,0.026315789473684,2038334,20,24,0,2,0,Extraordinary Measures,-35,-15,-37,-48,-41,16,-36,-14,-32,-31,-39,18
2020-04-01 00:00:00,3,0,1,1,1,2,29,41,11,1,5,29,24,0.172413793103448,0.024390243902439,2038331,20.6771279208642,25.6771279208642,1.67712792086423,1,1,Extraordinary Measures,-37,-13,-39,-50,-44,18,-38,-15,-37,-32,-43,19
2020-04-02 00:00:00,1,1,0,-3,0,3,26,42,14,2,5,26,21,0.192307692307692,0.047619047619048,2038330,20,25,-0.677127920864233,-3,0,Extraordinary Measures,-47,-12,-41,-52,-46,19,-46,-12,-38,-31,-45,21
2020-04-03 00:00:00,3,0,3,3,3,0,29,45,14,2,8,29,21,0.275862068965517,0.044444444444445,2038327,20.875976797656,28.875976797656,3.87597679765601,3,3,Extraordinary Measures,-56,-11,-43,-52,-43,21,-56,-6,-41,-32,-43,23
2020-04-04 00:00:00,1,0,0,0,0,1,29,46,15,2,8,29,21,0.275862068965517,0.043478260869565,2038326,20.7289852583502,28.7289852583502,-0.146991539305802,0,0,Extraordinary Measures,-57,-11,-46,-48,-27,16,-57,-7,-49,-28,-27,16
2020-04-05 00:00:00,0,0,0,0,0,0,29,46,15,2,8,29,21,0.275862068965517,0.043478260869565,2038326,19,27,-1.72898525835021,0,0,Extraordinary Measures,-62,-19,-52,-51,-27,13,-63,-18,-57,-36,-28,13
2020-04-06 00:00:00,4,0,3,2,3,2,31,50,17,2,11,31,20,0.354838709677419,0.04,2038322,25,36,9,2,3,Extraordinary Measures,-54,-15,-41,-54,-49,19,-55,-14,-41,-38,-50,22
2020-04-07 00:00:00,5,0,2,2,2,3,33,55,20,2,13,33,20,0.393939393939394,0.036363636363636,2038317,30.0803444513774,43.0803444513774,7.08034445137736,2,2,Extraordinary Measures,-53,-18,-42,-56,-52,20,-53,-14,-40,-34,-52,22
2020-04-08 00:00:00,3,0,2,1,2,2,34,58,22,2,15,34,19,0.441176470588235,0.03448275862069,2038314,33.3104073149766,48.3104073149766,5.23006286359922,1,2,Extraordinary Measures,-52,-13,-42,-55,-53,20,-51,-11,-42,-32,-53,22
2020-04-09 00:00:00,3,0,2,3,2,0,37,61,22,2,17,37,20,0.45945945945946,0.032786885245902,2038311,29,46,-2.31040731497658,3,2,Extraordinary Measures,-58,-16,-46,-62,-64,23,-58,-13,-46,-37,-66,26
2020-04-10 00:00:00,2,0,1,-1,0,3,36,63,25,2,17,36,19,0.472222222222222,0.031746031746032,2038309,31,48,2,-1,0,Extraordinary Measures,-71,-30,-57,-72,-72,30,-72,-27,-61,-56,-76,34
2020-04-11 00:00:00,3,1,1,0,0,2,36,66,27,3,17,36,19,0.472222222222222,0.045454545454546,2038306,31,48,0,0,0,Extraordinary Measures,-66,-26,-54,-63,-49,20,-67,-25,-59,-47,-51,21
2020-04-12 00:00:00,1,0,0,0,0,1,36,67,28,3,17,36,19,0.472222222222222,0.044776119402985,2038305,34.7494369900692,51.7494369900692,3.74943699006921,0,0,Extraordinary Measures,-65,-29,-58,-57,-31,13,-67,-29,-61,-41,-33,13
2020-04-13 00:00:00,8,0,1,7,1,1,43,75,29,3,18,43,25,0.418604651162791,0.04,2038297,33,51,-0.749436990069206,7,1,Extraordinary Measures,-54,-20,-45,-56,-49,20,-54,-18,-43,-37,-49,22
2020-04-14 00:00:00,8,1,3,3,2,4,46,83,33,4,20,46,26,0.434782608695652,0.048192771084337,2038289,36.1050444021261,56.1050444021261,5.1050444021261,3,2,Extraordinary Measures,-54,-19,-44,-57,-50,21,-54,-16,-42,-36,-51,23
2020-04-15 00:00:00,3,1,0,-1,-2,3,45,86,36,5,18,45,27,0.4,0.058139534883721,2038286,45.0294330997685,63.0294330997685,6.92438869764237,-1,-2,Extraordinary Measures,-51,-13,-44,-56,-50,21,-51,-10,-42,-34,-51,22
2020-04-16 00:00:00,7,0,4,6,4,1,51,93,37,5,22,51,29,0.431372549019608,0.053763440860215,2038279,44.0748423578086,66.0748423578086,3.0454092580401,6,4,Extraordinary Measures,-51,-15,-45,-57,-51,22,-53,-14,-44,-35,-51,24
2020-04-17 00:00:00,5,0,3,3,1,2,54,98,39,5,23,54,31,0.425925925925926,0.051020408163265,2038274,60.0008290115747,83.0008290115747,16.9259866537662,3,1,Extraordinary Measures,-55,-18,-47,-58,-47,24,-55,-12,-46,-37,-49,26
2020-04-18 00:00:00,2,0,1,1,1,1,55,100,40,5,24,55,31,0.436363636363636,0.05,2038272,44.1049345372424,68.1049345372424,-14.8958944743324,1,1,Extraordinary Measures,-59,-23,-51,-55,-29,17,-58,-19,-55,-39,-29,17
2020-04-19 00:00:00,2,0,2,2,2,0,57,102,40,5,26,57,31,0.456140350877193,0.049019607843137,2038270,41,67,-1.10493453724237,2,2,Extraordinary Measures,-62,-28,-56,-56,-26,13,-62,-26,-60,-44,-26,13
2020-04-20 00:00:00,5,0,2,1,-1,4,58,107,44,5,25,58,33,0.431034482758621,0.046728971962617,2038265,35,60,-7,1,-1,Extraordinary Measures,-55,-25,-47,-57,-47,20,-55,-24,-43,-43,-48,22
2020-04-21 00:00:00,2,1,1,-4,-2,5,54,109,49,6,23,54,31,0.425925925925926,0.055045871559633,2038263,40.3356592335691,63.3356592335691,3.33565923356907,-4,-2,Extraordinary Measures,-58,-28,-50,-60,-50,21,-57,-25,-47,-45,-50,24
2020-04-22 00:00:00,7,0,3,5,2,2,59,116,51,6,25,59,34,0.423728813559322,0.051724137931035,2038256,43.4324104627584,68.4324104627584,5.09675122918931,5,2,Extraordinary Measures,-58,-27,-51,-60,-50,22,-57,-25,-49,-43,-50,24
2020-04-23 00:00:00,9,0,4,6,2,3,65,125,54,6,27,65,38,0.415384615384615,0.048,2038247,44,71,2.56758953724162,6,2,Extraordinary Measures,-59,-28,-52,-61,-51,23,-58,-26,-49,-43,-51,25
2020-04-24 00:00:00,10,0,3,8,2,2,73,135,56,6,29,73,44,0.397260273972603,0.044444444444445,2038237,46,75,4,8,2,Extraordinary Measures,-61,-28,-53,-62,-47,24,-59,-22,-51,-45,-48,27
2020-04-25 00:00:00,1,1,1,-3,-1,3,70,136,59,7,28,70,42,0.4,0.051470588235294,2038236,49,77,2,-3,-1,Extraordinary Measures,-62,-27,-55,-58,-31,18,-60,-22,-58,-41,-31,18
2020-04-26 00:00:00,2,1,2,0,1,1,70,138,60,8,29,70,41,0.414285714285714,0.057971014492754,2038234,51,80,3,0,1,Extraordinary Measures,-65,-31,-60,-59,-28,14,-64,-30,-63,-46,-28,14
2020-04-27 00:00:00,3,1,2,-6,0,8,64,141,68,9,29,64,35,0.453125,0.063829787234043,2038231,56,85,5,-6,0,Extraordinary Measures,-58,-28,-51,-60,-48,22,-57,-27,-48,-45,-48,24
2020-04-28 00:00:00,9,0,1,2,-1,7,66,150,75,9,28,66,38,0.424242424242424,0.06,2038222,61,89,4,2,-1,Extraordinary Measures,-58,-28,-50,-61,-50,17,-57,-26,-46,-43,-50,18
2020-04-29 00:00:00,12,1,4,8,4,3,74,162,78,10,32,74,42,0.432432432432432,0.061728395061728,2038210,62,94,5,8,4,Extraordinary Measures,-55,-21,-49,-60,-50,22,-55,-20,-47,-42,-49,23
2020-04-30 00:00:00,6,1,1,-1,-3,6,73,168,84,11,29,73,44,0.397260273972603,0.065476190476191,2038204,66,95,1,-1,-3,Extraordinary Measures,-47,-10,-45,-57,-49,20,-49,-12,-45,-41,-49,22
2020-05-01 00:00:00,8,1,4,3,1,4,76,176,88,12,30,76,46,0.394736842105263,0.068181818181818,2038196,78,108,13,3,1,Extraordinary Measures,-61,-22,-54,-67,-63,28,-61,-16,-53,-51,-67,31
2020-05-02 00:00:00,12,1,8,10,7,1,86,188,89,13,37,86,49,0.430232558139535,0.069148936170213,2038184,128.022531395408,165.022531395408,57.0225313954076,10,7,Extraordinary Measures,-59,-21,-52,-57,-33,18,-60,-19,-56,-43,-35,18
2020-05-03 00:00:00,4,1,2,2,0,1,88,192,90,14,37,88,51,0.420454545454545,0.072916666666667,2038180,108,145,-20.0225313954076,2,0,Extraordinary Measures,-63,-28,-58,-58,-25,13,-66,-30,-63,-46,-26,13
2020-05-04 00:00:00,10,2,2,4,-1,4,92,202,94,16,36,92,56,0.391304347826087,0.079207920792079,2038170,211.457096523157,247.457096523157,102.457096523157,4,-1,Extraordinary Measures,-54,-22,-47,-59,-47,21,-56,-23,-46,-44,-48,23
2020-05-05 00:00:00,11,1,5,9,4,1,101,213,95,17,40,101,61,0.396039603960396,0.07981220657277,2038159,159,199,-48.4570965231572,9,4,Extraordinary Measures,-56,-25,-50,-61,-51,22,-58,-26,-50,-46,-51,25
2020-05-06 00:00:00,9,2,4,3,2,4,104,222,99,19,42,104,62,0.403846153846154,0.085585585585586,2038150,172,214,15,3,2,Extraordinary Measures,-56,-23,-49,-61,-49,22,-57,-24,-48,-43,-50,24
2020-05-07 00:00:00,14,0,6,6,2,8,110,236,107,19,44,110,66,0.4,0.080508474576271,2038136,213.737094885918,257.737094885918,43.7370948859182,6,2,Extraordinary Measures,-56,-22,-50,-62,-50,23,-59,-26,-52,-45,-50,26
2020-05-08 00:00:00,26,0,7,16,4,10,126,262,117,19,48,126,78,0.380952380952381,0.072519083969466,2038110,226,274,16.2629051140818,16,4,Extraordinary Measures,-57,-22,-51,-61,-46,24,-59,-19,-52,-45,-47,27
2020-05-09 00:00:00,26,0,4,25,3,1,151,288,118,19,51,151,100,0.337748344370861,0.065972222222222,2038084,296.483274089782,347.483274089782,73.4832740897825,25,3,Extraordinary Measures,-56,-17,-51,-56,-28,17,-59,-18,-56,-40,-28,18
2020-05-10 00:00:00,19,4,11,15,7,0,166,307,118,23,58,166,108,0.349397590361446,0.074918566775244,2038065,273.84412918128,331.84412918128,-15.6391449085021,15,7,Extraordinary Measures,-59,-24,-56,-57,-14,11,-63,-27,-62,-45,-15,11
2020-05-11 00:00:00,47,2,13,43,10,2,209,354,120,25,68,209,141,0.325358851674641,0.070621468926554,2038018,259,327,-4.84412918128038,43,10,Extraordinary Measures,-57,-26,-50,-60,-47,21,-59,-27,-51,-43,-48,24
2020-05-12 00:00:00,34,4,8,21,3,9,230,388,129,29,71,230,159,0.308695652173913,0.074742268041237,2037984,329.192096798592,400.192096798592,73.1920967985919,21,3,Extraordinary Measures,-55,-25,-48,-60,-48,21,-58,-25,-48,-41,-49,24
2020-05-13 00:00:00,29,1,8,18,5,10,248,417,139,30,76,248,172,0.306451612903226,0.071942446043166,2037955,316,392,-8.19209679859188,18,5,Extraordinary Measures,-55,-23,-48,-61,-48,22,-58,-25,-48,-43,-49,24
2020-05-14 00:00:00,41,2,12,33,9,6,281,458,145,32,85,281,196,0.302491103202847,0.069868995633188,2037914,366.054272658375,451.054272658375,59.0542726583755,33,9,Extraordinary Measures,-53,-20,-48,-60,-48,22,-57,-23,-48,-41,-49,25
2020-05-15 00:00:00,49,4,15,40,10,5,321,507,150,36,95,321,226,0.29595015576324,0.071005917159763,2037865,350.247419406878,445.247419406878,-5.80685325149784,40,10,Extraordinary Measures,-53,-16,-46,-58,-44,23,-56,-14,-48,-43,-46,26
2020-05-16 00:00:00,28,8,14,11,1,9,332,535,159,44,96,332,236,0.289156626506024,0.082242990654206,2037837,335,431,-14.2474194068776,11,1,Extraordinary Measures,-55,-16,-49,-53,-26,16,-58,-16,-54,-37,-26,17
2020-05-17 00:00:00,17,8,7,5,-2,4,337,552,163,52,94,337,243,0.27893175074184,0.094202898550725,2037820,335,429,-2,5,-2,Extraordinary Measures,-60,-24,-55,-56,-20,13,-64,-26,-60,-44,-20,13
