Date,Indonesia,Angola,Querétaro,Rio de Janeiro,Metropolitana
127,-45,-38,-30,-40,-67
128,-42,-28,-25,-40,-66
129,-35,-47,-28,-46,-67
130,-37,-35,-28,-47,-63
131,-42,-31,-30,-43,-65
132,-41,-31,-23,-37,-67
133,-39,-24,-31,-32,-65
134,-35,-27,-29,-39,-64
135,-60,-19,-28,-39,-76
136,-45,-41,-26,-41,-67
137,-40,-27,-28,-40,-62
138,-42,-27,-33,-40,-65
139,-42,-32,-24,-35,-65
140,-42,-27,-30,-30,-71
141,-42,-32,-28,-36,-65
142,-41,-25,-24,-38,-66
143,-33,-45,-25,-39,-65
144,-35,-31,-24,-41,-61
145,-41,-28,-29,-47,-63
146,-41,-35,-23,-36,-65
147,-41,-25,-31,-30,-63
148,-43,-34,-25,-35,-62
149,-38,-29,-27,-34,-62
150,-32,-45,-27,-35,-61
151,-36,,-22,-35,-55
152,-57,,-26,-34,-55
153,-42,,-22,-27,-62
154,-39,,-28,-19,-60
155,-55,,-25,-27,-61
156,-52,,-20,-33,-61
157,-40,,-22,-35,-60
158,-38,,-21,-36,-52
159,-41,,-26,-35,-54
160,-40,,-22,-29,-59
161,-41,,-27,-25,-58
162,-41,,-25,-36,-58
163,-40,,-25,-34,-57
164,-33,,-25,-36,-56
165,-33,,-25,-35,-48
166,-40,,-27,-38,-46
167,-39,,-22,-38,-54
168,-40,,-28,-42,-55
169,-42,,-29,-39,-54
170,-41,,-26,-35,-54
171,-34,,-22,-36,-53
172,-34,,-23,-36,-48
173,-41,,-26,-34,-50
174,-40,,-20,-29,-53
175,-41,,-21,-23,-54
176,-42,-15,-24,-27,-52
177,-41,-8,-22,-33,-51
178,-35,-27,-23,-34,-51
179,-36,-11,-23,-33,-45
180,-54,-11,-25,-31,-45
181,-54,-16,-22,-23,-48
182,-52,-32,-26,-18,-48
183,-53,-39,-24,-23,-48
184,-52,-23,-22,-57,-47
185,-47,-31,-21,-28,-47
186,-55,-15,-22,-32,-42
187,-52,-20,-24,-30,-45
188,-53,-25,-16,-25,-45
189,-51,-23,-19,-19,-47
190,-52,-24,-20,-24,-45
191,-50,-16,-16,-29,-44
192,-44,-31,-23,-33,-46
193,-47,-15,-23,-32,-40
194,-50,-20,-22,-32,-42
195,-49,-17,-19,-28,-42
196,-47,-13,-21,-23,-40
197,-47,-17,-24,-39,-40
198,-46,-11,-21,-34,-40
199,-40,-26,-18,-47,-74
200,-41,-9,-22,-36,-66
201,-46,-15,-22,-32,-52
202,-47,-19,-17,-27,-45
203,-48,-10,-19,-22,-43
204,-41,-20,-25,-23,-43
205,-50,-17,-13,-32,-43
206,-43,-33,-21,-33,-44
207,-43,-16,-22,-31,-37
208,-46,-12,-26,-30,-38
209,-48,-17,-14,-20,-41
210,-46,-6,-24,-14,-41
211,-44,-16,-25,-24,-40
212,-45,-11,-19,-23,-40
213,-35,-24,-24,-24,-36
214,-35,-11,-22,-24,-29
215,-42,-17,-23,-25,-29
216,-42,-20,-7,-21,-36
217,-44,-12,-19,-11,-36
218,-41,-19,-25,-16,-37
219,-40,-16,-15,-51,-36
220,-31,-30,-48,-22,-35
221,-33,-11,-22,-25,-28
222,-41,-17,-25,-25,-28
223,-36,-16,-19,-20,-61
224,-40,-6,-17,-11,-33
225,-50,-13,-24,-15,-34
226,-50,-5,-16,-39,-32
227,-39,-26,-18,-21,-32
228,-31,-36,-18,-23,-26
229,-37,-9,-21,-23,-29
230,-39,-17,-13,-18,-36
231,-40,-2,-10,-13,-34
232,-42,-14,-22,-19,-34
233,-40,-12,-15,-23,-32
234,-31,-31,-12,-22,-33
235,-32,-11,-11,-24,-23
236,-40,-6,0,-23,25
237,-39,-52,10,-24,-35
238,-40,-7,9,-19,-33
239,-40,-24,-1,-26,-33
240,-38,-15,9,-57,-32
241,-30,-29,-2,-21,-28
242,-30,-10,0,-24,-22
243,-40,-13,-4,-25,-26
244,-40,-19,1,-18,-33
245,-41,-8,-2,-8,-31
246,-41,-17,-9,-15,-31
247,-40,-15,5,-21,-30
248,-32,-28,6,-23,-31
249,-32,-13,8,-24,-21
250,-42,-11,5,-24,-24
251,-41,-19,12,-19,-34
252,-39,-2,11,-9,-32
253,-37,-7,3,16,-32
254,-38,-10,9,-23,-32
255,-27,-19,6,-24,-32
256,-29,-2,8,-28,-21
257,-37,-1,2,-23,-21
258,-36,-6,13,-53,-33
259,-38,9,10,-16,-33
260,-40,-4,0,-20,-31
261,-37,6,8,-22,-31
262,-27,-15,6,-24,-31
263,-33,-1,7,-24,-20
264,-40,-1,3,-23,-22
265,-37,-6,18,-16,-33
266,-49,9,7,-8,-31
267,-36,2,-13,16,-30
268,-37,9,6,-20,-30
269,-28,-7,1,-23,-31
270,-27,3,1,-22,-17
271,-37,8,-6,-21,-19
272,-36,2,4,-17,-29
273,-36,17,6,-9,-26
274,-35,7,-7,-21,-27
275,-34,28,4,-26,-26
276,-27,4,1,-22,-26
277,-27,22,5,-24,-14
278,-35,20,7,-23,-16
279,-35,15,18,-17,-27
280,-33,15,8,-8,-46
281,-42,-53,-15,-18,-23
282,-53,-4,8,-20,-26
283,-38,-9,1,-20,-26
284,-33,6,1,-21,-48
285,-40,4,1,-20,-45
286,-40,0,6,-13,-25
287,-38,7,7,-1,-22
288,-44,-53,-5,-4,-20
289,-61,-9,4,-15,-16
290,-41,-8,-1,-20,-13
291,-34,6,-1,-16,-34
292,-39,2,-6,-43,-30
293,-39,-4,11,-74,-5
294,-40,9,10,-28,-7
295,-41,-5,-5,-33,-8
296,-41,5,6,-27,-23
297,-39,-7,-1,-28,-75
298,-34,4,-2,-26,-51
299,-43,-3,-2,-46,-43
300,-44,-15,8,-73,-21
301,-45,-7,8,-44,-21
302,-48,-17,-5,-28,-19
303,-49,-12,0,-27,-28
304,-44,-28,-3,-27,-78
305,-43,-12,-1,-28,-52
306,-48,-16,-5,-27,-43
307,-49,-15,1,-23,-25
308,,-7,7,-18,-25
309,,-12,-6,-21,-27
310,,-4,5,-26,-26
311,,-21,3,-28,-28
312,,-10,7,-31,-41
313,,-12,1,-33,-41
314,,-14,15,-30,-28
315,,-6,17,-24,-29
316,,-9,-1,-22,-31
317,,-4,11,-31,-33
318,,-16,20,-30,-33
319,,-2,-1,,-47
320,,-7,-59,,-46
321,,,-19,,-33
322,,,5,,-34
323,,,-11,,-34
324,,,-4,,-34
325,,,-1,,-34
326,,,-9,,-47
327,,,-62,,-46
328,,,-15,,-34
329,,,25,,-33
330,,,-2,,-34
331,,,10,,-33
332,,,0,,-33
333,,,1,,-49
334,,,-13,,-42
335,,,-6,,-31
336,,,-5,,-30
337,,,-4,,-32
338,,,-1,,-33
339,,,-8,,-33
340,,,-14,,-38
341,,,-19,,-38
342,,,-11,,-31
343,,,-13,,-32
344,,,-15,,-33
345,,,-9,,-32
346,,,-14,,-33
347,,,-11,,-29
348,,,-19,,-23
349,,,-11,,-32
350,,,-15,,-32
351,,,-13,,-32
352,,,-8,,-31
353,,,-12,,-32
354,,,-12,,-28
355,,,-12,,-26
356,,,5,,-30
357,,,-13,,-29
358,,,-30,,-29
359,,,-4,,-28
360,,,-14,,-26
361,,,-14,,-21
362,,,-18,,-17
363,,,-7,,-24
364,,,-14,,-24
365,,,-13,,
366,,,-7,,
367,,,-10,,
368,,,-9,,
369,,,-12,,
370,,,0,,
,,,0,,
,,,-10,,
,,,-3,,
,,,-6,,
,,,-1,,
,,,-6,,
,,,7,,
,,,5,,
,,,-5,,
,,,0,,
,,,-7,,
,,,-4,,
,,,-7,,
,,,2,,
,,,3,,
,,,-9,,
,,,-6,,
,,,3,,
,,,0,,
,,,-7,,
,,,1,,
