Region,Categoria,Fecha,Numero
Ñuble,residencias,2020-08-06,7.0
Biobío,residencias,2020-08-06,16.0
Araucanía,residencias,2020-08-06,5.0
Los Ríos,residencias,2020-08-06,4.0
Los Lagos,residencias,2020-08-06,9.0
Aysén,residencias,2020-08-06,2.0
Magallanes,residencias,2020-08-06,8.0
Arica y Parinacota,cupos totales,2020-08-07,664.0
Tarapacá,cupos totales,2020-08-07,707.0
Antofagasta,cupos totales,2020-08-07,955.0
Atacama,cupos totales,2020-08-07,392.0
Coquimbo,cupos totales,2020-08-07,615.0
Valparaíso,cupos totales,2020-08-07,1320.0
Metropolitana,cupos totales,2020-08-07,3200.0
O’Higgins,cupos totales,2020-08-07,198.0
Maule,cupos totales,2020-08-07,612.0
Ñuble,cupos totales,2020-08-07,284.0
Biobío,cupos totales,2020-08-07,936.0
Araucanía,cupos totales,2020-08-07,340.0
Los Ríos,cupos totales,2020-08-07,157.0
Los Lagos,cupos totales,2020-08-07,425.0
Aysén,cupos totales,2020-08-07,30.0
Magallanes,cupos totales,2020-08-07,98.0
Arica y Parinacota,usuarios en residencia,2020-08-07,546.0
Tarapacá,usuarios en residencia,2020-08-07,601.0
Antofagasta,usuarios en residencia,2020-08-07,440.0
Atacama,usuarios en residencia,2020-08-07,262.0
Coquimbo,usuarios en residencia,2020-08-07,324.0
Valparaíso,usuarios en residencia,2020-08-07,386.0
Metropolitana,usuarios en residencia,2020-08-07,1126.0
O’Higgins,usuarios en residencia,2020-08-07,112.0
Maule,usuarios en residencia,2020-08-07,271.0
Ñuble,usuarios en residencia,2020-08-07,132.0
Biobío,usuarios en residencia,2020-08-07,589.0
Araucanía,usuarios en residencia,2020-08-07,213.0
Los Ríos,usuarios en residencia,2020-08-07,117.0
Los Lagos,usuarios en residencia,2020-08-07,200.0
Aysén,usuarios en residencia,2020-08-07,9.0
Magallanes,usuarios en residencia,2020-08-07,61.0
Arica y Parinacota,residencias,2020-08-07,12.0
Tarapacá,residencias,2020-08-07,10.0
Antofagasta,residencias,2020-08-07,14.0
Atacama,residencias,2020-08-07,4.0
Coquimbo,residencias,2020-08-07,11.0
Valparaíso,residencias,2020-08-07,11.0
Metropolitana,residencias,2020-08-07,25.0
O’Higgins,residencias,2020-08-07,4.0
Maule,residencias,2020-08-07,15.0
Ñuble,residencias,2020-08-07,7.0
Biobío,residencias,2020-08-07,16.0
Araucanía,residencias,2020-08-07,5.0
Los Ríos,residencias,2020-08-07,4.0
Los Lagos,residencias,2020-08-07,10.0
Aysén,residencias,2020-08-07,2.0
Magallanes,residencias,2020-08-07,8.0
Arica y Parinacota,cupos totales,2020-08-08,664.0
Tarapacá,cupos totales,2020-08-08,707.0
Antofagasta,cupos totales,2020-08-08,955.0
Atacama,cupos totales,2020-08-08,390.0
Coquimbo,cupos totales,2020-08-08,615.0
Valparaíso,cupos totales,2020-08-08,1155.0
Metropolitana,cupos totales,2020-08-08,3200.0
O’Higgins,cupos totales,2020-08-08,198.0
Maule,cupos totales,2020-08-08,612.0
Ñuble,cupos totales,2020-08-08,284.0
Biobío,cupos totales,2020-08-08,936.0
Araucanía,cupos totales,2020-08-08,340.0
Los Ríos,cupos totales,2020-08-08,157.0
Los Lagos,cupos totales,2020-08-08,430.0
Aysén,cupos totales,2020-08-08,30.0
Magallanes,cupos totales,2020-08-08,98.0
Arica y Parinacota,usuarios en residencia,2020-08-08,549.0
Tarapacá,usuarios en residencia,2020-08-08,597.0
Antofagasta,usuarios en residencia,2020-08-08,475.0
Atacama,usuarios en residencia,2020-08-08,268.0
Coquimbo,usuarios en residencia,2020-08-08,299.0
Valparaíso,usuarios en residencia,2020-08-08,388.0
Metropolitana,usuarios en residencia,2020-08-08,1167.0
O’Higgins,usuarios en residencia,2020-08-08,117.0
Maule,usuarios en residencia,2020-08-08,297.0
Ñuble,usuarios en residencia,2020-08-08,144.0
Biobío,usuarios en residencia,2020-08-08,595.0
Araucanía,usuarios en residencia,2020-08-08,216.0
Los Ríos,usuarios en residencia,2020-08-08,117.0
Los Lagos,usuarios en residencia,2020-08-08,216.0
Aysén,usuarios en residencia,2020-08-08,9.0
Magallanes,usuarios en residencia,2020-08-08,53.0
Arica y Parinacota,residencias,2020-08-08,12.0
Tarapacá,residencias,2020-08-08,10.0
Antofagasta,residencias,2020-08-08,14.0
Atacama,residencias,2020-08-08,4.0
Coquimbo,residencias,2020-08-08,11.0
Valparaíso,residencias,2020-08-08,9.0
Metropolitana,residencias,2020-08-08,25.0
O’Higgins,residencias,2020-08-08,4.0
Maule,residencias,2020-08-08,15.0
Ñuble,residencias,2020-08-08,7.0
Biobío,residencias,2020-08-08,16.0
Araucanía,residencias,2020-08-08,5.0
Los Ríos,residencias,2020-08-08,4.0
Los Lagos,residencias,2020-08-08,10.0
Aysén,residencias,2020-08-08,2.0
Magallanes,residencias,2020-08-08,8.0
Arica y Parinacota,cupos totales,2020-08-09,664.0
Tarapacá,cupos totales,2020-08-09,707.0
Antofagasta,cupos totales,2020-08-09,955.0
Atacama,cupos totales,2020-08-09,390.0
Coquimbo,cupos totales,2020-08-09,615.0
Valparaíso,cupos totales,2020-08-09,1155.0
Metropolitana,cupos totales,2020-08-09,3200.0
O’Higgins,cupos totales,2020-08-09,198.0
Maule,cupos totales,2020-08-09,588.0
Ñuble,cupos totales,2020-08-09,284.0
Biobío,cupos totales,2020-08-09,846.0
Araucanía,cupos totales,2020-08-09,340.0
Los Ríos,cupos totales,2020-08-09,159.0
Los Lagos,cupos totales,2020-08-09,429.0
Aysén,cupos totales,2020-08-09,30.0
Magallanes,cupos totales,2020-08-09,98.0
Arica y Parinacota,usuarios en residencia,2020-08-09,579.0
Tarapacá,usuarios en residencia,2020-08-09,571.0
Antofagasta,usuarios en residencia,2020-08-09,480.0
Atacama,usuarios en residencia,2020-08-09,281.0
Coquimbo,usuarios en residencia,2020-08-09,297.0
Valparaíso,usuarios en residencia,2020-08-09,404.0
Metropolitana,usuarios en residencia,2020-08-09,1146.0
O’Higgins,usuarios en residencia,2020-08-09,124.0
Maule,usuarios en residencia,2020-08-09,298.0
Ñuble,usuarios en residencia,2020-08-09,154.0
Biobío,usuarios en residencia,2020-08-09,528.0
Araucanía,usuarios en residencia,2020-08-09,219.0
Los Ríos,usuarios en residencia,2020-08-09,119.0
Los Lagos,usuarios en residencia,2020-08-09,217.0
Aysén,usuarios en residencia,2020-08-09,10.0
Magallanes,usuarios en residencia,2020-08-09,53.0
Arica y Parinacota,residencias,2020-08-09,12.0
Tarapacá,residencias,2020-08-09,10.0
Antofagasta,residencias,2020-08-09,14.0
Atacama,residencias,2020-08-09,4.0
Coquimbo,residencias,2020-08-09,11.0
Valparaíso,residencias,2020-08-09,9.0
Metropolitana,residencias,2020-08-09,25.0
O’Higgins,residencias,2020-08-09,4.0
Maule,residencias,2020-08-09,15.0
Ñuble,residencias,2020-08-09,7.0
Biobío,residencias,2020-08-09,15.0
Araucanía,residencias,2020-08-09,5.0
Los Ríos,residencias,2020-08-09,4.0
Los Lagos,residencias,2020-08-09,10.0
Aysén,residencias,2020-08-09,2.0
Magallanes,residencias,2020-08-09,8.0
Arica y Parinacota,cupos totales,2020-08-10,664.0
Tarapacá,cupos totales,2020-08-10,707.0
Antofagasta,cupos totales,2020-08-10,955.0
Atacama,cupos totales,2020-08-10,390.0
Coquimbo,cupos totales,2020-08-10,615.0
Valparaíso,cupos totales,2020-08-10,1155.0
Metropolitana,cupos totales,2020-08-10,3200.0
O’Higgins,cupos totales,2020-08-10,198.0
Maule,cupos totales,2020-08-10,588.0
Ñuble,cupos totales,2020-08-10,284.0
Biobío,cupos totales,2020-08-10,936.0
Araucanía,cupos totales,2020-08-10,340.0
Los Ríos,cupos totales,2020-08-10,159.0
Los Lagos,cupos totales,2020-08-10,429.0
Aysén,cupos totales,2020-08-10,30.0
Magallanes,cupos totales,2020-08-10,98.0
Arica y Parinacota,usuarios en residencia,2020-08-10,612.0
Tarapacá,usuarios en residencia,2020-08-10,573.0
Antofagasta,usuarios en residencia,2020-08-10,446.0
Atacama,usuarios en residencia,2020-08-10,281.0
Coquimbo,usuarios en residencia,2020-08-10,313.0
Valparaíso,usuarios en residencia,2020-08-10,464.0
Metropolitana,usuarios en residencia,2020-08-10,1176.0
O’Higgins,usuarios en residencia,2020-08-10,126.0
Maule,usuarios en residencia,2020-08-10,337.0
Ñuble,usuarios en residencia,2020-08-10,164.0
Biobío,usuarios en residencia,2020-08-10,655.0
Araucanía,usuarios en residencia,2020-08-10,230.0
Los Ríos,usuarios en residencia,2020-08-10,114.0
Los Lagos,usuarios en residencia,2020-08-10,211.0
Aysén,usuarios en residencia,2020-08-10,11.0
Magallanes,usuarios en residencia,2020-08-10,56.0
Arica y Parinacota,residencias,2020-08-10,12.0
Tarapacá,residencias,2020-08-10,10.0
Antofagasta,residencias,2020-08-10,14.0
Atacama,residencias,2020-08-10,4.0
Coquimbo,residencias,2020-08-10,11.0
Valparaíso,residencias,2020-08-10,9.0
Metropolitana,residencias,2020-08-10,25.0
O’Higgins,residencias,2020-08-10,4.0
Maule,residencias,2020-08-10,15.0
Ñuble,residencias,2020-08-10,7.0
Biobío,residencias,2020-08-10,16.0
Araucanía,residencias,2020-08-10,5.0
Los Ríos,residencias,2020-08-10,4.0
Los Lagos,residencias,2020-08-10,10.0
Aysén,residencias,2020-08-10,2.0
Magallanes,residencias,2020-08-10,8.0
Arica y Parinacota,cupos totales,2020-08-11,711.0
Tarapacá,cupos totales,2020-08-11,708.0
Antofagasta,cupos totales,2020-08-11,955.0
Atacama,cupos totales,2020-08-11,390.0
Coquimbo,cupos totales,2020-08-11,615.0
Valparaíso,cupos totales,2020-08-11,1155.0
Metropolitana,cupos totales,2020-08-11,3200.0
O’Higgins,cupos totales,2020-08-11,198.0
Maule,cupos totales,2020-08-11,576.0
Ñuble,cupos totales,2020-08-11,284.0
Biobío,cupos totales,2020-08-11,936.0
Araucanía,cupos totales,2020-08-11,395.0
Los Ríos,cupos totales,2020-08-11,159.0
Los Lagos,cupos totales,2020-08-11,429.0
Aysén,cupos totales,2020-08-11,30.0
Magallanes,cupos totales,2020-08-11,98.0
Arica y Parinacota,usuarios en residencia,2020-08-11,615.0
Tarapacá,usuarios en residencia,2020-08-11,529.0
Antofagasta,usuarios en residencia,2020-08-11,438.0
Atacama,usuarios en residencia,2020-08-11,267.0
Coquimbo,usuarios en residencia,2020-08-11,292.0
Valparaíso,usuarios en residencia,2020-08-11,451.0
Metropolitana,usuarios en residencia,2020-08-11,1126.0
O’Higgins,usuarios en residencia,2020-08-11,120.0
Maule,usuarios en residencia,2020-08-11,326.0
Ñuble,usuarios en residencia,2020-08-11,173.0
Biobío,usuarios en residencia,2020-08-11,640.0
Araucanía,usuarios en residencia,2020-08-11,226.0
Los Ríos,usuarios en residencia,2020-08-11,118.0
Los Lagos,usuarios en residencia,2020-08-11,209.0
Aysén,usuarios en residencia,2020-08-11,14.0
Magallanes,usuarios en residencia,2020-08-11,42.0
Arica y Parinacota,residencias,2020-08-11,13.0
Tarapacá,residencias,2020-08-11,10.0
Antofagasta,residencias,2020-08-11,14.0
Atacama,residencias,2020-08-11,4.0
Coquimbo,residencias,2020-08-11,11.0
Valparaíso,residencias,2020-08-11,9.0
Metropolitana,residencias,2020-08-11,25.0
O’Higgins,residencias,2020-08-11,4.0
Maule,residencias,2020-08-11,14.0
Ñuble,residencias,2020-08-11,7.0
Biobío,residencias,2020-08-11,16.0
Araucanía,residencias,2020-08-11,6.0
Los Ríos,residencias,2020-08-11,4.0
Los Lagos,residencias,2020-08-11,10.0
Aysén,residencias,2020-08-11,2.0
Magallanes,residencias,2020-08-11,8.0
Arica y Parinacota,cupos totales,2020-08-12,712.0
Tarapacá,cupos totales,2020-08-12,708.0
Antofagasta,cupos totales,2020-08-12,955.0
Atacama,cupos totales,2020-08-12,390.0
Coquimbo,cupos totales,2020-08-12,615.0
Valparaíso,cupos totales,2020-08-12,1155.0
Metropolitana,cupos totales,2020-08-12,3200.0
O’Higgins,cupos totales,2020-08-12,199.0
Maule,cupos totales,2020-08-12,576.0
Ñuble,cupos totales,2020-08-12,284.0
Biobío,cupos totales,2020-08-12,981.0
Araucanía,cupos totales,2020-08-12,340.0
Los Ríos,cupos totales,2020-08-12,159.0
Los Lagos,cupos totales,2020-08-12,446.0
Aysén,cupos totales,2020-08-12,30.0
Magallanes,cupos totales,2020-08-12,98.0
Arica y Parinacota,usuarios en residencia,2020-08-12,633.0
Tarapacá,usuarios en residencia,2020-08-12,519.0
Antofagasta,usuarios en residencia,2020-08-12,420.0
Atacama,usuarios en residencia,2020-08-12,266.0
Coquimbo,usuarios en residencia,2020-08-12,275.0
Valparaíso,usuarios en residencia,2020-08-12,468.0
Metropolitana,usuarios en residencia,2020-08-12,1072.0
O’Higgins,usuarios en residencia,2020-08-12,115.0
Maule,usuarios en residencia,2020-08-12,326.0
Ñuble,usuarios en residencia,2020-08-12,190.0
Biobío,usuarios en residencia,2020-08-12,615.0
Araucanía,usuarios en residencia,2020-08-12,238.0
Los Ríos,usuarios en residencia,2020-08-12,105.0
Los Lagos,usuarios en residencia,2020-08-12,203.0
Aysén,usuarios en residencia,2020-08-12,13.0
Magallanes,usuarios en residencia,2020-08-12,47.0
Arica y Parinacota,residencias,2020-08-12,13.0
Tarapacá,residencias,2020-08-12,10.0
Antofagasta,residencias,2020-08-12,14.0
Atacama,residencias,2020-08-12,4.0
Coquimbo,residencias,2020-08-12,11.0
Valparaíso,residencias,2020-08-12,9.0
Metropolitana,residencias,2020-08-12,25.0
O’Higgins,residencias,2020-08-12,4.0
Maule,residencias,2020-08-12,14.0
Ñuble,residencias,2020-08-12,7.0
Biobío,residencias,2020-08-12,16.0
Araucanía,residencias,2020-08-12,5.0
Los Ríos,residencias,2020-08-12,4.0
Los Lagos,residencias,2020-08-12,11.0
Aysén,residencias,2020-08-12,2.0
Magallanes,residencias,2020-08-12,8.0
Arica y Parinacota,cupos totales,2020-08-13,712.0
Tarapacá,cupos totales,2020-08-13,706.0
Antofagasta,cupos totales,2020-08-13,955.0
Atacama,cupos totales,2020-08-13,390.0
Coquimbo,cupos totales,2020-08-13,615.0
Valparaíso,cupos totales,2020-08-13,1156.0
Metropolitana,cupos totales,2020-08-13,3200.0
O’Higgins,cupos totales,2020-08-13,165.0
Maule,cupos totales,2020-08-13,576.0
Ñuble,cupos totales,2020-08-13,284.0
Biobío,cupos totales,2020-08-13,981.0
Araucanía,cupos totales,2020-08-13,395.0
Los Ríos,cupos totales,2020-08-13,159.0
Los Lagos,cupos totales,2020-08-13,451.0
Aysén,cupos totales,2020-08-13,30.0
Magallanes,cupos totales,2020-08-13,122.0
Arica y Parinacota,usuarios en residencia,2020-08-13,639.0
Tarapacá,usuarios en residencia,2020-08-13,517.0
Antofagasta,usuarios en residencia,2020-08-13,424.0
Atacama,usuarios en residencia,2020-08-13,247.0
Coquimbo,usuarios en residencia,2020-08-13,264.0
Valparaíso,usuarios en residencia,2020-08-13,508.0
Metropolitana,usuarios en residencia,2020-08-13,1041.0
O’Higgins,usuarios en residencia,2020-08-13,119.0
Maule,usuarios en residencia,2020-08-13,326.0
Ñuble,usuarios en residencia,2020-08-13,199.0
Biobío,usuarios en residencia,2020-08-13,595.0
Araucanía,usuarios en residencia,2020-08-13,248.0
Los Ríos,usuarios en residencia,2020-08-13,110.0
Los Lagos,usuarios en residencia,2020-08-13,201.0
Aysén,usuarios en residencia,2020-08-13,13.0
Magallanes,usuarios en residencia,2020-08-13,54.0
Arica y Parinacota,residencias,2020-08-13,13.0
Tarapacá,residencias,2020-08-13,10.0
Antofagasta,residencias,2020-08-13,14.0
Atacama,residencias,2020-08-13,4.0
Coquimbo,residencias,2020-08-13,11.0
Valparaíso,residencias,2020-08-13,9.0
Metropolitana,residencias,2020-08-13,25.0
O’Higgins,residencias,2020-08-13,4.0
Maule,residencias,2020-08-13,14.0
Ñuble,residencias,2020-08-13,7.0
Biobío,residencias,2020-08-13,16.0
Araucanía,residencias,2020-08-13,6.0
Los Ríos,residencias,2020-08-13,4.0
Los Lagos,residencias,2020-08-13,11.0
Aysén,residencias,2020-08-13,2.0
Magallanes,residencias,2020-08-13,9.0
Arica y Parinacota,cupos totales,2020-08-14,712.0
Tarapacá,cupos totales,2020-08-14,704.0
Antofagasta,cupos totales,2020-08-14,956.0
Atacama,cupos totales,2020-08-14,399.0
Coquimbo,cupos totales,2020-08-14,615.0
Valparaíso,cupos totales,2020-08-14,1156.0
Metropolitana,cupos totales,2020-08-14,2607.0
O’Higgins,cupos totales,2020-08-14,170.0
Maule,cupos totales,2020-08-14,576.0
Ñuble,cupos totales,2020-08-14,284.0
Biobío,cupos totales,2020-08-14,981.0
Araucanía,cupos totales,2020-08-14,395.0
Los Ríos,cupos totales,2020-08-14,159.0
Los Lagos,cupos totales,2020-08-14,451.0
Aysén,cupos totales,2020-08-14,30.0
Magallanes,cupos totales,2020-08-14,122.0
Arica y Parinacota,usuarios en residencia,2020-08-14,616.0
Tarapacá,usuarios en residencia,2020-08-14,519.0
Antofagasta,usuarios en residencia,2020-08-14,437.0
Atacama,usuarios en residencia,2020-08-14,249.0
Coquimbo,usuarios en residencia,2020-08-14,254.0
Valparaíso,usuarios en residencia,2020-08-14,515.0
Metropolitana,usuarios en residencia,2020-08-14,1032.0
O’Higgins,usuarios en residencia,2020-08-14,115.0
Maule,usuarios en residencia,2020-08-14,335.0
Ñuble,usuarios en residencia,2020-08-14,210.0
Biobío,usuarios en residencia,2020-08-14,611.0
Araucanía,usuarios en residencia,2020-08-14,289.0
Los Ríos,usuarios en residencia,2020-08-14,108.0
Los Lagos,usuarios en residencia,2020-08-14,197.0
Aysén,usuarios en residencia,2020-08-14,13.0
Magallanes,usuarios en residencia,2020-08-14,58.0
Arica y Parinacota,residencias,2020-08-14,13.0
Tarapacá,residencias,2020-08-14,10.0
Antofagasta,residencias,2020-08-14,14.0
Atacama,residencias,2020-08-14,4.0
Coquimbo,residencias,2020-08-14,11.0
Valparaíso,residencias,2020-08-14,9.0
Metropolitana,residencias,2020-08-14,24.0
O’Higgins,residencias,2020-08-14,4.0
Maule,residencias,2020-08-14,14.0
Ñuble,residencias,2020-08-14,7.0
Biobío,residencias,2020-08-14,16.0
Araucanía,residencias,2020-08-14,6.0
Los Ríos,residencias,2020-08-14,4.0
Los Lagos,residencias,2020-08-14,11.0
Aysén,residencias,2020-08-14,2.0
Magallanes,residencias,2020-08-14,9.0
Arica y Parinacota,cupos totales,2020-08-15,712.0
Tarapacá,cupos totales,2020-08-15,703.0
Antofagasta,cupos totales,2020-08-15,956.0
Atacama,cupos totales,2020-08-15,399.0
Coquimbo,cupos totales,2020-08-15,615.0
Valparaíso,cupos totales,2020-08-15,1154.0
Metropolitana,cupos totales,2020-08-15,2607.0
O’Higgins,cupos totales,2020-08-15,189.0
Maule,cupos totales,2020-08-15,606.0
Ñuble,cupos totales,2020-08-15,284.0
Biobío,cupos totales,2020-08-15,981.0
Araucanía,cupos totales,2020-08-15,395.0
Los Ríos,cupos totales,2020-08-15,159.0
Los Lagos,cupos totales,2020-08-15,454.0
Aysén,cupos totales,2020-08-15,30.0
Magallanes,cupos totales,2020-08-15,155.0
Arica y Parinacota,usuarios en residencia,2020-08-15,637.0
Tarapacá,usuarios en residencia,2020-08-15,496.0
Antofagasta,usuarios en residencia,2020-08-15,430.0
Atacama,usuarios en residencia,2020-08-15,219.0
Coquimbo,usuarios en residencia,2020-08-15,254.0
Valparaíso,usuarios en residencia,2020-08-15,539.0
Metropolitana,usuarios en residencia,2020-08-15,984.0
O’Higgins,usuarios en residencia,2020-08-15,127.0
Maule,usuarios en residencia,2020-08-15,350.0
Ñuble,usuarios en residencia,2020-08-15,222.0
Biobío,usuarios en residencia,2020-08-15,598.0
Araucanía,usuarios en residencia,2020-08-15,286.0
Los Ríos,usuarios en residencia,2020-08-15,101.0
Los Lagos,usuarios en residencia,2020-08-15,189.0
Aysén,usuarios en residencia,2020-08-15,15.0
Magallanes,usuarios en residencia,2020-08-15,65.0
Arica y Parinacota,residencias,2020-08-15,13.0
Tarapacá,residencias,2020-08-15,10.0
Antofagasta,residencias,2020-08-15,14.0
Atacama,residencias,2020-08-15,4.0
Coquimbo,residencias,2020-08-15,11.0
Valparaíso,residencias,2020-08-15,9.0
Metropolitana,residencias,2020-08-15,24.0
O’Higgins,residencias,2020-08-15,4.0
Maule,residencias,2020-08-15,15.0
Ñuble,residencias,2020-08-15,7.0
Biobío,residencias,2020-08-15,16.0
Araucanía,residencias,2020-08-15,6.0
Los Ríos,residencias,2020-08-15,4.0
Los Lagos,residencias,2020-08-15,11.0
Aysén,residencias,2020-08-15,2.0
Magallanes,residencias,2020-08-15,9.0
Arica y Parinacota,cupos totales,2020-08-16,768.0
Tarapacá,cupos totales,2020-08-16,675.0
Antofagasta,cupos totales,2020-08-16,956.0
Atacama,cupos totales,2020-08-16,399.0
Coquimbo,cupos totales,2020-08-16,615.0
Valparaíso,cupos totales,2020-08-16,1156.0
Metropolitana,cupos totales,2020-08-16,2607.0
O’Higgins,cupos totales,2020-08-16,189.0
Maule,cupos totales,2020-08-16,594.0
Ñuble,cupos totales,2020-08-16,284.0
Biobío,cupos totales,2020-08-16,941.0
Araucanía,cupos totales,2020-08-16,395.0
Los Ríos,cupos totales,2020-08-16,159.0
Los Lagos,cupos totales,2020-08-16,454.0
Aysén,cupos totales,2020-08-16,30.0
Magallanes,cupos totales,2020-08-16,155.0
Arica y Parinacota,usuarios en residencia,2020-08-16,653.0
Tarapacá,usuarios en residencia,2020-08-16,514.0
Antofagasta,usuarios en residencia,2020-08-16,427.0
Atacama,usuarios en residencia,2020-08-16,225.0
Coquimbo,usuarios en residencia,2020-08-16,270.0
Valparaíso,usuarios en residencia,2020-08-16,534.0
Metropolitana,usuarios en residencia,2020-08-16,991.0
O’Higgins,usuarios en residencia,2020-08-16,136.0
Maule,usuarios en residencia,2020-08-16,335.0
Ñuble,usuarios en residencia,2020-08-16,227.0
Biobío,usuarios en residencia,2020-08-16,603.0
Araucanía,usuarios en residencia,2020-08-16,277.0
Los Ríos,usuarios en residencia,2020-08-16,100.0
Los Lagos,usuarios en residencia,2020-08-16,169.0
Aysén,usuarios en residencia,2020-08-16,14.0
Magallanes,usuarios en residencia,2020-08-16,76.0
Arica y Parinacota,residencias,2020-08-16,14.0
Tarapacá,residencias,2020-08-16,9.0
Antofagasta,residencias,2020-08-16,14.0
Atacama,residencias,2020-08-16,4.0
Coquimbo,residencias,2020-08-16,11.0
Valparaíso,residencias,2020-08-16,9.0
Metropolitana,residencias,2020-08-16,24.0
O’Higgins,residencias,2020-08-16,4.0
Maule,residencias,2020-08-16,14.0
Ñuble,residencias,2020-08-16,7.0
Biobío,residencias,2020-08-16,15.0
Araucanía,residencias,2020-08-16,6.0
Los Ríos,residencias,2020-08-16,4.0
Los Lagos,residencias,2020-08-16,11.0
Aysén,residencias,2020-08-16,2.0
Magallanes,residencias,2020-08-16,9.0
Arica y Parinacota,cupos totales,2020-08-17,768.0
Tarapacá,cupos totales,2020-08-17,675.0
Antofagasta,cupos totales,2020-08-17,956.0
Atacama,cupos totales,2020-08-17,399.0
Coquimbo,cupos totales,2020-08-17,615.0
Valparaíso,cupos totales,2020-08-17,1156.0
Metropolitana,cupos totales,2020-08-17,2607.0
O’Higgins,cupos totales,2020-08-17,189.0
Maule,cupos totales,2020-08-17,594.0
Ñuble,cupos totales,2020-08-17,284.0
Biobío,cupos totales,2020-08-17,941.0
Araucanía,cupos totales,2020-08-17,395.0
Los Ríos,cupos totales,2020-08-17,159.0
Los Lagos,cupos totales,2020-08-17,454.0
Aysén,cupos totales,2020-08-17,30.0
Magallanes,cupos totales,2020-08-17,155.0
Arica y Parinacota,usuarios en residencia,2020-08-17,661.0
Tarapacá,usuarios en residencia,2020-08-17,522.0
Antofagasta,usuarios en residencia,2020-08-17,440.0
Atacama,usuarios en residencia,2020-08-17,203.0
Coquimbo,usuarios en residencia,2020-08-17,280.0
Valparaíso,usuarios en residencia,2020-08-17,532.0
Metropolitana,usuarios en residencia,2020-08-17,986.0
O’Higgins,usuarios en residencia,2020-08-17,129.0
Maule,usuarios en residencia,2020-08-17,326.0
Ñuble,usuarios en residencia,2020-08-17,215.0
Biobío,usuarios en residencia,2020-08-17,610.0
Araucanía,usuarios en residencia,2020-08-17,275.0
Los Ríos,usuarios en residencia,2020-08-17,91.0
Los Lagos,usuarios en residencia,2020-08-17,167.0
Aysén,usuarios en residencia,2020-08-17,14.0
Magallanes,usuarios en residencia,2020-08-17,81.0
Arica y Parinacota,residencias,2020-08-17,14.0
Tarapacá,residencias,2020-08-17,9.0
Antofagasta,residencias,2020-08-17,14.0
Atacama,residencias,2020-08-17,4.0
Coquimbo,residencias,2020-08-17,11.0
Valparaíso,residencias,2020-08-17,9.0
Metropolitana,residencias,2020-08-17,24.0
O’Higgins,residencias,2020-08-17,4.0
Maule,residencias,2020-08-17,14.0
Ñuble,residencias,2020-08-17,7.0
Biobío,residencias,2020-08-17,15.0
Araucanía,residencias,2020-08-17,6.0
Los Ríos,residencias,2020-08-17,4.0
Los Lagos,residencias,2020-08-17,11.0
Aysén,residencias,2020-08-17,2.0
Magallanes,residencias,2020-08-17,9.0
Arica y Parinacota,cupos totales,2020-08-18,768.0
Tarapacá,cupos totales,2020-08-18,662.0
Antofagasta,cupos totales,2020-08-18,956.0
Atacama,cupos totales,2020-08-18,399.0
Coquimbo,cupos totales,2020-08-18,615.0
Valparaíso,cupos totales,2020-08-18,1156.0
Metropolitana,cupos totales,2020-08-18,2607.0
O’Higgins,cupos totales,2020-08-18,189.0
Maule,cupos totales,2020-08-18,594.0
Ñuble,cupos totales,2020-08-18,284.0
Biobío,cupos totales,2020-08-18,941.0
Araucanía,cupos totales,2020-08-18,395.0
Los Ríos,cupos totales,2020-08-18,159.0
Los Lagos,cupos totales,2020-08-18,454.0
Aysén,cupos totales,2020-08-18,30.0
Magallanes,cupos totales,2020-08-18,155.0
Arica y Parinacota,usuarios en residencia,2020-08-18,673.0
Tarapacá,usuarios en residencia,2020-08-18,447.0
Antofagasta,usuarios en residencia,2020-08-18,400.0
Atacama,usuarios en residencia,2020-08-18,210.0
Coquimbo,usuarios en residencia,2020-08-18,269.0
Valparaíso,usuarios en residencia,2020-08-18,486.0
Metropolitana,usuarios en residencia,2020-08-18,932.0
O’Higgins,usuarios en residencia,2020-08-18,124.0
Maule,usuarios en residencia,2020-08-18,292.0
Ñuble,usuarios en residencia,2020-08-18,211.0
Biobío,usuarios en residencia,2020-08-18,602.0
Araucanía,usuarios en residencia,2020-08-18,256.0
Los Ríos,usuarios en residencia,2020-08-18,84.0
Los Lagos,usuarios en residencia,2020-08-18,166.0
Aysén,usuarios en residencia,2020-08-18,12.0
Magallanes,usuarios en residencia,2020-08-18,69.0
Arica y Parinacota,residencias,2020-08-18,14.0
Tarapacá,residencias,2020-08-18,9.0
Antofagasta,residencias,2020-08-18,14.0
Atacama,residencias,2020-08-18,4.0
Coquimbo,residencias,2020-08-18,11.0
Valparaíso,residencias,2020-08-18,9.0
Metropolitana,residencias,2020-08-18,24.0
O’Higgins,residencias,2020-08-18,4.0
Maule,residencias,2020-08-18,14.0
Ñuble,residencias,2020-08-18,7.0
Biobío,residencias,2020-08-18,15.0
Araucanía,residencias,2020-08-18,6.0
Los Ríos,residencias,2020-08-18,4.0
Los Lagos,residencias,2020-08-18,11.0
Aysén,residencias,2020-08-18,2.0
Magallanes,residencias,2020-08-18,9.0
Arica y Parinacota,cupos totales,2020-08-19,768.0
Tarapacá,cupos totales,2020-08-19,611.0
Antofagasta,cupos totales,2020-08-19,956.0
Atacama,cupos totales,2020-08-19,399.0
