Region,Categoria,Fecha,Total
Total,Casos probables acumulados,2020-06-23,24881.0
Arica y Parinacota,Casos acumulados,2020-06-24,1473.0
Tarapacá,Casos acumulados,2020-06-24,5504.0
Antofagasta,Casos acumulados,2020-06-24,7227.0
Atacama,Casos acumulados,2020-06-24,785.0
Coquimbo,Casos acumulados,2020-06-24,2539.0
Valparaíso,Casos acumulados,2020-06-24,10187.0
Metropolitana,Casos acumulados,2020-06-24,203211.0
O’Higgins,Casos acumulados,2020-06-24,4610.0
Maule,Casos acumulados,2020-06-24,4657.0
Ñuble,Casos acumulados,2020-06-24,2219.0
Biobío,Casos acumulados,2020-06-24,5464.0
Araucanía,Casos acumulados,2020-06-24,3037.0
Los Ríos,Casos acumulados,2020-06-24,629.0
Los Lagos,Casos acumulados,2020-06-24,1483.0
Aysén,Casos acumulados,2020-06-24,28.0
Magallanes,Casos acumulados,2020-06-24,1363.0
Total,Casos acumulados,2020-06-24,254416.0
Arica y Parinacota,Casos nuevos totales,2020-06-24,30.0
Tarapacá,Casos nuevos totales,2020-06-24,62.0
Antofagasta,Casos nuevos totales,2020-06-24,236.0
Atacama,Casos nuevos totales,2020-06-24,38.0
Coquimbo,Casos nuevos totales,2020-06-24,54.0
Valparaíso,Casos nuevos totales,2020-06-24,286.0
Metropolitana,Casos nuevos totales,2020-06-24,2350.0
O’Higgins,Casos nuevos totales,2020-06-24,249.0
Maule,Casos nuevos totales,2020-06-24,153.0
Ñuble,Casos nuevos totales,2020-06-24,24.0
Biobío,Casos nuevos totales,2020-06-24,136.0
Araucanía,Casos nuevos totales,2020-06-24,10.0
Los Ríos,Casos nuevos totales,2020-06-24,4.0
Los Lagos,Casos nuevos totales,2020-06-24,17.0
Aysén,Casos nuevos totales,2020-06-24,0.0
Magallanes,Casos nuevos totales,2020-06-24,0.0
Total,Casos nuevos totales,2020-06-24,3649.0
Arica y Parinacota,Casos nuevos con sintomas,2020-06-24,23.0
Tarapacá,Casos nuevos con sintomas,2020-06-24,51.0
Antofagasta,Casos nuevos con sintomas,2020-06-24,202.0
Atacama,Casos nuevos con sintomas,2020-06-24,30.0
Coquimbo,Casos nuevos con sintomas,2020-06-24,35.0
Valparaíso,Casos nuevos con sintomas,2020-06-24,258.0
Metropolitana,Casos nuevos con sintomas,2020-06-24,1916.0
O’Higgins,Casos nuevos con sintomas,2020-06-24,213.0
Maule,Casos nuevos con sintomas,2020-06-24,134.0
Ñuble,Casos nuevos con sintomas,2020-06-24,20.0
Biobío,Casos nuevos con sintomas,2020-06-24,109.0
Araucanía,Casos nuevos con sintomas,2020-06-24,9.0
Los Ríos,Casos nuevos con sintomas,2020-06-24,4.0
Los Lagos,Casos nuevos con sintomas,2020-06-24,16.0
Aysén,Casos nuevos con sintomas,2020-06-24,0.0
Magallanes,Casos nuevos con sintomas,2020-06-24,0.0
Total,Casos nuevos con sintomas,2020-06-24,3020.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-06-24,6.0
Tarapacá,Casos nuevos sin sintomas,2020-06-24,11.0
Antofagasta,Casos nuevos sin sintomas,2020-06-24,31.0
Atacama,Casos nuevos sin sintomas,2020-06-24,6.0
Coquimbo,Casos nuevos sin sintomas,2020-06-24,5.0
Valparaíso,Casos nuevos sin sintomas,2020-06-24,18.0
Metropolitana,Casos nuevos sin sintomas,2020-06-24,141.0
O'Higgins,Casos nuevos sin sintomas,2020-06-24,10.0
Maule,Casos nuevos sin sintomas,2020-06-24,16.0
Ñuble,Casos nuevos sin sintomas,2020-06-24,4.0
Biobío,Casos nuevos sin sintomas,2020-06-24,15.0
Araucania,Casos nuevos sin sintomas,2020-06-24,1.0
Los Ríos,Casos nuevos sin sintomas,2020-06-24,0.0
Los Lagos,Casos nuevos sin sintomas,2020-06-24,0.0
Aysén,Casos nuevos sin sintomas,2020-06-24,0.0
Magallanes,Casos nuevos sin sintomas,2020-06-24,0.0
Total,Casos nuevos sin sintomas,2020-06-24,264.0
Arica y Parinacota,Casos nuevos sin notificar,2020-06-24,1.0
Tarapacá,Casos nuevos sin notificar,2020-06-24,0.0
Antofagasta,Casos nuevos sin notificar,2020-06-24,3.0
Atacama,Casos nuevos sin notificar,2020-06-24,2.0
Coquimbo,Casos nuevos sin notificar,2020-06-24,14.0
Valparaíso,Casos nuevos sin notificar,2020-06-24,10.0
Metropolitana,Casos nuevos sin notificar,2020-06-24,293.0
O'Higgins,Casos nuevos sin notificar,2020-06-24,26.0
Maule,Casos nuevos sin notificar,2020-06-24,3.0
Ñuble,Casos nuevos sin notificar,2020-06-24,0.0
Biobío,Casos nuevos sin notificar,2020-06-24,12.0
Araucania,Casos nuevos sin notificar,2020-06-24,0.0
Los Ríos,Casos nuevos sin notificar,2020-06-24,0.0
Los Lagos,Casos nuevos sin notificar,2020-06-24,1.0
Aysén,Casos nuevos sin notificar,2020-06-24,0.0
Magallanes,Casos nuevos sin notificar,2020-06-24,0.0
Total,Casos nuevos sin notificar,2020-06-24,365.0
Arica y Parinacota,Fallecidos totales,2020-06-24,15.0
Tarapacá,Fallecidos totales,2020-06-24,84.0
Antofagasta,Fallecidos totales,2020-06-24,113.0
Atacama,Fallecidos totales,2020-06-24,2.0
Coquimbo,Fallecidos totales,2020-06-24,18.0
Valparaíso,Fallecidos totales,2020-06-24,187.0
Metropolitana,Fallecidos totales,2020-06-24,4065.0
O’Higgins,Fallecidos totales,2020-06-24,59.0
Maule,Fallecidos totales,2020-06-24,36.0
Ñuble,Fallecidos totales,2020-06-24,29.0
Biobío,Fallecidos totales,2020-06-24,40.0
Araucanía,Fallecidos totales,2020-06-24,40.0
Los Ríos,Fallecidos totales,2020-06-24,10.0
Los Lagos,Fallecidos totales,2020-06-24,18.0
Aysén,Fallecidos totales,2020-06-24,0.0
Magallanes,Fallecidos totales,2020-06-24,15.0
Total,Fallecidos totales,2020-06-24,4731.0
Arica y Parinacota,Casos confirmados recuperados,2020-06-24,
Tarapacá,Casos confirmados recuperados,2020-06-24,
Antofagasta,Casos confirmados recuperados,2020-06-24,
Atacama,Casos confirmados recuperados,2020-06-24,
Coquimbo,Casos confirmados recuperados,2020-06-24,
Valparaíso,Casos confirmados recuperados,2020-06-24,
Metropolitana,Casos confirmados recuperados,2020-06-24,
O'Higgins,Casos confirmados recuperados,2020-06-24,
Maule,Casos confirmados recuperados,2020-06-24,
Ñuble,Casos confirmados recuperados,2020-06-24,
Biobío,Casos confirmados recuperados,2020-06-24,
Araucania,Casos confirmados recuperados,2020-06-24,
Los Ríos,Casos confirmados recuperados,2020-06-24,
Los Lagos,Casos confirmados recuperados,2020-06-24,
Aysén,Casos confirmados recuperados,2020-06-24,
Magallanes,Casos confirmados recuperados,2020-06-24,
Total,Casos confirmados recuperados,2020-06-24,
Arica y Parinacota,Casos activos confirmados,2020-06-24,356.0
Tarapacá,Casos activos confirmados,2020-06-24,862.0
Antofagasta,Casos activos confirmados,2020-06-24,1670.0
Atacama,Casos activos confirmados,2020-06-24,259.0
Coquimbo,Casos activos confirmados,2020-06-24,630.0
Valparaíso,Casos activos confirmados,2020-06-24,2005.0
Metropolitana,Casos activos confirmados,2020-06-24,22732.0
O'Higgins,Casos activos confirmados,2020-06-24,1782.0
Maule,Casos activos confirmados,2020-06-24,1262.0
Ñuble,Casos activos confirmados,2020-06-24,400.0
Biobío,Casos activos confirmados,2020-06-24,1788.0
Araucania,Casos activos confirmados,2020-06-24,279.0
Los Ríos,Casos activos confirmados,2020-06-24,112.0
Los Lagos,Casos activos confirmados,2020-06-24,286.0
Aysén,Casos activos confirmados,2020-06-24,4.0
Magallanes,Casos activos confirmados,2020-06-24,165.0
Total,Casos activos confirmados,2020-06-24,34592.0
Arica y Parinacota,Casos activos probables,2020-06-24,14.0
Tarapacá,Casos activos probables,2020-06-24,71.0
Antofagasta,Casos activos probables,2020-06-24,200.0
Atacama,Casos activos probables,2020-06-24,54.0
Coquimbo,Casos activos probables,2020-06-24,122.0
Valparaíso,Casos activos probables,2020-06-24,1127.0
Metropolitana,Casos activos probables,2020-06-24,6711.0
O'Higgins,Casos activos probables,2020-06-24,453.0
Maule,Casos activos probables,2020-06-24,156.0
Ñuble,Casos activos probables,2020-06-24,209.0
Biobío,Casos activos probables,2020-06-24,410.0
Araucania,Casos activos probables,2020-06-24,49.0
Los Ríos,Casos activos probables,2020-06-24,22.0
Los Lagos,Casos activos probables,2020-06-24,75.0
Aysén,Casos activos probables,2020-06-24,0.0
Magallanes,Casos activos probables,2020-06-24,1.0
Total,Casos activos probables,2020-06-24,9674.0
Arica y Parinacota,Casos probables acumulados,2020-06-24,50.0
Tarapacá,Casos probables acumulados,2020-06-24,174.0
Antofagasta,Casos probables acumulados,2020-06-24,338.0
Atacama,Casos probables acumulados,2020-06-24,72.0
Coquimbo,Casos probables acumulados,2020-06-24,310.0
Valparaíso,Casos probables acumulados,2020-06-24,2445.0
Metropolitana,Casos probables acumulados,2020-06-24,20458.0
O'Higgins,Casos probables acumulados,2020-06-24,689.0
Maule,Casos probables acumulados,2020-06-24,291.0
Ñuble,Casos probables acumulados,2020-06-24,332.0
Biobío,Casos probables acumulados,2020-06-24,731.0
Araucania,Casos probables acumulados,2020-06-24,127.0
Los Ríos,Casos probables acumulados,2020-06-24,40.0
Los Lagos,Casos probables acumulados,2020-06-24,106.0
Aysén,Casos probables acumulados,2020-06-24,0.0
Magallanes,Casos probables acumulados,2020-06-24,21.0
Total,Casos probables acumulados,2020-06-24,26184.0
Arica y Parinacota,Casos acumulados,2020-06-25,1511.0
Tarapacá,Casos acumulados,2020-06-25,5577.0
Antofagasta,Casos acumulados,2020-06-25,7515.0
Atacama,Casos acumulados,2020-06-25,837.0
Coquimbo,Casos acumulados,2020-06-25,2637.0
Valparaíso,Casos acumulados,2020-06-25,10482.0
Metropolitana,Casos acumulados,2020-06-25,206246.0
O’Higgins,Casos acumulados,2020-06-25,4868.0
Maule,Casos acumulados,2020-06-25,4832.0
Ñuble,Casos acumulados,2020-06-25,2233.0
Biobío,Casos acumulados,2020-06-25,5702.0
Araucanía,Casos acumulados,2020-06-25,3064.0
Los Ríos,Casos acumulados,2020-06-25,641.0
Los Lagos,Casos acumulados,2020-06-25,1505.0
Aysén,Casos acumulados,2020-06-25,29.0
Magallanes,Casos acumulados,2020-06-25,1385.0
Total,Casos acumulados,2020-06-25,259064.0
Arica y Parinacota,Casos nuevos totales,2020-06-25,38.0
Tarapacá,Casos nuevos totales,2020-06-25,73.0
Antofagasta,Casos nuevos totales,2020-06-25,288.0
Atacama,Casos nuevos totales,2020-06-25,52.0
Coquimbo,Casos nuevos totales,2020-06-25,98.0
Valparaíso,Casos nuevos totales,2020-06-25,295.0
Metropolitana,Casos nuevos totales,2020-06-25,3035.0
O’Higgins,Casos nuevos totales,2020-06-25,258.0
Maule,Casos nuevos totales,2020-06-25,175.0
Ñuble,Casos nuevos totales,2020-06-25,14.0
Biobío,Casos nuevos totales,2020-06-25,238.0
Araucanía,Casos nuevos totales,2020-06-25,27.0
Los Ríos,Casos nuevos totales,2020-06-25,12.0
Los Lagos,Casos nuevos totales,2020-06-25,22.0
Aysén,Casos nuevos totales,2020-06-25,1.0
Magallanes,Casos nuevos totales,2020-06-25,22.0
Total,Casos nuevos totales,2020-06-25,4648.0
Arica y Parinacota,Casos nuevos con sintomas,2020-06-25,29.0
Tarapacá,Casos nuevos con sintomas,2020-06-25,58.0
Antofagasta,Casos nuevos con sintomas,2020-06-25,237.0
Atacama,Casos nuevos con sintomas,2020-06-25,28.0
Coquimbo,Casos nuevos con sintomas,2020-06-25,56.0
Valparaíso,Casos nuevos con sintomas,2020-06-25,257.0
Metropolitana,Casos nuevos con sintomas,2020-06-25,2473.0
O’Higgins,Casos nuevos con sintomas,2020-06-25,234.0
Maule,Casos nuevos con sintomas,2020-06-25,150.0
Ñuble,Casos nuevos con sintomas,2020-06-25,12.0
Biobío,Casos nuevos con sintomas,2020-06-25,178.0
Araucanía,Casos nuevos con sintomas,2020-06-25,24.0
Los Ríos,Casos nuevos con sintomas,2020-06-25,12.0
Los Lagos,Casos nuevos con sintomas,2020-06-25,17.0
Aysén,Casos nuevos con sintomas,2020-06-25,1.0
Magallanes,Casos nuevos con sintomas,2020-06-25,12.0
Total,Casos nuevos con sintomas,2020-06-25,3778.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-06-25,9.0
Tarapacá,Casos nuevos sin sintomas,2020-06-25,11.0
Antofagasta,Casos nuevos sin sintomas,2020-06-25,41.0
Atacama,Casos nuevos sin sintomas,2020-06-25,21.0
Coquimbo,Casos nuevos sin sintomas,2020-06-25,29.0
Valparaíso,Casos nuevos sin sintomas,2020-06-25,14.0
Metropolitana,Casos nuevos sin sintomas,2020-06-25,202.0
O'Higgins,Casos nuevos sin sintomas,2020-06-25,9.0
Maule,Casos nuevos sin sintomas,2020-06-25,23.0
Ñuble,Casos nuevos sin sintomas,2020-06-25,2.0
Biobío,Casos nuevos sin sintomas,2020-06-25,45.0
Araucania,Casos nuevos sin sintomas,2020-06-25,3.0
Los Ríos,Casos nuevos sin sintomas,2020-06-25,0.0
Los Lagos,Casos nuevos sin sintomas,2020-06-25,4.0
Aysén,Casos nuevos sin sintomas,2020-06-25,0.0
Magallanes,Casos nuevos sin sintomas,2020-06-25,10.0
Total,Casos nuevos sin sintomas,2020-06-25,423.0
Arica y Parinacota,Casos nuevos sin notificar,2020-06-25,0.0
Tarapacá,Casos nuevos sin notificar,2020-06-25,4.0
Antofagasta,Casos nuevos sin notificar,2020-06-25,10.0
Atacama,Casos nuevos sin notificar,2020-06-25,3.0
Coquimbo,Casos nuevos sin notificar,2020-06-25,13.0
Valparaíso,Casos nuevos sin notificar,2020-06-25,24.0
Metropolitana,Casos nuevos sin notificar,2020-06-25,360.0
O'Higgins,Casos nuevos sin notificar,2020-06-25,15.0
Maule,Casos nuevos sin notificar,2020-06-25,2.0
Ñuble,Casos nuevos sin notificar,2020-06-25,0.0
Biobío,Casos nuevos sin notificar,2020-06-25,15.0
Araucania,Casos nuevos sin notificar,2020-06-25,0.0
Los Ríos,Casos nuevos sin notificar,2020-06-25,0.0
Los Lagos,Casos nuevos sin notificar,2020-06-25,1.0
Aysén,Casos nuevos sin notificar,2020-06-25,0.0
Magallanes,Casos nuevos sin notificar,2020-06-25,0.0
Total,Casos nuevos sin notificar,2020-06-25,447.0
Arica y Parinacota,Fallecidos totales,2020-06-25,16.0
Tarapacá,Fallecidos totales,2020-06-25,85.0
Antofagasta,Fallecidos totales,2020-06-25,122.0
Atacama,Fallecidos totales,2020-06-25,2.0
Coquimbo,Fallecidos totales,2020-06-25,22.0
Valparaíso,Fallecidos totales,2020-06-25,195.0
Metropolitana,Fallecidos totales,2020-06-25,4206.0
O’Higgins,Fallecidos totales,2020-06-25,63.0
Maule,Fallecidos totales,2020-06-25,36.0
Ñuble,Fallecidos totales,2020-06-25,30.0
Biobío,Fallecidos totales,2020-06-25,42.0
Araucanía,Fallecidos totales,2020-06-25,40.0
Los Ríos,Fallecidos totales,2020-06-25,10.0
Los Lagos,Fallecidos totales,2020-06-25,19.0
Aysén,Fallecidos totales,2020-06-25,0.0
Magallanes,Fallecidos totales,2020-06-25,15.0
Total,Fallecidos totales,2020-06-25,4903.0
Arica y Parinacota,Casos confirmados recuperados,2020-06-25,
Tarapacá,Casos confirmados recuperados,2020-06-25,
Antofagasta,Casos confirmados recuperados,2020-06-25,
Atacama,Casos confirmados recuperados,2020-06-25,
Coquimbo,Casos confirmados recuperados,2020-06-25,
Valparaíso,Casos confirmados recuperados,2020-06-25,
Metropolitana,Casos confirmados recuperados,2020-06-25,
O'Higgins,Casos confirmados recuperados,2020-06-25,
Maule,Casos confirmados recuperados,2020-06-25,
Ñuble,Casos confirmados recuperados,2020-06-25,
Biobío,Casos confirmados recuperados,2020-06-25,
Araucania,Casos confirmados recuperados,2020-06-25,
Los Ríos,Casos confirmados recuperados,2020-06-25,
Los Lagos,Casos confirmados recuperados,2020-06-25,
Aysén,Casos confirmados recuperados,2020-06-25,
Magallanes,Casos confirmados recuperados,2020-06-25,
Total,Casos confirmados recuperados,2020-06-25,
Arica y Parinacota,Casos activos confirmados,2020-06-25,344.0
Tarapacá,Casos activos confirmados,2020-06-25,822.0
Antofagasta,Casos activos confirmados,2020-06-25,1708.0
Atacama,Casos activos confirmados,2020-06-25,285.0
Coquimbo,Casos activos confirmados,2020-06-25,636.0
Valparaíso,Casos activos confirmados,2020-06-25,2072.0
Metropolitana,Casos activos confirmados,2020-06-25,22743.0
O'Higgins,Casos activos confirmados,2020-06-25,1890.0
Maule,Casos activos confirmados,2020-06-25,1272.0
Ñuble,Casos activos confirmados,2020-06-25,370.0
Biobío,Casos activos confirmados,2020-06-25,1871.0
Araucania,Casos activos confirmados,2020-06-25,255.0
Los Ríos,Casos activos confirmados,2020-06-25,105.0
Los Lagos,Casos activos confirmados,2020-06-25,279.0
Aysén,Casos activos confirmados,2020-06-25,3.0
Magallanes,Casos activos confirmados,2020-06-25,179.0
Total,Casos activos confirmados,2020-06-25,34834.0
Arica y Parinacota,Casos activos probables,2020-06-25,15.0
Tarapacá,Casos activos probables,2020-06-25,80.0
Antofagasta,Casos activos probables,2020-06-25,200.0
Atacama,Casos activos probables,2020-06-25,42.0
Coquimbo,Casos activos probables,2020-06-25,124.0
Valparaíso,Casos activos probables,2020-06-25,1158.0
Metropolitana,Casos activos probables,2020-06-25,6606.0
O'Higgins,Casos activos probables,2020-06-25,496.0
Maule,Casos activos probables,2020-06-25,156.0
Ñuble,Casos activos probables,2020-06-25,238.0
Biobío,Casos activos probables,2020-06-25,407.0
Araucania,Casos activos probables,2020-06-25,52.0
Los Ríos,Casos activos probables,2020-06-25,18.0
Los Lagos,Casos activos probables,2020-06-25,53.0
Aysén,Casos activos probables,2020-06-25,0.0
Magallanes,Casos activos probables,2020-06-25,1.0
Total,Casos activos probables,2020-06-25,9646.0
Arica y Parinacota,Casos probables acumulados,2020-06-25,52.0
Tarapacá,Casos probables acumulados,2020-06-25,193.0
Antofagasta,Casos probables acumulados,2020-06-25,350.0
Atacama,Casos probables acumulados,2020-06-25,58.0
Coquimbo,Casos probables acumulados,2020-06-25,325.0
Valparaíso,Casos probables acumulados,2020-06-25,2583.0
Metropolitana,Casos probables acumulados,2020-06-25,21175.0
O'Higgins,Casos probables acumulados,2020-06-25,754.0
Maule,Casos probables acumulados,2020-06-25,299.0
Ñuble,Casos probables acumulados,2020-06-25,378.0
Biobío,Casos probables acumulados,2020-06-25,748.0
Araucania,Casos probables acumulados,2020-06-25,134.0
Los Ríos,Casos probables acumulados,2020-06-25,40.0
Los Lagos,Casos probables acumulados,2020-06-25,83.0
Aysén,Casos probables acumulados,2020-06-25,0.0
Magallanes,Casos probables acumulados,2020-06-25,21.0
Total,Casos probables acumulados,2020-06-25,27193.0
Arica y Parinacota,Casos acumulados,2020-06-26,1549.0
Tarapacá,Casos acumulados,2020-06-26,5712.0
Antofagasta,Casos acumulados,2020-06-26,7742.0
Atacama,Casos acumulados,2020-06-26,887.0
Coquimbo,Casos acumulados,2020-06-26,2705.0
Valparaíso,Casos acumulados,2020-06-26,10797.0
Metropolitana,Casos acumulados,2020-06-26,208862.0
O’Higgins,Casos acumulados,2020-06-26,5136.0
Maule,Casos acumulados,2020-06-26,5013.0
Ñuble,Casos acumulados,2020-06-26,2274.0
Biobío,Casos acumulados,2020-06-26,5958.0
Araucanía,Casos acumulados,2020-06-26,3105.0
Los Ríos,Casos acumulados,2020-06-26,652.0
Los Lagos,Casos acumulados,2020-06-26,1541.0
Aysén,Casos acumulados,2020-06-26,30.0
Magallanes,Casos acumulados,2020-06-26,1397.0
Total,Casos acumulados,2020-06-26,263360.0
Arica y Parinacota,Casos nuevos totales,2020-06-26,37.0
Tarapacá,Casos nuevos totales,2020-06-26,135.0
Antofagasta,Casos nuevos totales,2020-06-26,227.0
Atacama,Casos nuevos totales,2020-06-26,50.0
Coquimbo,Casos nuevos totales,2020-06-26,69.0
Valparaíso,Casos nuevos totales,2020-06-26,315.0
Metropolitana,Casos nuevos totales,2020-06-26,2616.0
O’Higgins,Casos nuevos totales,2020-06-26,268.0
Maule,Casos nuevos totales,2020-06-26,181.0
Ñuble,Casos nuevos totales,2020-06-26,41.0
Biobío,Casos nuevos totales,2020-06-26,256.0
Araucanía,Casos nuevos totales,2020-06-26,41.0
Los Ríos,Casos nuevos totales,2020-06-26,11.0
Los Lagos,Casos nuevos totales,2020-06-26,36.0
Aysén,Casos nuevos totales,2020-06-26,1.0
Magallanes,Casos nuevos totales,2020-06-26,12.0
Total,Casos nuevos totales,2020-06-26,4296.0
Arica y Parinacota,Casos nuevos con sintomas,2020-06-26,37.0
Tarapacá,Casos nuevos con sintomas,2020-06-26,111.0
Antofagasta,Casos nuevos con sintomas,2020-06-26,197.0
Atacama,Casos nuevos con sintomas,2020-06-26,43.0
Coquimbo,Casos nuevos con sintomas,2020-06-26,43.0
Valparaíso,Casos nuevos con sintomas,2020-06-26,269.0
Metropolitana,Casos nuevos con sintomas,2020-06-26,2058.0
O’Higgins,Casos nuevos con sintomas,2020-06-26,209.0
Maule,Casos nuevos con sintomas,2020-06-26,154.0
Ñuble,Casos nuevos con sintomas,2020-06-26,33.0
Biobío,Casos nuevos con sintomas,2020-06-26,189.0
Araucanía,Casos nuevos con sintomas,2020-06-26,37.0
Los Ríos,Casos nuevos con sintomas,2020-06-26,6.0
Los Lagos,Casos nuevos con sintomas,2020-06-26,31.0
Aysén,Casos nuevos con sintomas,2020-06-26,0.0
Magallanes,Casos nuevos con sintomas,2020-06-26,5.0
Total,Casos nuevos con sintomas,2020-06-26,3422.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-06-26,0.0
Tarapacá,Casos nuevos sin sintomas,2020-06-26,19.0
Antofagasta,Casos nuevos sin sintomas,2020-06-26,24.0
Atacama,Casos nuevos sin sintomas,2020-06-26,7.0
Coquimbo,Casos nuevos sin sintomas,2020-06-26,6.0
Valparaíso,Casos nuevos sin sintomas,2020-06-26,13.0
Metropolitana,Casos nuevos sin sintomas,2020-06-26,217.0
O'Higgins,Casos nuevos sin sintomas,2020-06-26,28.0
Maule,Casos nuevos sin sintomas,2020-06-26,22.0
Ñuble,Casos nuevos sin sintomas,2020-06-26,7.0
Biobío,Casos nuevos sin sintomas,2020-06-26,50.0
Araucania,Casos nuevos sin sintomas,2020-06-26,4.0
Los Ríos,Casos nuevos sin sintomas,2020-06-26,5.0
Los Lagos,Casos nuevos sin sintomas,2020-06-26,3.0
Aysén,Casos nuevos sin sintomas,2020-06-26,1.0
Magallanes,Casos nuevos sin sintomas,2020-06-26,7.0
Total,Casos nuevos sin sintomas,2020-06-26,413.0
Arica y Parinacota,Casos nuevos sin notificar,2020-06-26,0.0
Tarapacá,Casos nuevos sin notificar,2020-06-26,5.0
Antofagasta,Casos nuevos sin notificar,2020-06-26,6.0
Atacama,Casos nuevos sin notificar,2020-06-26,0.0
Coquimbo,Casos nuevos sin notificar,2020-06-26,20.0
Valparaíso,Casos nuevos sin notificar,2020-06-26,33.0
Metropolitana,Casos nuevos sin notificar,2020-06-26,341.0
O'Higgins,Casos nuevos sin notificar,2020-06-26,31.0
Maule,Casos nuevos sin notificar,2020-06-26,5.0
Ñuble,Casos nuevos sin notificar,2020-06-26,1.0
Biobío,Casos nuevos sin notificar,2020-06-26,17.0
Araucania,Casos nuevos sin notificar,2020-06-26,0.0
Los Ríos,Casos nuevos sin notificar,2020-06-26,0.0
Los Lagos,Casos nuevos sin notificar,2020-06-26,2.0
Aysén,Casos nuevos sin notificar,2020-06-26,0.0
Magallanes,Casos nuevos sin notificar,2020-06-26,0.0
Total,Casos nuevos sin notificar,2020-06-26,461.0
Arica y Parinacota,Fallecidos totales,2020-06-26,19.0
Tarapacá,Fallecidos totales,2020-06-26,85.0
Antofagasta,Fallecidos totales,2020-06-26,128.0
Atacama,Fallecidos totales,2020-06-26,2.0
Coquimbo,Fallecidos totales,2020-06-26,23.0
Valparaíso,Fallecidos totales,2020-06-26,204.0
Metropolitana,Fallecidos totales,2020-06-26,4342.0
O’Higgins,Fallecidos totales,2020-06-26,65.0
Maule,Fallecidos totales,2020-06-26,39.0
Ñuble,Fallecidos totales,2020-06-26,31.0
Biobío,Fallecidos totales,2020-06-26,45.0
Araucanía,Fallecidos totales,2020-06-26,40.0
Los Ríos,Fallecidos totales,2020-06-26,10.0
Los Lagos,Fallecidos totales,2020-06-26,20.0
Aysén,Fallecidos totales,2020-06-26,0.0
Magallanes,Fallecidos totales,2020-06-26,15.0
Total,Fallecidos totales,2020-06-26,5068.0
Arica y Parinacota,Casos confirmados recuperados,2020-06-26,
Tarapacá,Casos confirmados recuperados,2020-06-26,
Antofagasta,Casos confirmados recuperados,2020-06-26,
Atacama,Casos confirmados recuperados,2020-06-26,
Coquimbo,Casos confirmados recuperados,2020-06-26,
Valparaíso,Casos confirmados recuperados,2020-06-26,
Metropolitana,Casos confirmados recuperados,2020-06-26,
O'Higgins,Casos confirmados recuperados,2020-06-26,
Maule,Casos confirmados recuperados,2020-06-26,
Ñuble,Casos confirmados recuperados,2020-06-26,
Biobío,Casos confirmados recuperados,2020-06-26,
Araucania,Casos confirmados recuperados,2020-06-26,
Los Ríos,Casos confirmados recuperados,2020-06-26,
Los Lagos,Casos confirmados recuperados,2020-06-26,
Aysén,Casos confirmados recuperados,2020-06-26,
Magallanes,Casos confirmados recuperados,2020-06-26,
Total,Casos confirmados recuperados,2020-06-26,
Arica y Parinacota,Casos activos confirmados,2020-06-26,351.0
Tarapacá,Casos activos confirmados,2020-06-26,839.0
Antofagasta,Casos activos confirmados,2020-06-26,1658.0
Atacama,Casos activos confirmados,2020-06-26,298.0
Coquimbo,Casos activos confirmados,2020-06-26,660.0
Valparaíso,Casos activos confirmados,2020-06-26,2152.0
Metropolitana,Casos activos confirmados,2020-06-26,22427.0
O'Higgins,Casos activos confirmados,2020-06-26,1994.0
Maule,Casos activos confirmados,2020-06-26,1336.0
Ñuble,Casos activos confirmados,2020-06-26,375.0
Biobío,Casos activos confirmados,2020-06-26,1963.0
Araucania,Casos activos confirmados,2020-06-26,259.0
Los Ríos,Casos activos confirmados,2020-06-26,95.0
Los Lagos,Casos activos confirmados,2020-06-26,279.0
Aysén,Casos activos confirmados,2020-06-26,3.0
Magallanes,Casos activos confirmados,2020-06-26,172.0
Total,Casos activos confirmados,2020-06-26,34861.0
Arica y Parinacota,Casos activos probables,2020-06-26,15.0
Tarapacá,Casos activos probables,2020-06-26,70.0
Antofagasta,Casos activos probables,2020-06-26,194.0
Atacama,Casos activos probables,2020-06-26,55.0
Coquimbo,Casos activos probables,2020-06-26,131.0
Valparaíso,Casos activos probables,2020-06-26,1202.0
Metropolitana,Casos activos probables,2020-06-26,6613.0
O'Higgins,Casos activos probables,2020-06-26,535.0
Maule,Casos activos probables,2020-06-26,170.0
Ñuble,Casos activos probables,2020-06-26,241.0
Biobío,Casos activos probables,2020-06-26,377.0
Araucania,Casos activos probables,2020-06-26,46.0
Los Ríos,Casos activos probables,2020-06-26,23.0
Los Lagos,Casos activos probables,2020-06-26,45.0
Aysén,Casos activos probables,2020-06-26,2.0
Magallanes,Casos activos probables,2020-06-26,1.0
Total,Casos activos probables,2020-06-26,9720.0
Arica y Parinacota,Casos probables acumulados,2020-06-26,53.0
Tarapacá,Casos probables acumulados,2020-06-26,188.0
Antofagasta,Casos probables acumulados,2020-06-26,360.0
Atacama,Casos probables acumulados,2020-06-26,71.0
Coquimbo,Casos probables acumulados,2020-06-26,335.0
Valparaíso,Casos probables acumulados,2020-06-26,2725.0
Metropolitana,Casos probables acumulados,2020-06-26,21849.0
O'Higgins,Casos probables acumulados,2020-06-26,821.0
