Data,Classi,24h_confirm,24h_recup,total_confir,total_recup,total_obito,24h_obito,24h_obito_media7d,24h_confirm_media7d,Hospitalizados,Uti,24h_obitos_novo,total_obitos_novo,int_extra1,int_extra2,int_extra3,int_extra4,Current Infected,Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True UnHos Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Rio Unemployment Rate,Brazil Workforce,Brazil Employed,Brazil Employment Rate,Rio Employment Rate,Closure Policy,Brazil Unemployment Rate
6/12/2020 8:00 PM,Confirmado,465,478,40504,34187,4877,27,81,780,635,218,43,2638,593,,,,1440,805,,0.187764687764688,6678091.94519041,1112.05480959005,1747.05480959005,745.423347339015,-40,-39,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/13/2020 8:00 PM,Confirmado,907,316,41411,34503,4993,116,85,815,606,225,41,2679,1778,,,,1915,1309,0.381132075471698,0.182820109113544,6677294.68774674,1506.31225325783,2112.31225325783,394.257443667787,475,-29,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/14/2020 8:00 PM,Confirmado,357,885,41768,35388,5043,50,83,808,603,217,29,2708,495,,,,1337,734,0.412166780587833,0.177065412029072,6676313.20696954,1555.79303046078,2158.79303046078,49.4807772029481,-578,-3,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/15/2020 8:00 PM,Confirmado,617,365,42385,35753,5090,47,82,785,580,217,31,2739,525,21,,,1542,962,0.373711340206186,0.169587525821283,6676802.99683026,677.003169739128,1257.00316973913,-878.789860721653,205,-23,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/16/2020 8:00 PM,Confirmado,1489,1601,43874,37354,5239,149,91,853,599,225,29,2768,1995,15,,,1281,682,0.370668316831683,0.167895141648507,6674481.35487413,1229.64512587116,1828.64512587116,552.64195613203,-261,19,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/17/2020 8:00 PM,Confirmado,2104,856,45978,38210,5343,104,90,1003,592,218,31,2799,1798,12,,,2425,1833,0.318965517241379,0.162149858881369,6673637.6653997,1120.33460030231,1712.33460030231,-109.310525568844,1144,-7,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/18/2020 8:00 PM,Confirmado,277,1340,46255,39550,5508,165,94,888,584,203,48,2847,2295,14,,,1197,613,0.346999405822935,0.163466389672058,6672655.63249304,605.367506963301,1189.3675069633,-514.967093339013,-1228,-8,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/19/2020 8:00 PM,Confirmado,2498,1816,48753,41366,5632,124,108,1178,563,202,33,2880,1859,17,,,1755,1192,0.329432416617905,0.160716833604429,6670274.17883473,1067.8211652706,1630.8211652706,462.453658307295,558,-21,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/20/2020 8:00 PM,Confirmado,1376,1135,50129,42501,5791,159,114,1245,591,205,30,2910,1852,16,,,1837,1246,0.403688524590164,0.162199254964569,6669142.88602624,877.113973760135,1468.11397376014,-190.707191510461,82,28,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/21/2020 8:00 PM,Confirmado,301,601,50430,43102,5832,41,113,1237,571,206,31,2941,441,15,,,1496,925,0.405539772727273,0.161484147861,6668463.17751301,934.822486989228,1505.82248698923,57.7085132290933,-341,-20,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/22/2020 8:00 PM,Confirmado,492,480,50922,43582,5875,43,112,1220,552,208,26,2967,389,6,,,1465,913,0.367265469061876,0.159244301086927,6668425.07256734,468.927432657533,1020.92743265753,-465.895054331695,-31,-19,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/23/2020 8:00 PM,Confirmado,1403,1038,52325,44620,6000,125,109,1207,553,211,25,2992,2114,11,,,1705,1152,0.389985895627645,0.158298815397198,6667252.24116092,477.758839078303,1030.7588390783,8.83140642076984,240,1,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/24/2020 8:00 PM,Confirmado,982,912,53307,45532,6087,87,106,1047,553,213,35,3027,1615,14,,,1688,1135,0.389162561576355,0.156237166324435,6666213.09576667,517.904233325054,1070.90423332505,40.145394246751,-17,0,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/25/2020 8:00 PM,Confirmado,862,1144,54169,46676,6161,74,93,1131,549,213,25,3052,1734,15,,,1332,783,0.370945945945946,0.153874971902395,6664970.53846079,546.461539210663,1095.46153921066,28.5573058856083,-356,-4,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/26/2020 8:00 PM,Confirmado,983,759,55152,47435,6264,103,90,914,543,196,19,3071,1776,6,,,1453,910,0.377083333333333,0.154651392455066,6664254.19105892,406.808941080278,949.808941080278,-139.652598130384,121,-6,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/27/2020 8:00 PM,Confirmado,134,166,55286,47601,6366,102,82,737,526,204,33,3104,1300,4,,,1319,793,0.27467362924282,0.153727270531984,6663950.31518622,459.684813776949,985.684813776949,52.875872696671,-134,-17,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/28/2020 8:00 PM,Confirmado,774,647,56060,48248,6393,27,80,804,513,200,20,3124,411,7,,,1419,906,0.383694839192221,0.153059758666922,6662943.36799154,805.632008458245,1318.63200845824,345.947194681295,100,-13,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/29/2020 8:00 PM,Confirmado,291,552,56351,48800,6417,24,77,776,523,195,15,3139,318,11,,,1134,611,0.33916990920882,0.151397900200543,6662773.20602965,389.79397035192,912.79397035192,-415.838038106324,-285,10,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
6/30/2020 8:00 PM,Confirmado,585,511,56936,49311,6550,133,79,659,524,196,17,3156,1609,6,,,1075,551,0.409055425448868,0.149291151935087,6662052.41769689,465.582303107597,989.582303107597,75.7883327556766,-59,1,0.13,98646,85936,0.871155444721529,0.87,Fase 2,0.128844555278471
