Region,Codigo region,Comuna,Codigo comuna,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-28,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Metropolitana de Santiago,13,El Monte,13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Estación Central,13106,24,15,28,14,12,17,15,27,11,12,15,15,23,13,13,15,22,0,23,15,14,10,10,25,10,10,16,19,17,11,15,21,17,23,12,13,13,19,33,13,22,11,14,19,18,15,19,24,30,15,18,18,22,24,9,11,10,8,13,9,10,14,11,27,6,11,24,11,27,13,10,18,32,22,20,16,15,17,18,14,15,15,13,14,16,24,30,11,11,11,23,14,17,13,12,22,0,19,13,12,0,26,28,16,21,8,17,25,19,15,19,15,20,16,12,16,0,27,22,20,12,11,0,25,11,12,13,17,0,28,12,17,17,0,18,18,11,12,14,0,20,7,12,0,25,0,20,9,11,8,12,0,0,19,12,19,9,13,0,0,15,12,12,17,7,0,0,33,12,5,7,18,0,0,23,11,10,10,10,0,0,27,18,13,9,13
Metropolitana de Santiago,13,Huechuraba,13107,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Independencia,13108,50,41,61,27,26,29,24,59,36,17,31,21,43,28,28,23,36,0,57,40,33,26,40,44,39,38,21,32,54,25,32,28,30,61,45,32,30,33,37,36,27,30,27,44,33,33,34,34,52,32,21,22,33,51,31,21,20,21,27,33,26,29,0,36,36,34,17,38,31,40,31,31,65,56,43,21,38,58,33,32,34,33,42,28,30,19,50,37,24,24,22,37,29,33,14,25,0,29,23,21,0,25,34,30,23,26,25,38,36,29,26,24,33,31,33,27,22,37,22,24,24,38,1,30,34,27,23,31,0,45,35,24,30,0,29,30,21,28,21,0,23,23,22,0,32,0,31,32,35,24,30,0,0,35,32,26,22,23,0,0,33,22,25,25,26,0,0,27,27,26,20,25,0,0,38,20,18,22,24,0,0,33,27,22,17,16
Metropolitana de Santiago,13,La Cisterna,13109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,La Florida,13110,30,19,33,21,22,13,17,43,17,15,20,19,45,21,18,22,14,0,27,29,24,18,22,34,24,22,25,23,28,22,13,21,13,22,25,23,17,9,31,19,22,18,26,34,15,23,24,20,32,23,20,11,26,34,14,18,18,25,25,19,20,17,18,27,19,14,11,32,27,16,20,14,34,27,23,22,26,24,20,11,13,22,26,24,21,19,27,33,23,17,25,28,14,16,14,27,0,32,26,16,0,23,25,19,24,3,7,28,23,23,22,34,37,36,12,26,9,30,28,18,28,23,0,31,25,25,19,24,0,35,25,19,20,0,27,23,24,17,20,0,26,26,26,0,22,0,31,37,26,26,26,0,0,32,21,18,23,16,0,0,24,25,19,19,27,0,0,19,26,20,19,14,0,0,32,30,21,11,22,0,0,12,35,20,13,16
Metropolitana de Santiago,13,La Granja,13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,La Pintana,13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,La Reina,13113,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Lampa,13302,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Las Condes,13114,22,22,27,15,18,17,22,24,29,10,16,23,22,15,17,14,22,0,22,10,17,17,14,24,10,15,11,14,17,15,12,13,18,17,10,13,14,13,20,6,16,10,20,21,18,9,12,16,17,10,11,11,13,32,10,12,14,10,20,9,22,14,3,11,31,12,11,20,19,16,8,21,29,16,21,12,14,9,17,18,7,23,19,21,7,13,20,16,10,8,16,22,15,15,9,21,0,16,13,6,0,25,25,9,14,7,11,21,16,10,16,19,6,17,13,15,17,20,17,16,8,13,0,14,8,15,13,15,0,19,17,17,7,0,22,11,15,11,10,0,18,15,19,0,12,0,28,19,17,13,17,0,0,20,14,9,12,10,0,0,16,9,17,11,12,0,0,20,17,9,13,8,0,0,21,14,12,12,13,0,0,13,16,15,22,12
Metropolitana de Santiago,13,Lo Barnechea,13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Lo Espejo,13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Macul,13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Maipú,13119,12,9,17,10,9,10,8,16,11,5,8,10,24,6,17,8,6,0,21,10,7,5,6,24,8,7,11,9,22,7,5,8,12,19,7,8,16,13,15,15,3,13,12,22,11,11,9,9,19,6,11,10,10,17,15,13,6,5,19,13,9,7,9,21,8,8,8,8,16,10,7,6,21,12,11,7,10,30,6,10,9,8,15,11,1,7,18,13,8,5,9,20,7,7,6,8,0,12,10,4,0,10,26,8,9,7,6,15,7,11,7,3,16,11,16,9,6,13,16,8,8,9,0,22,8,10,8,11,0,22,2,6,8,0,17,7,8,6,7,0,18,10,6,0,7,0,11,10,7,8,9,0,0,18,15,4,9,7,0,0,21,10,9,3,7,0,0,12,6,12,9,4,0,0,19,10,8,5,7,0,0,19,10,2,6,8
Metropolitana de Santiago,13,Melipilla,13501,16,5,14,4,4,7,4,10,2,5,7,10,13,9,5,6,4,0,13,4,5,4,3,6,7,4,11,9,7,10,2,5,3,14,6,4,7,8,12,6,10,2,4,15,7,5,3,6,19,5,3,6,8,8,10,7,7,4,8,8,6,2,7,7,1,9,9,6,13,7,7,9,7,9,4,5,6,14,4,10,5,8,11,7,8,12,9,15,5,3,2,13,9,7,5,2,0,6,8,2,0,11,15,2,8,11,0,16,9,5,5,4,8,10,3,9,7,10,2,3,10,3,0,14,9,2,2,0,0,14,12,6,10,0,10,7,11,7,1,0,8,13,9,0,4,0,12,5,9,5,7,0,0,7,6,5,6,7,0,0,10,6,4,5,3,0,0,4,6,3,4,5,0,0,10,10,7,4,4,0,0,9,7,2,5,5
Metropolitana de Santiago,13,Padre Hurtado,13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Paine,13404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Pedro Aguirre Cerda,13121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Peñaflor,13605,0,0,0,0,0,1,0,2,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,3,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,2,2,1,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Metropolitana de Santiago,13,Peñalolén,13122,32,17,43,16,12,19,14,41,23,12,15,16,34,18,16,12,19,0,27,11,11,13,18,32,17,12,9,12,22,14,12,10,11,33,14,15,15,17,26,17,12,16,18,37,17,14,19,18,32,15,14,15,11,30,21,16,12,14,27,16,9,10,11,16,15,16,9,13,23,17,11,11,35,14,11,19,20,36,12,11,10,13,32,11,13,18,31,15,9,14,22,15,14,16,7,12,0,22,22,11,0,21,29,17,14,15,13,24,22,13,13,13,18,9,12,19,12,20,13,9,8,8,0,17,15,8,9,7,0,20,17,17,7,0,35,15,8,20,14,0,15,19,12,0,12,0,22,11,13,7,6,0,0,14,14,10,9,7,0,0,15,18,17,6,12,0,0,13,12,15,11,5,0,0,28,15,10,13,13,0,1,18,13,6,13,7
Metropolitana de Santiago,13,Pirque,13202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Providencia,13123,47,31,40,33,28,26,38,51,33,27,23,40,46,25,24,24,31,0,39,29,22,31,34,47,27,18,20,28,37,30,30,25,30,32,28,20,29,32,34,24,26,23,33,44,18,23,30,36,42,34,30,18,30,40,27,18,36,34,48,25,22,26,6,0,11,27,31,38,30,23,33,30,48,36,27,17,18,30,31,21,22,35,33,18,29,21,39,52,24,26,30,24,23,34,39,27,0,40,22,21,0,40,38,33,19,25,23,36,22,9,19,24,41,25,25,36,20,39,28,22,37,23,0,25,23,22,28,41,0,43,22,26,31,0,38,29,29,28,28,0,29,27,29,0,33,0,34,29,20,19,21,0,0,37,22,16,22,35,0,0,45,45,20,26,32,0,0,43,26,21,22,30,0,0,35,29,17,24,19,0,0,37,21,26,15,28
Metropolitana de Santiago,13,Pudahuel,13124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Metropolitana de Santiago,13,Puente Alto,13201,18,23,27,22,6,18,17,38,22,13,18,12,38,16,6,13,20,0,20,13,8,20,13,30,20,14,6,14,28,15,19,17,11,31,11,8,4,13,26,17,20,13,12,25,17,14,7,13,41,25,11,9,15,20,7,6,5,21,28,8,13,12,18,31,16,13,20,10,28,12,14,12,21,16,15,5,10,20,11,15,10,8,20,13,15,4,23,16,10,14,11,18,13,6,12,7,0,16,16,9,0,17,0,21,11,10,9,26,11,12,9,5,14,14,10,8,5,23,15,6,13,4,0,18,9,6,16,8,0,26,10,13,6,0,15,18,6,12,8,0,17,12,4,0,6,0,20,10,9,3,10,0,0,15,12,4,11,6,0,0,13,13,9,6,5,0,0,9,9,11,6,8,0,0,16,10,12,10,12,0,0,20,0,0,6,6
Metropolitana de Santiago,13,Quilicura,13125,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Quinta Normal,13126,19,10,18,12,5,9,8,23,16,12,6,6,19,9,9,7,11,0,17,6,7,7,11,26,12,10,8,16,20,13,8,14,14,26,9,13,9,4,15,12,11,5,5,15,9,11,10,14,18,16,6,6,3,27,14,11,5,8,22,12,12,10,8,13,13,8,6,5,18,12,7,9,27,11,9,9,10,8,6,2,3,2,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Recoleta,13127,28,26,31,22,24,19,23,37,24,18,22,21,36,22,13,21,18,0,36,22,26,13,19,31,11,25,16,16,37,15,25,20,22,29,16,8,14,26,28,18,21,16,18,26,25,18,19,23,33,19,16,21,18,40,25,3,9,31,29,21,21,25,20,27,23,16,24,17,38,27,25,22,28,20,24,20,18,28,17,18,18,19,26,19,25,15,39,12,13,12,16,20,15,20,18,16,0,31,14,16,0,34,33,22,14,11,20,19,20,19,9,18,22,19,19,16,23,25,20,15,20,20,0,31,18,16,15,20,0,34,18,24,26,0,23,15,19,10,15,0,17,23,14,0,26,0,39,25,22,17,22,0,0,32,18,17,18,13,0,0,24,17,16,13,18,0,0,27,18,15,16,12,0,0,30,17,18,11,23,0,0,25,25,22,12,8
Metropolitana de Santiago,13,Renca,13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,San Bernardo,13401,37,19,36,18,17,10,17,32,18,15,17,14,29,19,13,18,21,0,39,16,8,13,26,33,14,18,15,11,32,15,11,16,15,37,13,15,10,16,30,11,9,18,11,26,16,7,14,14,41,14,17,13,22,24,13,15,14,9,23,12,19,9,18,25,13,11,13,13,24,19,15,19,38,24,22,19,11,28,15,26,13,15,26,12,14,14,42,32,17,15,21,29,24,18,11,14,0,27,12,15,0,22,27,20,16,17,16,20,12,14,9,15,27,14,14,14,15,21,17,16,15,17,0,23,18,9,17,12,0,28,20,12,16,0,24,17,16,11,20,0,29,15,14,0,19,0,31,22,14,23,15,0,0,25,17,10,16,13,0,0,31,17,10,14,23,0,0,27,17,13,13,13,0,0,24,10,11,16,16,0,0,40,15,14,10,12
Metropolitana de Santiago,13,San Joaquín,13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,San José de Maipo,13203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
