Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2019-11-20,21,6,0,0,0,0,0,7,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,1,8,0,3,1,0,1,0,10,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,13,2,0,11,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,4,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,3,1,0,0,1,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,5,0,0,12,0,0,1,0,7,0,0,0,0,9,0,4,0,0,0,0,2,0,26,0,0,0,15,23,0,17,0,0,11,0,2,44,3,1,8,0,0,0,0,1,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,6,0,8,0,12,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2019-11-21,7,4,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,2,4,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,24,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,11,0,0,0,5,1,0,0,0,0,10,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,0,22,0,0,24,0,0,2,0,17,0,0,0,0,6,0,6,0,0,0,1,16,0,25,0,15,0,3,12,0,10,0,0,9,0,13,58,6,0,15,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5,0,0,2,0,2,0,3,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-22,23,6,0,0,0,0,1,6,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,9,0,6,0,0,0,0,18,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,3,0,10,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,3,0,0,0,2,0,9,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,0,7,0,0,23,0,0,0,0,16,0,0,0,0,8,0,7,0,0,0,0,24,0,24,0,19,0,19,19,0,22,0,0,11,0,9,59,5,0,18,4,1,0,0,0,13,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,9,0,0,11,0,5,0,5,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-11-25,27,14,0,0,0,0,0,18,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,32,0,4,5,0,5,0,0,1,0,20,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,6,0,24,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,37,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,8,0,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,2,0,19,2,0,0,0,0,21,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,9,0,0,0,0,0,0,0,0,23,0,44,0,0,28,0,0,2,0,19,0,0,0,0,15,0,12,0,0,0,2,35,0,43,0,31,1,12,24,0,23,0,0,24,0,24,95,3,0,22,6,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,9,0,0,3,0,16,0,21,0,49,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2019-11-26,19,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1,1,0,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,7,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,20,0,0,2,1,14,0,0,0,0,11,0,3,0,0,0,1,3,0,24,0,8,0,10,17,0,8,0,0,14,0,6,40,5,0,9,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,9,0,4,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-27,13,4,0,0,0,0,2,12,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,2,0,8,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,3,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,7,1,0,0,1,0,11,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,41,0,0,17,0,0,1,0,21,0,0,0,0,11,0,8,0,0,0,0,17,0,24,0,26,0,9,19,0,13,0,0,14,0,14,62,4,0,13,4,0,0,0,0,23,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,12,0,0,9,0,6,0,11,0,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2019-11-28,14,7,0,0,0,0,0,7,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,2,2,0,6,0,0,0,0,11,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,3,0,7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,11,0,2,0,2,1,0,0,3,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,45,0,0,16,0,0,0,0,12,0,0,0,0,7,0,4,0,0,0,0,28,0,27,0,15,0,8,13,0,16,0,0,15,0,13,36,5,0,11,1,0,0,0,0,13,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,7,7,0,0,8,0,7,0,7,0,33,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-11-29,17,7,0,0,0,0,4,16,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,23,0,2,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,3,0,6,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,5,0,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,3,0,0,0,0,0,9,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,6,0,0,0,0,0,0,1,0,23,0,33,0,0,18,0,0,1,0,19,0,0,0,0,7,0,7,0,0,0,3,20,0,37,0,12,0,7,26,0,18,0,0,9,0,3,56,5,0,20,1,0,0,0,0,22,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,0,0,4,0,8,0,8,0,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2019-12-02,32,13,0,0,0,0,1,17,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,41,0,7,8,0,7,0,0,2,0,22,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,21,1,0,26,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,44,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,6,0,4,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,26,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,19,0,0,0,8,6,0,0,0,0,11,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,23,0,60,0,0,23,0,0,2,0,14,0,0,0,0,15,0,9,0,0,0,2,48,0,45,0,31,0,16,23,0,30,0,0,19,0,31,85,7,0,25,3,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,7,15,0,0,9,0,11,0,12,0,39,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2019-12-03,11,9,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,4,0,8,0,0,1,0,16,1,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,10,3,0,12,0,0,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,1,0,3,1,0,0,0,0,15,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,45,0,0,23,0,0,1,0,14,0,0,0,0,11,0,9,0,0,0,0,28,0,34,0,21,0,11,13,0,16,0,0,21,0,9,49,8,0,13,4,0,0,0,0,13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,1,0,10,0,6,0,37,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2019-12-04,21,7,0,0,0,0,2,8,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,14,0,4,2,0,4,0,0,0,0,17,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,9,3,0,9,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,2,0,0,0,0,0,11,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,28,0,0,24,0,0,0,0,15,1,0,0,0,3,0,4,0,0,0,0,8,0,25,0,14,0,11,26,0,14,0,0,18,0,3,47,11,0,15,4,1,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,0,5,0,4,0,3,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-05,12,3,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,3,0,4,0,0,1,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,7,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,22,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,7,1,0,0,1,0,11,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,33,1,0,15,0,0,1,0,16,0,0,0,0,3,0,9,0,0,0,1,18,0,24,0,10,0,11,18,0,10,0,0,12,0,2,48,4,0,16,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,7,0,8,0,7,0,29,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2019-12-06,23,4,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,3,6,0,6,0,0,0,0,17,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,16,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,3,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,4,4,0,0,0,0,14,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,19,0,0,20,0,0,1,0,10,0,0,0,0,12,0,9,0,1,0,1,10,0,38,0,11,0,13,13,0,19,0,0,6,0,6,55,7,0,27,2,0,0,1,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,0,0,9,0,6,0,9,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-12-09,33,16,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,35,0,4,8,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,12,6,0,28,1,0,11,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,13,4,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,12,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,8,3,0,0,1,0,18,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,0,50,0,0,38,0,0,2,0,20,0,1,0,0,18,0,8,0,0,0,1,21,0,43,0,35,0,18,29,0,42,0,0,24,0,19,77,16,0,30,3,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,7,12,1,0,13,0,14,0,21,0,46,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2019-12-10,15,14,0,0,0,0,0,8,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,2,3,0,2,0,0,0,0,19,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,2,0,11,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,12,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,16,0,1,0,6,2,0,0,1,0,9,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,22,0,0,19,0,0,0,0,11,0,0,0,0,9,0,6,0,0,0,0,27,0,32,0,13,0,14,20,0,24,0,0,13,0,4,61,8,0,21,1,0,0,0,1,16,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,0,7,0,5,0,9,0,32,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2019-12-11,17,6,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,0,2,2,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,5,3,0,8,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,3,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,1,0,0,0,0,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,15,0,0,22,0,0,1,0,11,0,0,0,0,12,0,5,0,0,0,0,13,0,21,0,13,1,8,24,0,18,0,0,8,0,8,53,7,0,14,2,0,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,0,0,8,0,4,0,4,0,23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
