Region,Codigo region,Poblacion,fecha,numero
Arica y Parinacota,15,252110,2020-05-21,88
Tarapacá,01,382773,2020-05-21,361
Antofagasta,02,691854,2020-05-21,396
Atacama,03,314709,2020-05-21,133
Coquimbo,04,836096,2020-05-21,167
Valparaíso,05,1960170,2020-05-21,631
Metropolitana,13,8125072,2020-05-21,11345
O’Higgins,06,991063,2020-05-21,102
Maule,07,1131939,2020-05-21,0
Ñuble,16,511551,2020-05-21,0
Biobío,08,1663696,2020-05-21,1048
Araucanía,09,1014343,2020-05-21,373
Los Ríos,14,405835,2020-05-21,219
Los Lagos,10,891440,2020-05-21,1058
Aysén,11,107297,2020-05-21,50
Magallanes,12,178362,2020-05-21,363
Arica y Parinacota,15,252110,2020-05-22,182
Tarapacá,01,382773,2020-05-22,342
Antofagasta,02,691854,2020-05-22,259
Atacama,03,314709,2020-05-22,154
Coquimbo,04,836096,2020-05-22,202
Valparaíso,05,1960170,2020-05-22,358
Metropolitana,13,8125072,2020-05-22,10626
O’Higgins,06,991063,2020-05-22,115
Maule,07,1131939,2020-05-22,533
Ñuble,16,511551,2020-05-22,372
Biobío,08,1663696,2020-05-22,1135
Araucanía,09,1014343,2020-05-22,513
Los Ríos,14,405835,2020-05-22,161
Los Lagos,10,891440,2020-05-22,928
Aysén,11,107297,2020-05-22,45
Magallanes,12,178362,2020-05-22,165
Arica y Parinacota,15,252110,2020-05-23,157
Tarapacá,01,382773,2020-05-23,347
Antofagasta,02,691854,2020-05-23,344
Atacama,03,314709,2020-05-23,133
Coquimbo,04,836096,2020-05-23,221
Valparaíso,05,1960170,2020-05-23,975
Metropolitana,13,8125072,2020-05-23,9725
O’Higgins,06,991063,2020-05-23,230
Maule,07,1131939,2020-05-23,332
Ñuble,16,511551,2020-05-23,283
Biobío,08,1663696,2020-05-23,1157
Araucanía,09,1014343,2020-05-23,382
Los Ríos,14,405835,2020-05-23,170
Los Lagos,10,891440,2020-05-23,661
Aysén,11,107297,2020-05-23,6
Magallanes,12,178362,2020-05-23,116
Arica y Parinacota,15,252110,2020-05-24,76
Tarapacá,01,382773,2020-05-24,335
Antofagasta,02,691854,2020-05-24,224
Atacama,03,314709,2020-05-24,99
Coquimbo,04,836096,2020-05-24,227
Valparaíso,05,1960170,2020-05-24,547
Metropolitana,13,8125072,2020-05-24,8696
O’Higgins,06,991063,2020-05-24,0
Maule,07,1131939,2020-05-24,385
Ñuble,16,511551,2020-05-24,0
Biobío,08,1663696,2020-05-24,1202
Araucanía,09,1014343,2020-05-24,591
Los Ríos,14,405835,2020-05-24,206
Los Lagos,10,891440,2020-05-24,1768
Aysén,11,107297,2020-05-24,44
Magallanes,12,178362,2020-05-24,26
Arica y Parinacota,15,252110,2020-05-25,160
Tarapacá,01,382773,2020-05-25,365
Antofagasta,02,691854,2020-05-25,347
Atacama,03,314709,2020-05-25,83
Coquimbo,04,836096,2020-05-25,210
Valparaíso,05,1960170,2020-05-25,575
Metropolitana,13,8125072,2020-05-25,10330
O’Higgins,06,991063,2020-05-25,233
Maule,07,1131939,2020-05-25,286
Ñuble,16,511551,2020-05-25,573
Biobío,08,1663696,2020-05-25,1598
Araucanía,09,1014343,2020-05-25,199
Los Ríos,14,405835,2020-05-25,157
Los Lagos,10,891440,2020-05-25,969
Aysén,11,107297,2020-05-25,13
Magallanes,12,178362,2020-05-25,185
Arica y Parinacota,15,252110,2020-05-26,159
Tarapacá,01,382773,2020-05-26,586
Antofagasta,02,691854,2020-05-26,218
Atacama,03,314709,2020-05-26,175
Coquimbo,04,836096,2020-05-26,214
Valparaíso,05,1960170,2020-05-26,599
Metropolitana,13,8125072,2020-05-26,8874
O’Higgins,06,991063,2020-05-26,112
Maule,07,1131939,2020-05-26,434
Ñuble,16,511551,2020-05-26,129
Biobío,08,1663696,2020-05-26,714
Araucanía,09,1014343,2020-05-26,353
Los Ríos,14,405835,2020-05-26,135
Los Lagos,10,891440,2020-05-26,334
Aysén,11,107297,2020-05-26,0
Magallanes,12,178362,2020-05-26,48
Arica y Parinacota,15,252110,2020-05-27,81
Tarapacá,01,382773,2020-05-27,314
Antofagasta,02,691854,2020-05-27,165
Atacama,03,314709,2020-05-27,261
Coquimbo,04,836096,2020-05-27,138
Valparaíso,05,1960170,2020-05-27,694
Metropolitana,13,8125072,2020-05-27,8632
O’Higgins,06,991063,2020-05-27,0
Maule,07,1131939,2020-05-27,291
Ñuble,16,511551,2020-05-27,281
Biobío,08,1663696,2020-05-27,1362
Araucanía,09,1014343,2020-05-27,471
Los Ríos,14,405835,2020-05-27,147
Los Lagos,10,891440,2020-05-27,416
Aysén,11,107297,2020-05-27,103
Magallanes,12,178362,2020-05-27,42
Arica y Parinacota,15,252110,2020-05-28,172
Tarapacá,01,382773,2020-05-28,360
Antofagasta,02,691854,2020-05-28,206
Atacama,03,314709,2020-05-28,178
Coquimbo,04,836096,2020-05-28,222
Valparaíso,05,1960170,2020-05-28,898
Metropolitana,13,8125072,2020-05-28,9000
O’Higgins,06,991063,2020-05-28,208
Maule,07,1131939,2020-05-28,547
Ñuble,16,511551,2020-05-28,323
Biobío,08,1663696,2020-05-28,1614
Araucanía,09,1014343,2020-05-28,528
Los Ríos,14,405835,2020-05-28,206
Los Lagos,10,891440,2020-05-28,901
Aysén,11,107297,2020-05-28,113
Magallanes,12,178362,2020-05-28,174
Arica y Parinacota,15,252110,2020-05-29,90
Tarapacá,01,382773,2020-05-29,470
Antofagasta,02,691854,2020-05-29,343
Atacama,03,314709,2020-05-29,155
Coquimbo,04,836096,2020-05-29,176
Valparaíso,05,1960170,2020-05-29,536
Metropolitana,13,8125072,2020-05-29,9981
O’Higgins,06,991063,2020-05-29,3
Maule,07,1131939,2020-05-29,348
Ñuble,16,511551,2020-05-29,336
Biobío,08,1663696,2020-05-29,1822
Araucanía,09,1014343,2020-05-29,514
Los Ríos,14,405835,2020-05-29,223
Los Lagos,10,891440,2020-05-29,939
Aysén,11,107297,2020-05-29,51
Magallanes,12,178362,2020-05-29,346
Arica y Parinacota,15,252110,2020-05-30,243
Tarapacá,01,382773,2020-05-30,565
Antofagasta,02,691854,2020-05-30,501
Atacama,03,314709,2020-05-30,83
Coquimbo,04,836096,2020-05-30,248
Valparaíso,05,1960170,2020-05-30,871
Metropolitana,13,8125072,2020-05-30,9996
O’Higgins,06,991063,2020-05-30,193
Maule,07,1131939,2020-05-30,439
Ñuble,16,511551,2020-05-30,0
Biobío,08,1663696,2020-05-30,1566
Araucanía,09,1014343,2020-05-30,673
Los Ríos,14,405835,2020-05-30,198
Los Lagos,10,891440,2020-05-30,1013
Aysén,11,107297,2020-05-30,89
Magallanes,12,178362,2020-05-30,136
Arica y Parinacota,15,252110,2020-05-31,137
Tarapacá,01,382773,2020-05-31,472
Antofagasta,02,691854,2020-05-31,379
Atacama,03,314709,2020-05-31,126
Coquimbo,04,836096,2020-05-31,359
Valparaíso,05,1960170,2020-05-31,714
Metropolitana,13,8125072,2020-05-31,11821
O’Higgins,06,991063,2020-05-31,174
Maule,07,1131939,2020-05-31,471
Ñuble,16,511551,2020-05-31,345
Biobío,08,1663696,2020-05-31,1500
Araucanía,09,1014343,2020-05-31,473
Los Ríos,14,405835,2020-05-31,188
Los Lagos,10,891440,2020-05-31,1711
Aysén,11,107297,2020-05-31,71
Magallanes,12,178362,2020-05-31,179
Arica y Parinacota,15,252110,2020-06-01,0
Tarapacá,01,382773,2020-06-01,445
Antofagasta,02,691854,2020-06-01,247
Atacama,03,314709,2020-06-01,289
Coquimbo,04,836096,2020-06-01,177
Valparaíso,05,1960170,2020-06-01,587
Metropolitana,13,8125072,2020-06-01,11285
O’Higgins,06,991063,2020-06-01,196
Maule,07,1131939,2020-06-01,0
Ñuble,16,511551,2020-06-01,639
Biobío,08,1663696,2020-06-01,1295
Araucanía,09,1014343,2020-06-01,491
Los Ríos,14,405835,2020-06-01,114
Los Lagos,10,891440,2020-06-01,994
Aysén,11,107297,2020-06-01,24
Magallanes,12,178362,2020-06-01,107
Arica y Parinacota,15,252110,2020-06-02,112
Tarapacá,01,382773,2020-06-02,346
Antofagasta,02,691854,2020-06-02,334
Atacama,03,314709,2020-06-02,195
Coquimbo,04,836096,2020-06-02,257
Valparaíso,05,1960170,2020-06-02,506
Metropolitana,13,8125072,2020-06-02,8919
O’Higgins,06,991063,2020-06-02,234
Maule,07,1131939,2020-06-02,517
Ñuble,16,511551,2020-06-02,241
Biobío,08,1663696,2020-06-02,819
Araucanía,09,1014343,2020-06-02,450
Los Ríos,14,405835,2020-06-02,129
Los Lagos,10,891440,2020-06-02,291
Aysén,11,107297,2020-06-02,0
Magallanes,12,178362,2020-06-02,90
Arica y Parinacota,15,252110,2020-06-03,194
Tarapacá,01,382773,2020-06-03,207
Antofagasta,02,691854,2020-06-03,246
Atacama,03,314709,2020-06-03,138
Coquimbo,04,836096,2020-06-03,215
Valparaíso,05,1960170,2020-06-03,795
Metropolitana,13,8125072,2020-06-03,10253
O’Higgins,06,991063,2020-06-03,302
Maule,07,1131939,2020-06-03,797
Ñuble,16,511551,2020-06-03,224
Biobío,08,1663696,2020-06-03,918
Araucanía,09,1014343,2020-06-03,405
Los Ríos,14,405835,2020-06-03,139
Los Lagos,10,891440,2020-06-03,554
Aysén,11,107297,2020-06-03,73
Magallanes,12,178362,2020-06-03,86
Arica y Parinacota,15,252110,2020-06-04,144
Tarapacá,01,382773,2020-06-04,248
Antofagasta,02,691854,2020-06-04,452
Atacama,03,314709,2020-06-04,155
Coquimbo,04,836096,2020-06-04,273
Valparaíso,05,1960170,2020-06-04,686
Metropolitana,13,8125072,2020-06-04,11550
O’Higgins,06,991063,2020-06-04,331
Maule,07,1131939,2020-06-04,728
Ñuble,16,511551,2020-06-04,316
Biobío,08,1663696,2020-06-04,1599
Araucanía,09,1014343,2020-06-04,571
Los Ríos,14,405835,2020-06-04,215
Los Lagos,10,891440,2020-06-04,918
Aysén,11,107297,2020-06-04,128
Magallanes,12,178362,2020-06-04,144
Arica y Parinacota,15,252110,2020-06-05,265
Tarapacá,01,382773,2020-06-05,458
Antofagasta,02,691854,2020-06-05,287
Atacama,03,314709,2020-06-05,133
Coquimbo,04,836096,2020-06-05,399
Valparaíso,05,1960170,2020-06-05,781
Metropolitana,13,8125072,2020-06-05,14331
O’Higgins,06,991063,2020-06-05,291
Maule,07,1131939,2020-06-05,591
Ñuble,16,511551,2020-06-05,202
Biobío,08,1663696,2020-06-05,1621
Araucanía,09,1014343,2020-06-05,932
Los Ríos,14,405835,2020-06-05,183
Los Lagos,10,891440,2020-06-05,1109
Aysén,11,107297,2020-06-05,115
Magallanes,12,178362,2020-06-05,82
Arica y Parinacota,15,252110,2020-06-06,193
Tarapacá,01,382773,2020-06-06,446
Antofagasta,02,691854,2020-06-06,414
Atacama,03,314709,2020-06-06,88
Coquimbo,04,836096,2020-06-06,295
Valparaíso,05,1960170,2020-06-06,885
Metropolitana,13,8125072,2020-06-06,10873
O’Higgins,06,991063,2020-06-06,201
Maule,07,1131939,2020-06-06,655
Ñuble,16,511551,2020-06-06,361
Biobío,08,1663696,2020-06-06,2050
Araucanía,09,1014343,2020-06-06,581
Los Ríos,14,405835,2020-06-06,211
Los Lagos,10,891440,2020-06-06,1570
Aysén,11,107297,2020-06-06,55
Magallanes,12,178362,2020-06-06,76
Arica y Parinacota,15,252110,2020-06-07,227
Tarapacá,01,382773,2020-06-07,450
Antofagasta,02,691854,2020-06-07,480
Atacama,03,314709,2020-06-07,200
Coquimbo,04,836096,2020-06-07,433
Valparaíso,05,1960170,2020-06-07,1074
Metropolitana,13,8125072,2020-06-07,13391
O’Higgins,06,991063,2020-06-07,660
Maule,07,1131939,2020-06-07,770
Ñuble,16,511551,2020-06-07,77
Biobío,08,1663696,2020-06-07,1863
Araucanía,09,1014343,2020-06-07,539
Los Ríos,14,405835,2020-06-07,119
Los Lagos,10,891440,2020-06-07,837
Aysén,11,107297,2020-06-07,0
Magallanes,12,178362,2020-06-07,145
Arica y Parinacota,15,252110,2020-06-08,182
Tarapacá,01,382773,2020-06-08,449
Antofagasta,02,691854,2020-06-08,475
Atacama,03,314709,2020-06-08,195
Coquimbo,04,836096,2020-06-08,325
Valparaíso,05,1960170,2020-06-08,808
Metropolitana,13,8125072,2020-06-08,13613
O’Higgins,06,991063,2020-06-08,270
Maule,07,1131939,2020-06-08,477
Ñuble,16,511551,2020-06-08,434
Biobío,08,1663696,2020-06-08,1340
Araucanía,09,1014343,2020-06-08,375
Los Ríos,14,405835,2020-06-08,170
Los Lagos,10,891440,2020-06-08,656
Aysén,11,107297,2020-06-08,114
Magallanes,12,178362,2020-06-08,157
Arica y Parinacota,15,252110,2020-06-09,253
Tarapacá,01,382773,2020-06-09,312
Antofagasta,02,691854,2020-06-09,427
Atacama,03,314709,2020-06-09,170
Coquimbo,04,836096,2020-06-09,347
Valparaíso,05,1960170,2020-06-09,725
Metropolitana,13,8125072,2020-06-09,12274
O’Higgins,06,991063,2020-06-09,334
Maule,07,1131939,2020-06-09,420
Ñuble,16,511551,2020-06-09,277
Biobío,08,1663696,2020-06-09,991
Araucanía,09,1014343,2020-06-09,557
Los Ríos,14,405835,2020-06-09,190
Los Lagos,10,891440,2020-06-09,418
Aysén,11,107297,2020-06-09,18
Magallanes,12,178362,2020-06-09,64
Arica y Parinacota,15,252110,2020-06-10,92
Tarapacá,01,382773,2020-06-10,329
Antofagasta,02,691854,2020-06-10,543
Atacama,03,314709,2020-06-10,186
Coquimbo,04,836096,2020-06-10,363
Valparaíso,05,1960170,2020-06-10,795
Metropolitana,13,8125072,2020-06-10,7792
O’Higgins,06,991063,2020-06-10,243
Maule,07,1131939,2020-06-10,626
Ñuble,16,511551,2020-06-10,348
Biobío,08,1663696,2020-06-10,1559
Araucanía,09,1014343,2020-06-10,570
Los Ríos,14,405835,2020-06-10,148
Los Lagos,10,891440,2020-06-10,837
Aysén,11,107297,2020-06-10,30
Magallanes,12,178362,2020-06-10,16
Arica y Parinacota,15,252110,2020-06-11,274
Tarapacá,01,382773,2020-06-11,344
Antofagasta,02,691854,2020-06-11,436
Atacama,03,314709,2020-06-11,139
Coquimbo,04,836096,2020-06-11,307
Valparaíso,05,1960170,2020-06-11,986
Metropolitana,13,8125072,2020-06-11,12227
O’Higgins,06,991063,2020-06-11,275
Maule,07,1131939,2020-06-11,673
Ñuble,16,511551,2020-06-11,526
Biobío,08,1663696,2020-06-11,1596
Araucanía,09,1014343,2020-06-11,551
Los Ríos,14,405835,2020-06-11,192
Los Lagos,10,891440,2020-06-11,1227
Aysén,11,107297,2020-06-11,119
Magallanes,12,178362,2020-06-11,104
Arica y Parinacota,15,252110,2020-06-12,164
Tarapacá,01,382773,2020-06-12,495
Antofagasta,02,691854,2020-06-12,526
Atacama,03,314709,2020-06-12,218
Coquimbo,04,836096,2020-06-12,307
Valparaíso,05,1960170,2020-06-12,939
Metropolitana,13,8125072,2020-06-12,11112
O’Higgins,06,991063,2020-06-12,160
Maule,07,1131939,2020-06-12,566
Ñuble,16,511551,2020-06-12,371
Biobío,08,1663696,2020-06-12,1764
Araucanía,09,1014343,2020-06-12,694
Los Ríos,14,405835,2020-06-12,242
Los Lagos,10,891440,2020-06-12,970
Aysén,11,107297,2020-06-12,65
Magallanes,12,178362,2020-06-12,140
Arica y Parinacota,15,252110,2020-06-13,189
Tarapacá,01,382773,2020-06-13,395
Antofagasta,02,691854,2020-06-13,535
Atacama,03,314709,2020-06-13,81
Coquimbo,04,836096,2020-06-13,266
Valparaíso,05,1960170,2020-06-13,978
Metropolitana,13,8125072,2020-06-13,12281
O’Higgins,06,991063,2020-06-13,396
Maule,07,1131939,2020-06-13,699
Ñuble,16,511551,2020-06-13,248
Biobío,08,1663696,2020-06-13,1774
Araucanía,09,1014343,2020-06-13,678
Los Ríos,14,405835,2020-06-13,300
Los Lagos,10,891440,2020-06-13,1152
Aysén,11,107297,2020-06-13,109
Magallanes,12,178362,2020-06-13,142
Arica y Parinacota,15,252110,2020-06-14,241
Tarapacá,01,382773,2020-06-14,482
Antofagasta,02,691854,2020-06-14,654
Atacama,03,314709,2020-06-14,132
Coquimbo,04,836096,2020-06-14,345
Valparaíso,05,1960170,2020-06-14,967
Metropolitana,13,8125072,2020-06-14,12267
O’Higgins,06,991063,2020-06-14,167
Maule,07,1131939,2020-06-14,677
Ñuble,16,511551,2020-06-14,245
Biobío,08,1663696,2020-06-14,1535
Araucanía,09,1014343,2020-06-14,722
Los Ríos,14,405835,2020-06-14,219
Los Lagos,10,891440,2020-06-14,1316
Aysén,11,107297,2020-06-14,46
Magallanes,12,178362,2020-06-14,136
Arica y Parinacota,15,252110,2020-06-15,237
Tarapacá,01,382773,2020-06-15,360
Antofagasta,02,691854,2020-06-15,364
Atacama,03,314709,2020-06-15,415
Coquimbo,04,836096,2020-06-15,314
Valparaíso,05,1960170,2020-06-15,840
Metropolitana,13,8125072,2020-06-15,11163
O’Higgins,06,991063,2020-06-15,361
Maule,07,1131939,2020-06-15,454
Ñuble,16,511551,2020-06-15,420
Biobío,08,1663696,2020-06-15,1553
Araucanía,09,1014343,2020-06-15,859
Los Ríos,14,405835,2020-06-15,258
Los Lagos,10,891440,2020-06-15,1004
Aysén,11,107297,2020-06-15,80
Magallanes,12,178362,2020-06-15,126
Arica y Parinacota,15,252110,2020-06-16,244
Tarapacá,01,382773,2020-06-16,328
Antofagasta,02,691854,2020-06-16,681
Atacama,03,314709,2020-06-16,152
Coquimbo,04,836096,2020-06-16,338
Valparaíso,05,1960170,2020-06-16,853
Metropolitana,13,8125072,2020-06-16,8560
O’Higgins,06,991063,2020-06-16,469
Maule,07,1131939,2020-06-16,516
Ñuble,16,511551,2020-06-16,448
Biobío,08,1663696,2020-06-16,981
Araucanía,09,1014343,2020-06-16,452
Los Ríos,14,405835,2020-06-16,149
Los Lagos,10,891440,2020-06-16,263
Aysén,11,107297,2020-06-16,0
Magallanes,12,178362,2020-06-16,141
Arica y Parinacota,15,252110,2020-06-17,170
Tarapacá,01,382773,2020-06-17,348
Antofagasta,02,691854,2020-06-17,324
Atacama,03,314709,2020-06-17,371
Coquimbo,04,836096,2020-06-17,412
Valparaíso,05,1960170,2020-06-17,569
Metropolitana,13,8125072,2020-06-17,6143
O’Higgins,06,991063,2020-06-17,474
Maule,07,1131939,2020-06-17,511
Ñuble,16,511551,2020-06-17,299
Biobío,08,1663696,2020-06-17,1286
Araucanía,09,1014343,2020-06-17,257
Los Ríos,14,405835,2020-06-17,209
Los Lagos,10,891440,2020-06-17,1115
Aysén,11,107297,2020-06-17,131
Magallanes,12,178362,2020-06-17,17
Arica y Parinacota,15,252110,2020-06-18,113
Tarapacá,01,382773,2020-06-18,289
Antofagasta,02,691854,2020-06-18,745
Atacama,03,314709,2020-06-18,246
Coquimbo,04,836096,2020-06-18,381
Valparaíso,05,1960170,2020-06-18,896
Metropolitana,13,8125072,2020-06-18,8730
O’Higgins,06,991063,2020-06-18,443
Maule,07,1131939,2020-06-18,843
Ñuble,16,511551,2020-06-18,322
Biobío,08,1663696,2020-06-18,1751
Araucanía,09,1014343,2020-06-18,531
Los Ríos,14,405835,2020-06-18,277
Los Lagos,10,891440,2020-06-18,1236
Aysén,11,107297,2020-06-18,126
Magallanes,12,178362,2020-06-18,68
Arica y Parinacota,15,252110,2020-06-19,231
Tarapacá,01,382773,2020-06-19,384
Antofagasta,02,691854,2020-06-19,651
Atacama,03,314709,2020-06-19,251
Coquimbo,04,836096,2020-06-19,338
Valparaíso,05,1960170,2020-06-19,781
Metropolitana,13,8125072,2020-06-19,11557
O’Higgins,06,991063,2020-06-19,471
Maule,07,1131939,2020-06-19,923
Ñuble,16,511551,2020-06-19,394
Biobío,08,1663696,2020-06-19,1815
Araucanía,09,1014343,2020-06-19,641
Los Ríos,14,405835,2020-06-19,337
Los Lagos,10,891440,2020-06-19,1245
Aysén,11,107297,2020-06-19,81
Magallanes,12,178362,2020-06-19,247
Arica y Parinacota,15,252110,2020-06-20,201
Tarapacá,01,382773,2020-06-20,484
Antofagasta,02,691854,2020-06-20,814
Atacama,03,314709,2020-06-20,303
Coquimbo,04,836096,2020-06-20,364
Valparaíso,05,1960170,2020-06-20,781
Metropolitana,13,8125072,2020-06-20,11662
O’Higgins,06,991063,2020-06-20,474
Maule,07,1131939,2020-06-20,762
Ñuble,16,511551,2020-06-20,358
Biobío,08,1663696,2020-06-20,1692
Araucanía,09,1014343,2020-06-20,470
Los Ríos,14,405835,2020-06-20,358
Los Lagos,10,891440,2020-06-20,1095
Aysén,11,107297,2020-06-20,73
Magallanes,12,178362,2020-06-20,189
Arica y Parinacota,15,252110,2020-06-21,214
Tarapacá,01,382773,2020-06-21,371
Antofagasta,02,691854,2020-06-21,583
Atacama,03,314709,2020-06-21,255
Coquimbo,04,836096,2020-06-21,370
Valparaíso,05,1960170,2020-06-21,949
Metropolitana,13,8125072,2020-06-21,11315
O’Higgins,06,991063,2020-06-21,654
Maule,07,1131939,2020-06-21,987
Ñuble,16,511551,2020-06-21,294
Biobío,08,1663696,2020-06-21,1892
Araucanía,09,1014343,2020-06-21,473
Los Ríos,14,405835,2020-06-21,275
Los Lagos,10,891440,2020-06-21,1263
Aysén,11,107297,2020-06-21,50
Magallanes,12,178362,2020-06-21,170
Arica y Parinacota,15,252110,2020-06-22,168
Tarapacá,01,382773,2020-06-22,370
Antofagasta,02,691854,2020-06-22,667
Atacama,03,314709,2020-06-22,271
Coquimbo,04,836096,2020-06-22,375
Valparaíso,05,1960170,2020-06-22,1129
Metropolitana,13,8125072,2020-06-22,10013
O’Higgins,06,991063,2020-06-22,368
Maule,07,1131939,2020-06-22,761
Ñuble,16,511551,2020-06-22,226
Biobío,08,1663696,2020-06-22,2056
Araucanía,09,1014343,2020-06-22,571
Los Ríos,14,405835,2020-06-22,179
Los Lagos,10,891440,2020-06-22,1401
Aysén,11,107297,2020-06-22,31
Magallanes,12,178362,2020-06-22,59
Arica y Parinacota,15,252110,2020-06-23,126
Tarapacá,01,382773,2020-06-23,334
Antofagasta,02,691854,2020-06-23,568
Atacama,03,314709,2020-06-23,183
Coquimbo,04,836096,2020-06-23,254
Valparaíso,05,1960170,2020-06-23,811
Metropolitana,13,8125072,2020-06-23,7325
O’Higgins,06,991063,2020-06-23,391
Maule,07,1131939,2020-06-23,576
Ñuble,16,511551,2020-06-23,164
Biobío,08,1663696,2020-06-23,1192
Araucanía,09,1014343,2020-06-23,181
Los Ríos,14,405835,2020-06-23,169
Los Lagos,10,891440,2020-06-23,273
Aysén,11,107297,2020-06-23,14
Magallanes,12,178362,2020-06-23,146
Arica y Parinacota,15,252110,2020-06-24,115
Tarapacá,01,382773,2020-06-24,318
Antofagasta,02,691854,2020-06-24,558
Atacama,03,314709,2020-06-24,181
Coquimbo,04,836096,2020-06-24,262
Valparaíso,05,1960170,2020-06-24,832
Metropolitana,13,8125072,2020-06-24,6547
O’Higgins,06,991063,2020-06-24,468
Maule,07,1131939,2020-06-24,689
Ñuble,16,511551,2020-06-24,278
Biobío,08,1663696,2020-06-24,1266
Araucanía,09,1014343,2020-06-24,200
Los Ríos,14,405835,2020-06-24,138
Los Lagos,10,891440,2020-06-24,562
Aysén,11,107297,2020-06-24,127
Magallanes,12,178362,2020-06-24,34
Arica y Parinacota,15,252110,2020-06-25,213
Tarapacá,01,382773,2020-06-25,384
Antofagasta,02,691854,2020-06-25,735
Atacama,03,314709,2020-06-25,264
Coquimbo,04,836096,2020-06-25,399
Valparaíso,05,1960170,2020-06-25,794
Metropolitana,13,8125072,2020-06-25,9279
O’Higgins,06,991063,2020-06-25,420
Maule,07,1131939,2020-06-25,794
Ñuble,16,511551,2020-06-25,305
Biobío,08,1663696,2020-06-25,1830
Araucanía,09,1014343,2020-06-25,445
Los Ríos,14,405835,2020-06-25,235
Los Lagos,10,891440,2020-06-25,1044
Aysén,11,107297,2020-06-25,73
Magallanes,12,178362,2020-06-25,232
Arica y Parinacota,15,252110,2020-06-26,197
Tarapacá,01,382773,2020-06-26,505
Antofagasta,02,691854,2020-06-26,564
Atacama,03,314709,2020-06-26,232
Coquimbo,04,836096,2020-06-26,499
Valparaíso,05,1960170,2020-06-26,1029
Metropolitana,13,8125072,2020-06-26,9508
O’Higgins,06,991063,2020-06-26,437
Maule,07,1131939,2020-06-26,853
Ñuble,16,511551,2020-06-26,252
Biobío,08,1663696,2020-06-26,1852
Araucanía,09,1014343,2020-06-26,530
Los Ríos,14,405835,2020-06-26,312
Los Lagos,10,891440,2020-06-26,1309
Aysén,11,107297,2020-06-26,57
Magallanes,12,178362,2020-06-26,113
Arica y Parinacota,15,252110,2020-06-27,211
Tarapacá,01,382773,2020-06-27,349
Antofagasta,02,691854,2020-06-27,709
Atacama,03,314709,2020-06-27,279
Coquimbo,04,836096,2020-06-27,339
Valparaíso,05,1960170,2020-06-27,751
Metropolitana,13,8125072,2020-06-27,9824
O’Higgins,06,991063,2020-06-27,347
Maule,07,1131939,2020-06-27,821
Ñuble,16,511551,2020-06-27,370
Biobío,08,1663696,2020-06-27,1514
Araucanía,09,1014343,2020-06-27,703
Los Ríos,14,405835,2020-06-27,234
Los Lagos,10,891440,2020-06-27,1272
Aysén,11,107297,2020-06-27,61
Magallanes,12,178362,2020-06-27,160
Arica y Parinacota,15,252110,2020-06-28,183
Tarapacá,01,382773,2020-06-28,607
Antofagasta,02,691854,2020-06-28,689
Atacama,03,314709,2020-06-28,342
Coquimbo,04,836096,2020-06-28,363
Valparaíso,05,1960170,2020-06-28,853
Metropolitana,13,8125072,2020-06-28,9636
O’Higgins,06,991063,2020-06-28,499
Maule,07,1131939,2020-06-28,736
Ñuble,16,511551,2020-06-28,305
Biobío,08,1663696,2020-06-28,1979
Araucanía,09,1014343,2020-06-28,614
Los Ríos,14,405835,2020-06-28,282
Los Lagos,10,891440,2020-06-28,1028
Aysén,11,107297,2020-06-28,77
Magallanes,12,178362,2020-06-28,177
Arica y Parinacota,15,252110,2020-06-29,153
Tarapacá,01,382773,2020-06-29,380
Antofagasta,02,691854,2020-06-29,705
Atacama,03,314709,2020-06-29,321
Coquimbo,04,836096,2020-06-29,317
Valparaíso,05,1960170,2020-06-29,856
Metropolitana,13,8125072,2020-06-29,9757
O’Higgins,06,991063,2020-06-29,465
Maule,07,1131939,2020-06-29,605
Ñuble,16,511551,2020-06-29,204
Biobío,08,1663696,2020-06-29,1615
Araucanía,09,1014343,2020-06-29,473
Los Ríos,14,405835,2020-06-29,197
Los Lagos,10,891440,2020-06-29,346
Aysén,11,107297,2020-06-29,196
Magallanes,12,178362,2020-06-29,209
Arica y Parinacota,15,252110,2020-06-30,122
Tarapacá,01,382773,2020-06-30,352
Antofagasta,02,691854,2020-06-30,479
Atacama,03,314709,2020-06-30,464
Coquimbo,04,836096,2020-06-30,276
Valparaíso,05,1960170,2020-06-30,619
Metropolitana,13,8125072,2020-06-30,7311
O’Higgins,06,991063,2020-06-30,483
Maule,07,1131939,2020-06-30,575
Ñuble,16,511551,2020-06-30,160
Biobío,08,1663696,2020-06-30,1059
Araucanía,09,1014343,2020-06-30,357
Los Ríos,14,405835,2020-06-30,193
Los Lagos,10,891440,2020-06-30,582
Aysén,11,107297,2020-06-30,42
Magallanes,12,178362,2020-06-30,275
Arica y Parinacota,15,252110,2020-07-01,172
Tarapacá,01,382773,2020-07-01,522
Antofagasta,02,691854,2020-07-01,681
Atacama,03,314709,2020-07-01,290
Coquimbo,04,836096,2020-07-01,262
Valparaíso,05,1960170,2020-07-01,905
Metropolitana,13,8125072,2020-07-01,4489
O’Higgins,06,991063,2020-07-01,339
Maule,07,1131939,2020-07-01,652
Ñuble,16,511551,2020-07-01,157
Biobío,08,1663696,2020-07-01,812
Araucanía,09,1014343,2020-07-01,314
