Region,Codigo region,Poblacion,fecha,numero
Valparaíso,05,1960170,2020-08-12,1471
Metropolitana,13,8125072,2020-08-12,7168
O’Higgins,06,991063,2020-08-12,871
Maule,07,1131939,2020-08-12,1052
Ñuble,16,511551,2020-08-12,401
Biobío,08,1663696,2020-08-12,1349
Araucanía,09,1014343,2020-08-12,1208
Los Ríos,14,405835,2020-08-12,225
Los Lagos,10,891440,2020-08-12,1990
Aysén,11,107297,2020-08-12,103
Magallanes,12,178362,2020-08-12,142
Arica y Parinacota,15,252110,2020-08-13,482
Tarapacá,01,382773,2020-08-13,637
Antofagasta,02,691854,2020-08-13,1000
Atacama,03,314709,2020-08-13,452
Coquimbo,04,836096,2020-08-13,902
Valparaíso,05,1960170,2020-08-13,1844
Metropolitana,13,8125072,2020-08-13,8680
O’Higgins,06,991063,2020-08-13,1152
Maule,07,1131939,2020-08-13,1586
Ñuble,16,511551,2020-08-13,505
Biobío,08,1663696,2020-08-13,2689
Araucanía,09,1014343,2020-08-13,725
Los Ríos,14,405835,2020-08-13,335
Los Lagos,10,891440,2020-08-13,2201
Aysén,11,107297,2020-08-13,97
Magallanes,12,178362,2020-08-13,341
Arica y Parinacota,15,252110,2020-08-14,480
Tarapacá,01,382773,2020-08-14,669
Antofagasta,02,691854,2020-08-14,1033
Atacama,03,314709,2020-08-14,639
Coquimbo,04,836096,2020-08-14,680
Valparaíso,05,1960170,2020-08-14,1941
Metropolitana,13,8125072,2020-08-14,11730
O’Higgins,06,991063,2020-08-14,1219
Maule,07,1131939,2020-08-14,1528
Ñuble,16,511551,2020-08-14,590
Biobío,08,1663696,2020-08-14,2480
Araucanía,09,1014343,2020-08-14,845
Los Ríos,14,405835,2020-08-14,367
Los Lagos,10,891440,2020-08-14,2753
Aysén,11,107297,2020-08-14,176
Magallanes,12,178362,2020-08-14,488
Arica y Parinacota,15,252110,2020-08-15,718
Tarapacá,01,382773,2020-08-15,559
Antofagasta,02,691854,2020-08-15,1006
Atacama,03,314709,2020-08-15,801
Coquimbo,04,836096,2020-08-15,1299
Valparaíso,05,1960170,2020-08-15,2364
Metropolitana,13,8125072,2020-08-15,10335
O’Higgins,06,991063,2020-08-15,1237
Maule,07,1131939,2020-08-15,1900
Ñuble,16,511551,2020-08-15,435
Biobío,08,1663696,2020-08-15,2695
Araucanía,09,1014343,2020-08-15,1096
Los Ríos,14,405835,2020-08-15,354
Los Lagos,10,891440,2020-08-15,3020
Aysén,11,107297,2020-08-15,123
Magallanes,12,178362,2020-08-15,557
Arica y Parinacota,15,252110,2020-08-16,547
Tarapacá,01,382773,2020-08-16,687
Antofagasta,02,691854,2020-08-16,1086
Atacama,03,314709,2020-08-16,784
Coquimbo,04,836096,2020-08-16,1068
Valparaíso,05,1960170,2020-08-16,3034
Metropolitana,13,8125072,2020-08-16,10984
O’Higgins,06,991063,2020-08-16,1687
Maule,07,1131939,2020-08-16,1700
Ñuble,16,511551,2020-08-16,650
Biobío,08,1663696,2020-08-16,3287
Araucanía,09,1014343,2020-08-16,860
Los Ríos,14,405835,2020-08-16,302
Los Lagos,10,891440,2020-08-16,3175
Aysén,11,107297,2020-08-16,150
Magallanes,12,178362,2020-08-16,881
Arica y Parinacota,15,252110,2020-08-17,755
Tarapacá,01,382773,2020-08-17,748
Antofagasta,02,691854,2020-08-17,910
Atacama,03,314709,2020-08-17,734
Coquimbo,04,836096,2020-08-17,778
Valparaíso,05,1960170,2020-08-17,2274
Metropolitana,13,8125072,2020-08-17,10405
O’Higgins,06,991063,2020-08-17,1024
Maule,07,1131939,2020-08-17,1213
Ñuble,16,511551,2020-08-17,539
Biobío,08,1663696,2020-08-17,2665
Araucanía,09,1014343,2020-08-17,916
Los Ríos,14,405835,2020-08-17,230
Los Lagos,10,891440,2020-08-17,1496
Aysén,11,107297,2020-08-17,59
Magallanes,12,178362,2020-08-17,543
Arica y Parinacota,15,252110,2020-08-18,473
Tarapacá,01,382773,2020-08-18,532
Antofagasta,02,691854,2020-08-18,2261
Atacama,03,314709,2020-08-18,874
Coquimbo,04,836096,2020-08-18,812
Valparaíso,05,1960170,2020-08-18,1884
Metropolitana,13,8125072,2020-08-18,8307
O’Higgins,06,991063,2020-08-18,1026
Maule,07,1131939,2020-08-18,1720
Ñuble,16,511551,2020-08-18,572
Biobío,08,1663696,2020-08-18,1634
Araucanía,09,1014343,2020-08-18,703
Los Ríos,14,405835,2020-08-18,204
Los Lagos,10,891440,2020-08-18,1736
Aysén,11,107297,2020-08-18,30
Magallanes,12,178362,2020-08-18,431
Arica y Parinacota,15,252110,2020-08-19,213
Tarapacá,01,382773,2020-08-19,292
Antofagasta,02,691854,2020-08-19,1162
Atacama,03,314709,2020-08-19,566
Coquimbo,04,836096,2020-08-19,626
Valparaíso,05,1960170,2020-08-19,2252
Metropolitana,13,8125072,2020-08-19,6376
O’Higgins,06,991063,2020-08-19,865
Maule,07,1131939,2020-08-19,1548
Ñuble,16,511551,2020-08-19,302
Biobío,08,1663696,2020-08-19,1633
Araucanía,09,1014343,2020-08-19,995
Los Ríos,14,405835,2020-08-19,231
Los Lagos,10,891440,2020-08-19,1876
Aysén,11,107297,2020-08-19,158
Magallanes,12,178362,2020-08-19,180
Arica y Parinacota,15,252110,2020-08-20,622
Tarapacá,01,382773,2020-08-20,481
Antofagasta,02,691854,2020-08-20,907
Atacama,03,314709,2020-08-20,416
Coquimbo,04,836096,2020-08-20,709
Valparaíso,05,1960170,2020-08-20,2614
Metropolitana,13,8125072,2020-08-20,9347
O’Higgins,06,991063,2020-08-20,1158
Maule,07,1131939,2020-08-20,2208
Ñuble,16,511551,2020-08-20,686
Biobío,08,1663696,2020-08-20,2893
Araucanía,09,1014343,2020-08-20,903
Los Ríos,14,405835,2020-08-20,415
Los Lagos,10,891440,2020-08-20,2406
Aysén,11,107297,2020-08-20,82
Magallanes,12,178362,2020-08-20,431
Arica y Parinacota,15,252110,2020-08-21,560
Tarapacá,01,382773,2020-08-21,645
Antofagasta,02,691854,2020-08-21,925
Atacama,03,314709,2020-08-21,692
Coquimbo,04,836096,2020-08-21,716
Valparaíso,05,1960170,2020-08-21,2886
Metropolitana,13,8125072,2020-08-21,10534
O’Higgins,06,991063,2020-08-21,1228
Maule,07,1131939,2020-08-21,1588
Ñuble,16,511551,2020-08-21,638
Biobío,08,1663696,2020-08-21,3142
Araucanía,09,1014343,2020-08-21,896
Los Ríos,14,405835,2020-08-21,384
Los Lagos,10,891440,2020-08-21,3023
Aysén,11,107297,2020-08-21,153
Magallanes,12,178362,2020-08-21,659
Arica y Parinacota,15,252110,2020-08-22,581
Tarapacá,01,382773,2020-08-22,612
Antofagasta,02,691854,2020-08-22,1000
Atacama,03,314709,2020-08-22,762
Coquimbo,04,836096,2020-08-22,1044
Valparaíso,05,1960170,2020-08-22,2782
Metropolitana,13,8125072,2020-08-22,11483
O’Higgins,06,991063,2020-08-22,1414
Maule,07,1131939,2020-08-22,1945
Ñuble,16,511551,2020-08-22,682
Biobío,08,1663696,2020-08-22,2751
Araucanía,09,1014343,2020-08-22,892
Los Ríos,14,405835,2020-08-22,377
Los Lagos,10,891440,2020-08-22,2864
Aysén,11,107297,2020-08-22,134
Magallanes,12,178362,2020-08-22,404
Arica y Parinacota,15,252110,2020-08-23,668
Tarapacá,01,382773,2020-08-23,742
Antofagasta,02,691854,2020-08-23,1184
Atacama,03,314709,2020-08-23,757
Coquimbo,04,836096,2020-08-23,1249
Valparaíso,05,1960170,2020-08-23,2972
Metropolitana,13,8125072,2020-08-23,11671
O’Higgins,06,991063,2020-08-23,1614
Maule,07,1131939,2020-08-23,1860
Ñuble,16,511551,2020-08-23,457
Biobío,08,1663696,2020-08-23,3080
Araucanía,09,1014343,2020-08-23,1022
Los Ríos,14,405835,2020-08-23,277
Los Lagos,10,891440,2020-08-23,3557
Aysén,11,107297,2020-08-23,231
Magallanes,12,178362,2020-08-23,640
Arica y Parinacota,15,252110,2020-08-24,628
Tarapacá,01,382773,2020-08-24,850
Antofagasta,02,691854,2020-08-24,1176
Atacama,03,314709,2020-08-24,807
Coquimbo,04,836096,2020-08-24,950
Valparaíso,05,1960170,2020-08-24,2859
Metropolitana,13,8125072,2020-08-24,10206
O’Higgins,06,991063,2020-08-24,1537
Maule,07,1131939,2020-08-24,1576
Ñuble,16,511551,2020-08-24,595
Biobío,08,1663696,2020-08-24,2728
Araucanía,09,1014343,2020-08-24,753
Los Ríos,14,405835,2020-08-24,348
Los Lagos,10,891440,2020-08-24,1549
Aysén,11,107297,2020-08-24,185
Magallanes,12,178362,2020-08-24,707
Arica y Parinacota,15,252110,2020-08-25,613
Tarapacá,01,382773,2020-08-25,517
Antofagasta,02,691854,2020-08-25,2625
Atacama,03,314709,2020-08-25,607
Coquimbo,04,836096,2020-08-25,1008
Valparaíso,05,1960170,2020-08-25,2337
Metropolitana,13,8125072,2020-08-25,9031
O’Higgins,06,991063,2020-08-25,1218
Maule,07,1131939,2020-08-25,1146
Ñuble,16,511551,2020-08-25,436
Biobío,08,1663696,2020-08-25,1689
Araucanía,09,1014343,2020-08-25,910
Los Ríos,14,405835,2020-08-25,281
Los Lagos,10,891440,2020-08-25,1427
Aysén,11,107297,2020-08-25,29
Magallanes,12,178362,2020-08-25,629
Arica y Parinacota,15,252110,2020-08-26,226
Tarapacá,01,382773,2020-08-26,517
Antofagasta,02,691854,2020-08-26,1337
Atacama,03,314709,2020-08-26,403
Coquimbo,04,836096,2020-08-26,765
Valparaíso,05,1960170,2020-08-26,2171
Metropolitana,13,8125072,2020-08-26,6983
O’Higgins,06,991063,2020-08-26,841
Maule,07,1131939,2020-08-26,1527
Ñuble,16,511551,2020-08-26,556
Biobío,08,1663696,2020-08-26,1596
Araucanía,09,1014343,2020-08-26,836
Los Ríos,14,405835,2020-08-26,364
Los Lagos,10,891440,2020-08-26,1753
Aysén,11,107297,2020-08-26,107
Magallanes,12,178362,2020-08-26,275
Arica y Parinacota,15,252110,2020-08-27,404
Tarapacá,01,382773,2020-08-27,593
Antofagasta,02,691854,2020-08-27,1513
Atacama,03,314709,2020-08-27,304
Coquimbo,04,836096,2020-08-27,1258
Valparaíso,05,1960170,2020-08-27,2076
Metropolitana,13,8125072,2020-08-27,10147
O’Higgins,06,991063,2020-08-27,1053
Maule,07,1131939,2020-08-27,1611
Ñuble,16,511551,2020-08-27,482
Biobío,08,1663696,2020-08-27,3311
Araucanía,09,1014343,2020-08-27,835
Los Ríos,14,405835,2020-08-27,367
Los Lagos,10,891440,2020-08-27,2284
Aysén,11,107297,2020-08-27,150
Magallanes,12,178362,2020-08-27,631
Arica y Parinacota,15,252110,2020-08-28,519
Tarapacá,01,382773,2020-08-28,578
Antofagasta,02,691854,2020-08-28,865
Atacama,03,314709,2020-08-28,597
Coquimbo,04,836096,2020-08-28,1202
Valparaíso,05,1960170,2020-08-28,3096
Metropolitana,13,8125072,2020-08-28,11225
O’Higgins,06,991063,2020-08-28,1718
Maule,07,1131939,2020-08-28,1610
Ñuble,16,511551,2020-08-28,947
Biobío,08,1663696,2020-08-28,3155
Araucanía,09,1014343,2020-08-28,920
Los Ríos,14,405835,2020-08-28,522
Los Lagos,10,891440,2020-08-28,2726
Aysén,11,107297,2020-08-28,98
Magallanes,12,178362,2020-08-28,496
Arica y Parinacota,15,252110,2020-08-29,647
Tarapacá,01,382773,2020-08-29,719
Antofagasta,02,691854,2020-08-29,985
Atacama,03,314709,2020-08-29,429
Coquimbo,04,836096,2020-08-29,1015
Valparaíso,05,1960170,2020-08-29,3741
Metropolitana,13,8125072,2020-08-29,11743
O’Higgins,06,991063,2020-08-29,1374
Maule,07,1131939,2020-08-29,1996
Ñuble,16,511551,2020-08-29,849
Biobío,08,1663696,2020-08-29,3301
Araucanía,09,1014343,2020-08-29,1000
Los Ríos,14,405835,2020-08-29,409
Los Lagos,10,891440,2020-08-29,3304
Aysén,11,107297,2020-08-29,157
Magallanes,12,178362,2020-08-29,568
