Grupo de edad,Sexo,fecha,numero
00  15 años,M,2020-08-07,
15  29 años,M,2020-08-07,
30  44 años,M,2020-08-07,
45  59 años,M,2020-08-07,
60  79 años,M,2020-08-07,
80 y más años,M,2020-08-07,
00  15 años,F,2020-08-07,
15  29 años,F,2020-08-07,
30  44 años,F,2020-08-07,
45  59 años,F,2020-08-07,
60  79 años,F,2020-08-07,
80 y más años,F,2020-08-07,
00  5 años,M,2020-08-07,305.0
5  17 años,M,2020-08-07,263.0
18  49 años,M,2020-08-07,3971.0
50  59 años,M,2020-08-07,3213.0
60  69 años,M,2020-08-07,3411.0
70  79 años,M,2020-08-07,2771.0
80 y más años,M,2020-08-07,1695.0
00  5 años,F,2020-08-07,287.0
5  17 años,F,2020-08-07,279.0
18  49 años,F,2020-08-07,3533.0
50  59 años,F,2020-08-07,1874.0
60  69 años,F,2020-08-07,2301.0
70  79 años,F,2020-08-07,2131.0
80 y más años,F,2020-08-07,1845.0
00  15 años,M,2020-08-10,
15  29 años,M,2020-08-10,
30  44 años,M,2020-08-10,
45  59 años,M,2020-08-10,
60  79 años,M,2020-08-10,
80 y más años,M,2020-08-10,
00  15 años,F,2020-08-10,
15  29 años,F,2020-08-10,
30  44 años,F,2020-08-10,
45  59 años,F,2020-08-10,
60  79 años,F,2020-08-10,
80 y más años,F,2020-08-10,
00  5 años,M,2020-08-10,318.0
5  17 años,M,2020-08-10,275.0
18  49 años,M,2020-08-10,4436.0
50  59 años,M,2020-08-10,3427.0
60  69 años,M,2020-08-10,3749.0
70  79 años,M,2020-08-10,2971.0
80 y más años,M,2020-08-10,1778.0
00  5 años,F,2020-08-10,299.0
5  17 años,F,2020-08-10,294.0
18  49 años,F,2020-08-10,3876.0
50  59 años,F,2020-08-10,1987.0
60  69 años,F,2020-08-10,2498.0
70  79 años,F,2020-08-10,2271.0
80 y más años,F,2020-08-10,1935.0
00  15 años,M,2020-08-14,
15  29 años,M,2020-08-14,
30  44 años,M,2020-08-14,
45  59 años,M,2020-08-14,
60  79 años,M,2020-08-14,
80 y más años,M,2020-08-14,
00  15 años,F,2020-08-14,
15  29 años,F,2020-08-14,
30  44 años,F,2020-08-14,
45  59 años,F,2020-08-14,
60  79 años,F,2020-08-14,
80 y más años,F,2020-08-14,
00  5 años,M,2020-08-14,322.0
5  17 años,M,2020-08-14,282.0
18  49 años,M,2020-08-14,4881.0
50  59 años,M,2020-08-14,3969.0
60  69 años,M,2020-08-14,4203.0
70  79 años,M,2020-08-14,3179.0
80 y más años,M,2020-08-14,1882.0
00  5 años,F,2020-08-14,303.0
5  17 años,F,2020-08-14,301.0
18  49 años,F,2020-08-14,4210.0
50  59 años,F,2020-08-14,2250.0
60  69 años,F,2020-08-14,2794.0
70  79 años,F,2020-08-14,2445.0
80 y más años,F,2020-08-14,2032.0
00  15 años,M,2020-08-17,
15  29 años,M,2020-08-17,
30  44 años,M,2020-08-17,
45  59 años,M,2020-08-17,
60  79 años,M,2020-08-17,
80 y más años,M,2020-08-17,
00  15 años,F,2020-08-17,
15  29 años,F,2020-08-17,
30  44 años,F,2020-08-17,
45  59 años,F,2020-08-17,
60  79 años,F,2020-08-17,
80 y más años,F,2020-08-17,
00  5 años,M,2020-08-17,332.0
5  17 años,M,2020-08-17,290.0
18  49 años,M,2020-08-17,5133.0
50  59 años,M,2020-08-17,4319.0
60  69 años,M,2020-08-17,4430.0
70  79 años,M,2020-08-17,3236.0
80 y más años,M,2020-08-17,1931.0
00  5 años,F,2020-08-17,313.0
5  17 años,F,2020-08-17,307.0
18  49 años,F,2020-08-17,4426.0
50  59 años,F,2020-08-17,2459.0
60  69 años,F,2020-08-17,2950.0
70  79 años,F,2020-08-17,2493.0
80 y más años,F,2020-08-17,2076.0
00  15 años,M,2020-08-21,
15  29 años,M,2020-08-21,
30  44 años,M,2020-08-21,
45  59 años,M,2020-08-21,
60  79 años,M,2020-08-21,
80 y más años,M,2020-08-21,
00  15 años,F,2020-08-21,
15  29 años,F,2020-08-21,
30  44 años,F,2020-08-21,
45  59 años,F,2020-08-21,
60  79 años,F,2020-08-21,
80 y más años,F,2020-08-21,
00  5 años,M,2020-08-21,342.0
5  17 años,M,2020-08-21,296.0
18  49 años,M,2020-08-21,5617.0
50  59 años,M,2020-08-21,4589.0
60  69 años,M,2020-08-21,4656.0
70  79 años,M,2020-08-21,3396.0
80 y más años,M,2020-08-21,2022.0
00  5 años,F,2020-08-21,320.0
5  17 años,F,2020-08-21,313.0
18  49 años,F,2020-08-21,4827.0
50  59 años,F,2020-08-21,2619.0
60  69 años,F,2020-08-21,3103.0
70  79 años,F,2020-08-21,2606.0
80 y más años,F,2020-08-21,2173.0
00  15 años,M,2020-08-24,
15  29 años,M,2020-08-24,
30  44 años,M,2020-08-24,
45  59 años,M,2020-08-24,
60  79 años,M,2020-08-24,
80 y más años,M,2020-08-24,
00  15 años,F,2020-08-24,
15  29 años,F,2020-08-24,
30  44 años,F,2020-08-24,
45  59 años,F,2020-08-24,
60  79 años,F,2020-08-24,
80 y más años,F,2020-08-24,
00  5 años,M,2020-08-24,348.0
5  17 años,M,2020-08-24,306.0
18  49 años,M,2020-08-24,5711.0
50  59 años,M,2020-08-24,4644.0
60  69 años,M,2020-08-24,4741.0
70  79 años,M,2020-08-24,3475.0
80 y más años,M,2020-08-24,2071.0
00  5 años,F,2020-08-24,330.0
5  17 años,F,2020-08-24,323.0
18  49 años,F,2020-08-24,4919.0
50  59 años,F,2020-08-24,2648.0
60  69 años,F,2020-08-24,3162.0
70  79 años,F,2020-08-24,2670.0
80 y más años,F,2020-08-24,2215.0
00  15 años,M,2020-08-28,
15  29 años,M,2020-08-28,
30  44 años,M,2020-08-28,
45  59 años,M,2020-08-28,
60  79 años,M,2020-08-28,
80 y más años,M,2020-08-28,
00  15 años,F,2020-08-28,
15  29 años,F,2020-08-28,
30  44 años,F,2020-08-28,
45  59 años,F,2020-08-28,
60  79 años,F,2020-08-28,
80 y más años,F,2020-08-28,
00  5 años,M,2020-08-28,355.0
5  17 años,M,2020-08-28,312.0
18  49 años,M,2020-08-28,5794.0
50  59 años,M,2020-08-28,4761.0
60  69 años,M,2020-08-28,4871.0
70  79 años,M,2020-08-28,3578.0
80 y más años,M,2020-08-28,2145.0
00  5 años,F,2020-08-28,331.0
5  17 años,F,2020-08-28,335.0
18  49 años,F,2020-08-28,4993.0
50  59 años,F,2020-08-28,2714.0
60  69 años,F,2020-08-28,3240.0
70  79 años,F,2020-08-28,2755.0
80 y más años,F,2020-08-28,2291.0
