Date_Name,Date,Ships in Luanda Bay,Ships in Offshore Area,Ships in Lobito Bay,Policy_Name,Policy,Confirmed,Measured Current Infected,New Cases,Angola Population,New_Cases_pc,Active_cases_pc,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob,,Luanda City Nighttime Radiance,ZEE Nighttime Radiance,SO2_PercentChange_HuamboCity,SO2_PercentChange_LuandaCity,SO2_PercentChange_ZEE,NO2_PercentChange_HuamboCity,NO2_PercentChange_LuandaCity,NO2_PercentChange_ZEE
01/06/21,293,,,,Calamity State – 6,5.4,17864,5974,108,31830000,0.003393025447691,0.187684574300974,-7,6,25,-4,-11,8,-9,4,27,-19,-17,9,,,,,,,,,
01/07/21,294,,,,Calamity State – 6,5.4,17974,5606,110,31830000,0.003455859252278,0.17612315425699,-7,6,34,9,-10,8,-11,7,39,-4,-16,8,,,,,,,,,
01/08/21,295,,,,Calamity State – 6,5.4,18066,4939,92,31830000,0.002890355010996,0.15516808042727,-9,4,25,-5,-10,8,-13,3,26,-20,-13,9,,,,,,,,,
01/09/21,296,,,,Calamity State – 6,5.4,18156,4535,90,31830000,0.002827521206409,0.142475651900723,-8,-1,29,5,0,3,-12,-4,24,-8,-1,3,,,,,,,,,
01/10/21,297,,,,Calamity State – 6,5.4,18193,3905,37,31830000,0.001162425384857,0.122683003455859,-15,-7,14,-7,-4,4,-19,-8,4,-18,-4,5,,,,,,,,,
01/11/21,298,,,,Calamity State – 6,5.4,18254,3009,61,31830000,0.001916431039899,0.094533459000943,-3,1,34,4,-10,5,-7,1,37,-8,-12,6,,,,,,,,,
01/12/21,299,,,,Calamity State – 6,5.4,18343,2409,89,31830000,0.002796104304116,0.075683317624882,-6,0,28,-3,-9,4,-8,2,29,-10,-15,5,,,,,,,,,
01/13/21,300,,,,Calamity State – 6,5.4,18425,2370,82,31830000,0.002576185988062,0.074458058435438,-10,-4,20,-15,-12,3,-11,-3,24,-24,-17,4,,,,,,,,,
01/14/21,301,,,,Calamity State – 6,5.4,18613,2180,188,31830000,0.005906377631166,0.068488846999686,-13,-8,22,-7,-16,3,-16,-7,24,-16,-21,4,,,,,,,,,
01/15/21,302,,,,Calamity State – 6,5.4,18679,2131,66,31830000,0.002073515551367,0.066949418787308,-19,-12,9,-17,-21,5,-21,-12,11,-28,-23,6,,,,,,,,,
01/16/21,303,,,,Calamity State – 6,5.4,18765,2109,86,31830000,0.002701853597235,0.066258246936852,-19,-16,12,-12,-16,2,-22,-18,12,-23,-17,2,,,,,,,,,
01/17/21,304,,,,Calamity State – 6,5.4,18875,2092,110,31830000,0.003455859252278,0.065724159597864,-26,-23,0,-28,-20,5,-28,-24,-6,-38,-21,5,,,,,,,,,
01/18/21,305,,,,Calamity State – 6,5.4,18926,1810,51,31830000,0.001602262016965,0.056864593151115,-16,-15,15,-12,-22,5,-19,-15,17,-22,-23,6,,,,,,,,,
01/19/21,306,,,,Calamity State – 6,5.4,19011,1747,85,31830000,0.002670436694942,0.054885328306629,-18,-13,8,-16,-20,4,-19,-12,11,-21,-25,5,,,,,,,,,
01/20/21,307,,,,Calamity State – 6,5.4,19093,1728,82,31830000,0.002576185988062,0.054288407163054,-16,-13,10,-15,-19,5,-17,-14,6,-25,-24,6,,,,,,,,,
,,,,,,,,,,,,,-14,-10,22,-7,-17,4,-17,-10,23,-15,-22,5,,,,,,,,,
,,,,,,,,,,,,,-16,-8,12,-12,-18,5,-19,-11,14,-24,-20,6,,,,,,,,,
,,,,,,,,,,,,,-12,-6,18,-4,-11,1,-16,-9,17,-15,-14,1,,,,,,,,,
,,,,,,,,,,,,,-21,-14,2,-21,-18,4,-24,-16,-1,-34,-19,4,,,,,,,,,
,,,,,,,,,,,,,-10,-7,23,-10,-18,5,-14,-8,19,-22,-20,6,,,,,,,,,
,,,,,,,,,,,,,-11,-5,18,-12,-16,2,-13,-5,15,-20,-22,3,,,,,,,,,
,,,,,,,,,,,,,-7,-1,19,-14,-15,4,-10,-2,16,-27,-20,5,,,,,,,,,
,,,,,,,,,,,,,-7,2,34,-6,-13,2,-10,2,34,-19,-18,3,,,,,,,,,
,,,,,,,,,,,,,-7,5,23,-9,-15,1,-10,3,28,-23,-17,2,,,,,,,,,
,,,,,,,,,,,,,-7,3,27,-4,-13,-5,-10,1,29,-21,-14,-5,,,,,,,,,
,,,,,,,,,,,,,-14,-5,6,-16,-18,1,-17,-5,3,-27,-19,1,,,,,,,,,
,,,,,,,,,,,,,-6,2,33,-2,-15,-1,-9,2,37,-17,-17,0,,,,,,,,,
,,,,,,,,,,,,,-5,6,28,-7,-15,-1,-6,8,45,-15,-19,-1,,,,,,,,,
