Date_Name,Date,Ships in Luanda Bay,Ships in Offshore Area,Ships in Lobito Bay,Policy_Name,Policy,Confirmed,Measured Current Infected,New Cases,Angola Population,New_Cases_pc,Active_cases_pc,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob,,Luanda City Nighttime Radiance,ZEE Nighttime Radiance,SO2_PercentChange_HuamboCity,SO2_PercentChange_LuandaCity,SO2_PercentChange_ZEE,NO2_PercentChange_HuamboCity,NO2_PercentChange_LuandaCity,NO2_PercentChange_ZEE
03/30/20,11,,,,Emergency State – Initial,2.75,7,5,0,31830000,0,0.000157084511467,-55,-36,-35,-59,-54,30,-59,-41,-59,-71,-60,32,,,,,,,,,
03/31/20,12,,,,Emergency State – Initial,2.75,7,4,0,31830000,0,0.000125667609174,-55,-37,-37,-62,-55,29,-59,-42,-62,-73,-60,31,,,,,,,,,
04/01/20,13,,,,Emergency State – Initial,2.75,8,5,1,31830000,3.14169022934339E-05,0.000157084511467,-55,-36,-40,-61,-55,28,-58,-40,-64,-71,-60,31,,42.256,7.78,-1.689966408,-0.799846742,-1.087190121,-0.053411003,-0.23826728,-0.167682874
04/02/20,14,,,,Emergency State – Initial,2.75,8,5,0,31830000,0,0.000157084511467,-55,-35,-34,-60,-55,28,-58,-39,-52,-71,-60,30,,,,,,,,,
04/03/20,15,31,25,7,Emergency State – Initial,2.75,8,5,0,31830000,0,0.000157084511467,-58,-35,-41,-63,-53,32,-62,-40,-63,-74,-58,35,,,,,,,,,
04/04/20,16,,,,Emergency State – Initial,2.75,10,6,2,31830000,6.28338045868677E-05,0.000188501413761,-58,-40,-37,-56,-36,24,-63,-45,-61,-69,-43,25,,,,,,,,,
04/05/20,17,,,,Emergency State – Initial,2.75,14,10,4,31830000,0.000125667609174,0.000314169022934,-62,-37,-48,-63,-17,22,-66,-44,-72,-75,-24,23,,,,,,,,,
04/06/20,18,,,,Emergency State – Initial,2.75,16,12,2,31830000,6.28338045868677E-05,0.000377002827521,-52,-33,-37,-59,-52,28,-56,-37,-55,-69,-57,31,,,,,,,,,
04/07/20,19,,,,Emergency State – Initial,2.75,17,13,1,31830000,3.14169022934339E-05,0.000408419729815,-53,-33,-41,-61,-54,28,-56,-37,-60,-70,-59,30,,,,,,,,,
04/08/20,20,,,,Emergency State – Initial,2.75,19,15,2,31830000,6.28338045868677E-05,0.000471253534402,-54,-36,-41,-62,-53,28,-57,-39,-60,-71,-59,30,,,,,,,,,
04/09/20,21,,,,Emergency State – Initial,2.75,19,15,0,31830000,0,0.000471253534402,-51,-30,-34,-58,-53,27,-54,-33,-51,-68,-58,29,,,,,,,,,
04/10/20,22,,,,Emergency State – Initial,2.75,19,15,0,31830000,0,0.000471253534402,-60,-37,-49,-65,-69,36,-64,-41,-67,-74,-74,38,,,,,,,,,
04/11/20,23,,,,Emergency State – 1,2.5,19,13,0,31830000,0,0.000408419729815,-53,-32,-37,-44,-31,22,-59,-39,-59,-59,-37,24,,,,,,,,,
04/12/20,24,,,,Emergency State – 1,2.5,19,13,0,31830000,0,0.000408419729815,-60,-36,-45,-56,-18,21,-65,-44,-66,-70,-24,22,,,,,,,,,
04/13/20,25,,,,Emergency State – 1,2.5,19,13,0,31830000,0,0.000408419729815,-55,-40,-39,-60,-51,29,-58,-42,-57,-71,-56,32,,,,,,,,,
04/14/20,26,,,,Emergency State – 1,2.5,19,12,0,31830000,0,0.000377002827521,-52,-35,-40,-57,-51,27,-55,-38,-57,-66,-56,29,,,,,,,,,
04/15/20,27,25,28,7,Emergency State – 1,2.5,19,12,0,31830000,0,0.000377002827521,-54,-40,-41,-64,-52,29,-57,-43,-58,-74,-57,31,,,,,,,,,
04/16/20,28,,,,Emergency State – 1,2.5,19,12,0,31830000,0,0.000377002827521,-52,-34,-36,-59,-51,25,-55,-37,-50,-69,-56,27,,,,,,,,,
04/17/20,29,,,,Emergency State – 1,2.5,19,12,0,31830000,0,0.000377002827521,-56,-37,-43,-63,-50,31,-60,-41,-59,-74,-56,33,,,,,,,,,
04/18/20,30,,,,Emergency State – 1,2.5,24,16,5,31830000,0.000157084511467,0.000502670436695,-60,-41,-39,-61,-35,23,-64,-46,-58,-71,-44,24,,,,,,,,,
04/19/20,31,,,,Emergency State – 1,2.5,24,16,0,31830000,0,0.000502670436695,-63,-41,-47,-68,-18,21,-66,-45,-72,-76,-25,23,,,,,,,,,
04/20/20,32,,,,Emergency State – 1,2.5,24,16,0,31830000,0,0.000502670436695,-55,-39,-38,-67,-49,28,-57,-41,-57,-75,-54,30,,,,,,,,,
04/21/20,33,,,,Emergency State – 1,2.5,24,16,0,31830000,0,0.000502670436695,-53,-34,-37,-64,-49,27,-55,-37,-58,-71,-55,29,,,,,,,,,
04/22/20,34,,,,Emergency State – 1,2.5,25,17,1,31830000,3.14169022934339E-05,0.000534087338988,-55,-40,-41,-68,-50,28,-56,-41,-60,-74,-55,30,,,,,,,,,
04/23/20,35,,,,Emergency State – 1,2.5,25,17,0,31830000,0,0.000534087338988,-51,-31,-36,-63,-49,26,-53,-31,-52,-71,-54,28,,,,,,,,,
04/24/20,36,,,,Emergency State – 1,2.5,25,17,0,31830000,0,0.000534087338988,-55,-34,-39,-65,-47,29,-57,-36,-57,-73,-52,32,,,,,,,,,
04/25/20,37,,,,Emergency State – 1,2.5,25,17,0,31830000,0,0.000534087338988,-47,-24,-27,-53,-24,18,-52,-28,-48,-64,-31,20,,,,,,,,,
04/26/20,38,,,,Emergency State – 2,3,26,18,1,31830000,3.14169022934339E-05,0.000565504241282,-51,-23,-41,-63,-9,19,-56,-30,-64,-74,-16,20,,,,,,,,,
04/27/20,39,26,31,6,Emergency State – 2,3,27,19,1,31830000,3.14169022934339E-05,0.000596921143575,-37,-21,-26,-55,-33,21,-40,-25,-45,-65,-39,24,,,,,,,,,
04/28/20,40,,,,Emergency State – 2,3,27,19,0,31830000,0,0.000596921143575,-32,-11,-19,-45,-33,17,-35,-16,-41,-55,-38,20,,,,,,,,,
04/29/20,41,,,,Emergency State – 2,3,27,18,0,31830000,0,0.000565504241282,-31,-12,-22,-49,-32,20,-36,-17,-46,-60,-39,23,,,,,,,,,
04/30/20,42,,,,Emergency State – 2,3,27,18,0,31830000,0,0.000565504241282,-28,-6,-13,-39,-31,18,-34,-11,-33,-53,-37,20,,,,,,,,,
05/01/20,43,,,,Emergency State – 2,3,30,17,3,31830000,9.42507068803016E-05,0.000534087338988,-51,-31,-38,-62,-64,31,-54,-34,-61,-70,-70,34,,37.744,7.562,0.60785426,-1.75043988,1.177570202,0.005631374,-0.055835547,-0.059815112
05/02/20,44,,,,Emergency State – 2,3,35,22,5,31830000,0.000157084511467,0.000691171850456,-36,-15,-21,-41,-9,16,-42,-19,-43,-53,-16,18,,,,,,,,,
05/03/20,45,,,,Emergency State – 2,3,35,22,0,31830000,0,0.000691171850456,-53,-27,-40,-63,-4,19,-57,-33,-65,-73,-12,20,,,,,,,,,
05/04/20,46,,,,Emergency State – 2,3,35,22,0,31830000,0,0.000691171850456,-37,-25,-24,-54,-30,22,-40,-27,-41,-64,-36,24,,,,,,,,,
05/05/20,47,,,,Emergency State – 2,3,36,23,1,31830000,3.14169022934339E-05,0.000722588752749,-33,-16,-26,-47,-32,19,-35,-18,-44,-56,-38,22,,,,,,,,,
05/06/20,48,,,,Emergency State – 2,3,36,23,0,31830000,0,0.000722588752749,-34,-22,-26,-51,-31,22,-36,-25,-48,-61,-37,24,,,,,,,,,
05/07/20,49,,,,Emergency State – 2,3,36,23,0,31830000,0,0.000722588752749,-33,-12,-19,-45,-30,19,-36,-15,-36,-55,-37,21,,,,,,,,,
05/08/20,50,,,,Emergency State – 2,3,43,30,7,31830000,0.000219918316054,0.000942507068803,-39,-20,-27,-52,-28,24,-43,-24,-48,-63,-35,27,,,,,,,,,
05/09/20,51,38,34,6,Emergency State – 2,3,43,28,0,31830000,0,0.000879673264216,-35,-11,-19,-41,-5,16,-40,-16,-42,-53,-12,17,,,,,,,,,
05/10/20,52,,,,Emergency State – 2,3,45,30,2,31830000,6.28338045868677E-05,0.000942507068803,-52,-26,-37,-60,-3,19,-55,-30,-61,-70,-10,20,,,,,,,,,
05/11/20,53,,,,Emergency State – 3,4,45,30,0,31830000,0,0.000942507068803,-36,-24,-24,-50,-27,21,-40,-28,-42,-61,-32,24,,,,,,,,,
05/12/20,54,,,,Emergency State – 3,4,45,30,0,31830000,0,0.000942507068803,-33,-16,-21,-49,-28,20,-36,-19,-41,-56,-34,22,,,,,,,,,
05/13/20,55,,,,Emergency State – 3,4,45,29,0,31830000,0,0.00091109016651,-34,-20,-25,-51,-28,20,-37,-23,-43,-60,-34,23,,,,,,,,,
05/14/20,56,,,,Emergency State – 3,4,48,32,3,31830000,9.42507068803016E-05,0.00100534087339,-33,-18,-17,-44,-28,18,-36,-19,-38,-53,-34,21,,,,,,,,,
05/15/20,57,,,,Emergency State – 3,4,48,29,0,31830000,0,0.00091109016651,-38,-19,-24,-49,-27,23,-42,-23,-45,-59,-32,26,,,,,,,,,
05/16/20,58,,,,Emergency State – 3,4,48,29,0,31830000,0,0.00091109016651,-35,-16,-15,-40,-4,17,-39,-19,-33,-50,-10,18,,,,,,,,,
05/17/20,59,,,,Emergency State – 3,4,48,29,0,31830000,0,0.00091109016651,-51,-26,-37,-57,-5,18,-54,-29,-60,-67,-12,20,,,,,,,,,
05/18/20,60,,,,Emergency State – 3,4,50,30,2,31830000,6.28338045868677E-05,0.000942507068803,-35,-23,-22,-49,-25,21,-38,-26,-38,-58,-31,23,,,,,,,,,
05/19/20,61,,,,Emergency State – 3,4,52,32,2,31830000,6.28338045868677E-05,0.00100534087339,-34,-20,-24,-47,-27,20,-36,-22,-42,-55,-33,22,,,,,,,,,
05/20/20,62,,,,Emergency State – 3,4,52,32,0,31830000,0,0.00100534087339,-36,-22,-25,-53,-27,21,-37,-24,-43,-63,-33,23,,,,,,,,,
05/21/20,63,38,35,7,Emergency State – 3,4,58,38,6,31830000,0.000188501413761,0.00119384228715,-34,-19,-15,-48,-27,20,-37,-21,-33,-58,-33,23,,,,,,,,,
05/22/20,64,,,,Emergency State – 3,4,60,40,2,31830000,6.28338045868677E-05,0.001256676091737,-37,-19,-22,-49,-24,22,-40,-23,-40,-57,-30,25,,,,,,,,,
05/23/20,65,,,,Emergency State – 3,4,61,39,1,31830000,3.14169022934339E-05,0.001225259189444,-31,-12,-19,-40,-3,15,-35,-16,-35,-51,-9,16,,,,,,,,,
05/24/20,66,,,,Emergency State – 3,4,69,47,8,31830000,0.000251335218347,0.001476594407791,-45,-22,-35,-57,-3,17,-48,-26,-58,-66,-10,18,,,,,,,,,
05/25/20,67,,,,Emergency State – 3,4,70,48,1,31830000,3.14169022934339E-05,0.001508011310085,-29,-18,-21,-49,-22,19,-33,-20,-39,-57,-28,22,,,,,,,,,
05/26/20,68,,,,Calamity State – Initial,4.4,70,48,0,31830000,0,0.001508011310085,-23,-7,-21,-41,-22,16,-26,-9,-32,-49,-29,19,,,,,,,,,
05/27/20,69,,,,Calamity State – Initial,4.4,71,49,1,31830000,3.14169022934339E-05,0.001539428212378,-19,-1,-17,-43,-21,16,-22,-6,-34,-53,-27,19,,,,,,,,,
05/28/20,70,,,,Calamity State – Initial,4.4,74,52,3,31830000,9.42507068803016E-05,0.001633678919259,-17,3,-11,-36,-21,15,-21,0,-22,-47,-26,18,,,,,,,,,
05/29/20,71,,,,Calamity State – Initial,4.4,81,59,7,31830000,0.000219918316054,0.001853597235313,-18,5,-11,-37,-18,17,-23,0,-25,-49,-25,20,,,,,,,,,
05/30/20,72,,,,Calamity State – Initial,4.4,84,62,3,31830000,9.42507068803016E-05,0.001947847942193,-17,5,-4,-30,7,10,-22,-1,-23,-41,1,11,,,,,,,,,
05/31/20,73,,,,Calamity State – Initial,4.4,86,64,2,31830000,6.28338045868677E-05,0.00201068174678,-31,-3,-21,-46,13,12,-35,-7,-47,-59,5,14,,,,,,,,,
06/01/20,74,,,,Calamity State – Initial,4.4,86,64,0,31830000,0,0.00201068174678,-11,6,-5,-31,-15,14,-15,1,-23,-42,-21,16,,,,-0.48867533,0.166023671,-1.968962858,-0.020855071,-0.009129526,0.116575327
06/02/20,75,29,30,6,Calamity State – Initial,4.4,86,64,0,31830000,0,0.00201068174678,-15,2,-7,-32,-16,14,-17,0,-22,-41,-23,16,,,,,,,,,
06/03/20,76,,,,Calamity State – Initial,4.4,86,64,0,31830000,0,0.00201068174678,-15,1,-10,-37,-17,14,-18,-3,-29,-46,-23,16,,,,,,,,,
06/04/20,77,,,,Calamity State – Initial,4.4,86,64,0,31830000,0,0.00201068174678,-16,1,-6,-32,-16,14,-19,-1,-21,-42,-23,16,,,,,,,,,
06/05/20,78,,,,Calamity State – Initial,4.4,86,61,0,31830000,0,0.001916431039899,-19,2,-13,-35,-16,16,-22,-1,-26,-46,-22,19,,,,,,,,,
06/06/20,79,,,,Calamity State – Initial,4.4,88,60,2,31830000,6.28338045868677E-05,0.001885014137606,-17,0,-8,-31,7,10,-21,-4,-24,-43,1,11,,,,,,,,,
06/07/20,80,,,,Calamity State – Initial,4.4,91,63,3,31830000,9.42507068803016E-05,0.001979264844486,-32,-9,-24,-47,9,13,-36,-12,-47,-57,2,14,,,,,,,,,
06/08/20,81,,,,Calamity State – 1,4.4,92,50,1,31830000,3.14169022934339E-05,0.001570845114672,-15,-5,-11,-35,-14,15,-19,-8,-24,-45,-19,17,,,,,,,,,
06/09/20,82,,,,Calamity State – 1,4.4,96,54,4,31830000,0.000125667609174,0.001696512723845,-16,-2,-13,-35,-15,14,-18,-3,-29,-43,-20,16,,,,,,,,,
06/10/20,83,,,,Calamity State – 1,4.4,113,69,17,31830000,0.000534087338988,0.002167766258247,-14,-4,-10,-38,-15,14,-16,-6,-24,-48,-21,16,,,,,,,,,
06/11/20,84,,,,Calamity State – 1,4.4,118,72,5,31830000,0.000157084511467,0.002262016965127,-16,-2,-2,-38,-15,14,-19,-4,-16,-48,-21,16,,,,,,,,,
06/12/20,85,,,,Calamity State – 1,4.4,130,83,12,31830000,0.000377002827521,0.002607602890355,-18,-2,-11,-38,-14,16,-21,-4,-24,-49,-20,18,,,,,,,,,
06/13/20,86,,,,Calamity State – 1,4.4,138,71,8,31830000,0.000251335218347,0.002230600062834,-17,-4,-8,-32,8,10,-21,-6,-22,-43,3,11,,,,,,,,,
06/14/20,87,36,35,6,Calamity State – 1,4.4,140,73,2,31830000,6.28338045868677E-05,0.002293433867421,-30,-14,-25,-50,9,12,-34,-16,-49,-60,3,14,,,,,,,,,
06/15/20,88,,,,Calamity State – 1,4.4,142,72,2,31830000,6.28338045868677E-05,0.002262016965127,-15,-8,-10,-39,-13,14,-18,-10,-22,-50,-18,16,,,,,,,,,
06/16/20,89,,,,Calamity State – 1,4.4,148,78,6,31830000,0.000188501413761,0.002450518378888,-14,-3,-11,-36,-14,13,-17,-5,-24,-45,-20,15,,,,,,,,,
06/17/20,90,,,,Calamity State – 1,4.4,155,84,7,31830000,0.000219918316054,0.002639019792648,-15,-6,-13,-40,-15,14,-17,-9,-25,-50,-20,16,,,,,,,,,
06/18/20,91,,,,Calamity State – 1,4.4,166,94,11,31830000,0.000345585925228,0.002953188815583,-18,-7,-9,-39,-15,14,-21,-7,-20,-48,-21,15,,,,,,,,,
06/19/20,92,,,,Calamity State – 1,4.4,172,98,6,31830000,0.000188501413761,0.003078856424757,-21,-6,-15,-44,-14,16,-24,-8,-25,-54,-20,18,,,,,,,,,
06/20/20,93,,,,Calamity State – 1,4.4,176,101,4,31830000,0.000125667609174,0.003173107131637,-18,-7,-9,-39,6,10,-22,-9,-21,-51,2,11,,,,,,,,,
06/21/20,94,,,,Calamity State – 1,4.4,183,97,7,31830000,0.000219918316054,0.003047439522463,-30,-15,-23,-51,7,13,-33,-18,-47,-60,1,14,,,,,,,,,
06/22/20,95,,,,Calamity State – 1,4.4,186,99,3,31830000,9.42507068803016E-05,0.00311027332705,-18,-11,-12,-43,-15,15,-21,-12,-26,-52,-21,17,,,,,,,,,
06/23/20,96,,,,Calamity State – 1,4.4,189,102,3,31830000,9.42507068803016E-05,0.00320452403393,-16,-4,-11,-44,-16,14,-18,-6,-24,-51,-22,16,,,,,,,,,
06/24/20,97,,,,Calamity State – 2,4.4,197,110,8,31830000,0.000251335218347,0.003455859252278,-13,-3,-11,-41,-15,13,-16,-6,-29,-52,-20,15,,,,,,,,,
06/25/20,98,,,,Calamity State – 2,4.4,212,121,15,31830000,0.000471253534402,0.003801445177506,-10,4,1,-37,-15,12,-14,1,-11,-47,-21,14,,,,,,,,,
06/26/20,99,32,33,6,Calamity State – 2,4.4,212,121,0,31830000,0,0.003801445177506,-8,10,-8,-36,-15,13,-12,6,-26,-48,-20,15,,,,,,,,,
06/27/20,100,,,,Calamity State – 2,4.4,259,168,47,31830000,0.001476594407791,0.005278039585297,-7,8,-2,-28,6,8,-12,4,-13,-41,1,9,,,,,,,,,
06/28/20,101,,,,Calamity State – 2,4.4,267,175,8,31830000,0.000251335218347,0.005497957901351,-21,-2,-18,-48,9,10,-26,-5,-44,-60,4,12,,,,,,,,,
06/29/20,102,,,,Calamity State – 3,4.6,276,172,9,31830000,0.000282752120641,0.005403707194471,-7,5,-3,-32,-12,12,-12,2,-19,-44,-18,14,,,,,,,,,
06/30/20,103,,,,Calamity State – 3,4.6,284,178,8,31830000,0.000251335218347,0.005592208608231,-4,13,-6,-28,-13,11,-8,11,-21,-39,-19,13,,,,,,,,,
07/01/20,104,,,,Calamity State – 3,4.6,291,179,7,31830000,0.000219918316054,0.005623625510525,-4,10,-5,-33,-13,10,-7,7,-17,-45,-19,13,,,,0.224473998,-1.184116409,5.711229247,-0.042518255,0.030733355,0.006137356
07/02/20,105,,,,Calamity State – 3,4.6,315,201,24,31830000,0.000754005655042,0.00631479736098,-5,11,3,-28,-13,11,-9,10,-9,-40,-20,13,,,,,,,,,
07/03/20,106,,,,Calamity State – 3,4.6,328,203,13,31830000,0.000408419729815,0.006377631165567,-9,10,-5,-31,-13,13,-14,7,-21,-45,-20,15,,,,,,,,,
07/04/20,107,,,,Calamity State – 3,4.6,346,219,18,31830000,0.000565504241282,0.006880301602262,-10,6,0,-27,8,8,-16,2,-20,-42,2,9,,,,,,,,,
07/05/20,108,,,,Calamity State – 3,4.6,346,219,0,31830000,0,0.006880301602262,-21,-3,-19,-43,10,10,-27,-7,-42,-56,4,12,,,,,,,,,
07/06/20,109,,,,Calamity State – 3,4.6,346,219,0,31830000,0,0.006880301602262,-8,2,-6,-33,-13,12,-12,-1,-23,-45,-19,15,,,,,,,,,
07/07/20,110,,,,Calamity State – 3,4.6,386,248,40,31830000,0.001256676091737,0.007791391768772,-8,4,-6,-29,-15,12,-11,3,-24,-39,-22,14,,,,,,,,,
07/08/20,111,30,33,10,Calamity State – 3,4.6,386,248,0,31830000,0,0.007791391768772,-11,2,-11,-36,-14,12,-14,0,-24,-46,-21,14,,,,,,,,,
07/09/20,112,,,,Calamity State – 3,4.6,396,257,10,31830000,0.000314169022934,0.008074143889413,-17,-6,-6,-32,-17,14,-22,-9,-17,-43,-24,16,,,,,,,,,
07/10/20,113,,,,Calamity State – 3,4.6,458,318,62,31830000,0.001947847942193,0.009990574929312,-21,-7,-13,-37,-17,17,-27,-11,-29,-50,-24,20,,,,,,,,,
07/11/20,114,,,,Calamity State – 3,4.6,462,321,4,31830000,0.000125667609174,0.010084825636192,-19,-2,-7,-34,5,11,-25,-6,-28,-48,-1,13,,,,,,,,,
07/12/20,115,,,,Calamity State – 3,4.6,506,362,44,31830000,0.001382343700911,0.011372918630223,-31,-13,-23,-48,5,13,-37,-17,-51,-61,-2,15,,,,,,,,,
07/13/20,116,,,,Calamity State – 4,5.2,525,381,19,31830000,0.000596921143575,0.011969839773798,-20,-12,-10,-39,-17,15,-25,-15,-28,-51,-24,18,,,,,,,,,
07/14/20,117,,,,Calamity State – 4,5.2,541,397,16,31830000,0.000502670436695,0.012472510210493,-19,-7,-14,-35,-19,14,-23,-9,-28,-44,-26,17,,,,,,,,,
07/15/20,118,,,,Calamity State – 4,5.2,576,425,35,31830000,0.00109959158027,0.013352183474709,-20,-13,-16,-39,-19,15,-23,-17,-36,-50,-26,18,,,,,,,,,
07/16/20,119,,,,Calamity State – 4,5.2,607,455,31,31830000,0.000973923971096,0.014294690543512,-20,-6,-9,-34,-18,14,-24,-7,-28,-45,-26,17,,,,,,,,,
07/17/20,120,,,,Calamity State – 4,5.2,638,410,31,31830000,0.000973923971096,0.012880929940308,-23,-10,-18,-42,-19,18,-29,-14,-39,-53,-25,20,,,,,,,,,
07/18/20,121,,,,Calamity State – 4,5.2,687,448,49,31830000,0.001539428212378,0.014074772227458,-22,-7,-13,-37,1,11,-28,-10,-35,-49,-4,13,,,,,,,,,
07/19/20,122,,,,Calamity State – 4,5.2,705,455,18,31830000,0.000565504241282,0.014294690543512,-33,-16,-27,-52,2,14,-39,-19,-52,-63,-4,15,,,,,,,,,
07/20/20,123,,,,Calamity State – 4,5.2,749,499,44,31830000,0.001382343700911,0.015677034244424,-23,-13,-11,-38,-19,16,-28,-16,-31,-51,-26,18,,,,,,,,,
07/21/20,124,30,32,7,Calamity State – 4,5.2,779,528,30,31830000,0.000942507068803,0.016588124410933,-23,-9,-17,-37,-21,15,-27,-10,-36,-46,-28,17,,,,,,,,,
07/22/20,125,,,,Calamity State – 4,5.2,812,558,33,31830000,0.001036757775683,0.017530631479736,-25,-15,-18,-42,-21,15,-29,-19,-38,-53,-28,17,,,,,,,,,
07/23/20,126,,,,Calamity State – 4,5.2,851,582,39,31830000,0.001225259189444,0.018284637134779,-22,-7,-8,-37,-20,13,-27,-8,-27,-48,-27,16,,,,,,,,,
07/24/20,127,,,,Calamity State – 4,5.2,880,604,29,31830000,0.00091109016651,0.018975808985234,-22,-4,-13,-38,-19,17,-28,-9,-35,-51,-26,20,,,,,,,,,
07/25/20,128,,,,Calamity State – 4,5.2,916,635,36,31830000,0.001131008482564,0.019949732956331,-17,4,-4,-28,0,10,-24,-1,-26,-43,-5,11,,,,,,,,,
07/26/20,129,,,,Calamity State – 4,5.2,932,650,16,31830000,0.000502670436695,0.020420986490732,-30,-8,-21,-47,0,12,-36,-11,-49,-59,-5,14,,,,,,,,,
07/27/20,130,,,,Calamity State – 5,5.8,950,667,18,31830000,0.000565504241282,0.02095507382972,-16,-5,-8,-35,-18,14,-23,-9,-29,-50,-25,17,,,,,,,,,
07/28/20,131,,,,Calamity State – 5,5.8,1000,687,50,31830000,0.001570845114672,0.021583411875589,-14,2,-9,-31,-19,13,-19,-1,-30,-42,-27,16,,,,,,,,,
07/29/20,132,,,,Calamity State – 5,5.8,1078,729,78,31830000,0.002450518378888,0.022902921771913,-10,0,-5,-31,-19,13,-15,-5,-25,-44,-27,16,,,,,,,,,
07/30/20,133,,,,Calamity State – 5,5.8,1109,663,31,31830000,0.000973923971096,0.020829406220547,-9,11,4,-24,-19,12,-16,9,-13,-37,-27,14,,,,,,,,,
07/31/20,134,,,,Calamity State – 5,5.8,1148,659,39,31830000,0.001225259189444,0.020703738611373,-11,5,-4,-27,-18,14,-18,1,-20,-42,-26,17,,,,,,,,,
08/01/20,135,32,23,9,Calamity State – 5,5.8,1164,650,16,31830000,0.000502670436695,0.020420986490732,-9,12,4,-19,5,7,-17,8,-18,-34,-1,8,,,,-0.434557619,-0.818025115,-0.274659165,-0.042157895,-0.052397754,-0.052624971
08/02/20,136,,,,Calamity State – 5,5.8,1199,683,35,31830000,0.00109959158027,0.021457744266415,-21,0,-14,-41,8,10,-28,-4,-44,-56,1,12,,,,,,,,,
08/03/20,137,,,,Calamity State – 5,5.8,1280,746,81,31830000,0.002544769085768,0.023437009110902,-10,0,-4,-27,-16,13,-17,-4,-22,-40,-23,16,,,,,,,,,
08/04/20,138,,,,Calamity State – 5,5.8,1344,782,64,31830000,0.00201068174678,0.024568017593465,-11,6,-2,-27,-19,12,-15,5,-20,-40,-25,14,,,,,,,,,
08/05/20,139,,,,Calamity State – 5,5.8,1395,827,51,31830000,0.001602262016965,0.02598177819667,-10,-2,-3,-32,-18,13,-16,-7,-24,-44,-25,15,,,,,,,,,
08/06/20,140,,,,Calamity State – 5,5.8,1483,899,88,31830000,0.002764687401822,0.028243795161797,-11,4,4,-27,-18,12,-16,2,-12,-39,-25,14,,,,,,,,,
08/07/20,141,,,,Calamity State – 5,5.8,1538,927,55,31830000,0.001727929626139,0.029123468426013,-15,-3,-7,-32,-17,14,-21,-6,-25,-45,-24,16,,,,,,,,,
08/08/20,142,,,,Calamity State – 5,5.8,1572,938,34,31830000,0.001068174677977,0.029469054351241,-12,3,4,-25,5,8,-19,1,-19,-39,1,9,,,,,,,,,
08/09/20,143,,,,Calamity State – 5,5.8,1672,1030,100,31830000,0.003141690229343,0.032359409362237,-24,-9,-12,-45,5,10,-30,-12,-41,-59,-1,12,,,,,,,,,
