Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Biobio,08,Yumbel,08313,22132.0,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,27.1,27.1,27.1,27.1,31.6,45.2,63.3,63.3,63.3,63.3,85.8,108.4,122.0,144.6,158.1,167.2,198.8,257.5,370.5,442.8,497.0,582.9,768.1,849.4,903.7,912.7,912.7,917.2,957.9,966.9,1048.3,1061.8,1084.4,1088.9,1098.0,1111.5,1111.5
Biobio,08,Total,,1663696.0,4.3,13.5,15.8,21.6,24.6,26.4,30.5,32.6,34.4,37.7,41.4,42.3,43.7,45.6,50.4,55.9,62.2,68.8,78.9,87.9,107.2,124.7,142.7,158.6,184.9,206.3,292.7,359.3,427.2,457.2,498.2,548.2,578.3,613.5,637.2,672.4,703.3,741.2,770.9,817.5,854.3,904.8,946.1,1002.3,1055.0,1126.1
La Araucania,09,Angol,09201,56058.0,12.5,23.2,21.4,26.8,41.0,42.8,49.9,64.2,67.8,91.0,133.8,142.7,189.1,196.2,199.8,210.5,217.6,221.2,226.6,246.2,265.8,280.1,306.8,330.0,403.2,467.4,520.9,590.5,622.6,642.2,679.7,727.8,745.7,772.4,779.5,804.5,827.7,867.0,883.0,906.2,941.9,957.9,988.3,988.3,1007.9,1034.6
La Araucania,09,Carahue,09102,25486.0,0.0,0.0,0.0,0.0,23.5,23.5,70.6,78.5,86.3,102.0,117.7,121.6,117.7,133.4,137.3,141.3,137.3,141.3,153.0,176.6,196.2,208.0,247.2,270.7,266.8,270.7,274.7,313.9,321.7,321.7,321.7,329.6,333.5,341.4,341.4,345.3,368.8,404.1,412.0,463.0,470.8,474.8,510.1,549.3,557.2,584.6
La Araucania,09,Cholchol,09121,12341.0,0.0,0.0,0.0,0.0,0.0,32.4,32.4,32.4,40.5,40.5,40.5,40.5,48.6,48.6,32.4,32.4,40.5,40.5,48.6,48.6,48.6,56.7,129.6,178.3,194.5,194.5,202.6,210.7,202.6,202.6,194.5,210.7,251.2,259.3,259.3,291.7,291.7,307.9,316.0,316.0,316.0,324.1,324.1,324.1,332.2,340.3
La Araucania,09,Collipulli,09202,26148.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,0.0,3.8,7.6,11.5,15.3,15.3,22.9,22.9,22.9,26.8,45.9,76.5,99.4,110.9,114.7,130.0,145.3,156.8,172.1,202.7,218.0,229.5,248.6,256.2,260.1,260.1,263.9,263.9,267.7,271.5,290.7,336.5,416.9,520.1,623.4,669.3,780.2,856.7
La Araucania,09,Cunco,09103,18055.0,0.0,0.0,0.0,27.7,27.7,27.7,27.7,33.2,33.2,33.2,33.2,33.2,27.7,27.7,33.2,33.2,33.2,38.8,110.8,144.0,160.6,160.6,171.7,216.0,249.2,271.4,271.4,282.5,310.2,315.7,315.7,343.4,354.5,409.9,443.1,454.2,459.7,470.8,481.9,492.9,509.6,559.4,587.1,675.7,675.7,697.9
La Araucania,09,Curacautin,09203,18178.0,0.0,0.0,0.0,0.0,0.0,27.5,27.5,27.5,27.5,27.5,33.0,33.0,27.5,33.0,33.0,38.5,38.5,38.5,38.5,38.5,38.5,44.0,44.0,44.0,55.0,99.0,126.5,126.5,126.5,126.5,137.5,137.5,137.5,165.0,165.0,170.5,170.5,181.5,187.0,187.0,187.0,192.5,192.5,220.0,225.5,236.5
La Araucania,09,Curarrehue,09104,7802.0,0.0,0.0,0.0,0.0,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,64.1
La Araucania,09,Ercilla,09204,8458.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,35.5,47.3,82.8,94.6,94.6,118.2,118.2,130.1,130.1,130.1,130.1,130.1,130.1,130.1,189.2,189.2,189.2,189.2,212.8,236.5,236.5,224.6,224.6,224.6,236.5,271.9,342.9,342.9,354.7,496.6,650.3,650.3,685.7,721.2,792.1,804.0,1040.4,1040.4,1075.9
La Araucania,09,Freire,09105,25446.0,0.0,0.0,19.6,19.6,19.6,19.6,19.6,19.6,19.6,23.6,27.5,27.5,27.5,27.5,27.5,35.4,74.7,102.2,114.0,157.2,224.0,259.4,286.9,318.3,353.7,373.3,408.7,424.4,420.5,440.1,436.2,440.1,440.1,444.1,455.9,467.7,479.4,487.3,483.4,495.2,491.2,491.2,491.2,495.2,495.2,507.0
La Araucania,09,Galvarino,09106,12633.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,31.7,31.7,31.7,31.7,23.7,31.7,63.3,134.6,372.0,482.9,688.7,767.8,894.5,902.4,918.2,942.0,1029.1,1052.8,1052.8,1052.8,1052.8,1052.8,1052.8,1052.8,1068.6,1060.7,1060.7,1060.7,1060.7,1060.7,1060.7,1060.7
La Araucania,09,Gorbea,09107,15148.0,26.4,39.6,46.2,66.0,66.0,66.0,66.0,66.0,66.0,66.0,79.2,79.2,79.2,79.2,85.8,85.8,92.4,99.0,112.2,118.8,125.4,132.0,132.0,165.0,198.0,217.9,250.9,264.1,250.9,250.9,250.9,257.5,257.5,257.5,250.9,250.9,250.9,257.5,257.5,257.5,297.1,297.1,297.1,297.1,297.1,303.7
La Araucania,09,Lautaro,09108,40746.0,0.0,19.6,24.5,39.3,46.6,46.6,54.0,61.4,66.3,73.6,83.4,93.3,93.3,98.2,110.4,130.1,135.0,135.0,137.4,149.7,162.0,191.4,218.4,230.7,243.0,250.3,265.1,272.4,299.4,297.0,306.8,304.3,304.3,319.0,331.3,368.1,382.9,407.4,419.7,427.0,427.0,449.1,454.0,490.8,505.6,530.1
La Araucania,09,Loncoche,09109,24739.0,0.0,0.0,16.2,16.2,24.3,24.3,24.3,36.4,36.4,36.4,36.4,40.4,72.8,72.8,80.8,80.8,80.8,80.8,84.9,84.9,141.5,165.7,185.9,185.9,198.1,198.1,266.8,283.0,283.0,311.2,327.4,331.5,335.5,335.5,339.5,335.5,335.5,335.5,335.5,335.5,335.5,335.5,335.5,335.5,335.5,331.5
La Araucania,09,Lonquimay,09205,11049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,81.5,162.9,280.6,497.8,543.0,552.1,552.1,561.1,579.2,597.3,597.3,624.5,651.6,642.6,642.6,633.5,633.5,633.5,633.5,633.5,642.6,642.6,642.6,642.6,642.6,642.6,642.6,642.6,642.6,642.6,651.6
La Araucania,09,Los Sauces,09206,7517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,26.6,26.6,53.2,79.8,93.1,93.1,106.4,119.7,119.7,133.0,239.5,279.4,279.4,279.4,279.4,292.7,306.0,492.2,718.4,784.9,784.9,784.9,784.9,784.9,798.2,798.2
La Araucania,09,Lumaco,09207,10050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,59.7,59.7,69.7,69.7,69.7,69.7,79.6,79.6,79.6,109.5,139.3,139.3,139.3,149.3,278.6,308.5,417.9,388.1,408.0,398.0,408.0,408.0,408.0,417.9,417.9,417.9,417.9,417.9,417.9,427.9,437.8,437.8,437.8,437.8
La Araucania,09,Melipeuco,09110,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,79.8,79.8,127.7,127.7,127.7,127.7,127.7,127.7,127.7,127.7,143.7,159.6,175.6,175.6,175.6,175.6,175.6,175.6,175.6,191.5,207.5,207.5,207.5,223.5,239.4,303.3
La Araucania,09,Nueva Imperial,09111,33777.0,0.0,0.0,32.6,47.4,59.2,65.1,74.0,94.7,100.7,109.5,106.6,130.3,139.1,139.1,121.4,130.3,154.0,154.0,154.0,156.9,159.9,162.8,165.8,189.5,236.8,263.5,296.1,322.7,331.6,346.4,367.1,370.1,376.0,376.0,379.0,384.9,387.8,393.8,396.7,411.5,417.4,423.4,444.1,464.8,464.8,470.7
La Araucania,09,Padre Las Casas,09112,82110.0,11.0,17.1,40.2,53.6,59.7,59.7,59.7,63.3,70.6,86.5,95.0,106.0,119.4,120.6,121.8,123.0,140.1,144.9,154.7,164.4,174.2,187.6,198.5,200.9,202.2,204.6,214.3,220.4,219.2,222.9,229.0,246.0,247.2,252.1,258.2,261.8,265.5,272.8,276.5,278.9,283.8,294.7,306.9,305.7,319.1,317.9
La Araucania,09,Perquenco,09113,7223.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,41.5,55.4,83.1,83.1,83.1,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,152.3,152.3,207.7,207.7,221.5,318.4,360.0,484.6,539.9,539.9,553.8,581.5,595.3,595.3,609.2,595.3,609.2,609.2,609.2,761.5,789.1,844.5,872.2,1010.7
La Araucania,09,Pitrufquen,09114,26096.0,15.3,23.0,26.8,42.2,46.0,46.0,61.3,69.0,65.1,72.8,72.8,72.8,76.6,76.6,69.0,69.0,69.0,76.6,95.8,126.5,157.1,180.1,222.3,241.4,260.6,268.2,283.6,310.4,352.5,375.5,352.5,352.5,356.4,364.0,364.0,371.7,379.4,383.2,394.7,402.4,406.2,406.2,406.2,413.9,417.7,440.7
La Araucania,09,Pucon,09115,29782.0,0.0,0.0,0.0,13.4,16.8,16.8,16.8,20.1,33.6,36.9,40.3,47.0,47.0,47.0,53.7,53.7,57.1,60.4,63.8,80.6,90.7,120.9,167.9,174.6,184.7,201.5,231.7,245.1,241.8,245.1,238.4,238.4,241.8,261.9,265.3,265.3,265.3,285.4,295.5,302.2,312.3,312.3,312.3,312.3,312.3,315.6
La Araucania,09,Puren,09208,12188.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,16.4,16.4,16.4,16.4,16.4,24.6,32.8,49.2,57.4,57.4,57.4,57.4,57.4,65.6,73.8,73.8,73.8,73.8,73.8,114.9,155.9,172.3,188.7,196.9,196.9,213.3,246.1,287.2,311.8,311.8,344.6,361.0,369.2,369.2,377.4,377.4,377.4,377.4,377.4
La Araucania,09,Renaico,09209,10833.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,18.5,18.5,27.7,36.9,36.9,36.9,46.2,110.8,110.8,129.2,147.7,175.4,193.9,203.1,230.8,230.8,240.0,240.0,267.7,295.4,350.8,498.5,553.9,452.3,452.3,480.0,489.2,489.2,489.2,526.2,563.1,563.1,563.1,563.1,563.1,563.1,563.1,563.1,572.3
La Araucania,09,Saavedra,09116,12793.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.8,62.5,117.3,125.1,187.6,258.0,328.3,406.5,523.7,578.4,625.3,641.0,656.6,680.1,680.1,711.3,719.1,742.6,773.9,781.7,766.0,766.0,750.4,766.0,773.9,773.9,773.9,773.9,773.9,773.9,773.9,773.9,773.9,773.9,773.9,773.9,766.0,766.0
La Araucania,09,Temuco,09101,302931.0,50.8,74.3,96.7,120.5,134.4,146.2,155.5,167.0,180.6,199.7,212.6,219.5,222.2,225.5,234.7,242.3,248.2,258.1,261.8,268.0,272.0,274.0,276.6,280.3,282.9,287.5,296.1,305.7,313.9,319.5,327.8,341.0,347.3,356.5,362.1,370.1,379.6,390.2,403.7,423.5,428.8,435.7,437.1,448.3,454.2,459.8
La Araucania,09,Teodoro Schmidt,09117,15786.0,0.0,25.3,0.0,0.0,0.0,25.3,31.7,31.7,31.7,31.7,38.0,38.0,38.0,38.0,31.7,31.7,31.7,31.7,44.3,38.0,50.7,63.3,63.3,63.3,63.3,69.7,152.0,215.4,209.0,215.4,183.7,190.0,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4
La Araucania,09,Tolten,09118,10055.0,0.0,0.0,39.8,49.7,69.6,69.6,69.6,59.7,59.7,59.7,59.7,59.7,59.7,59.7,79.6,79.6,79.6,79.6,79.6,139.2,149.2,159.1,159.1,159.1,159.1,159.1,169.1,169.1,159.1,159.1,159.1,179.0,179.0,169.1,169.1,169.1,169.1,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
La Araucania,09,Traiguen,09210,19314.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.4,10.4,15.5,15.5,15.5,10.4,10.4,10.4,10.4,15.5,25.9,41.4,46.6,46.6,46.6,77.7,98.4,113.9,145.0,186.4,201.9,227.8,238.2,243.3,253.7,253.7,253.7,253.7,264.1,274.4,295.1,300.3,300.3,310.7,326.2,331.4,331.4,331.4,331.4
La Araucania,09,Victoria,09211,35467.0,14.1,19.7,31.0,33.8,42.3,42.3,42.3,36.7,36.7,78.9,155.1,163.5,197.4,200.2,219.9,219.9,225.6,225.6,228.4,236.8,253.8,262.2,318.6,338.3,377.8,431.4,465.2,451.1,453.9,453.9,482.1,485.0,490.6,499.1,510.3,535.7,555.4,575.2,580.8,603.4,606.2,614.7,628.8,673.9,682.3,713.3
La Araucania,09,Vilcun,09119,30766.0,13.0,16.3,35.8,58.5,65.0,65.0,78.0,87.8,94.3,120.3,126.8,126.8,143.0,146.3,156.0,162.5,188.5,195.0,204.8,227.5,269.8,295.8,299.0,312.0,325.0,331.5,341.3,344.5,377.0,403.0,383.5,390.0,406.3,409.5,412.8,435.5,458.3,474.5,484.3,507.1,526.6,575.3,594.8,630.6,633.8,656.6
La Araucania,09,Villarrica,09120,59103.0,,6.8,10.2,18.6,25.4,25.4,30.5,32.1,28.8,30.5,32.1,32.1,33.8,33.8,35.5,37.2,35.5,37.2,37.2,38.9,42.3,52.5,55.8,59.2,69.4,82.9,98.1,120.1,152.3,164.1,165.8,165.8,169.2,174.3,176.0,174.3,177.7,181.0,179.3,181.0,184.4,184.4,186.1,186.1,186.1,186.1
La Araucania,09,Total,,1014343.0,18.4,28.8,40.8,53.3,61.9,67.0,74.7,81.1,87.2,100.7,112.8,118.4,127.2,130.6,137.9,144.1,153.4,161.0,170.8,182.5,195.3,207.2,224.7,236.8,253.6,268.4,292.4,309.1,322.6,331.8,339.5,350.5,357.1,366.0,371.6,381.0,390.9,405.7,415.7,429.7,438.7,451.4,461.2,476.6,485.1,497.1
Los Rios,14,Corral,14102,5447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,18.4,18.4,18.4,18.4,18.4,18.4,36.7,55.1,201.9,201.9,201.9,238.7,238.7,238.7,238.7,330.5,367.2,403.9,403.9,422.3,440.6,440.6,440.6,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3
Los Rios,14,Futrono,14202,15261.0,0.0,0.0,0.0,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,45.9,98.3,157.3,196.6,222.8,262.1,281.8,347.3,347.3,366.9,380.1,393.2,393.2,393.2,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,406.3,406.3,406.3,406.3
Los Rios,14,La Union,14201,39538.0,0.0,22.8,25.3,43.0,45.5,45.5,45.5,58.2,58.2,53.1,68.3,73.3,80.9,98.6,101.2,101.2,101.2,103.7,106.2,106.2,108.8,111.3,121.4,131.5,149.2,166.9,192.2,199.8,220.0,222.6,235.2,220.0,225.1,240.3,247.9,250.4,255.5,252.9,258.0,268.1,270.6,270.6,270.6,265.6,265.6,273.2
Los Rios,14,Lago Ranco,14203,10292.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,58.3,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,77.7,77.7,77.7,77.7,77.7
Los Rios,14,Lanco,14103,17652.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,22.7,22.7,22.7,28.3,28.3,28.3,39.7,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,56.7,85.0,119.0,130.3,147.3,158.6,158.6,158.6,153.0,153.0,158.6,158.6,158.6,158.6,158.6,170.0,170.0,181.3,181.3,181.3,215.3,237.9,243.6
Los Rios,14,Los Lagos,14104,20518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,87.7,107.2,112.1,117.0,185.2,277.8,287.6,307.0,307.0,307.0,311.9,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,311.9,311.9
Los Rios,14,Mafil,14105,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,13.5,13.5,13.5,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,40.6,40.6,40.6,40.6,40.6,40.6,108.3,230.1,270.7,270.7,270.7,270.7,270.7,270.7,270.7,270.7,270.7,270.7,392.5,392.5,392.5,392.5,392.5,433.1,473.7,460.1,460.1,473.7
Los Rios,14,Mariquina,14106,23250.0,0.0,0.0,0.0,25.8,34.4,34.4,34.4,38.7,38.7,34.4,38.7,38.7,38.7,38.7,38.7,47.3,51.6,51.6,60.2,60.2,64.5,68.8,68.8,68.8,68.8,68.8,81.7,86.0,94.6,94.6,94.6,90.3,90.3,133.3,141.9,154.8,154.8,159.1,163.4,163.4,163.4,163.4,163.4,172.0,189.2,197.8
Los Rios,14,Paillaco,14107,20798.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,9.6,9.6,9.6,4.8,4.8,4.8,4.8,4.8,19.2,101.0,105.8,120.2,120.2,120.2,120.2,120.2,125.0,129.8,139.4,144.2,153.9,158.7,158.7,158.7,158.7,163.5,177.9,182.7,182.7,182.7,182.7,182.7,182.7,187.5,187.5,192.3
Los Rios,14,Panguipulli,14108,35991.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.3,16.7,22.2,33.3,58.3,91.7,91.7,91.7,100.0,130.6,152.8,155.6,158.4,166.7,175.0,180.6,180.6,180.6,180.6,180.6,183.4,186.2,191.7,194.5,194.5,188.9,188.9,194.5
Los Rios,14,Rio Bueno,14204,32925.0,0.0,0.0,0.0,15.2,15.2,15.2,30.4,21.3,21.3,33.4,30.4,33.4,39.5,39.5,36.4,36.4,36.4,36.4,39.5,42.5,42.5,48.6,48.6,54.7,54.7,54.7,57.7,63.8,72.9,72.9,82.0,91.1,88.1,88.1,88.1,97.2,103.3,106.3,115.4,130.6,154.9,173.1,179.2,188.3,206.5,224.8
Los Rios,14,Valdivia,14101,176774.0,6.8,25.5,26.6,36.8,40.7,46.4,49.8,54.9,57.1,57.1,59.4,60.5,62.2,68.4,68.4,69.0,70.1,70.7,83.2,87.1,90.5,98.4,103.0,106.9,113.1,118.2,137.5,151.6,171.4,186.1,195.7,190.6,198.0,215.5,226.8,234.8,240.4,251.7,256.8,265.3,276.1,291.9,296.4,297.0,307.7,316.2
Los Rios,14,Total,,405835.0,3.0,13.3,14.0,24.1,26.6,29.1,33.8,37.0,37.9,38.4,41.4,42.6,44.6,49.3,50.0,51.0,53.7,54.9,64.8,74.9,83.0,91.2,98.1,106.7,120.0,132.8,149.3,162.4,179.1,186.5,193.7,191.7,195.9,208.2,214.4,219.8,226.2,231.6,236.1,242.5,250.3,260.0,263.4,265.4,273.8,281.4
Los Lagos,10,Ancud,10202,42458.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,7.1,18.8,21.2,21.2,23.6,35.3,54.2,113.1,141.3,155.4,195.5,195.5,197.8,197.8,200.2,202.6,204.9,219.0,221.4,223.8,240.2,235.5,240.2,235.5,235.5,242.6,249.7,249.7,261.4,261.4,263.8,266.1,263.8,266.1,266.1,266.1,266.1,266.1
Los Lagos,10,Calbuco,10102,36744.0,10.9,13.6,13.6,13.6,13.6,13.6,19.1,13.6,21.8,16.3,19.1,19.1,19.1,19.1,19.1,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,24.5,27.2,29.9,57.2,119.7,166.0,225.9,302.1,348.4,391.9,413.7,459.9,487.2,503.5,544.3,661.3,669.5,786.5,775.6,838.2,849.1,884.5
Los Lagos,10,Castro,10201,47607.0,0.0,0.0,0.0,8.4,12.6,14.7,14.7,14.7,14.7,14.7,14.7,14.7,16.8,16.8,14.7,14.7,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,21.0,18.9,18.9,29.4,48.3,52.5,58.8,60.9,63.0,65.1,65.1,65.1,65.1,67.2
Los Lagos,10,Chaiten,10401,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,199.2,239.0,219.1,219.1,219.1,219.1,239.0,239.0,239.0,239.0,298.8,298.8,298.8,298.8
Los Lagos,10,Chonchi,10203,16013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Los Lagos,10,Cochamo,10103,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,124.8,124.8,199.7,199.7,199.7,249.6,224.7,324.5,324.5,399.4,474.3,499.3,499.3,574.1,574.1,574.1,574.1,574.1
Los Lagos,10,Curaco de Velez,10204,4066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.3,295.1,368.9,418.1,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7
Los Lagos,10,Dalcahue,10205,15069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,39.8,39.8,39.8,39.8,39.8,39.8,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,53.1,53.1,53.1,53.1,53.1,53.1,66.4,53.1
Los Lagos,10,Fresia,10104,12656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,15.8,71.1,55.3,71.1,71.1,165.9,181.7,158.0,158.0,189.6,221.2,292.4,434.6,482.0,561.0,600.5,679.5,695.3,742.7,900.8,932.4
Los Lagos,10,Frutillar,10105,20223.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,34.6,34.6,34.6,44.5,54.4,59.3,59.3,59.3,64.3,74.2,98.9,232.4,262.1,346.1,445.0,697.2,682.4,692.3,692.3,717.0,736.8,806.0,870.3,914.8,989.0,1216.4,1226.3,1340.1,1369.7,1434.0
Los Lagos,10,Futaleufu,10402,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6
Los Lagos,10,Hualaihue,10403,9525.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,42.0,42.0,42.0,42.0,52.5,84.0,136.5,136.5,126.0,126.0,126.0,126.0,136.5,210.0,210.0,210.0,210.0,210.0,210.0,210.0,231.0,262.5,304.5,315.0
Los Lagos,10,Llanquihue,10107,18621.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,5.4,10.7,5.4,5.4,5.4,5.4,5.4,5.4,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,43.0,48.3,150.4,354.4,333.0,300.7,451.1,375.9,408.1,370.5,381.3,424.3,563.9,639.1,703.5,816.3,880.7,923.7,977.4,1041.8,1149.2,1208.3
Los Lagos,10,Los Muermos,10106,17817.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,16.8,16.8,22.5,73.0,89.8,89.8,123.5,213.3,224.5,224.5,230.1,263.8,297.5,342.4,353.6,426.6,465.8,527.6,566.9,594.9,634.2,690.4
Los Lagos,10,Maullin,10108,14894.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,13.4,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,20.1,94.0,100.7,100.7,100.7,100.7,100.7,100.7,100.7,114.1,120.9,134.3,147.7,208.1,275.3,275.3,315.6,342.4,382.7,423.0,490.1,564.0,698.3,718.4,852.7,919.8,1040.7,1114.5,1342.8
Los Lagos,10,Osorno,10301,173410.0,38.1,69.2,94.0,109.6,119.4,126.9,133.8,139.0,143.6,152.8,160.3,162.6,176.5,181.7,184.5,186.8,196.1,196.6,197.8,197.8,204.7,212.8,225.5,230.1,238.7,241.6,260.1,264.7,268.7,268.7,278.0,288.3,325.2,332.2,347.7,365.6,391.0,421.5,456.1,505.2,545.0,575.5,601.5,627.4,649.3,689.1
Los Lagos,10,Palena,10404,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7,0.0,0.0,0.0
Los Lagos,10,Puerto Montt,10101,269398.0,12.6,16.3,9.3,13.0,13.7,14.5,25.2,27.1,28.2,27.8,27.1,27.1,19.3,19.3,19.3,20.0,23.0,23.4,32.7,40.8,45.3,49.4,71.6,79.1,92.1,112.5,132.1,160.0,194.9,213.1,269.9,317.0,354.5,430.6,463.3,544.5,639.2,726.4,787.3,874.9,930.6,982.2,1031.2,1080.6,1106.2,1137.7
