Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Metropolitana,13,Colina,13301,180353.0,17.7,21.6,26.1,27.7,34.4,36.6,41.0,42.7,44.9,49.9,52.7,57.1,71.5,84.3,127.5,160.2,237.9,271.7,433.0,553.9,698.1,804.5,965.9,1101.2,1257.0,1397.8,1849.2,1990.5,2127.5,2187.4,2271.1,2331.0,2377.0,2421.9,2438.0,2459.1,2479.6,2492.9,2505.1,2528.4,2553.3,2573.8,2581.6,2602.7,2618.2,2649.2
Metropolitana,13,Conchali,13104,139195.0,10.1,12.9,15.8,23.0,27.3,33.8,37.4,40.2,46.0,57.5,70.4,81.2,134.3,211.9,291.7,337.7,449.7,508.6,763.7,984.2,1273.8,1444.0,1673.9,1826.2,2051.1,2330.5,3100.0,3363.6,3635.2,3727.9,3880.9,4013.8,4097.8,4172.6,4205.6,4244.4,4279.6,4319.1,4352.9,4406.0,4450.6,4488.7,4529.6,4557.6,4588.5,4636.7
Metropolitana,13,Curacavi,13503,36430.0,13.7,13.7,13.7,22.0,24.7,27.4,35.7,38.4,38.4,38.4,41.2,41.2,52.2,63.1,68.6,96.1,178.4,227.8,318.4,409.0,557.2,746.6,919.6,1103.5,1218.8,1309.4,1603.1,1688.2,1855.6,1916.0,2028.5,2124.6,2215.2,2239.9,2286.6,2303.0,2325.0,2344.2,2374.4,2423.8,2454.0,2495.2,2541.9,2574.8,2594.0,2646.2
Metropolitana,13,El Bosque,13105,172000.0,10.5,16.3,20.3,21.5,26.7,37.2,48.3,54.1,62.2,73.8,84.3,102.9,137.2,159.9,219.2,255.2,355.8,423.3,596.5,676.7,841.9,961.6,1178.5,1405.8,1618.6,1846.5,2383.7,2595.3,2852.3,2962.2,3135.5,3314.0,3395.3,3477.3,3520.3,3586.6,3614.5,3664.5,3693.6,3727.3,3758.1,3780.2,3801.7,3819.8,3851.2,3894.8
Metropolitana,13,El Monte,13602,40014.0,0.0,0.0,0.0,12.5,17.5,22.5,25.0,25.0,30.0,30.0,32.5,40.0,52.5,52.5,60.0,72.5,77.5,130.0,199.9,227.4,292.4,379.9,537.3,629.8,792.2,1029.6,1459.5,1766.9,1996.8,2124.3,2326.7,2471.6,2599.1,2696.6,2731.5,2801.5,2834.0,2869.0,2934.0,2966.5,3033.9,3096.4,3108.9,3128.9,3136.4,3151.4
Metropolitana,13,Estacion Central,13106,206792.0,7.7,10.6,12.1,17.4,19.8,29.5,34.3,43.0,48.8,58.0,78.3,100.1,164.9,216.2,279.5,328.3,461.3,531.9,708.9,822.1,960.4,1114.6,1265.5,1423.2,1611.8,1765.1,2198.8,2342.5,2504.9,2553.8,2657.3,2731.2,2785.9,2841.5,2863.7,2898.1,2921.3,2942.1,2967.2,2987.5,3005.4,3034.0,3045.6,3061.5,3080.9,3099.2
Metropolitana,13,Huechuraba,13107,112528.0,15.1,16.9,19.6,28.4,31.1,33.8,42.7,47.1,52.4,58.7,68.4,72.9,100.4,133.3,195.5,233.7,333.3,367.0,594.5,746.5,893.1,1141.9,1290.3,1404.1,1623.6,1762.2,2350.5,2551.4,2748.6,2830.4,2924.6,3009.9,3087.2,3134.3,3173.4,3213.4,3264.1,3308.5,3341.4,3385.8,3431.1,3471.1,3501.4,3524.5,3543.1,3574.2
Metropolitana,13,Independencia,13108,142065.0,10.6,12.0,15.5,18.3,21.8,26.0,36.6,42.2,56.3,80.9,138.0,173.2,303.4,418.1,588.5,698.3,844.0,936.2,1195.9,1396.5,1806.2,2057.5,2364.4,2555.2,2855.0,3026.8,3530.1,3741.9,3915.8,3966.5,4070.0,4177.0,4254.4,4310.0,4349.4,4381.8,4410.0,4445.9,4493.7,4529.6,4569.0,4596.5,4622.5,4648.6,4674.6,4720.4
Metropolitana,13,Isla de Maipo,13603,40171.0,0.0,0.0,0.0,10.0,17.4,24.9,24.9,27.4,27.4,27.4,27.4,32.4,34.9,37.3,42.3,49.8,57.3,67.2,102.1,114.5,161.8,219.1,268.9,331.1,433.1,560.1,901.1,1095.3,1287.0,1356.7,1488.6,1620.6,1697.7,1847.1,1874.5,2148.3,2277.8,2454.5,2469.4,2616.3,2696.0,2738.3,2768.2,2837.9,2880.2,2942.4
Metropolitana,13,La Cisterna,13109,100434.0,10.0,11.9,11.9,19.9,25.9,33.9,38.8,44.8,46.8,60.7,72.7,83.6,121.5,142.4,204.1,249.9,346.5,425.2,643.2,715.9,841.3,1007.6,1179.9,1385.0,1663.8,1789.2,2226.3,2436.4,2603.7,2677.4,2773.0,2875.5,2919.3,2978.1,2999.0,3041.8,3086.6,3112.5,3132.4,3179.2,3208.1,3238.9,3261.8,3286.7,3313.6,3355.4
Metropolitana,13,La Florida,13110,402433.0,10.7,14.4,16.6,22.6,25.6,31.3,41.0,43.7,52.4,57.4,70.1,81.5,106.4,143.6,204.8,266.1,382.2,468.9,624.7,809.1,975.8,1130.6,1301.3,1498.6,1709.4,1896.7,2364.4,2536.6,2768.9,2860.1,2973.4,3066.8,3128.2,3189.4,3214.4,3239.8,3269.1,3298.4,3319.1,3354.6,3385.9,3413.5,3435.1,3452.5,3473.9,3498.5
Metropolitana,13,La Granja,13111,122557.0,4.1,6.5,13.1,19.6,21.2,29.4,37.5,41.6,49.0,56.3,65.3,77.5,112.6,157.5,225.2,283.9,518.1,652.8,1028.1,1443.4,1800.0,2139.4,2301.0,2687.7,2979.0,3237.7,4163.0,4433.9,4788.0,4877.7,5082.5,5249.0,5351.0,5442.4,5467.7,5546.8,5583.5,5610.5,5633.3,5673.3,5715.7,5758.1,5786.7,5801.4,5829.9,5856.1
Metropolitana,13,La Pintana,13112,189335.0,0.0,5.3,6.9,9.5,13.2,20.6,29.0,37.0,46.5,56.5,67.6,103.0,142.1,182.2,255.1,296.3,443.7,563.6,756.3,952.8,1256.5,1511.1,1763.5,2088.9,2468.6,2742.2,3631.1,3887.8,4187.3,4296.6,4525.3,4651.5,4711.8,4823.2,4882.9,5111.0,5171.3,5217.7,5259.5,5344.0,5413.2,5454.9,5494.0,5537.8,5588.5,5656.1
Metropolitana,13,La Reina,13113,100252.0,23.9,25.9,29.9,34.9,43.9,51.9,53.9,55.9,58.9,61.8,64.8,83.8,107.7,135.7,172.6,194.5,246.4,293.3,383.0,483.8,642.4,733.2,861.8,950.6,1107.2,1221.9,1509.2,1627.9,1761.6,1805.5,1907.2,1998.0,2041.9,2074.8,2080.8,2115.7,2125.6,2146.6,2163.5,2199.5,2214.4,2241.4,2266.3,2302.2,2328.1,2354.1
Metropolitana,13,Lampa,13302,126898.0,7.9,7.9,10.2,11.0,14.2,20.5,29.2,32.3,35.5,37.8,45.7,53.6,75.7,92.2,135.5,155.2,219.1,241.1,364.9,520.1,680.9,779.4,873.1,990.6,1132.4,1267.2,1844.0,2034.7,2189.2,2227.8,2334.2,2442.9,2508.3,2558.7,2610.0,2643.9,2670.6,2688.0,2708.5,2755.0,2793.6,2826.7,2844.0,2861.4,2885.0,2908.6
Metropolitana,13,Las Condes,13114,330759.0,54.7,62.9,67.7,78.0,80.4,85.0,89.5,92.5,96.7,98.6,104.6,107.3,123.7,144.2,189.3,223.1,290.5,327.7,435.1,533.6,647.3,736.5,830.5,917.3,1018.9,1095.4,1267.4,1353.9,1435.2,1471.2,1536.8,1588.8,1618.7,1642.9,1661.0,1686.1,1703.7,1719.7,1731.2,1750.8,1768.7,1786.2,1800.7,1820.7,1834.6,1852.4
Metropolitana,13,Lo Barnechea,13115,124076.0,54.8,62.9,68.5,78.2,84.6,88.7,93.5,100.7,116.1,126.5,137.0,156.4,191.8,220.0,307.1,340.1,419.1,464.2,598.0,718.9,854.3,950.2,1100.9,1188.8,1335.5,1417.7,1754.6,1886.7,2103.5,2147.1,2236.5,2294.6,2331.6,2372.7,2449.3,2513.0,2540.4,2568.6,2587.1,2617.8,2649.2,2712.9,2736.2,2765.2,2789.4,2825.7
Metropolitana,13,Lo Espejo,13116,103865.0,3.9,6.7,8.7,14.4,22.1,32.7,46.2,53.9,57.8,64.5,77.0,96.3,125.2,156.0,213.7,248.4,407.3,505.5,758.7,861.7,1021.5,1246.8,1435.5,1678.1,2024.7,2168.2,2729.5,2987.5,3243.6,3365.9,3500.7,3606.6,3691.3,3787.6,3842.5,3892.6,3926.3,3983.1,4016.8,4082.2,4121.7,4160.2,4175.6,4212.2,4243.0,4284.4
Metropolitana,13,Lo Prado,13117,104403.0,13.4,17.2,19.2,23.9,30.7,33.5,41.2,45.0,59.4,71.8,84.3,106.3,162.8,201.1,247.1,315.1,373.6,416.7,591.0,690.6,862.0,1081.4,1290.2,1500.0,1733.7,2114.9,2904.1,3291.1,3614.8,3708.7,3884.0,4033.4,4142.6,4304.5,4379.2,4451.0,4478.8,4536.3,4574.6,4649.3,4688.6,4735.5,4772.9,4830.3,4863.8,4927.1
Metropolitana,13,Macul,13118,134635.0,7.4,11.1,17.1,25.3,27.5,31.9,36.4,37.9,42.3,47.5,66.1,81.7,101.0,134.4,202.0,249.6,389.2,498.4,704.9,859.4,1048.8,1250.8,1417.9,1596.2,1836.8,2011.4,2600.4,2806.8,3008.1,3072.8,3181.9,3294.8,3359.5,3415.9,3441.2,3493.1,3516.2,3571.1,3594.9,3633.5,3656.6,3712.3,3741.2,3769.5,3794.7,3811.0
Metropolitana,13,Maipu,13119,578605.0,7.4,9.5,11.1,14.3,18.3,28.9,35.1,41.7,49.1,53.9,62.9,69.0,83.0,100.2,124.1,145.9,209.5,232.8,345.7,438.5,551.8,650.7,777.6,911.3,1084.0,1216.9,1617.9,1769.8,1955.0,2016.2,2126.8,2229.8,2293.8,2343.7,2360.2,2393.3,2412.7,2434.3,2461.6,2490.6,2518.1,2553.4,2570.3,2595.4,2612.8,2644.3
Metropolitana,13,Maria Pinto,13504,14926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,6.7,6.7,20.1,20.1,20.1,20.1,20.1,33.5,80.4,107.2,187.6,335.0,462.3,556.1,649.9,763.8,1112.2,1279.6,1494.0,1621.3,1808.9,1949.6,2030.0,2130.5,2190.8,2304.7,2351.6,2378.4,2398.5,2438.7,2465.5,2539.2,2586.1,2633.0,2666.5,2760.3
Metropolitana,13,Melipilla,13501,141612.0,4.2,5.6,6.4,7.8,8.5,11.3,12.0,13.4,17.7,24.7,28.2,33.9,52.3,77.7,84.0,96.0,118.6,139.1,218.9,290.9,376.4,489.4,626.4,748.5,908.1,1079.0,1443.4,1677.1,1887.6,1982.9,2154.5,2324.0,2406.6,2488.5,2521.7,2566.2,2609.9,2645.3,2658.0,2694.7,2715.2,2743.4,2775.2,2809.1,2826.0,2857.1
Metropolitana,13,Nunoa,13120,250192.0,26.8,33.6,37.2,42.8,47.2,62.0,68.3,75.1,86.7,95.9,107.5,116.3,131.5,145.9,173.9,191.9,276.6,316.6,436.1,525.6,664.3,775.4,899.3,1012.4,1181.1,1272.6,1556.4,1679.5,1811.4,1869.0,1931.3,1998.5,2035.6,2065.2,2077.6,2109.6,2112.4,2111.6,2126.8,2153.5,2179.9,2207.9,2233.1,2249.1,2262.3,2278.3
Metropolitana,13,Padre Hurtado,13604,74188.0,13.5,14.8,18.9,21.6,24.3,27.0,35.0,36.4,37.7,43.1,47.2,53.9,74.1,89.0,106.5,129.4,168.5,182.0,272.3,327.5,404.4,509.5,652.4,738.7,932.8,1129.6,1605.4,1876.3,2083.9,2209.3,2323.8,2480.2,2563.8,2632.5,2685.1,2718.8,2752.5,2806.4,2859.0,2876.5,2896.7,2934.4,2950.6,2976.2,3000.5,3027.4
Metropolitana,13,Paine,13404,82766.0,0.0,0.0,0.0,0.0,0.0,8.5,9.7,10.9,12.1,13.3,15.7,18.1,25.4,31.4,56.8,67.7,130.5,152.2,213.9,239.2,300.8,329.8,419.3,471.2,622.2,681.4,1173.2,1324.2,1529.6,1613.0,1776.1,1911.4,1993.6,2090.2,2113.2,2144.6,2167.6,2202.6,2214.7,2250.9,2296.8,2327.0,2354.8,2373.0,2410.4,2444.2
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,6.5,12.1,12.1,14.8,17.6,33.4,50.1,64.9,72.4,82.6,101.1,119.7,167.0,212.4,272.7,323.7,487.0,609.4,825.6,922.1,1065.8,1218.9,1336.7,1562.1,1820.0,2013.9,2675.3,2950.8,3190.1,3272.6,3410.9,3549.1,3638.1,3722.5,3758.7,3833.8,3868.2,3913.6,3947.9,3999.9,4031.4,4066.7,4084.3,4115.8,4136.2,4160.4
Metropolitana,13,Penaflor,13605,101058.0,9.9,12.9,12.9,17.8,17.8,19.8,24.7,25.7,28.7,34.6,43.5,50.5,66.3,75.2,86.1,100.9,128.6,153.4,219.7,271.1,359.2,441.3,568.0,666.9,822.3,995.5,1527.8,1787.1,2094.8,2155.2,2300.7,2411.5,2489.7,2620.3,2635.1,2692.5,2724.2,2759.8,2768.7,2802.4,2824.1,2858.8,2884.5,2942.9,2976.5,3028.0
Metropolitana,13,Penalolen,13122,266798.0,11.6,17.2,20.2,24.4,29.2,36.7,49.1,51.3,60.7,70.1,78.3,95.2,120.7,151.4,213.6,292.0,433.7,550.6,809.6,1078.7,1313.7,1576.8,1836.2,2081.0,2383.8,2552.9,3136.5,3416.4,3652.6,3730.2,3860.6,3968.9,4046.5,4151.1,4173.9,4228.3,4266.9,4302.1,4332.9,4375.2,4400.3,4426.9,4449.4,4479.8,4504.2,4536.4
Metropolitana,13,Pirque,13202,30433.0,0.0,0.0,0.0,13.1,13.1,29.6,32.9,39.4,42.7,46.0,52.6,62.4,98.6,141.3,167.6,190.6,302.3,351.6,446.9,555.3,759.0,949.6,1064.6,1274.9,1373.5,1488.5,2382.3,2625.4,2786.4,2888.3,3059.2,3226.8,3328.6,3381.2,3400.9,3469.9,3476.5,3496.2,3552.1,3594.8,3650.6,3683.5,3709.8,3729.5,3749.2,3778.8
Metropolitana,13,Providencia,13123,157749.0,52.0,55.2,59.6,65.9,72.9,81.8,86.2,93.2,104.0,114.1,124.2,126.8,143.3,158.5,195.9,235.8,299.2,329.6,447.5,536.3,678.9,761.3,889.4,977.5,1101.1,1154.4,1399.1,1487.2,1594.3,1642.5,1723.6,1795.9,1841.5,1866.3,1883.4,1927.1,1955.0,1972.8,1994.9,2019.0,2039.9,2069.7,2083.1,2101.4,2114.1,2131.9
Metropolitana,13,Pudahuel,13124,253139.0,6.7,9.9,12.6,17.4,20.5,26.5,30.8,34.8,40.7,46.6,54.1,66.0,92.0,113.8,147.0,194.0,245.7,293.9,432.6,543.6,682.6,903.9,1118.4,1264.5,1543.0,1912.0,2565.8,2858.5,3112.9,3210.9,3335.3,3457.4,3546.7,3617.8,3660.0,3700.7,3719.3,3756.8,3776.2,3818.1,3855.2,3898.6,3928.7,3956.3,3993.1,4036.5
Metropolitana,13,Puente Alto,13201,645909.0,7.0,9.0,11.8,18.4,25.7,37.0,49.9,57.9,73.1,87.0,106.5,118.3,137.6,174.8,217.4,256.7,335.2,430.4,566.3,695.9,893.3,1037.0,1229.1,1415.5,1672.7,1890.7,2427.9,2619.6,2843.4,2931.1,3065.0,3179.4,3239.3,3297.1,3339.2,3389.5,3422.3,3454.8,3478.2,3533.6,3570.9,3615.7,3650.7,3684.6,3711.5,3740.8
Metropolitana,13,Quilicura,13125,254694.0,6.7,11.4,13.0,20.0,22.4,31.0,36.9,39.7,44.0,50.6,64.4,92.7,166.1,214.4,297.6,324.3,424.0,468.4,625.5,772.7,1038.1,1213.6,1392.3,1526.1,1802.6,1983.9,2570.1,2772.3,2960.4,3017.0,3131.6,3223.9,3274.5,3322.8,3358.9,3404.9,3427.2,3471.2,3492.4,3535.6,3568.6,3598.4,3622.8,3645.6,3674.6,3713.1
Metropolitana,13,Quinta Normal,13126,136368.0,15.4,18.3,25.7,30.1,41.8,50.6,61.6,77.0,91.7,109.3,126.1,142.3,192.1,224.4,276.5,336.6,410.7,459.8,644.6,759.7,920.3,1135.2,1391.1,1531.2,1841.3,2191.9,2963.3,3199.4,3417.2,3520.6,3678.3,3830.1,3929.1,4009.7,4053.0,4138.1,4176.2,4236.3,4303.8,4377.9,4437.3,4494.5,4533.3,4570.7,4605.9,4644.8
Metropolitana,13,Recoleta,13127,190075.0,8.9,12.1,16.8,23.1,27.4,32.1,38.4,42.6,56.3,66.3,91.5,118.9,209.4,316.7,467.7,540.8,699.7,797.6,1123.2,1346.8,1729.3,1906.1,2125.5,2292.8,2481.1,2695.8,3442.3,3648.6,3846.4,3917.4,4025.8,4114.2,4173.1,4232.5,4244.1,4282.0,4316.7,4353.5,4379.9,4409.3,4453.5,4495.1,4516.1,4535.1,4567.7,4600.8
Metropolitana,13,Renca,13128,160847.0,5.6,8.7,11.2,11.8,13.7,17.4,26.1,31.1,43.5,51.0,66.5,81.4,115.0,158.5,212.6,259.9,317.1,376.1,601.2,701.9,854.2,1041.4,1355.3,1556.8,1793.0,2217.6,2963.1,3346.7,3728.4,3983.9,4203.4,4398.6,4521.7,4612.5,4718.1,4879.2,4993.6,5080.0,5128.5,5212.4,5297.0,5413.8,5479.7,5564.9,5598.5,5640.8
Metropolitana,13,San Bernardo,13401,334836.0,9.6,12.2,15.8,22.1,23.6,34.9,41.8,46.6,59.1,70.8,95.0,111.1,129.9,162.5,204.0,230.9,304.0,372.4,539.7,632.0,758.3,859.2,1017.8,1148.3,1400.1,1576.9,2107.0,2307.4,2576.2,2680.1,2818.1,2936.1,3013.1,3079.1,3113.8,3158.6,3189.3,3222.2,3250.2,3293.3,3320.1,3360.2,3381.1,3407.9,3428.5,3471.8
Metropolitana,13,San Joaquin,13129,103485.0,12.6,23.2,27.1,34.8,40.6,50.2,56.0,65.7,81.2,97.6,114.0,144.0,176.8,258.0,381.7,459.0,702.5,873.6,1280.4,1378.9,1549.0,1810.9,1998.4,2179.1,2448.7,2620.7,3332.9,3559.9,3804.4,3936.8,4110.7,4251.8,4369.7,4481.8,4531.1,4610.3,4640.3,4678.9,4706.0,4765.9,4812.3,4859.6,4894.4,4927.3,4955.3,5005.6
Metropolitana,13,San Jose de Maipo,13203,18644.0,0.0,0.0,0.0,0.0,0.0,21.5,21.5,21.5,21.5,21.5,37.5,42.9,64.4,123.4,187.7,225.3,327.2,391.5,547.1,734.8,997.6,1190.7,1244.4,1485.7,1711.0,1834.4,2306.4,2461.9,2644.3,2724.7,2848.1,2939.3,2960.7,3084.1,3137.7,3202.1,3309.4,3405.9,3464.9,3572.2,3631.2,3647.3,3668.7,3684.8,3695.6,3711.6
Metropolitana,13,San Miguel,13130,133059.0,18.8,24.0,29.3,36.8,42.1,51.9,64.6,72.9,83.4,98.5,114.2,130.0,160.1,191.6,263.0,304.4,423.1,499.8,762.8,905.6,1085.2,1267.9,1494.1,1718.0,1951.8,2101.3,2738.6,2964.9,3193.3,3271.5,3399.2,3521.0,3593.9,3666.8,3714.1,3738.9,3728.4,3772.8,3798.3,3854.7,3892.3,3938.1,3965.2,4000.5,4065.1,4107.2
Metropolitana,13,San Pedro,13505,11953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,16.7,16.7,66.9,83.7,100.4,125.5,142.2,150.6,209.2,217.5,276.1,309.5,368.1,409.9,485.2,644.2,911.9,1062.5,1280.0,1413.9,1547.7,1656.5,1765.2,1765.2,1782.0,1832.2,1848.9,1840.5,1857.3,1874.0,1915.8,1991.1,2049.7,2058.1,2091.5,2091.5
Metropolitana,13,San Ramon,13131,86510.0,0.0,6.9,10.4,10.4,13.9,20.8,23.1,31.2,37.0,48.5,76.3,104.0,166.5,254.3,378.0,440.4,737.5,831.1,1235.7,1536.2,1783.6,1962.8,2128.1,2435.6,2695.6,2946.5,3835.4,4057.3,4317.4,4421.5,4577.5,4720.8,4830.7,4912.7,4965.9,5028.3,5049.1,5093.1,5132.4,5161.3,5199.4,5224.8,5251.4,5286.1,5318.5,5341.6
Metropolitana,13,Santiago,13101,503147.0,25.2,31.0,34.4,46.5,53.9,63.8,74.5,80.3,92.0,99.4,120.8,139.1,194.8,257.2,331.1,372.3,522.1,588.5,782.1,917.8,1116.4,1247.7,1408.9,1547.5,1752.6,1870.6,2210.7,2351.4,2480.6,2529.7,2612.8,2701.4,2753.1,2790.6,2810.7,2847.9,2874.5,2890.0,2911.3,2929.8,2953.6,2978.5,2991.6,3006.1,3020.0,3043.0
Metropolitana,13,Talagante,13601,81838.0,0.0,6.1,7.3,13.4,17.1,22.0,25.7,29.3,31.8,33.0,36.7,40.3,45.2,51.3,58.7,83.1,107.5,128.3,189.4,223.6,273.7,337.3,419.1,527.9,633.0,735.6,1009.3,1188.9,1400.3,1504.2,1627.6,1732.7,1808.5,1864.7,1878.1,1908.6,1947.8,2010.1,2018.6,2038.2,2058.9,2104.2,2154.3,2168.9,2182.4,2201.9
Metropolitana,13,Tiltil,13303,21477.0,0.0,0.0,0.0,0.0,18.6,18.6,18.6,18.6,18.6,23.3,23.3,23.3,41.9,55.9,55.9,60.5,97.8,111.7,186.2,321.3,521.5,563.4,623.9,651.9,861.4,1052.3,1634.3,1885.7,2058.0,2109.2,2272.2,2351.4,2411.9,2435.2,2453.8,2519.0,2551.6,2579.5,2602.8,2630.7,2654.0,2733.2,2751.8,2775.1,2812.3,2807.7
Metropolitana,13,Vitacura,13132,96774.0,85.8,93.0,103.3,117.8,117.8,123.0,131.2,132.3,134.3,136.4,137.4,142.6,157.1,169.5,218.0,259.4,335.8,382.3,501.2,588.0,667.5,735.7,806.0,887.6,967.2,1025.1,1143.9,1197.6,1275.1,1317.5,1385.7,1406.4,1426.0,1453.9,1467.3,1494.2,1511.8,1527.3,1549.0,1567.6,1582.0,1601.7,1614.1,1630.6,1649.2,1662.6
Metropolitana,13,Total,,8125072.0,14.5,18.3,21.3,27.0,31.3,39.1,46.8,52.0,60.5,68.9,82.5,96.3,129.1,165.8,220.6,261.7,359.5,423.1,594.0,724.2,896.2,1047.7,1217.9,1378.8,1594.8,1774.2,2505.6,2711.3,2911.6,3003.6,3126.4,3233.5,3298.0,3357.6,3389.4,3432.5,3459.8,3491.3,3517.2,3556.3,3584.4,3618.3,3641.4,3667.6,3691.8,3720.2
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,18.8,37.7,37.7,37.7,50.2,37.7,50.2,56.5,131.9,232.3,314.0,364.2,414.4,496.1,615.4,697.0,803.8,847.7,872.8,929.4,954.5,948.2,973.3,985.9,1017.3,1036.1,1092.6,1149.1,1218.2
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,10.6,10.6,5.3,5.3,5.3,5.3,5.3,5.3,5.3,13.3,13.3,15.9,29.2,42.4,50.4,61.0,84.9,111.4,122.0,151.2,188.3,238.8,262.6,299.8,342.2,366.1,397.9,416.5,443.0,464.2,490.8,498.7,522.6,538.5,557.1,557.1,575.7,594.2,604.8
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,7.1,14.2,14.2,14.2,21.3,21.3,28.4,42.6,42.6,56.8,63.8,78.0,99.3,127.7,177.4,276.7,404.4,595.9,688.1,801.6,893.9,957.7,1156.4,1206.0,1340.8,1383.4,1425.9,1461.4,1574.9,1603.3,1645.9,1716.8,1816.1,1858.7,2021.9
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,12.8,12.8,12.8,25.5,25.5,51.1,63.8,102.2,114.9,178.8,178.8,217.1,242.6,293.7,332.0,459.7,561.9,753.4,817.3,893.9,1047.1,1136.5,1187.6,1264.2,1353.6,1404.7,1417.4,1481.3,1557.9,1596.2,1711.1,1647.3,1672.8,1672.8,1762.2
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,14.1,42.3,75.2,75.2,80.0,103.5,117.6,131.7,141.1,155.2,183.4,239.9,333.9,380.9,423.3,465.6,559.7,573.8,653.7,700.7,818.3,907.7,964.1,1062.9,1152.2,1255.7,1312.1,1387.4,1457.9,1594.3,1655.5
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.4,8.8,8.8,17.6,26.4,44.1,61.7,88.1,101.3,136.6,141.0,154.2,198.2,220.3,246.7,409.7,607.9,819.4,911.9,1163.0,1299.6,1352.4,1480.2,1572.7,1643.2,1674.0,1748.9,1823.8,1867.8,1881.1,1947.1,1986.8,2039.6,2074.9,2110.1
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,27.4,46.6,63.0,74.0,87.7,98.6,123.3,123.3,128.8,167.1,197.2,263.0,419.1,567.1,704.0,761.6,838.3,994.4,1065.6,1120.4,1147.8,1232.7,1249.2,1271.1,1282.1,1314.9,1353.3,1438.2,1479.3,1534.1,1569.7,1638.2
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,32.1,96.3,224.8,353.2,353.2,642.3,802.8,963.4,995.5,995.5,995.5,1059.7,1091.8,1091.8,1124.0,1156.1,1156.1,1156.1,1156.1,1188.2,1188.2,1220.3,1220.3
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,3.7,11.2,11.2,15.0,37.4,37.4,37.4,44.9,44.9,48.6,48.6,56.1,56.1,74.8,86.0,86.0,97.2,149.5,213.1,321.5,358.9,452.4,512.2,598.2,635.5,676.7,710.3,725.3,751.4,788.8,844.9,923.4,1024.3,1080.4,1278.6,1308.5,1375.8
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,44.3,103.5,118.3,118.3,118.3,133.0,133.0,162.6,162.6,162.6,162.6,192.2,206.9,266.1,310.4,532.2,680.0,813.0,842.6,901.7,1079.1,1079.1,1079.1,1093.9,1138.2,1153.0,1167.8,1212.1,1330.4,1330.4,1389.5,1389.5,1389.5,1389.5,1389.5
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,41.2,41.2,41.2,41.2,137.2,150.9,164.6,205.8,329.3,370.4,535.1,548.8,617.4,617.4,617.4,617.4,617.4,631.1,631.1,658.5,672.2,768.3,782.0,809.4,836.9,850.6,864.3,919.2
